Unnamed: 0,cb privatbank,credit agricole bank,fuib,kredobank,oschadbank,otp bank,pivdennyi bank,raiffeisen bank,sense bank,ukrsibbank,universal bank
12/2018,,,,,,,,,,,
01/2019,-0.1988203130231194,0.0269349385841561,-0.1866606645038138,0.4406166034981613,-0.026790111361876,0.3042076493762637,0.0854654010086855,-0.2568322026113302,-0.0684696043243039,0.170280763378632,0.151881803691551
02/2019,0.0635726225648722,-0.0245686901344738,-0.0936483387260053,-0.0596116630332982,-0.022770389625641,-0.0130033332590745,0.0957730825105838,-0.1014401294513623,0.0138255151599944,-0.0387284508464228,-0.1829465900530905
04/2019,0.4845081961081923,0.3620735891196067,-0.0971973844429456,0.3420327995609233,0.3298600135985632,0.1492383093955163,0.197494018874148,0.3649770138943879,0.0717982080103947,0.299682800750257,0.0405516868923232
05/2019,-0.276083514480292,-0.1940757340341554,0.0117448181334047,-0.0122618771722281,-0.2312888926327503,-0.1104103919460702,-0.0496213777794458,-0.2754956356962305,-0.2733967031566509,-0.1857000944579797,0.2913446887568767
06/2019,0.2550192883975821,0.0411473234325876,0.0295928061090291,0.0364245374612739,-0.1314084634072171,0.0696426888914574,-0.1345622665726088,0.2190750321914545,0.0524877847599507,-0.1983162729300575,-0.0961221163122143
07/2019,-0.0825086344173801,-0.0559550209554701,-0.1827567095019087,-0.0097635917874858,0.2537197607559966,-0.1198056958877467,0.1871885998671292,-0.1468368681029748,0.0772713361528136,0.3686304425723747,0.0478442112441939
08/2019,-0.0008324813255541,0.1048170819994909,0.1876396045648647,0.0786534076991538,-0.0111748411413342,0.0370433667096379,-0.006706364363052,-0.0024375871272046,0.0340688755563445,-0.0938524723076094,-0.1620054361696289
10/2019,-0.0080626309533292,-0.0642037855794083,0.0065638697740035,0.0728005970789864,0.0254708426713818,0.0527879175584706,0.060063672195098,0.0310416851460326,0.866192251601706,0.226383497411339,0.1441462353904963
11/2019,-0.0437934723903193,-0.0286911874447839,-0.0199012438194282,0.0009177103777169,-0.1443928040132114,0.0477561033172184,-0.24176464226288,-0.1805413428657239,-0.0031835473119631,-0.060168948288888,-0.3120537009623431
12/2019,0.1931528095433701,0.1306728373220536,0.5300309273127453,-0.2670851211787428,0.1659279111961997,-0.1386469088879649,0.3303415347047851,0.3555755393871338,0.5414061387562805,-0.0719395880842053,0.3320477965791903
01/2020,-0.1228357442080639,-0.0698664321613379,-0.3606457028811877,0.1901761607468493,-0.2078614814307333,0.0200378069280202,-0.1149784663041522,-0.1722223390895079,-0.2910013447544521,0.0748724640369118,0.0006953769352542
02/2020,0.0206066870585419,0.0175885094132486,0.0800935344555462,0.1070339386540857,0.0392424518774252,-0.1902011008364449,-0.0081819322855257,-0.0015839230397436,-0.0671289149959577,-0.0747063466501523,-0.3154003075540789
03/2020,0.1094922897825512,0.1154394273210928,-0.0816071220848322,-0.1918854351534796,0.3825197095550097,0.3684310126732875,0.4643667146383441,0.3168022816738829,0.8575864852270398,0.5216138008456317,1.6428009732208309
04/2020,0.0452499222618536,0.113966664799282,-0.0809754398730286,0.0663705985779639,-0.1143881900287342,0.1293428225454325,0.2645561625097659,-0.252689031122376,0.0862225301703989,-0.0892838589247503,-0.1826693397213901
05/2020,-0.0198195913663299,-0.0289676568083748,0.1214217578110927,0.0092541439627,-0.0773094780750953,0.1372577971406627,-0.0636240827725683,0.2345981421170242,-0.3070582053523332,-0.1131387676020039,0.0686391041128386
06/2020,-0.0519471360763674,-0.0798247047380138,0.0866830274756278,0.0661883067014701,0.3105952947885848,-0.0202774579546035,-0.0868088262047167,0.04000693780027,0.021682954688226,-0.0664209930007336,-0.1873862798757116
07/2020,0.0160756169537006,0.189717836775991,-0.0602376577757491,-0.1124186944429429,-0.1001670870940738,-0.0876062918620907,-0.1209819695433692,-0.0791572233079999,0.0548700024905768,-0.0393294384904276,-0.1272186446241662
09/2020,-0.0333961168968554,0.0031361054716252,0.0644834095286428,-0.1054963744904274,0.0140984482107655,0.002719481085903,0.1479371899382227,0.138156533340281,-0.2142260538918127,-0.2400388924163012,-0.0190147161290243
10/2020,-0.0517060939794928,0.1013556678299278,0.12728513548188,0.0225537330901106,-0.0380527892639916,-0.1127647717397011,-0.2516721439371699,-0.0682865315545139,-0.0850279176394981,0.3924510860973,-0.1386859663988912
11/2020,0.0214831613795107,-0.1710111609785674,0.0259693502563445,0.0828826814315977,0.2247480728898865,0.0550116266176197,0.0819135786225682,0.1819567727787332,0.380817612219068,0.0286081867866403,0.0731621382944374
12/2020,0.1367559119825023,0.136095035233362,-0.1477564921231329,-0.1026931554118031,0.0563416329966477,-0.1310653896406907,-0.1240751314122925,0.1906384624908508,0.2315238965755217,-0.1318735142667811,-0.0541891363699785
01/2021,-0.1854375311053075,0.0925170670956365,-0.1253743563814241,0.0422558732148288,-0.0919895743753685,0.1262777740154801,0.1104382794744653,-0.2100624863785313,-0.1198361380037148,0.0835323878310561,0.0127234376579201
02/2021,-0.0035021615269645,-0.0889943699231843,-0.0740969265629334,0.0540889517264666,0.0428837122107126,0.0578961812561527,0.0096731961709024,0.1815704986539268,-0.0167473057436393,0.0261660521779873,-0.0247642457217953
03/2021,0.0655399602082231,-0.1251780935871853,-0.054019537506262,0.0028870586038181,-0.0271108760389656,0.1127366836671983,0.1722657115877064,-0.0618535337606981,0.2827684993061548,-0.0665514694147804,-0.0411569935589023
04/2021,0.0897931599973942,0.3516171034064634,-0.0967412711206465,-0.0033729068172115,-0.0180687952804208,-0.1689612932071976,0.0232273793883386,0.0694979066596701,-0.058783578217027,0.213802894709302,-0.1390938013503068
05/2021,-0.0573220608325868,-0.1366980405891887,0.1131595049781719,-0.0155689288723503,-0.0078955040346336,0.0039926564112449,-0.090283202446557,-0.0047353085434785,-0.11607360845567,-0.1012679871473837,0.04897736851207
07/2021,-0.022797964997162,0.1449356400870705,-0.0280179065515525,0.0119800184850986,0.0134625887864632,-0.1286222740495457,0.2821378665710377,-0.0943105897456969,-0.0411510948318277,-0.0912660498331493,-0.133986233384135
08/2021,0.0554874929287378,0.0560591367585625,0.3964576514866125,0.0565631358030522,0.1180126939292809,0.0689739193099461,-0.0591769874981649,0.1031727980609509,-0.0801580680311903,0.1576685625273051,-0.1295411065294553
09/2021,-0.0202733413569947,-0.1304512576306135,-0.1612334487576066,-0.0001472911746205,0.0012055745429768,-0.0256845279492436,-0.142983760975097,-0.0347909771838428,0.0660587741473444,-0.285130492360118,0.0155905899916588
10/2021,-0.1188174570922823,-0.0646538475671854,-0.0520995910524829,-0.089379078074965,0.0574136110106913,-0.053778041529321,0.0062118166356239,-0.2581247578556768,-0.1212394782374511,0.2040135223750319,-0.0987642109348725
11/2021,0.1927117684934134,0.0895430126535496,0.2947917314460087,-0.0466664236701286,0.1259865729950242,-0.0259208367540042,0.066690298588387,-0.0605964469626744,0.1144588769365466,0.0782069040754258,0.0477016517254456
01/2022,-0.0412687494007645,0.0925744653341142,-0.0547521484554661,0.0019758083867553,0.0113916526180701,0.1107746102657134,-0.190224863443319,0.0150214149780356,0.0004191189010234,0.0894479268607466,-0.0658991675755994
