Bank,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01
deutsche bank dbu,625919.54646,240105.2064,215334.93526,521586.72686,522089.81254,755323.1587,500849.31501,450184.932,240197.21657,347137.84922000003,790351.7785,700544.60907,1660645.94239,1375444.25135,1302187.1147899998,630424.50599,580098.87659,1220706.35351,1050587.35944,1800282.67367,1100721.15562,1641155.6801,1300426.06759,1120412.49621,2740589.8876799997,2566421.5171999997,1686357.7812700002,1689278.05142,2395056.10197,2689556.21904,2544393.61406,2964999.20816,2541357.32352,2420424.75622,2466916.9554500002,2646709.73454,2797531.42093,2015217.53001,367342.59215,640667.16267,1193013.84062,1415782.5488800001,1736093.2929,2003780.81995,2261424.1164,2571618.43666,2801764.392,3001890.4200000004,3204031.6171399998,3182003.8452,3051921.9269999997,3101953.42364,3160186.3151100003,3401863.03,3251779.85164,3301627.395,3401676.71,3402980.19931,4824709.76835,4774000.708509999,4841526.96,4607900.312,4867395.772
eib,,,,,,,,82073.07678,55095.96176,25055.65132,61237.08222,74071.81816000001,48090.65712,20058.8465,32023.606399999997,43009.39894,20013.1148,0.0,0.0,10004.0984,0.0,28003.82508,30012.2952,64016.5208,70045.15802,145047.25623,149047.17346000002,179109.56681,185103.07045,202093.89526000002,215143.75519999999,268201.78512,317323.54422,466543.5652,491481.92636,465388.05986000004,420977.32052999997,280420.96349,184685.24018,174732.47119999997,197145.72681000002,175043.1515,221139.26094,246465.04085999998,255160.6857,297561.45177000004,304191.56256000005,333209.83661999996,430812.8763,457287.97398,400252.056,390737.2599,337015.37795,260701.61362,307205.20382,290619.16505,295255.05444,321263.17823,368827.9604,425538.20181999996,827197.03688,521357.43887,600434.22202
first investment bank,450591.7815,565247.6734,400476.204,400887.184,702244.619,890391.2724,751328.3675,771029.9502,521605.14139999996,681870.3613,492266.84990000003,550449.8315,1081656.23695,730280.47483,595010.86954,589052.89296,607278.8225300001,669383.53253,1056918.56976,550990.2243,296209.82602,568267.78255,500358.20863,389993.77447,764157.50677,766339.77444,814673.0645999999,1182714.83267,1300359.9387200002,1102967.5662699998,981930.90598,894297.50795,804711.22855,901838.5850699999,800465.56834,926454.05099,853023.44229,875900.6732300001,737291.0776199999,733687.17501,607595.0,594680.73,615343.4421,612243.48246,658563.2984,684267.0712,643810.76728,643569.7591,668334.11268,604992.9521,654540.65588,647137.99868,628258.9058800001,633078.2124900001,618609.01139,202857.60361000002,124046.09318,185546.37097,191103.32107,233778.52724999998,303105.51059,211633.91995,250251.58552
fuib,11619074.281229999,11796226.2732,12258526.63028,9664363.604770001,7944140.8990400005,8971568.93804,9112972.5459,9487653.204429999,6434151.584770001,9954325.1613,9272375.745240001,10148714.43528,12123074.83815,13371414.83064,14524576.69307,11656001.35059,13218399.99499,15212397.42809,16633035.659289999,19121059.95265,15669349.88078,17784054.79178,19489146.41894,18216189.475139998,22447647.465230003,20069105.126710005,19369074.08956,22979917.35882,22757864.213839997,18911686.1758,20649418.41312,26342354.68559,18215504.41971,23454210.66637,24014832.2637,24820048.09727,32035075.852870002,30136236.78497,18291748.52067,20273879.206090003,24904222.35579,23423769.27575,24593865.430919997,24487566.376690004,22016349.39,24440068.003329996,26152424.821680002,32848987.426579997,37611211.78442,31930819.921479996,28517567.922319997,29471121.399240002,35474800.4388,41196301.68895999,49023206.11896,53952742.18592,52260065.6773,51125486.32709,53957036.401669994,50932118.25038,60684214.824559994,56146966.989039995,62309603.537839994
ibox bank,80175.3424,80035.0688,0.0,0.0,15038.21925,0.0,25042.46575,90036.9864,0.0,10003.972600000001,85180.41085,115135.82185,295404.1774,250479.507,330696.993,275232.2405,300240.43799999997,333856.15984000004,503363.90949,613248.02204,786363.41029,872714.17001,913155.91171,1072526.01319,1006764.29632,944293.4173900001,1070579.03841,1300111.05827,1227635.3731999998,2457824.67393,4791778.59502,3719392.9788499996,3952386.8270400004,2628938.20732,2880269.68762,2116523.95108,1873746.4668400001,2637095.0089,1400851.2541999999,1397450.38733,1452721.96852,1938600.5514099998,1683757.6715799998,1396478.78729,1605299.73525,1249516.9452900002,1445537.2153500002,1165269.95685,770438.1757799999,2943082.21951,,,,,,,,,,,,,
idea bank,348497.0236,279781.18074,269865.16329,342879.40993,218741.90914,391402.95757,287255.18305,320313.06007,237458.18,320370.10267,337899.92378,351134.67250999995,469741.45309,680316.0328700001,625684.1792,552557.8533000001,405084.48523,525338.10369,564716.00307,449891.33727,319237.80092,263752.16608,352516.74829,403134.74398,522549.11335999996,362556.37379999994,331584.93766000005,291762.93523000006,140015.04591,209211.21718,217995.09274000002,302169.47031,234777.29919000002,363791.42234,373149.71338,377533.24296,438527.44461999997,386638.62731999997,146568.83268000002,172060.62851,307605.82345,463093.16018,523727.18211000005,697190.10576,613556.84142,709210.73447,724838.40591,745450.73375,751429.52532,1066895.71095,634225.22527,434613.96716,410367.21861,265516.62912999996,286030.72866,495497.82885999995,540932.5144199999,607536.4224,670619.8745500001,754391.99828,1012680.5683399999,1185468.4535899998,1009804.3458199999
iib,5135327.63587,5819073.89291,5090538.62872,3976887.23943,2140811.3654300002,3112199.88302,2697016.48608,1811681.9439100001,1432126.66557,860533.0744400001,773707.21947,744401.30357,847532.46178,705299.1826699999,705962.9338499999,1022396.0171699999,1104688.23942,307992.19943,425797.23853000003,374450.14638,457165.00128,458982.98801,376697.57306,745561.5449399999,777082.58043,699521.02042,874279.39271,1452754.33679,1497292.14929,1529604.70345,1747210.8484300002,1750279.7848099999,1703465.6617800002,1824636.2406,2134399.9771499997,1829449.15688,2176694.0652799997,1883302.53743,1524135.41589,2185924.14989,1503488.97984,1803581.1513999999,1416859.32703,2049983.6559800003,1802579.85594,2048170.71342,2742021.06119,2378285.9351999997,2902152.45298,2373701.01497,3158021.68618,4031670.47823,4863753.59695,5257911.79103,5850636.020339999,6331947.367009999,5053653.37395,5481303.10654,4821813.487799999,5019590.85723,5315048.26333,5150759.23904,7047636.098379999
ing bank ukraine,1903986.111,3060510.605,2508617.4,1507389.945,1307689.331,2301099.308,1803443.022,1604462.928,1707117.73,2009938.66,2515821.9250000003,2001694.3599999999,2504615.625,2607663.604,2607027.7219999996,2451682.721,1400305.774,2701769.661,2401966.9439999997,2900450.6689999998,2001311.2000000002,3002950.6799999997,2450802.963,3001447.81,3641426.2679999997,2596355.592,2300196.0999999996,3451660.12402,4903029.06182,3939350.0136400005,4649187.85463,4616439.16,4524730.282,4633380.111,4597585.9734000005,4513228.8957,4608691.156,4762899.016,0,4251047.965,4132036.7095000003,4010988.7858,4023533.7929399996,4879206.2967,4768002.6171,4689953.4661799995,4748990.64444,5403402.756,5707183.539,5703591.798,5403402.756,5503465.77,4952712.3525,5417066.0055,7037241.277799999,7352944.69485,9866005.21415,7724296.817419999,6847225.15315,8874110.44109,8907689.28287,8732215.55577,9562073.40637
kredobank,4033733.55521,3795205.95156,3499313.7880499996,3291542.25189,3520169.86076,3663890.0305500003,3412815.624,3052068.4795199996,2884025.8887,3007503.6925,3342282.14959,2791462.9084,3523400.6584900003,3161879.8605500003,3351230.52183,3560730.2500199997,3411042.7996599996,4274410.93564,3983736.24853,4084076.7535300003,4250627.934239999,4564323.9963299995,4557714.5215799995,5271887.322579999,7387517.964950001,6938711.186199999,6681874.83981,7002089.218319999,6049134.64648,6118689.54365,6203847.22127,6086639.21701,6021994.55863,6576982.508589999,6764591.4981,6921674.24522,11416197.606850002,9088723.41698,6145609.52515,7010779.27733,4791285.705150001,4727240.12882,5285429.0330799995,6469295.140389999,7053756.56261,7281735.03661,9376599.867,6759490.75526,7343012.77436,9109488.944219999,10183143.89343,12904510.9571,15498354.236220002,15757462.45671,18793262.36731,12386317.65615,14724880.510930002,18163888.173779998,12100779.072719999,12062878.784109998,15556848.10439,13453672.7898,13834024.34697
metabank,238364.4769,189273.49031,108821.56771,82900.16226,146885.50059,200382.64466,183255.53806,288427.02466,233133.89627,181467.23093,222438.20603,223910.927,189769.36398999998,195981.38879,238762.15927,212950.31775,178620.41944,219036.66768,228047.20841999998,370542.10576,432931.73132,459225.52994000004,443120.39793,326058.96510000003,413161.26856,386051.00609000004,497669.21768999996,604537.70282,748908.3718000001,760873.39793,822671.39268,829664.95816,787802.7191899999,784306.56105,716609.18495,726609.9277899999,865567.0709400001,845175.24131,880453.9197399999,809756.40286,797927.7420099999,730551.83095,695011.51873,684902.89386,660879.12131,655532.80265,634166.16277,669442.44144,846597.74811,733070.02018,705196.22201,862366.7280100001,825439.13036,916796.5742,925267.47438,857313.39815,861049.61798,859672.09545,693685.3243099999,703042.7024200001,709671.3654700001,674325.5372000001,546610.8944
motor-bank,300768.49325,240406.5754,160371.5066,195690.41145,180951.3702,200090.411,210378.6303,230452.0548,50209.589,80169.04100000001,125344.178,180138.63090000002,260386.5752,240329.508,400418.032,200215.847,175035.519,225131.1475,180113.38760000002,175026.63874999998,125081.9675,275122.26775,250079.23500000002,150098.361,525109.9722500001,350160.27400000003,450201.37,150160.27349999998,230190.3088,262823.654,288725.754,450089.5969,736241.62024,845484.88507,769160.1669000001,754210.55924,1183395.6566,1031929.96233,1152760.06778,1004540.5175199999,1059265.66692,789646.3497599999,831094.7134700001,950313.04831,738384.99909,792917.1493800001,610825.2055,483081.4312,439357.15236,493577.35035,520730.85770000005,213705.67182,105876.72873,123938.54809,142887.4669,359117.08941,87370.04487,170532.87133,221632.77742,268760.02089000004,79289.79832,100612.20968,492389.50005
mtb bank,1436736.18474,1721523.9550700001,1513919.5157700002,1139957.39953,1167922.34035,1273153.39141,1055277.34876,1090282.47339,1188314.3555700001,1173314.58458,1180409.41554,1233562.54909,1367869.94226,1359744.24441,1512211.0514200001,1304550.21722,1394631.44524,1709563.3816999998,1650420.9045999998,1560052.33475,1462831.4168800001,1666974.9223000002,1348582.03728,1454451.1421100001,3167833.64423,2481628.66661,2476223.08993,2422016.8866999997,2218554.7928,2411395.78637,3501465.48932,4185170.2973700007,3717988.57378,3658835.76588,3946879.2309399997,3880603.8498500003,5089222.37456,4158808.01868,5402664.80803,4211983.010679999,4197799.43557,4018181.97844,3723958.6842999994,3521081.6409599995,3856082.46815,3936186.15062,2979751.61592,4093517.02486,2729402.6808100003,2035808.77761,2329941.9281300004,3254012.25464,2479450.30355,2575480.6965799998,4761651.6990600005,4745443.139660001,4101774.2111099996,3446942.66378,3238484.32027,3199531.96218,3435191.2727200002,3722804.0900899996,4317434.33809
okci bank,42083.67125,20038.9041,8003.50688,3003.94521,0.0,11004.67126,8013.58904,11004.52056,15012.328800000001,31012.315059999997,34125.79453,31025.4522,69110.52063,62150.491799999996,34091.96728,52053.82514,33006.611990000005,14009.18036,33018.85239,32004.64472,27011.47542,61013.41521,50014.2075,42005.73762,100013.661,65026.7124,107813.8173,65381.91195,100899.03946,97138.05176,94203.26152,62642.49512,58583.70848,49785.21416,95043.22880000001,128030.4048,342596.60098,328987.97263000003,251366.90980999998,357268.70282,199860.93545,252088.5725,423645.39129999996,262070.28412,276964.26072,194152.21938000002,193101.21938000002,434847.8434,331786.85534999997,243740.46610000002,227683.764,199467.3598,255958.07934,189665.30475,307410.55154,263158.37868,289546.95558,357302.02127,325559.70264000003,364040.98421,421634.94059,392611.34199,350166.26482
oschadbank,113640699.83462001,113214959.27846,102038007.13997,105073035.15684,104102892.71532,101463740.94923,95486999.36776,100443009.95041001,98354994.81656002,99477288.3662,101484502.55693999,96793929.31612,111388508.37715998,106870077.07715002,105765412.21783,104019869.09982002,108016759.41289,111255148.88887,110997087.04091999,115743982.247,106343286.5751,112264798.22764,111916895.49088,112025097.41967002,127422704.37906,128189922.94432002,121497284.56453,128983828.45654,135696518.24919,131266185.43498,123204076.17485,121915102.33683,112279547.25046,120300253.94477001,110925503.59540999,110087108.52912,126429171.97557999,112312730.23935999,117197998.33511999,124666506.30139999,129749833.91887,123847614.71985,115565940.70202,115029189.71604,113337122.29848,121116109.55926001,122522353.75417,134053693.30564,141547279.97476,134013357.59368998,146401869.53383002,131032200.29966001,135590266.07936,134237843.05206,137529099.32449,147434591.90490997,148527161.65137,151547710.73649,149901317.60558,156024286.43314,171430865.65842,166013510.31641,172355478.79579002
otp bank,4975302.09976,5478041.35603,4307502.18515,3810282.91259,3146685.09605,3332078.17849,3748006.73935,4010473.31618,3176851.24002,5320321.53044,6745449.821180001,6038761.911529999,10824031.73833,12669020.989959998,15794067.54665,9915859.8647,9263556.89778,9412480.129719999,10569468.198940001,11284252.62136,10989917.73128,11250572.66027,11000531.99853,9620631.63146,12502721.23311,11257977.71782,13064993.36191,13559632.58326,11941925.878010001,11672025.35715,8451725.247480001,8255055.429229999,7984063.48373,10282960.46043,9615220.46315,11615333.965909999,14575181.626589999,10422653.894050002,11325746.99639,16040117.4244,16363936.77014,14516932.84451,16148941.30666,16252735.71676,17897617.68058,20607771.42217,24914107.02447,27508030.76354,31038211.43424,28952397.164179996,28773598.195970003,32024984.218189996,36075804.56951,34032394.79272,32953024.792850003,37889400.72582,39660579.07474,36942387.12915,37393389.64972,38668482.88276,38733314.67076,42254681.783470005,39017597.46053
piraeus bank icb,719513.18683,543623.58062,462039.25484,452326.84935,415627.04159,446828.65838000004,465654.16505999997,448162.31937,489605.02182,531472.20873,556358.51199,633489.73481,767604.30991,631086.3505000001,800673.11214,633228.04092,597503.90598,622377.04125,665705.07181,595747.37752,560725.8620399999,424056.07736,593844.36844,706845.72752,963392.72514,1069889.48865,1103327.60649,1219361.88117,1077301.13382,918124.21929,648363.32026,1003736.09645,895963.0445000001,1132948.12876,1450295.4954600001,1364036.6607,1941416.39574,1597150.89541,1119047.37042,1860529.1991100002,1864554.63132,2181955.35614,1166081.6693799999,925841.6224400001,955591.0350099999,1085926.20579,1294360.34206,1542014.20639,2114359.39785,2023748.78909,1772386.7255700002,2203324.2728999997,2208396.3300300003,2658824.0664399997,2953167.5015100003,2831508.57551,3315888.0801600004,2359271.4142199997,2721910.71931,2726598.1031,3728737.00107,3586038.91194,3463008.93249
pivdennyi bank,3396585.43461,3600677.33533,3220872.85474,2541128.18889,1750026.24839,1953669.90736,1792022.1261,1997451.6943199998,1235100.83611,2099225.69535,2629138.9256100003,3863047.53331,7547627.01382,7814756.25963,6994706.04452,2286994.9778099996,3680445.54954,4377724.306229999,4417559.6334,6227844.334520001,4703028.56895,5652258.6172,5886212.4869,5246857.387370001,12166044.22558,10047940.389080001,9081667.22768,8616507.7017,9322022.61003,8748847.00642,9125983.659209998,8395840.748739999,7966623.23078,7444551.64933,7470940.9511,9584119.144770002,19321639.51368,16332818.948889999,9455674.974769998,8422081.923,8310636.46697,6340853.09505,5879541.68355,6130293.61033,5299595.02251,6783136.8579,8242695.87686,12274592.65045,18906520.62417,,,,,,,,,,,,,,
policombank,30049.31507,53868.08305,49728.06232,30108.51172,16021.50751,16268.73577,15931.00866,7604.82469,7695.7250300000005,39400.90872,0.0,20014.79452,42052.93151,130140.16394000001,157298.52459,0.0,50008.19672,0.0,0.0,70010.65574,50006.8305,70043.44256,126038.79781999999,154067.75943,255187.40034999998,158074.58257,133582.61912000002,90315.1338,112616.9827,90837.93956,169069.06894,123121.42466,25050.41095,0.0,45045.68493,35684.48207,178975.05544,96382.15837,………,21125.33324,16818.68081,0.0,20012.60274,42079.39722,11006.931509999999,30018.90411,50031.50685,42026.46575,106133.58904,143090.10959,155097.67123,125078.76711999999,169267.94520000002,132849.31506999998,152697.53424,156299.72598000002,180389.6164,189631.09588,178900.27396,201237.58905,219358.57535,190745.42203,229975.22253
poltava-bank,693410.0306500001,619892.2134499999,426542.26291000005,532477.20632,457722.20634,565252.32408,488440.78669,646264.51567,540351.6901,529378.8192799999,598101.9393,682558.9732799999,715822.6003899999,720695.5253699999,733839.63745,609829.63368,776587.01743,804665.57335,822115.7755,1056970.28285,1071279.87265,1097415.94987,1184854.09648,1143636.86371,1514951.01736,1406256.62838,1316999.6834300002,1289958.53993,1398253.8734000002,1412687.78944,1231601.9136299998,1250948.46717,1171283.95019,1231762.9654299999,1309074.84668,1300910.52223,1681268.49804,1388280.30472,1343937.19398,1180905.43112,1113550.77172,1071927.57079,1061284.91464,1098943.1258399999,1184840.1777,1205915.69041,1130622.77091,1488840.2140499998,2197048.81537,1807719.88553,1480135.99584,1433311.5665000002,1672089.73739,1779078.27877,1822258.38353,1834709.3908,1886289.4743400002,2005856.7689300003,1970734.7808599998,2135714.06712,2348011.45114,2544602.67952,2444497.7440400003
pravex bank,,,,,,,,2318599.2586399997,2149301.91451,2205391.94435,2195706.9976000004,1993119.6205599997,2661672.8461100003,2034061.3344899998,2610710.67208,2348212.1247,2096191.318,2069127.81818,2477926.76124,2611610.87311,2246419.45843,2252797.44019,1627796.7871400001,1806249.5101299998,2794872.82266,2590992.7280200003,2214433.57948,2631745.3578200005,2554862.22403,2478851.2237,2209712.3788799997,2398258.42467,2318694.91434,2572263.18592,2341029.86289,2611430.6197299995,3185486.25862,2005820.4982000003,1826314.57866,2409970.52997,2363927.85531,2230517.10205,2203773.13853,2577779.5975,2348476.601,2576434.5047,2842998.0384,3022536.5460000006,3344209.3018,2951858.913,2501575.35,2951858.913,3125128.7808000003,3501917.825,4178379.42607,3639733.0440599998,3548004.57142,3577702.3522999994,3658303.87902,4196500.495209999,3828108.9948,3739620.5828,3688592.3173200004
procredit bank,1152556.16438,1033555.61644,1174038.90411,1105424.65753,935503.56164,770369.17808,801534.24658,1504191.78082,1757335.61644,2175392.73973,2858536.16212,2517090.0,3987106.9863,3610622.95082,3730062.2950799996,2703688.52459,2570561.74863,2781822.9508200004,3122557.3770500002,3770618.03279,3202098.36066,2502459.01639,1950639.34426,1601049.18033,2030665.5737700001,2151057.3770500002,1450715.06849,1431527.94521,570117.12329,1351109.58904,480591.78082,1271001.64383,100109.58904,1353667.80464,1182421.91781,1081991.095,2142499.17808,1954054.7954900002,0,1250308.225,1180581.91781,700172.606,950598.6329999999,300567.12299999996,1050661.6469999999,1701071.23288,2051291.787,2601638.364,3204032.87671,3071934.5297999997,2551606.8570000003,2601638.35616,3573410.96854,4006993.16002,3309221.36701,5698159.44226,5357446.69222,4927352.06124,5331745.4203699995,5014628.87036,5749969.41504,6104716.4908799995,6971915.74063
radabank,394473.08361000003,377334.3711,318338.27514000004,284551.45454,235514.46313,182800.73139,199855.44614000001,220580.27380999998,171422.54538,291324.14232,233853.72108000002,283244.50285,565084.51933,547951.2777600001,569037.3743400001,341419.97739,495560.16176000005,486830.30744999996,544059.9914299999,650657.2658,726275.717,876750.49126,852796.6222499999,967194.28134,1123303.84005,945088.6917600001,994278.91321,1329448.29128,1334781.10386,1271144.5236099998,1420610.45285,1554790.8799900003,1377282.18539,1432227.72232,1573674.32014,1673631.85804,2348136.03078,1623720.1823,1370893.63625,1326160.24214,1282320.19042,1196596.3773,1063481.28243,996399.86527,927899.43565,1121566.2499499999,1104232.6164900002,1339277.3584299998,1795175.7557599999,1794577.50372,1727061.85911,2242024.3603999997,2304895.4335,2460987.14629,2680252.6746799997,2712896.06102,2750955.82216,3420542.6105200006,3161976.7492799996,3249260.30111,4402332.6322,3525413.47505,3642826.82325
raiffeisen bank,8822461.62565,9453838.71641,10719660.8053,8186933.818779999,8051898.462169999,7958263.14521,6653161.21425,11857502.13061,7513824.9930300005,12192996.46202,12099544.35941,12517569.61648,13853207.991920002,19767908.25879,19251232.27792,15137804.41931,18096390.3244,21577673.07009,24229406.396259997,21399903.04564,20990060.108820003,23993309.35322,20186737.20015,18240349.15867,29676457.841689996,29554538.253290005,29373212.54529,27898412.44247,28236358.94738,27681391.544689998,26685421.00751,26338370.79331,22285453.30736,22234644.97608,24244882.0707,17452073.81722,23126654.1165,20388885.84611,24546722.85038,27546369.776079997,30182148.852629997,32240531.160329998,31771605.5592,35123866.96662,34502462.47129,39676139.40316,40773397.69713999,41688531.84277,43305370.22167,46886801.9723,40597611.60277,34656972.32848,46226900.01491,51029185.611339994,53314359.972260006,61124545.49878,61691583.65169,59665109.94835,54652839.903859995,58289932.8165,58357104.645220004,67861565.36837,58842635.15055999
rws bank,286988.39282999997,221368.11009,298386.79534,275831.78104,275963.35616,265116.64383,205364.65752,295323.83585,125203.83561,165065.5479,200193.1502,190140.54795,150191.98631,120083.60655,125127.86885,65014.2077,67010.98361,277134.04293999996,268161.42935,263020.63014,450357.85167,829977.81047,978167.67863,1068417.3061199998,1293189.05329,1453808.6300799998,1637017.2749299998,1920820.92009,2300503.044,2274202.87219,2364598.1435900005,2512684.7098,2756533.31449,3012169.7203800003,3121198.4825999998,3317754.6436099997,3746050.0515000005,3838200.36094,3774638.60189,3540238.99142,3622517.99586,3618677.10314,3592262.3351000003,2885955.8601599997,1915957.8384299998,1381403.8806399999,1156602.15805,1097979.18294,1462991.86383,1147394.33624,1131409.85306,1112219.05121,1015664.38268,1219477.13476,1420623.53663,1481152.9580700002,1462072.7918500002,1433247.5529,1458489.60049,1457087.83507,2592035.74604,1811716.4235800002,1571569.04864
seb corporate bank,1012602.94042,1045678.61207,1388990.75642,770063.82916,562887.6558699999,547597.70976,400692.98418,336208.64905,297175.54909,332349.55937000003,406443.08603999997,543847.71916,962727.0993299999,1267777.7900800002,907169.4430300001,580389.08105,387926.78978,654039.36327,818544.04641,1051582.36643,827732.5417899999,952476.20551,1142260.26389,1400255.9629700002,2050078.2764399997,1560508.58744,1661820.07433,1645407.1513899998,1670806.86401,1524629.2830100001,1719122.86338,1737287.9909799998,1507350.29209,1779280.85837,1376158.48356,2037197.7441800004,2309819.57764,2039936.16596,963489.32437,1014070.2886599998,1093572.6628999999,1388059.86738,1420437.6089100002,1813414.04895,1757559.93996,2506219.39874,2605384.1761399996,2698470.06222,3704662.9990000003,3702331.518,3512132.7996799997,3511394.8415599996,3696601.81631,3695810.81573,4501509.290680001,4511100.09724,5497376.06709,5506754.82745,5503502.37526,5509540.03375,6160672.92127,5662862.78323,5993818.497399999
sky bank,47102.9041,15051.78083,30013.1508,32085.47948,40084.93167,54024.57532,60109.58903,115130.68505,73127.3974,124232.27404,128388.48299,62156.1556,144005.64253,145849.94941,130699.52578,127395.31852,157134.66631000003,220404.06712999998,273745.79438,346391.63099000003,314359.57224,322547.80672,363486.10331,321872.91273,590728.31654,573542.0809999999,567622.7116899999,569294.13925,729231.1674800001,800828.93808,1210489.64319,1333548.78381,1481879.8536000003,1563882.6761199997,1638645.76185,1663023.6137100002,1895893.90271,1839076.8698500001,1779424.6179900002,1773398.6257000002,1740313.92357,1795901.1384400001,1549317.8679999998,1466706.0292,1138638.69969,990571.8038999999,1058446.78853,1325778.382,1407792.27949,1545684.3122399999,1513127.62825,1338661.3366,1478845.69378,1555018.04323,1423877.7259999998,1468960.5599499997,1533261.11761,1583595.04238,1798314.72983,1936953.5148399998,2116628.1949699996,2209416.98734,1727271.8174100001
tascombank,1417381.66802,2118052.64179,1735854.38319,2195462.50606,1356084.7815100001,1259859.76326,1846379.6436,972399.22106,826479.06111,1267384.10045,1086290.73001,275628.39212,2605968.86538,2822789.10349,2942855.4633299997,2487553.98416,2501908.11949,2746036.71393,3129678.90192,1385537.16848,2960758.65518,2462290.04723,3496290.4320799997,4316578.82924,7056353.98065,5913143.917729999,8027656.73171,8422944.74447,7578108.327140001,7064278.400450001,7014622.10396,6265425.59998,4855475.983410001,5984277.722169999,6915613.43258,7246774.545530001,10345541.06286,10140182.14294,6653944.61821,7553792.766210001,8648361.85114,8878641.734590001,8239741.470729999,9076240.502009999,6341816.07392,4967525.175650001,5909552.0745,5087199.9201,10087233.87159,7701852.88917,6998827.67933,9814393.03677,9884684.43254,12341496.150290001,13400018.538010001,14152468.098469999,14434294.52618,11953952.91353,10441023.67866,10399561.08835,12214134.96238,10830655.12791,13464653.801180001
ukrainian bank for reconstruction and development,169042.79297,169142.2123,171215.71915,164397.91974,164679.87396,171991.89765,174998.99546,173913.35738,173038.03837999998,173143.93315,173389.81032999998,171452.95532,169942.64272,187686.27687,195533.37247,209615.56546,206841.02268,211326.79880000002,238401.84482,335061.32076,334457.04011000006,313363.747,354060.72415,352044.86286,353645.59315000003,357260.45198,355432.53627000004,356644.0758,324850.41229,315111.38208,424145.31168000004,424984.27873,427545.99325,543667.47843,540185.35601,609312.86285,664560.13884,662459.3048200001,629559.10178,600607.57555,605576.81662,589326.7974599999,574657.72512,512610.92092,372364.34852,247266.78527000002,210950.52933,195620.94298,193921.66683,192901.02823999999,188828.90594,194287.85232,199395.07329,217367.0499,231944.92768,251803.56161,269047.29058,302374.6732,262239.20931,279549.67626000004,334749.97537,374103.00547,274438.93464999995
ukrconstinvestbank,,,,,,,,150061.644,128138.90411,150196.84928,205373.76666,170131.23286999998,294333.48426999996,180314.7541,100104.5085,140030.6012,137024.09836,60029.508,112015.30032,123016.80328000001,310083.87932,192413.83495,270921.14024,290518.79339,782174.54505,603318.4936599999,833776.17726,784699.75372,1037320.31511,982709.7557,1068394.06147,1056164.0284099998,1041382.47036,857345.46069,904189.49986,1083461.6528399999,1646038.0288799999,1430217.61247,1033831.8341900001,876318.82818,712741.3019900001,661922.1112,819860.1864700001,641521.6653999999,611369.27054,855462.46108,723710.54608,324055.173,1101232.9594400001,1385676.92093,1070707.80074,989628.52867,827944.98705,731797.49088,1235068.9364699998,328576.74564000004,181847.32926,,,,,,
ukreximbank,61074634.576960005,57829558.70659,58030651.84066,58311438.54245,56751129.96429001,59607927.46518999,57672677.687060006,47575376.60076,47230850.353609994,46418343.85231,46889857.11702,45398208.275869995,52990996.781229995,50742931.54771,50776587.302769996,44610469.80478,50148125.73714,55777411.13874,55266174.11674,57150035.71294,59298262.75930001,67132947.20186,76767132.22023001,80358928.65166,86528346.69036,88099322.49204,90954954.79262,89950184.38907,93974041.18642999,90419082.53874001,92185377.81978,91151727.81797001,83592762.59178999,86003137.87432,81723692.2625,78100545.27814001,81672783.74562001,74578355.71852,73335080.7459,68933508.01559,73547965.46152,73196780.94394,63734889.1848,68449076.19624999,64220544.60042,68494197.40458,77363239.93720001,77754686.80653,74164625.72149,74828850.29623,85110425.89565,90606061.11837,92338838.24906999,92608031.49814,102714311.37119,90413014.58233,86204986.17998001,99118420.94948,97291291.59497002,89436419.10668999,105925625.13388,93746861.64854999,102242454.96508
