,b industrialbank,mtb bank,pivdennyi bank,poltava-bank,fuib,bank grant,mega bank,sky bank,bta bank,asvio bank,ukrsibbank,idea bank,cominvestbank,ukrainian bank for reconstruction and development,pravex bank,credit agricole bank,arkada bank,ukreximbank,metabank,city bank,unex bank,kib,ibox bank,universal bank,kb land capital,piraeus bank icb,bank credit dnipro,ukrgasbank,radabank,clearing house,bank alliance,first investment bank,ing bank ukraine,otp bank,citibank,procredit bank,sberbank,bank for investments and savings,bank vostok,bank trust-capital,ukrainian bank for reconstruction and development,kb financial initiative,bank for investments and savings,bank forward,cb accordbank,credit europe bank,creditwest bank,raiffeisen bank,ukrainian bank for reconstruction and development,motor-bank,cb globus,ap bank,mib,cb accordbank,bank 3/4,eib,vernum bank,deutsche bank dbu,altbank,seb corporate bank,cb privatbank,sich bank,policombank,alpari bank,bank avangard,oschadbank,tascombank,bank portal,crystalbank,bank familny,rws bank,kredobank,lviv bank,okci bank,a-bank,sense bank
2021/07/01,260726.23738,276088.46687,1105215.52327,113417.76333,2745303.4569900003,38641.97911,460381.9507,14892.70013,,21908.94575,141740.6239,13098.32018,296219.90393000003,47130.74912,0.0,458566.70214,,41240504.04309,202.6399,,5570.30018,102146.09131,132465.14961000002,86393.72704,489106.76001,69992.95075,2847054.17639,6385397.49046,122119.5849,284750.03859,129668.52744,78878.98509,0.0,1420908.88319,1698.87115,707657.57676,32455800.94521,23607210.96048,160687.84554,0.0,,,683064.43368,0.0,148337.17316,44956.92532,107624.55548,846326.49184,77126.76310999999,218.36402,137861.29793,19370.77918,1171794.36153,243958.31778,10562.64685,124498.65347,,0.0,3226.54774,0.0,166550588.54946002,80331.56872000001,63487.94803,22249.08833,0.0,26341711.23966,378897.42854,37332.41739,134397.47018,0.0,50810.374910000006,493090.74274,457277.10454,51110.66769,70547.30961,1920367.3741
2021/08/01,259794.96311,272593.84736,555976.42896,112168.09601,2753090.81955,37456.68406,449770.19327,10694.92293,,21734.3475,143276.49297,18538.5889,281916.9674,47428.63253,0.0,434640.65861,,38070339.55601,202.6399,,5565.96285,168397.41655999998,131901.1007,85954.61661,494854.2906,69547.20044,2825939.1506,4797327.61352,116281.30538,271169.56722,62248.33288,78964.22351,0.0,1598784.55689,11882.40985,691127.52382,30583447.09241,23516322.03093,158263.16396,0.0,,,639760.6851,0.0,158494.08138000002,44571.15344,106771.82648,815792.15951,77978.52047999999,220.94501,130479.02435,18194.64291,1180088.50549,224200.68188,10636.346,119790.29905,,0.0,3276.23248,0.0,166521984.97367,68071.96283,63235.97918,21906.82444,0.0,26124369.46746,381497.4123,37341.552090000005,126444.0955,0.0,50562.53476,484569.94023,481600.21558,51818.04085,75230.95475,1926607.59332
2021/09/01,249412.70472,298157.05678,577988.44559,112533.94067,2726713.22916,37115.56553,403133.29164,10921.5549,,16560.20274,138934.42857,23406.1109,246376.97766,46732.91475999999,0.0,427626.17239,,37816162.141090006,202.6399,,4715.198539999999,229302.92752,202069.2651,85792.90387000001,532873.77789,69409.65364,2828376.50085,4770285.48742,112510.90688,270940.24182,56663.9485,79012.67539,0.0,1309112.23455,18727.81102,638150.2850800001,30591119.44107,23594324.18876,156731.12042999998,0.0,,,638468.96952,0.0,186103.52628,44480.83512,106603.629,1018525.92413,73439.74140999999,223.69807,131550.29997,18737.9185,1163601.23569,215873.5099,10511.06484,118956.87225,,0.0,7739.38411,0.0,166618047.56274,65756.56803,61829.46129,22176.18065,0.0,24056492.34988,370053.64684,37211.87555,127110.38903,0.0,49872.42521,449552.45632,461955.4457,47921.89592,78942.33117,1954239.60085
2021/10/01,188631.86238,298208.71363,568464.27483,84686.67497000001,2779195.85075,34792.03304,327273.21031,6722.65859,,16372.6054,221490.6343,26213.19366,254220.27566,43662.14199,0.0,418592.63471,,37526348.24215,202.6399,,4737.72755,262052.07871000003,134027.10426,80808.0418,,86734.59849,2783917.37908,4451246.43357,94949.33138,271553.54852,87502.59199,79022.50693,0.0,1118694.53497,19425.63414,687269.6514099999,27032578.56007,23492703.02793,157312.07682000002,0.0,,,631536.51547,0.0,177081.70449,44003.63787,77194.36669,806770.13782,64586.60231,0.0,130079.44963,19481.81103,1157928.47584,243251.8531,8510.9986,119046.51967,,0.0,8252.04044,0.0,165614748.10048002,58380.26899,53003.26874,724.16207,0.0,13713500.39691,346584.79415000003,36979.98325,113830.19805,0.0,48515.26356,387335.24867,379561.27544,44797.98741,82723.77268,1503967.19991
2021/11/01,186856.58069,296050.84516,498693.39398,92141.25963,2735934.9209,34242.122690000004,322340.62962,6691.47711,,16345.91069,251326.67461,30024.51891,255711.60322,43444.77258,0.0,402944.21302,,37110917.49991,200.8399,,4787.18995,209346.98844,128445.08952,80053.92946,,85509.4769,2721956.29114,5152008.86149,100721.33299,272456.50794,92792.34624,3365.37643,0.0,1185680.9328,631.6438800000001,639648.77286,26842185.38253,23428087.71453,152435.06954,0.0,,,629680.28176,0.0,183666.25327,43619.87869,76517.80665,776547.06464,50297.642060000006,0.0,125195.78086,15167.53184,1151181.9133,330640.27181,8522.04957,115204.35389,,0.0,8372.340209999998,0.0,165384664.28005,64678.63993,38096.49444,732.24877,0.0,13871858.68658,274789.61798,41491.7266,114882.39639,0.0,48416.35118,353895.80259,369459.6165,43715.83088,85367.48694,1465889.23983
2021/12/01,191013.29858,293328.36340000003,439461.43468,94934.01339,2824673.33833,34372.50663,498425.51966,6933.80207,,16454.00721,255171.02769,38580.60896,256942.4638,43174.04489,0.0,396076.88244,,23455191.9568,200.8399,,4846.63368,246218.40041,128950.22786,85349.1406,,85678.6967,2379163.67894,4826902.50635,76447.03807000001,270726.22239,156653.66311999998,3412.10485,0.0,1049440.72572,906.12798,452254.40064,25083230.28427,21939761.55253,151516.2696,0.0,,,459428.23718,0.0,174623.06941,44888.24109,77237.62668,773329.36991,48667.2474,0.0,119931.25057,18418.61878,1181217.78695,400657.00425,7027.83373,116820.31483,,0.0,10209.05931,0.0,165859033.06304002,56104.75481,33289.94973,740.01726,0.0,13932570.94027,268182.71545,41490.89053,113695.09451,0.0,49886.28569,329395.60435000004,293831.11965,44873.71456,84036.22435,1508621.00416
2022/01/01,187947.9042,299383.43513,431619.26116,94164.37103,2844009.11765,71877.60465,603863.15113,6987.27971,,16463.07342,530129.17712,37278.171,247879.09455,25284.03338,0.0,394351.41052,,19985400.80877,197.2399,,4897.44618,232319.60546,97213.03216,86206.19787,,84618.05721,2388086.38776,4296255.11092,99734.77647,271488.12848,266873.40076,3460.39088,0.0,1127350.89303,1040.07546,414648.0237,23709032.92359,22131156.79582,149465.48053,0.0,0.0,,432811.65544,0.0,173254.15371,45008.54015,68368.49111999999,750678.60299,67902.35678,0.0,148436.73481999998,17355.39284,1109625.10947,393651.39041,7036.22571,110480.5459,,0.0,10259.61702,0.0,165155621.90535998,52766.05263,33246.53056,748.10396,0.0,12847245.01008,246783.63033,40481.49521,107195.18899,0.0,47827.82154,336262.93812,208595.33228,40776.03427,87968.72601,1522676.37107
2022/02/01,172169.06996,284034.17226,463110.78622,93899.01607,2910032.53644,73170.93278,844650.93677,7407.82467,,16663.173649999997,499921.32603000005,49825.34341,261773.35191,26724.15877,0.0,440874.30891,,20757769.85652,197.2399,,4431.38465,177450.20141,96451.02082,118983.98721,,84953.75418,2583984.38671,4330359.84811,98833.86138,274621.00461,278924.15069,3508.67691,0.0,1115486.17137,1363.15588,424524.68585,24545888.1104,23256663.90124,150208.1304,0.0,0.0,,409188.08268,0.0,168089.50598999998,47398.91702,68126.2068,752031.91518,71771.56563,0.0,116975.329,16654.37999,1151996.6638,430282.76033,7114.33762,110541.40347,,0.0,10310.18496,0.0,165839663.11314002,55621.52028,34009.34682,1140.11623,0.0,13015822.51734,267885.4235,40481.49521,113742.29364,0.0,50592.31252,428000.11861,194159.61776,44406.9711,86706.01702,1584490.91744
2022/03/01,197840.95634,292257.87319,895899.0016099999,92167.73367,2999862.49132,75318.67439,900076.20976,7567.91051,,,452630.94285,49621.35458,254411.6788,21011.48398,0.0,396387.90573,,22897558.55643,195.2399,,4414.55834,182119.08252,95687.7257,90366.10118,,84157.43062,2625598.94681,4406066.97107,84912.83812999999,278380.33742,236044.12387,3552.2901,0.0,1124460.98234,1473.04606,411647.40434,,,272468.91976,1338.91258,0.0,,372453.71889,0.0,174745.76185,48123.59715,68306.27875,713382.11782,51836.85759,0.0,140025.10517,12720.89304,1178175.67503,375394.41804,7179.61446,120606.03642,,0.0,10392.382409999998,0.0,166095068.34162998,75274.61563,,762.48719,0.0,13145491.41728,267271.016,40481.49521,114719.83599,0.0,52296.90979,424573.12656,241604.38311,45293.78314,92345.09977,1527687.01249
2022/06/01,287286.00925,419201.89137,1287068.17234,105055.77446,4707116.20137,77095.81053,912938.07788,7704.883,,17164.77378,768932.1138,41784.02222,250745.71027,21162.7275,0.0,388117.92673,,22560745.3513,5308.42707,,4434.99752,310891.40602000005,94595.00245,90554.57395,,84384.00047,2640619.15493,6236273.47073,315410.17451,281799.80183,294710.14932,3695.59058,0.0,1321775.21613,2879.68177,789394.10352,,,205015.88793,1392.23709,0.0,,373885.27801,0.0,240252.06766,175015.59295000002,63334.85647,1080139.76661,76573.37786,0.0,142903.44201,12853.66208,1192109.77371,476726.26877,7485.50116,113215.51134,,0.0,4029.07008,0.0,166916948.88,106279.52659,34120.54827,791.76335,37944.37658,15111582.72719,241299.49061,40481.49521,119394.04237,0.0,30058.11369,881786.75293,205166.5015,44726.66268,89580.0428,3077252.37974
2022/07/01,410713.47796,539454.00189,1533570.61869,128119.30765,5583718.59909,142587.8131,1790563.70421,188.83829,,91313.54187,1162827.97939,36827.93855,247728.15847,21211.53272,0.0,1276616.74967,,22850649.08155,10777.33494,,4439.7647,331371.12243,94276.16071,90303.38454,,82066.69944,2739134.32383,8368246.89015,492847.22005,282952.55603,276045.35382,3742.319,732337.51969,2966532.76102,1477030.13038,2257707.31411,,,573823.79267,1409.62552,0.0,,558845.08973,0.0,240404.47782000003,307838.4971,63008.5902,3103333.26401,78504.2654,0.0,271366.93439,12870.01152,1268862.70095,445216.90252,7602.29764,117928.9831,,0.0,4012.90967,0.0,166710251.94508,105765.37585,38256.07478,794.00815,35396.8163,18381148.14453,755736.3243,40481.49521,137053.93614,0.0,29883.06846,978532.55494,217509.88008,44073.94948,125909.76363,3470441.98723
2022/08/01,606491.12212,593588.01821,1838700.02283,114403.61199,6479382.6476,154462.59342,,2251.78676,,92607.01494,1679723.64719,35966.49891,300214.75437,21324.07312,0.0,2057253.56889,,26671431.9375,11907.07907,,4444.67379,383081.46002,93253.61109,110698.77765,,97810.16879,3564445.72961,9490958.04774,468223.05156,292031.81146,333664.62994,3790.60503,905124.80411,3375652.51234,1819863.82085,2585307.79167,,,664648.64664,1377.46206,0.0,,617218.78633,0.0,244686.13052,337476.54773999995,83617.75232,4119670.08092,64632.7131,16048.55927,212208.45364,11885.9548,1057518.05984,501238.90319,7721.72783,132191.99026000002,,0.0,3879.40461,0.0,169747228.10384,104817.28292,37635.43283,803.87294,35997.5038,20154887.11476,921354.50187,79813.48142,131113.35153,0.0,36761.89713,1020644.67577,249546.07673,50954.18309,162075.37449,4685198.24558
2022/09/01,608206.24611,653642.81349,2027087.53805,110810.42183,6323446.45636,155649.83477,,2266.2391,,93710.6773,1490175.05937,40485.46854,284307.31309,26813.21009,26809.76664,2302192.62662,,27180832.03041,21215.3044,,4435.38756,399261.28701,90674.39822,111007.15715,,97483.54732,3589337.01129,9394073.54995,463243.89042,290591.57089,363405.82041,3838.89106,905221.56827,3473978.27419,1794161.1136899998,2662512.46977,,,640353.26482,1394.75065,0.0,,593179.96784,0.0,246025.71476,328291.97988,84254.73517,4817203.08235,64509.5414,15793.85746,172451.74318,11832.18555,1048686.50912,556756.1083,7839.97981,131495.32941,,0.0,9073.89113,0.0,170000458.99709,105197.58591,37375.95623,813.73773,35998.32505,21120520.2137,897010.4208399999,81340.07448,127944.56265,0.0,36903.87976,1073763.95073,255689.00782,49004.54107,185614.84082,4777801.1956400005
2022/10/01,611062.28415,591891.53879,2945634.36419,115425.1473,6224182.76636,156427.20644,,25258.07708,,106753.57711,899146.05475,52784.78867,280961.47114,47146.52226,26980.30357,2322743.2439,,28989211.94044,21214.7362,,6961.54132,432920.93899,77353.15695,111166.8127,,95509.77177,3652781.81045,9733682.39408,469629.19311,384368.75942,505273.57253,74216.96034,866669.32906,3571515.99669,1739947.87749,2948458.1548,,,1343611.04988,1216.69922,0.0,,602865.9261,0.0,244607.69926,321723.74844,86953.90841,6107533.88383,68078.12726000001,15842.97959,174247.69601,25503.33803,1094103.88602,653051.81058,7453.24977,131726.39258,,0.0,9032.675,0.0,170357227.81028998,132785.12248000002,48361.92968,823.28431,35978.95668,23912950.83298,1088811.01046,81718.02699,139708.84122,0.0,36560.37193,1083854.31914,299144.55543,48693.61124,349190.99507,5931008.54537
2022/11/01,580239.58014,589732.31272,2584325.59437,132088.90381,6272775.18042,157798.45378,,28040.85643,,135811.22714,902624.10551,60883.77224,304566.19963,49051.31698,230160.8555,3148669.69191,,28381827.30658,21214.81672,,7596.37303,403882.87727,76410.72771,110387.68041,,97369.42872,3662879.44791,13472121.19552,428848.74473,374539.11171,777605.7796199999,75220.49442,867201.1864499999,3821802.51928,1738780.07995,2942650.64596,,,1358890.1756,1075.80712,0.0,,602423.65623,0.0,245361.10941,303577.81053,76277.29019,6943107.52473,68547.42091999999,15950.80222,172499.54185,31632.261550000003,1169348.38037,646165.3414700001,6782.49069,130135.93222,,0.0,9091.68967,0.0,170508050.91049,,37223.94469,826.12126,35998.35345,29206500.99137,1043118.05951,82367.87056,132889.56446999998,0.0,35475.98216,1236053.23615,284278.74317,49428.666130000005,435248.53247,6167880.41532
2022/12/01,581521.4035199999,724901.65096,2577747.3144900003,141772.42841,6620822.08461,231577.26713,,16377.41326,,136476.95609,945673.04864,66921.35203000001,345082.11559,58381.63956,265601.42318000004,3247939.11489,,28733322.62764,21311.3183,,7207.906660000001,460487.63278,79254.49665,112569.64929,,100697.00878,3698717.67962,18999699.39233,426745.12469,367419.19894,807120.89303,76194.54727,868822.84953,4373963.65782,1738785.58496,3014714.98588,,,1193819.78126,1073.93973,0.0,,603594.46635,0.0,254993.62631,300659.55042000004,76201.8604,7097445.760709999,68032.57617999999,16089.4534,175651.46512,35529.0746,1214555.67706,732260.51559,6888.0007,140259.90115,,0.0,9067.84061,0.0,170578608.29969,,37100.90306,833.99519,35978.99664,29648901.88786,1050382.58959,82975.03031999999,128010.30862,0.0,33497.12525,1198790.97792,391321.95913,47625.473580000005,432267.98524,6278701.64931
2023/01/01,569716.67642,780692.61373,2602297.77117,131249.94874999998,7879076.45879,412243.47386,,30647.65921,,137612.88319999998,969360.06855,49385.7529,368413.41258,54957.02961,265900.10202,3492449.12709,,35544057.9019,37749.41043,,6435.46593,372848.34153,81398.56959,112854.35007,,101461.15399,1099948.14285,18544901.74565,490368.03585,386750.5138,879095.06191,77199.43489,870717.58279,4297263.39658,1739450.58502,3052392.74153,,,1152917.5143,1088.34411,,,576964.312,0.0,254726.7513,239476.44277,74689.1965,8813662.66665,52194.61,21145.43776,169491.69634,40463.43978,796638.4919499999,732391.86327,60846.67441,139133.84347,,0.0,9197.61104,0.0,170160123.94758,,43429.29597,839.48998,35998.39408,29480178.16049,2149756.74378,83603.22752,111977.87963,0.0,30034.33209,1303027.09639,310935.6071,44259.10676,410914.35152,8118460.73662
2023/02/01,570488.20056,818423.9357,2333619.86798,131959.07097,7797808.3666,415783.69142,,29947.29791,,138617.99659,996625.03426,73714.03899,333160.92254,60774.63563,265707.56081,3557566.53924,,36079979.96385,37830.3646,,15448.54712,401805.94771,80201.33798,113654.65294,,114636.22317,1101061.419,18461490.35448,497444.48926,397590.29123,920506.87835,78204.05788000001,868336.0004199999,4374659.78405,1728827.31757,3088559.781,,,1150097.41961,1102.74849,,,574155.28463,0.0,255914.29706,232828.30426,73661.40812,8861533.0229,59712.54814,21330.42089,169292.79475,40717.61373,804138.67925,733670.53628,61461.17446,139287.62392,,0.0,9246.53092,0.0,170373639.87138,,45119.50863,849.35477,35998.49004,29856767.96455,2177607.83064,84254.83548000001,112163.78909,0.0,28813.18095,1331951.32187,409585.59513,42002.86866000001,412827.25467,8124942.873559999
2023/03/01,577707.9738,847383.1062899999,2120258.60268,128387.00757,7394310.70723,414322.63987,,30056.87501,,139257.13868,977122.97548,92980.53134,330018.18054,61071.77768,262274.94934,3443414.59195,,36246059.05774,37873.34603,,12018.5972,491054.60117,,113521.17062,,111371.81762,1089964.92615,18386262.56043,496993.67959,396847.26276,1039983.3954199998,79111.39967,864123.23699,4629596.573129999,1673091.96722,3095238.74899,,,941568.22067,1115.7589,,,571232.33658,,256614.72116,165137.27722,71609.21452,8817517.34564,57492.917530000006,43696.90168,173903.26768000002,40079.09733,807744.84125,722229.20192,62158.46643,138981.87316000002,,0.0,9063.57673,0.0,170398329.24675,,42825.40182,856.59226,35940.22385,29503306.02475,2185927.17298,85519.58842,144691.40667,0.0,28260.49785,1253246.46983,414437.21499,40506.59095,405537.46181,7920599.71934
2023/04/01,577424.83229,866883.91709,2018763.0563,134228.40136000002,5345739.80248,412501.56815,,29015.67697,,138698.85778000002,955823.16963,83649.34542,345891.40421,61073.51192,258472.62132,3407056.74709,,36205668.7139,37956.97589,,11419.45893,427379.2672,,114581.27444,,112759.78502,1083226.77512,17130422.44861,487154.72981,153510.98111,1053529.57916,80116.7431,864784.3475599999,4812500.8217,1671471.72425,3043189.9158,,,933620.59046,1130.16328,,,681315.91278,,258273.396,159968.97186000002,70625.18796,8773167.59103,56480.51998,38840.05591,172511.84559,40061.40061,819127.91749,777807.9191299999,62929.49757,138274.08605,,0.0,33423.94504,0.0,170417173.66496998,,42586.17625,864.80113,35998.22463,31399800.70169,1817060.82186,86207.73595,174877.42859000002,0.0,33008.84791,1316902.41451,400455.96191,41039.8816,400539.94106,9571248.37546
2023/05/01,564419.7966,866991.9115800001,1924722.87934,138450.336,5403984.67167,549716.98392,,27182.21411,,139001.47792,887922.84773,87636.29055,346628.37687000004,60667.73925,258579.63609,3322774.88221,,37800049.9606,38032.73074,,11890.51443,454517.53605,,116185.75034,,112748.41737,1063440.8687,17092045.46074,513135.86673,167345.51431,1033598.83409,81088.27637,860826.73021,5303391.383669999,1669279.66487,2980548.00169,,,929893.66811,1144.10301,,,660033.53509,,253376.4504,154064.98084,104197.1877,8710224.52017,56287.42535,39021.44108,173345.17716,63395.96256,807777.65127,664573.02322,63073.4084,136676.94291,,0.0,33827.22971,0.0,170503015.39839,,34665.34322,872.67506,35978.85463,31987996.00893,1809042.79126,62204.97669,173210.55994,0.0,33767.00759,1303196.61247,421564.68126,34245.20864,396196.29052,9358147.58715
2023/06/01,519904.60978,964458.46498,1945138.87533,147841.22104,5419565.75206,517423.10032,,25210.95192,,138893.69668999998,869940.4824399999,88801.2826,338892.60746,60620.06281,248415.39030000003,3235146.17701,,34257923.22739,38131.73825,,12217.38937,475232.03246,,116553.53027,,109750.09863,1119209.14192,16813900.68629,504526.40147,165134.73778,1036611.05531,82091.27180999999,861980.5942299999,5252000.30952,1664923.12062,2947632.45129,,,957143.5503,1158.50739,,,655731.0242,,236104.42269,148650.88757999998,102972.31806,8580488.48115,58221.95427000001,39246.43782,161393.22989000002,67066.45801,802228.93774,587607.3618,63176.74282,136150.77541,,0.0,33958.98275,0.0,170657697.7934,,34123.31388,881.73979,35995.65248,31628116.38625,1797293.81071,61396.70225,171923.95725,0.0,31116.58424,1263055.72541,412169.49127,31556.18477,385899.7023,8901646.22795
2023/07/01,520361.60182,933619.41794,2222494.72825,146496.59354,5178896.6998,509683.42784,,23464.6152,,138084.83461,873510.31538,71676.79139,344830.97679,60738.27211,246824.25613,3572937.11913,,34514229.05926,38186.73862,,12405.0633,470315.91614,,114418.39535,,109350.08633,1114629.66576,16855898.66949,488660.01738,164761.49988,1041042.20254,83053.5978,858018.38569,5269661.79833,1657173.58444,2972300.47186,,,929295.80438,1172.44712,,,587574.64833,,234973.20042,141627.37986,95681.76266,8534732.51277,54920.24233000001,32019.38808,169190.65831,68377.73955,790373.38257,577873.97196,62963.80468,135562.75936,,0.0,33936.74808,0.0,170667242.72445,,33485.13947,888.75133,35976.89787,31395520.92266,1730428.67155,61746.32515,172436.31536,0.0,23707.6368,1169705.38692,433192.30618,26999.76922,382465.2632,8202445.92261
2023/08/01,513928.60054,1076273.13299,4711398.59666,130018.00627,5182759.83041,509749.4594,,22606.69102,,136781.25182,877475.76103,73710.23984,343918.79417,59653.89918,245362.83853,3556807.65515,,35188590.84135,38282.1063,,12402.23443,507241.51386,,117048.14788,,106495.5059,1120020.66813,18375704.11656,463649.76981,165792.14528,1017981.40154,84052.88676,865223.85459,5140642.84984,1638856.8679399998,3029046.04306,,,882023.8051400001,1186.8515,,,573792.48836,,,135721.07246999998,60630.24414,8614557.6479,103381.3398,32119.43761,168200.75566,67922.2364,772843.28596,576960.00031,63032.84743,134182.26266,,0.0,33787.57377,0.0,171308675.60075,,35392.62378,894.21807,35996.25983,32862262.24443,1938640.78241,62107.60214,171926.32343,0.0,11066.85461,1153672.75378,413600.25253,13915.14403,373878.94766,8434686.37081
2023/09/01,513127.27837,1059900.25983,3607032.98106,124968.87476,5242130.7968,513391.14128,,22664.62816,,137210.45635,876621.33489,78900.48758,338375.94332,59810.9605,243911.64326,3486999.66965,,32226357.46105,48696.30479,,12458.8833,514068.51932,,117712.7757,,104521.7703,1328585.8937199998,19656613.36552,446769.8959,134244.28414,1122760.7898,85051.33301,864666.51621,5471104.20438,122.27735,2734490.62078,,,853222.32349,1201.25588,,,563913.38058,,,131256.24147,130367.25422,8560658.756509999,105436.06592,32198.53694,163462.07696,77158.84250999999,781566.43782,576568.15584,63089.4256,133799.45731,,0.0,34329.65044,0.0,171379721.4245,,35270.08631,904.08286,35996.14653,32854898.48319,2150287.28438,62468.87913,169836.55683000002,0.0,8918.92452,1096323.44389,412749.30481,13399.48803,375195.79275,10334816.67317
2023/10/01,511324.96608,1052463.42772,3546199.79952,118361.9683,5050825.35702,572464.49097,,20986.1063,,135613.1798,851509.1737099999,85091.05262999999,333810.8605,59186.05326,242457.50421,3429782.56195,,32082762.09102,48723.14251,,12521.33759,486747.04284,,116729.34155,,102296.27345,1314326.88733,19552273.70323,406310.9309,133247.11495,1128277.97903,94668.38891,864829.48198,5184677.80597,43.90792,2795203.64705,,,923206.90263,1215.19561,,,533273.2039099999,,,112945.9047,218760.66688,8420888.979629999,,32302.84097,155902.97832,77146.12445,874941.76665,576880.88255,63139.86721,133254.23467,,0.0,34379.79399,0.0,171413047.76294,,36497.86561,4108.35883,35977.07136,32448562.33374,2271523.21938,55829.50203,168599.33342,0.0,0.0,1032998.58931,404833.91326,13176.31555,366710.06189,10309912.89156
2023/11/01,513461.58849,1830814.24977,2465054.10357,154049.326,5038438.68349,430121.47817,,20062.53431,,132888.81644999998,1031314.83398,88223.66732,333398.14559000003,59050.54318,237037.16023,3376229.88012,,32420963.90225,206229.62301,,12696.83624,705002.0394,,117419.59696,,120187.6535,1355890.52451,20555908.40241,567236.07695,142305.43544,978372.38177,89841.68837,1883577.01115,5159708.58302,1626.00219,2672633.8667,,,973205.24978,1229.59999,,,526032.26786,,,107963.42292,259603.75464,8304547.41566,,32429.07403,348586.11110000004,82266.87743,870718.48644,579264.82646,63187.38831,195310.8001,,0.0,34247.87544,0.0,171518220.48255,,74506.41768000001,4175.2291000000005,35996.43625,32004788.26377,3006117.44418,56190.77902,164587.24908,0.0,90614.24106,990074.85059,484775.91896,12752.4282,371747.58582,10779739.61681
2023/12/01,510990.21183,1714479.76885,3024728.21448,365585.45286,5339625.72012,451346.85659,,19913.50277,,130506.52364,1047645.49477,92466.68776,338273.08345,57062.05816,239452.73836,3403627.60433,,32492534.20226,200612.50776,,12598.18998,659308.56516,,117887.03628,,119415.32564,1163962.38176,19878511.90349,573929.7687,317591.10848,1127017.98438,34256.32153,2288079.8877,5047172.61917,674.2334,2848804.74142,,,929416.17021,1243.53972,,,541832.2087900001,,,105281.85083,255978.34745000003,8431642.81008,,32576.20627,388682.16177,76908.86348,875390.4680999999,506044.75364,63228.894250000005,177380.94492,,0.0,34204.52202,0.0,171524134.72985,,85245.54652,4234.86538,35976.87947,30402348.9632,2880357.56646,56540.40192,160888.05748999998,0.0,97022.35621,986638.59666,505356.66333,12317.51523,357940.64878,10784966.82263
2024/01/01,497726.7414,1242008.95572,2977765.68864,365184.65808,5733285.20372,444564.58493000007,,18356.06474,,130444.91503,1274290.11038,32126.13046,299282.94605,31919.5394,251105.61227,3251660.36807,,34011387.05953,201327.44447,,12738.34285,679440.08456,,116815.35508,,125156.78689,810212.1807799999,21049257.16784,540159.37594,309718.39691,1099196.62953,11002.59511,418958.53304,5226859.94818,474.09355,2515377.1294,,,942327.04482,1257.9441,,,525591.44334,,,102191.05457,253509.08498,9298422.83173,,32774.281240000004,357786.48812,77315.61305,846932.02301,511603.93076,63258.927890000006,180430.18843,,0.0,34973.54955,0.0,172198649.43085,,84084.34304,4293.16822,35996.55951,31255732.79186,2962406.99415,28095.44626,127277.87551,0.0,98465.31796,881862.7356,501924.7620000001,12150.25362,356281.20943,11007214.60861
2024/02/01,490940.22877,1176793.70961,2826815.52169,379388.03164,5897977.91769,449761.52704,,18349.22755,,129903.32322,1274564.25392,43651.63448,276831.1727,26616.48629,250511.26057,3521049.48917,,33354984.24941,201872.60043,,12535.751,607707.87572,,115906.06319,,121248.04677,817186.8799,20803914.20392,548604.11829,256745.70142,1092518.45608,11067.54911,421096.11535,5210943.03104,7.2764,2548551.05862,,,939170.98404,1272.30913,0.0,,519057.087,,,98894.47532,240338.24576,9363268.89547,,32997.01185,395579.76311,71638.70273,845849.89943,445069.43538,63258.927890000006,179171.6571,,0.0,35015.72284,0.0,172180164.39236,,79409.41275,4356.75483,35994.96752,30620973.504800003,2868266.89381,28455.73616,125137.28864,0.0,96954.60472,847807.40901,517184.49081,13014.06001,354285.87663,10730638.99146
2024/03/01,616807.18496,1226418.1861500002,2817828.53499,369261.6934,6044166.457330001,449985.64305,,18305.86373,,129507.17547,1292455.23518,58519.70681,276993.27948,28329.03841,252703.73337,3440498.0440100003,,32925081.90988,202204.57132,,12380.97305,665242.25009,,116666.97552,,132128.66298,823397.95494,20703148.28257,562779.76885,261275.53403,1504482.42022,11202.08624,427938.97615,5239763.431059999,0.00026,2479941.1304,,,935533.37265,2754.82944,0.0,,511960.10069,,,96982.44136,272581.11361,9206586.30985,,32814.51913,406483.43036,51775.88449,848849.53071,445342.83094,63258.927890000006,179582.47314,,0.0,34907.02222,0.0,172314422.32956,,78866.90929000001,4414.021290000001,34444.43575,30549892.62078,2847593.67356,28792.78155,123285.74174,0.0,98697.91872,798442.2405900001,525296.36946,12417.13279,352132.93974,10802171.94979
