,b industrialbank,mtb bank,pivdennyi bank,poltava-bank,fuib,bank grant,mega bank,sky bank,bta bank,asvio bank,ukrsibbank,idea bank,cominvestbank,ukrainian bank for reconstruction and development,pravex bank,credit agricole bank,arkada bank,ukreximbank,metabank,city bank,unex bank,kib,ibox bank,universal bank,kb land capital,piraeus bank icb,bank credit dnipro,ukrgasbank,radabank,clearing house,bank alliance,first investment bank,ing bank ukraine,otp bank,citibank,procredit bank,sberbank,bank for investments and savings,bank vostok,bank trust-capital,ukrainian bank for reconstruction and development,kb financial initiative,bank for investments and savings,bank forward,cb accordbank,credit europe bank,creditwest bank,raiffeisen bank,ukrainian bank for reconstruction and development,motor-bank,cb globus,ap bank,mib,cb accordbank,bank 3/4,eib,vernum bank,deutsche bank dbu,altbank,seb corporate bank,cb privatbank,sich bank,policombank,alpari bank,bank avangard,oschadbank,tascombank,bank portal,crystalbank,bank familny,rws bank,kredobank,lviv bank,okci bank,a-bank,sense bank
2019/12/01,2022817.42844,2148938.98325,15203234.59077,1079969.21813,25729330.44263,1063626.7405499998,6185873.9419,142295.39981,50196.75896000001,402751.02214,18716704.61073,79668.97223,570578.4839,363448.38931,1119106.85545,22502433.93126,178876.62701,114548106.13093,499474.69008,527221.09228,160808.55763,775716.65871,273360.54375,1227074.68577,544706.96712,1300030.31388,4712347.45634,39628392.76827,1086782.08026,1164265.80336,2185133.22787,532164.1323,9035083.31082,21122691.13543,6314323.0925900005,16676826.91552,42009175.98698,33457355.35089,6783488.82208,94073.91277,,,2548820.6263500005,102175.92371,765260.0063100001,505412.11135,1306515.05697,42457138.23209,595582.7407999999,632578.29426,789326.28315,539646.08598,2409938.66733,712219.6969999999,130066.32339,424448.25444,,1098368.47411,280497.85007,482004.6363200001,226719204.9915,1346545.61383,422388.61018,35691.09503,122578.43394999998,111064492.13038,12001279.73081,206160.8961,335935.62251,5095.99958,173290.71321,6262952.39048,1768323.4735899998,190575.95701,302711.3097,26716327.71541
2020/01/01,2024614.85426,2207529.94065,14261938.02097,991857.34784,25357545.47679,1025358.83863,6363758.69593,162074.3271,49116.82492,406360.37836,16819252.73776,6521.4079,504761.77844,355401.91876000003,1095892.41499,20160222.53788,201391.14999,107693291.21033,507393.82714,506173.7067700001,155066.47819999998,860061.96379,370864.06964,1373838.52934,594135.6766499999,1398618.49164,4502103.70571,38344302.64194,1006043.9695,1085287.18565,2443096.68918,468805.62586,8297682.475260001,19247141.29992,5452539.34872,16493070.23874,41054161.3709,32991979.34575,6842335.52397,89491.99801,,,2419998.22899,103277.96814,715661.77448,470828.3422,1254224.7381,43586805.39792,511108.49131,668083.50575,763384.92482,575508.23333,2312468.60715,687306.42024,130961.96894,463147.41567,,475586.2316,274724.67314,385929.63806,225806215.33845,768563.33422,398421.00764,31691.00188,108791.36951,109578217.5936,11155338.94009,198301.20834,327932.33791,9405.03495,213911.07343,6573535.74104,1800672.22771,190902.3285,377608.80229,24943694.08873
2020/02/01,1986667.57997,2219826.25241,14341631.68691,973935.2009,23871488.37686,1061446.79974,6305438.1774,159487.04622,48794.98783,397016.741,14863547.54445,7382.52356,508716.41974,331171.42369,953545.49706,20139423.47519,199265.55233,109762072.5965,488956.40768,494006.35228,159328.73015,872118.87799,338696.52504,1401502.66878,614409.46442,1375268.99309,4611456.18171,37581250.93378,1035124.83002,1191224.37313,2475114.01136,520951.59662,8162349.75163,18222622.35197,3415221.54698,16424238.36953,42523384.8414,34385503.56219,6475468.82463,90180.94994,,,2620385.90974,108723.87166,702547.81053,416123.9151,1236600.34183,40219780.45356,545640.46308,642361.66615,812492.60992,569427.24643,2323370.38721,618713.40453,130182.44896,473291.44549,,885286.00489,289150.96214,264140.04999,228008800.30445,736266.2287999999,363230.51823,19395.37929,106106.96676,113115796.59656,11261220.46718,198912.735,378919.1987,6150.980860000001,213731.2467,6283183.41749,1844482.5989,195136.66767,375854.46713,25338466.13369
2020/03/01,1935208.36012,2261950.63028,14900136.55965,991319.45121,23669177.16597,1001104.90711,6239915.97208,159515.79541,46748.5001,416826.65627,15050445.3625,7653.82434,508874.58996,308415.21623,960182.90154,20050659.8008,176995.61034,108610965.3812,493391.60345,486718.19934,158206.02111,972965.55494,343162.96737,1424014.7283899998,652551.8400099999,1404438.8129,4480550.82398,35910627.52451,1015216.70077,1180332.8475,2492530.44621,519621.67281,8050317.42559,18391856.74739,4197922.16195,16386964.02284,41585719.59954,34061473.09301,6674738.01461,88424.69525,,,2600742.48341,188300.28644,730624.51747,382885.31895,1306963.92038,39260328.977120005,579020.14755,657248.48563,808150.776,611658.7048200001,2309382.26626,631811.78424,123917.03416,475830.63181,,721453.71249,265900.62722,383546.72532,227767125.24058,728561.73844,382626.40625,16230.17242,111566.71889,112030925.11475,11160994.0793,215643.06051,385209.8871,6780.62758,200717.55725,6231732.12907,1907958.52106,167573.56364,420603.7713,24539198.03135
2020/04/01,2053070.94826,2459471.33976,16959664.016259998,1101569.15444,25471412.86503,1068284.06679,6702468.61899,146196.33862,27193.55951,436662.78069,20002267.87257,6732.20459,553834.9535599999,272877.2676,1387304.37878,23276165.34344,167564.88098,117469134.3838,525610.80102,518213.62036000006,158337.29364000002,1016648.85278,324533.25466000004,1608651.91677,651018.6433,1476509.11366,4779178.76206,38645495.65565,1088114.33696,1268394.07158,2670677.16965,470542.06379,6930482.86805,20229133.0907,4165266.65107,18310503.71617,46461699.09619,38215552.66298,7532983.68255,88341.89653,,,3012361.74938,196759.45984,794038.47926,427941.51993,1382886.95072,43118662.93103,509959.24613,737927.8041599999,905343.7736,704999.65217,2426602.2578,706175.69302,121112.05806,495136.85658,,1453913.6509000002,270438.89165,655217.0048,234420833.83301,819600.07954,408456.53875,17327.78538,117977.66319,124109022.7623,12659438.08527,207225.41059,451220.53567,2544.51223,200892.49669,6818538.82878,2110484.14605,170756.03544,467680.21213,27653786.96546
2020/05/01,2007333.7162,2461150.97405,16142328.50342,1070328.1516,24753412.72594,1058155.92768,6200578.28049,130384.97977,18317.53147,448361.87813,18419795.38173,4738.41392,542477.29928,237673.08466,1601147.04609,22329819.71007,179023.27986,112720977.10389,524606.7485699999,512083.26774,153745.61091,979639.57554,347874.79587,1483464.76392,655743.24752,1373266.22786,4775530.97039,36718991.09603,1035814.35861,1286007.19904,2543171.59159,550680.6055,7148022.6313000005,19590682.06862,3201396.31697,17973200.51291,44654027.80299,36979999.8863,7338488.77131,87403.5342,,,2846974.39935,173310.64134,759945.0097599999,403961.45156,1337052.15785,42200141.19577,568887.69925,650564.20436,907405.013,734595.0009100001,2284170.81481,698347.74717,121729.04275,495270.17869,,1376147.6559,250828.99838,726980.27396,232363903.61213,790213.28337,432619.59931,17388.6074,123777.48729,119732939.47128,12404929.87489,227350.96281,514224.88706,7117.0703300000005,232072.44743,6517704.27267,2067724.52849,168368.60770000002,580405.89758,24190609.23681
2020/06/01,1977431.2729,2706468.0065,16310564.46353,1078665.85088,22660627.8126,1058654.85295,6248327.486,132273.26977,20149.0922,436159.75116,15341427.9096,3195.6866800000003,547266.53999,301574.27422,1784262.60982,19956527.17432,180615.95422,111356132.59434,511464.53762,497958.39275,151351.07932000002,1021416.71868,384105.17526,1493083.5981299998,640539.66595,1366538.05173,4740071.5958,36618919.26304,1202567.18932,1338508.5064,2784240.39628,559876.18031,7432644.50401,18349902.37937,2978108.70826,18342874.97881,44715977.60582,36476698.14946,6891379.89023,88483.54465000001,,,2870116.47174,171101.03646,781481.85986,396569.88197,1351573.18899,41109526.62313,528124.66799,579005.87069,1037858.03141,744345.87386,2303990.5914,732122.8202000001,107973.72842,490299.01698,,1622923.24384,265292.0765,673706.70031,232414096.08435,783010.92333,456275.17973,18212.61981,218933.9037,119170866.54485,12469618.59352,231776.36779,522371.63083,6959.91227,223828.07147,6615370.18681,2101754.90768,167458.27294999998,615798.79537,24232321.872
2020/07/01,2061036.40397,2853287.97469,17224657.64687,1159672.10787,23039614.70988,1043771.03047,6261692.18256,133388.57353,20658.81348,428338.35012,14815427.09199,5599.82539,552067.41873,311964.43786,1321890.24378,19380976.12964,173330.84709999998,112603474.69496,519589.91074,302279.68599,142400.42075,1080308.25715,398962.12986,1542874.96872,665707.18671,1367914.04226,4672130.88114,37441055.02186,1242493.23897,1275663.94259,2952485.68133,454217.3787,6755453.7499400005,18116795.10548,1914737.81152,18276276.2918,44624414.12012,36423028.48595,6635319.04702,89848.10393,,,2879551.1022,170839.2644,788910.25842,410109.15444,1266601.84372,40073118.93359,547423.05139,526104.29717,1189613.27978,773309.42385,2338377.55873,919454.24494,94297.33328,493716.57437,,805663.70565,289657.21144,628776.90554,232315250.33278,796573.05628,442288.74681,17179.90705,115233.12638,93617852.69036,12159953.11085,231030.93945,529516.33559,3388.19999,228517.75306,7045550.25001,2138370.08787,166353.30273,733388.36915,25904240.01031
2020/08/01,2059077.86536,3038035.76069,17357249.74361,1078075.74574,23659730.38857,1061797.20241,6360715.45685,131654.82242,,437831.78336,16776292.60687,6968.32066,556036.21131,306243.89201,1426789.71286,22038299.72612,171203.60257999998,116796157.61607,556229.68237,302242.00881,143818.39846,1100056.52431,410618.22522,1677871.95476,704499.71355,1501724.28307,4810369.42686,38625123.28048,1236772.23682,1332488.72091,3057363.51485,504420.69554,6685867.72846,19010321.30106,3574534.12897,18836954.45662,45723149.38736,37869082.07473,6880243.46307,87936.75105,,,2393016.13036,185434.45802,856010.58141,409013.93332,1258691.58039,40459201.23731,566969.14951,562543.21612,1203074.42001,810650.8515699999,2314450.42895,840661.12473,96264.27785,504994.74671,,203546.7378,297261.93392,528628.0170400001,233945590.68309,796482.19775,443053.71754,36211.89424,72430.25578,90871313.12366,13142443.55671,203009.45834,588229.02374,8048.79044,238971.98542,7369658.32847,2275793.18105,165370.43271,764373.04963,28241370.44596
2020/09/01,2211543.27949,2957538.46561,18371443.7485,1086470.55994,24227994.67468,1079957.9107,6320918.05174,136700.23193,,431578.63,17658047.951419998,10241.71385,563619.15784,294812.98002,1559389.86183,21878590.95308,140878.22778,112698299.07172,543505.34901,304305.93893,78228.78074,1041179.62305,331330.25882,1784211.59403,710900.7039600001,1598978.73871,4810525.73538,38944404.18084,1249922.77801,1443699.3781599998,3086259.83515,638777.09878,7623487.6667,19297965.3099,2953444.35527,19016025.70262,45626992.35018,37762402.08786,6895204.0432,86690.27526,,,2078280.70044,172514.06418,857905.40196,423685.82886,1216244.41533,40034370.2597,564603.628,570472.9768299999,1283114.67284,789837.6338600001,2289220.23678,1308258.84347,92524.05869,509909.18646,,222549.4068,287794.68624,769423.3011,234154157.75281,722060.14483,427311.90266,35369.35727,57952.02907,91233674.34634,13076229.42564,209486.52704,583828.84558,2211.4247800000003,243113.48718,7440003.59951,2324169.0406400003,167402.3165,906083.08583,27519113.95495
2020/10/01,2237135.48331,2927495.71707,18585598.57679,1083839.03833,25787355.1872,1022708.25901,6514012.6373,163097.93493,,413219.81897,17866036.55438,12477.35724,586110.1622,381905.08569,1730613.44565,22448010.61427,,94776361.44332,488238.83586,310290.50352,79416.91379,1087528.8608,328729.60822,2322958.2862,722452.06942,1702253.37387,5147779.33225,41724965.25315,1214946.84226,1574697.99631,3102958.86145,522530.99608,7133824.78504,20328941.19526,2569464.78443,19441082.3035,45401106.96088,24711055.78567,7266306.59239,71046.50972,,,2020470.98384,183256.88484,864962.52768,430127.70698,1239290.44215,40151987.53694,558164.8426,532660.60919,980930.30401,757398.09912,2176710.83347,1549866.68892,95519.45146,507828.87686,,216046.9931,328568.19556,746072.22893,233361064.13214,1438181.63659,428438.31384,37930.87106,113167.3245,78835678.04984,13498713.69884,202757.42974,571430.32468,2426.9934000000003,253365.98411,7888716.1938,2403811.26553,171267.16944,1035048.85414,28761439.52841
2020/11/01,2260694.94453,3106814.4761900003,18990756.74485,1012274.04977,26109842.53941,1141435.15452,6414267.08889,156623.34155,,406615.65165,18231217.98065,16846.85451,591310.77718,367715.57293,2321426.67786,22088739.14911,,94726851.02875,511332.65509,311639.54159,94446.77503,1108743.10236,359972.85836,2134958.0072500003,738548.6459400001,1715190.6771,5353371.96175,41491571.10042,1126310.1836,1641773.91941,3221767.72268,644171.87955,6957509.87203,20811378.43922,2284468.18394,19704014.58517,45133286.38177,24887823.06305,7280548.559,75578.7588,,,1898992.23233,171831.16958,858661.25384,413008.35892,1260248.54989,40608890.21292,559398.94035,482142.09072,1201288.60785,680723.90663,2151475.65619,1695459.9016,92833.66597,520584.29593,,122058.60617,349050.93715,502735.69538,208195826.70517,1395690.65479,387387.86374,33698.03978,46081.25152,81979013.32801,13689587.89566,209116.28148,564505.6233699999,7747.57414,254750.74756,7676256.82888,2575755.91719,171359.82383,1024493.35807,29411058.09544
