,a-bank,alpari bank,altbank,ap bank,asvio bank,b concord,b industrialbank,b lviv,bank 3/4,bank alliance,bank avangard,bank credit dnipro,bank familny,bank for investments and savings,bank grant,bank portal,bank trust-capital,bank ukrainian capital,bank vostok,bta bank,cb accordbank,cb globus,cb privatbank,citibank,clearing house,cominvestbank,credit agricole bank,credit europe bank,creditwest bank,crystalbank,deutsche bank dbu,eib,first investment bank,fuib,ibox bank,idea bank,iib,ing bank ukraine,kredobank,metabank,motor-bank,mtb bank,okci bank,oschadbank,otp bank,piraeus bank icb,pivdennyi bank,policombank,poltava-bank,pravex bank,procredit bank,radabank,raiffeisen bank,rws bank,seb corporate bank,sense bank,sky bank,tascombank,ukrainian bank for reconstruction and development,ukrconstinvestbank,ukreximbank,ukrgasbank,ukrsibbank,unex bank,universal bank
2020/09/01,1423629.32972,26436.27191,63487.78084,77753.11290000001,86844.24463,357905.01678,442771.10411,173788.81044,278586.56477,330794.2227,69561.99725,581079.1028999999,41832.26683,542084.69867,120584.29746,33315.8095,25913.53206,48787.60519,843344.65975,7817.00298,361242.36516,435404.03498,37955710.75807,1396368.6404499998,140785.43532000002,77447.74119,2377889.35949,60531.38058,97241.94492,141183.51452,79242.2983,91966.34582,105696.52548,5983282.275669999,277947.67714,1232829.3833,254571.90947,542653.65902,1542031.14512,92533.06249,76078.46023000001,485981.29839,35171.460340000005,12148556.65259,3481023.86842,202922.65322,1819434.33362,69351.9017,188234.56192,306819.0335,1052334.51883,202351.37274,7593926.33526,140176.6543,85991.98211,7166380.90664,78947.76662,1239331.65599,14402.06473,144578.43857,1158004.06999,3415462.57133,4071441.27346,99084.01812,2783998.27068
2020/10/01,1623685.54175,29955.21928,72917.34095,87831.05705,98317.98427,407797.09447,495357.26938,200319.26431,300557.30946,391660.66638,81651.80978,919181.40659,44255.71305,609163.55124,134625.45473,37058.01969,28195.40137,59998.15994,954158.45083,10781.7044,441416.1955100001,557474.23368,42265348.0689,1564044.48144,159193.82313,89002.90249,2674900.59242,66793.69714,107609.24503,162359.01672,88426.87883,101646.61884,119234.43529,6799553.95651,320646.76356,1392628.44551,312370.19220000005,592445.43665,1761043.15687,107723.56159,84963.9461,547616.45817,44312.58638,13470129.9601,3919710.93851,229245.23,2093276.7439200005,76317.15539,213575.04964,345394.83648,1185824.58533,227768.79252,8553843.990389999,158069.27459,94591.85153,8133243.55588,91198.45442,1421554.57277,16021.99931,167507.07833999998,1145321.72806,3846185.69264,4531599.49328,107825.26999,3190220.29399
2020/11/01,1837206.75611,31865.08458,81611.12495,99489.82435,109142.67355,464022.60257,522469.19427,226565.99698,330478.81079,455702.94888,91498.5665,1029797.69629,48245.32403,661494.35575,149947.08637,40350.91369,30795.52852,70288.03370999999,1068316.75868,13763.71238,507110.17702,592167.9878,45830939.63836,1707441.6052700002,178104.72124,99714.34019,2977834.37362,74443.46464,118792.66913,182315.38328,98765.32073,110144.99146,132934.30741,7618262.5312,369907.35616,1571149.1245,335552.15339,639307.29391,1981212.99706,122791.88456,92967.24891,615879.50073,53668.18192,14884229.05943,4356005.38236,257520.76458,2316029.7247,83841.853,238146.89807,384643.32308,1321849.48285,254055.83239,9510031.72082,175314.28366000002,102138.85709,8951556.73502,101508.05763,1605892.81589,17675.55578,188159.83425,1194901.73399,4280837.23796,5077575.53354,116202.91693,3604396.73893
2020/12/01,2048387.69495,34298.00599,90028.92224999999,109809.20902,119645.29091,521109.49352,550302.90963,253295.41873,354591.39283,497725.4632,97240.79439,1147042.88341,52069.72374,712316.43522,164438.42238,44692.04725,33511.89359,78542.59238999999,1179514.38003,16930.341389999998,622343.9157,636286.32171,49501234.37431,1846962.52516,199650.68311,113584.71431,3278017.7408700003,80859.14666,130391.55235,201993.22321,107474.63936,118120.9239,146487.25934999998,8480190.03078,422138.07434,1704141.22514,361470.16861,686001.8169999999,2205183.52495,133903.28102,101166.23034,683251.11317,70689.40047,16147655.32846,4816537.72066,285646.26578,2612632.94298,90087.02537,262715.25229000003,421422.96609,1432772.80846,280250.47539000004,10386410.34974,190762.14364,110370.72012,9875930.94396,118677.83514,1781143.64765,19265.25517,210357.64855,1987551.29016,4745535.09443,5517124.75837,124420.25156,4085816.3721
2021/01/01,2285792.26248,37465.17039,99061.30779,119157.42068,131022.67882000002,576861.78839,515475.95088,285676.52368,378248.69231,614041.5005600001,104881.66956,1490436.06967,57003.08397,764708.88902,185017.40594,48729.35679,42131.64723,137677.92209,1289200.38927,19915.91879,651656.40137,690172.7402100001,53463078.35796,2019321.84474,225244.21998,138269.21375,3620936.25464,89694.67349999999,146503.81579,225256.6716,121140.21745,129892.10893,161467.38607,9078465.90345,481012.48266,1864645.94865,372711.73606,762175.28325,2441475.13197,148795.69731000002,110817.72081,760536.78279,88571.69655,17131826.32847,5358529.44762,325928.92844,2746172.89646,98716.99639,293029.09734000004,469312.0148,1573197.05176,311840.10075,11399160.21646,259455.71467,120753.8096,10893122.77955,131681.70974,2003324.82629,20787.11066,235218.9026,2188814.5403,5290778.7131900005,6086469.0088,133900.13825,4671640.097829999
2021/02/01,239751.29545,1785.28087,8947.98673,8641.47388,9295.70688,56633.83225,34411.57037,24914.613070000003,14711.80348,52610.52374,8838.462169999999,117560.64421,4440.34121,43940.88368,15710.97699,3038.03684,2507.9459,7732.43391,105078.84438,2914.24202,67684.24928,55949.40013,2841694.19327,174319.87293,69362.68491,8502.66022,302957.89813,6747.2117,11953.17241,20187.85217,9824.7314,7930.351360000001,12805.58279,883030.33546,42117.36181,156282.31029,20886.9039,48475.061680000006,215295.12145,9233.63128,7487.2132,63567.20261,6877.88269,983688.17319,471076.20152,26844.09107,242058.26455,5326.72165,21991.0085,36751.80954,117638.79667,25695.31124,916141.78082,30633.898510000003,11323.30845,903042.25006,9390.07876,167855.46766,1673.72964,21921.98951,336158.73881,557735.5564,435704.83537,8311.238010000001,446447.47565
2021/03/01,473179.14704,4081.9533,16652.90392,19971.69011,19480.12728,106179.06773,64776.52059000001,49140.57251,30329.22475,136240.2993,17718.79855,295985.81392,9016.10954,87202.57341999999,32208.5374,5828.5508,4738.43102,15964.97537,226815.46208,4915.21211,137844.16256,108392.27734,3999809.15818,320649.95246,92196.66832,17320.144549999997,594923.3225,12335.25355,22679.83438,42069.48025,19986.80219,14699.67022,28443.38269,1750949.32234,91525.24751,302203.47132,39848.90777,91777.36609,420246.67116,19946.43491,16068.609949999998,133575.85159,18125.68933,1543042.92171,907782.90972,52143.4595,470124.01105,10823.18915,47434.461,78559.94279,239927.99819,52272.90677,1814044.82075,49332.2752,22331.01965,1761089.04099,16934.493459999998,363164.18662,3127.09112,43661.29793,550890.88352,1129397.04765,888101.16984,21129.25001,1097144.52776
2021/04/01,658386.2778,5365.23092,25546.96789,31608.41533,32154.60493,152581.29181999998,108839.7862,81117.88384000001,48576.41066,238845.51437,25039.6996,424642.14404,13913.04746,135696.26077000002,49174.5495,8405.424200000001,8951.74403,28965.88732,344914.24205,6581.78271,208337.33817,168544.38043,6330421.7746,509093.56377,120130.56717,26360.64124,931797.03928,21869.00027,36272.6988,69882.90847000001,32003.37006,22229.10188,44922.03252,2635183.52598,149357.64091,476300.3415,57684.02479,148812.91714,647093.61266,33246.28003,25742.97736,217073.10807,35090.391599999995,2715062.17832,1446324.01496,81503.69662,780322.1746299999,17197.00835,75274.58779,113344.3815,371822.24415,81369.30888000001,2824862.55618,74181.93026000001,35859.34607,3063328.4434,29715.0941,598184.96691,4663.14837,71463.52003,1062228.36026,1758753.63079,1509374.9233,34668.498550000004,1980431.23836
2021/05/01,912727.11358,9085.12578,33899.01057,45547.73685,44441.32776,216139.15192,130984.70453,117554.67506,66822.17135,324650.75196,35718.00452,728557.99871,18667.85263,179620.61739,65356.695490000006,12145.407990000002,11336.58875,40302.17229,474252.14415,6015.98672,279234.28558,226671.79333,11714621.19796,668269.12848,146663.41573,35837.42107,1284784.93777,28140.20078,46338.91095,101000.21896,48133.775720000005,29538.91999,60220.44448,3554487.41081,213132.18673,644381.7204700001,74489.10296,204006.07643,867869.25117,48485.7542,38122.60953,296726.88355,49676.12086,4151388.37256,1986469.99522,111147.45893,1121349.52309,23980.00085,102473.09413,155160.69293999998,510818.81755,112783.64064,3870333.17859,102723.65246,43982.07878,3992419.09574,38266.16202,797481.54513,14840.13907,100752.70931,2999977.87495,2374611.8169400003,1993532.99492,43205.38468,2682044.01809
2021/06/01,1146434.68062,13313.91699,41796.81588,58175.77371,55419.91143,294745.01822,157513.27753000002,151805.0992,90154.17224,409544.8634,42828.64911,806257.00448,23082.767310000003,226866.12852,80935.91343,15063.59211,13302.23441,50357.69675,600746.86492,8814.53499,349889.7151,285552.52507,16024234.75977,842283.86527,173613.00146,43798.22458,1609337.20774,35615.78666,57339.55005,130142.60438,62180.38339,36949.02362,75550.19386,4492814.99895,299410.84539000003,824894.69432,92670.1443,260287.03015000004,1086825.21893,61017.26067,47967.61982,374769.2685,65636.82368,5304462.34856,2509134.98739,140444.58788,1368712.77682,29275.4488,127654.29505,192866.8288,641325.0098900001,155274.0581,4842537.12514,126275.02017,56665.03887,4883860.53308,51929.68937,1001409.5416,16743.49262,125185.50444,3389687.52251,3005793.74148,2485915.01101,50525.98482,3417029.44003
