,a-bank,alpari bank,altbank,ap bank,asvio bank,b concord,b industrialbank,b lviv,bank 3/4,bank alliance,bank avangard,bank credit dnipro,bank familny,bank for investments and savings,bank grant,bank portal,bank trust-capital,bank ukrainian capital,bank vostok,bta bank,cb accordbank,cb globus,cb privatbank,citibank,clearing house,cominvestbank,credit agricole bank,credit europe bank,creditwest bank,crystalbank,deutsche bank dbu,eib,first investment bank,fuib,ibox bank,idea bank,iib,ing bank ukraine,kredobank,metabank,motor-bank,mtb bank,okci bank,oschadbank,otp bank,piraeus bank icb,pivdennyi bank,policombank,poltava-bank,pravex bank,procredit bank,radabank,raiffeisen bank,rws bank,seb corporate bank,sense bank,sky bank,tascombank,ukrainian bank for reconstruction and development,ukrconstinvestbank,ukreximbank,ukrgasbank,ukrsibbank,unex bank,universal bank
2019/11/01,44457.72395,1.86176,339.35447,31.61865,1320.7536,728.78675,11722.44458,3223.5659,360.71829,751.7512800000001,0.0,136625.67231,155.60890999999998,389.289,1667.62062,3.814,5386.93608,577.43256,15629.02231,1206.25713,513.3765599999999,587.0948999999999,220685.62273,1324.4983100000002,3935.67728,609.06079,24593.81186,1772.8487100000002,496.05707,885.2577,0.0,0.0,2254.9421500000003,67654.10287,7780.13923,410.7748600000001,5051.13513,729.83352,15404.59244,6653.08586,320.06951,33296.68448,6274.10543,65992.6381,26907.14554,17189.67511,4705.20157,248.06522,2013.20453,44503.84606,9489.91398,7488.90475,145091.23872,514.80076,0.34275,143917.24683999998,6551.5193,28173.76095,26.01047,4245.561610000001,95039.9441,449584.03458,239952.13418,29.80464,143433.10976999998
2019/12/01,46429.58342,1.9831,2511.67208,31.61865,2817.67834,730.75002,12225.8533,3398.47784,360.71829,899.79792,0.0,136880.4617,170.13941,490.38323,1719.98087,3.814,5421.82297,604.1443800000001,18866.20049,1942.13662,513.74322,605.18905,613244.7832599999,1324.4983100000002,4313.71579,609.06079,25545.169390000003,1820.1494,496.18207,1142.86317,0.0,0.0,2282.14015,70013.16428,7812.13923,428.447,5184.451690000001,1929.33912,16711.21332,7142.97864,372.34543,35455.41964,6350.280040000001,73374.00149,33257.04062,17609.2006,5016.15554,256.18284,4907.61028,48974.89312,14245.76309,7665.83463,158664.66457000002,554.5844,18.73098,156706.15716,6597.046899999999,26416.91972,27.06502,4383.46327,95496.60265,483934.40492,252074.89882,29.80464,157808.9044
2020/01/01,48388.06397,2.10444,5307.8447400000005,36.48265,2990.66551,734.15599,13349.24367,5019.5228,360.71829,1200.2805,0.0,339254.17957000004,214.5097,544.74579,1835.32727,3.814,9014.08587,651.9861599999999,19123.31482,2011.3151,1018.67505,685.41715,744906.3827300001,1324.4983100000002,4889.47739,740.38239,26583.12633,1836.88561,578.18207,1153.55632,0.0,0.0,2298.82198,75846.27291,7821.24025,546.75005,5440.82336,2212.98964,24616.743540000003,7485.70005,425.89579,39680.80058,6639.09012,80642.52843,37175.08495,21334.261130000003,5294.21386,302.27459,5022.170499999999,54076.13193,17619.344989999998,7894.85753,171206.24118,5388.21429,43.77898,239734.09102,6626.031669999999,29825.4262,28.1404,4534.151559999999,96118.03895,489244.38471,278685.95573,34.45364,174075.30476
2020/02/01,2542.0724200000004,0.26902,0.19167,0.0,105.10546,2.1262600000000003,325.3899,66.55842,0.0,115.90514,0.0,1615.87898,93.24393,52.0,57.8319,0.0,320.64902,2.56075,36.53878,0.3255,25.3958,65.91255,13126.27649,7.231,3.65769,46.03424,2214.10401,1.218,0.5086,87.60579,0.0,0.0,18.90662,32059.49278,0.0,396.18257,147.05952,0.1658,187.72688,194.98192,287.98121,10584.89038,15.48027,2657.39473,1221.85422,9.33108,236.70617,11.775,108.35891,2158.93994,713.94414,108.70591,9273.30533,189.81882,0.079,23795.84015,1.11073,1892.65338,0.0,204.09236,1466.71324,1870.81956,16657.9696,30.56598,7012.77051
2020/03/01,4222.3664,0.53226,0.19167,0.0,199.91478,1790.96704,839.79635,1424.02003,0.0,372.5297900000001,0.0,1813.62816,107.53425,105.93907,103.71553,0.0,349.86922,67.5429,77.7036,127.3635,209.30086,361.90549,42229.23541,12.86147,7.46714,46.03424,2819.07764,31.55892,51.92416,87.60579,0.0,0.0,53.93447,36772.53468,0.0,492.0761,406.16477,0.3316,1514.02243,368.98814,339.29603000000003,11502.89018,417.90482,5510.01381,3327.69075,264.13672,1127.05545,25.30034,238.69019,3560.37999,1578.15299,172.84104,19402.66235,276.71369,13.91283,72639.64903,1.84904,17046.3455,0.0,312.81651,20714.19694,26299.5803,25095.01423,38.14398,14156.85252
2020/04/01,6508.47278,0.80128,1.85,3.842,1964.05413,1805.96728,1325.11135,1603.86359,0.0,590.5761,0.0,3460.52237,119.6586,106.43171,120.32544,0.0,379.03109,67.95957,128.98845,127.98847999999998,536.56346,482.19205,64178.44628,12.86147,17.99566,87.00579,4913.61615,42.48839,51.92416,87.60579,0.0,0.0,364.39795,38848.68896,0.0,566.29595,1679.94853,987.21623,1890.20712,788.17277,423.01425,12796.01909,1127.4475,6927.77039,4294.93748,280.66387999999995,1542.15373,37.58938,451.52458,5508.42385,2116.24858,282.16406,31370.9037,421.78849,28.78516,103066.11901,9974.71427,19586.11779,3.07274,455.56641,21901.54759,28983.80601,147070.82126,46.02901,105507.5024
2020/05/01,7805.09164,0.66881,3.42087,3.842,2222.1311,1813.50906,1518.11143,1673.8302700000002,0.0,718.885,0.0,3672.9706,122.14449,123.30849,132.41484,0.0,407.15915,150.16043000000002,178.65004000000002,140.79003,641.4782799999999,567.32371,112731.80883,12.86147,21.895,87.00579,13418.225380000002,50.5181,51.92416,87.60579,0.0,0.0,390.04778,40163.57069,0.0,616.11076,1771.90816,5868.89963,2343.74974,852.55029,454.62749,14025.34661,2942.26304,12581.71035,5413.8147,359.57102000000003,1771.17956,68.31766999999999,618.8463899999999,10783.49939,2694.41612,370.55998,39026.503820000005,393.94967,41.5606,125966.24189,9974.71427,27105.64701,3.07274,571.44903,22559.80321,30245.97874,157647.76415,51.19411,109498.93733
2020/06/01,21125.88869,0.66881,3.42087,3.842,2293.52284,3673.24619,2121.40129,1811.16141,0.0,847.07631,0.0,3818.71956,150.39179,137.7282,159.97301,0.0,434.7355,255.82581,281.85412,190.70715,721.7610599999999,712.97501,143805.48896,12.86147,26.48184,87.00579,19438.13772,60.25907,51.92416,88.18912,0.0,30.75,404.66471,42740.57278,25.85533,647.41079,1841.29089,5906.19716,3456.81445,949.97269,500.2526,17048.709079999997,4755.43494,18517.03805,7414.01854,697.51205,2211.23678,154.6644,679.9739099999999,11949.46861,2790.90002,462.51586,48333.86044,435.93118,51.64642,144351.74079,9974.71427,30246.76748,3.07274,698.87799,24513.35866,31293.98314,165608.41399,58.2341,113090.32194
2020/07/01,22175.13666,2.91126,3.42187,3.842,2406.5975200000003,4032.1152,2889.32067,2808.08915,0.0,998.6432,0.0,157330.79662,268.653,140.64542999999998,174.80611,0.0,461.95634,294.10311,580.4637299999999,355.67253,808.3167599999999,875.0399199999999,171349.54649,100.26677,32.92472,87.00579,20555.96356,123.10105,51.92416,107.18912,0.0,30.75,426.05971,44465.34172,27.00179,676.78082,1917.6336,5970.57343,3587.98211,1136.7310799999998,547.87661,22356.65187,6763.08889,23983.32552,8340.16793,874.33754,2368.72015,198.29498,825.96638,27665.91728,3137.27604,590.78392,61891.38396,472.17721,58.39615,179255.09182,12128.40284,36723.90111,3.07274,817.36599,24584.63892,32607.2439,182396.91658,63.658240000000006,153679.70017
2020/08/01,23384.02216,3.20675,3.42187,36.39407,2432.90617,4399.30738,3636.58214,2929.94218,0.0,1260.32901,0.0,159621.39385,298.79412,144.04417999999998,306.52405,0.0,518.7242699999999,1439.55067,1707.9961400000002,364.83957,861.38306,971.73948,188445.44081,100.26677,109.23369,259.11829,21757.62937,518.62022,51.92416,208.2211,0.0,30.75,440.10685,48037.45006,135.23118,1075.83322,2018.32732,6169.99685,5040.52514,1330.65517,611.22942,23549.71684,8868.68289,28946.296960000003,9675.63711,1039.0954,2587.04484,203.54998,895.87491,30556.15749,6778.45984,671.42069,83823.92654,507.2825399999999,66.00607,214000.81285,12190.06523,46767.54916,791.70852,1004.41014,26383.95062,33604.112700000005,191806.87529,72.98561000000001,164137.47178
2020/09/01,24522.32973,3.48649,3.42187,36.39407,2516.87239,4428.41424,3913.8198,2984.54244,0.0,1275.0373100000002,0.0,189808.29904,368.18726,145.45,322.4032,0.0,545.19327,1446.32706,10112.70716,1271.39571,861.38306,1067.96555,213574.48148,100.26677,176.0272,259.11829,24666.44415,522.2986400000001,51.92416,629.1071000000001,0.0,30.75,461.16909,53154.193470000006,135.23118,3886.32212,2146.58669,6235.76335,5261.21342,1894.75386,685.6131600000001,30784.81427,11178.68575,32758.689510000004,9540.06376,1553.77764,4634.984710000001,222.94702,2570.23047,34358.765329999995,6931.90434,766.78676,100116.31301,547.72465,66.00607,231561.90971,12316.43139,52404.54953,791.70852,1148.72758,27059.6927,35390.09798,202520.52546,77.80095,171289.8171
2020/10/01,25809.0166,3.75703,15.75522,38.27665,2585.28233,5287.812019999999,4159.7727,4458.1974,0.0,1301.7848,9.01755,475486.55945,383.01598,145.99442000000002,355.94001,0.0,571.24325,1449.0097500000002,14961.70089,1291.12961,943.26351,79008.17607,253339.06736,100.26677,249.73025,259.11829,26815.49295,544.53314,52.21583,629.1071000000001,0.0,30.75,476.36599,57109.75266,135.23118,3907.32573,4351.70954,6302.06747,5912.59159,2050.43828,714.26287,32404.41197,16144.47741,35692.35976,10416.54423,1590.42954,4961.54957,232.22473,2634.95027,36674.79135,7921.11406,885.46013,112102.10724,588.5482199999999,86.85503999999999,289059.76385999995,12381.81022,54899.34363,791.70852,1228.79583,27263.58016,57643.40501,217112.51613,231.60736,173705.07193
2020/11/01,33433.92766,3.75703,15.75522,64.07379,2608.2313,5301.0791,4621.52241,4479.59891,0.0,1426.60568,9.01755,525879.97253,404.32018,156.52984,396.45198,0.0,597.42347,1462.55002,17625.72201,1542.0323199999998,943.71251,79371.96977000001,284303.3203,109.01511,287.53952,419.56237,27835.98412,1533.17887,52.5075,633.05876,0.0,30.75,551.9860100000001,65230.7527,135.23118,3957.07649,4427.99241,6364.97839,8735.91358,2197.93899,732.40982,34512.99036,19989.39862,40009.59937,13110.41937,3744.80288,6277.40557,242.92328,2758.51493,41152.94218,8270.74384,969.88724,124157.18219,687.63955,101.46529,324306.92581,12472.30942,66996.61936,791.70852,1290.42322,27105.20423,61842.81815,229975.51974,240.85549,176605.63797
2020/12/01,36460.35853,3.75703,15.75522,135.49828,2634.44951,5317.170800000001,5191.86607,5415.458799999999,0.0,1518.4748100000002,9.01755,580306.87755,419.66004,182.60525,450.41041,332.445,1135.06678,1465.41111,17674.54509,1600.4479,1019.41089,79461.67663999999,300112.36625,109.01511,365.14449,4180.18609,28443.86807,1539.50735,52.5075,633.05876,0.0,30.75,582.70416,76233.11667,1151.15881,4071.53972,4775.10311,6427.28899,12434.86726,2301.59047,774.14465,37373.09042,22674.64569,46742.42525,14597.31671,4400.54942,7508.208619999999,261.95479,2863.37051,45498.83492,8503.906069999999,1082.02107,132842.88251999998,760.4493799999999,109.96988,350859.78199,12549.74829,74166.1877,791.70852,1314.85514,27278.54555,64151.00176,242169.1458,249.41609,183623.74182
2021/01/01,46679.86986,3.75703,15.75522,143.46495000000002,2894.6189000000004,5990.45383,5903.2909,7269.78084,0.0,1678.88879,9.01755,852386.04754,814.92798,191.88813,1374.52139,332.445,2619.92702,51044.20785,25700.69348,1657.5769,1664.29194,79615.20645,337726.50393,111.0104,567.06645,4254.77499,32521.00726,3525.24194,3148.0083,643.6190899999999,0.0,30.75,640.87047,89863.47243,1175.62301,6439.58495,4963.13739,6489.3398,16264.53554,3633.0536,839.74376,41378.45767,33241.24741,62340.47537,15545.45676,14137.11885,8472.879669999998,421.19547,3129.28997,45952.18013,11623.49656,1341.0506799999998,163123.13092,3534.8173300000003,140.08441,434895.11995,12709.6055,88224.54612999999,791.72935,1354.20689,88865.41821,83709.02045,259983.23911,282.72292,202542.63106
2021/02/01,4353.62373,0.0,0.04167,19.10713,34.47323,1533.57479,422.4965,144.66863999999998,0.0,46.246750000000006,0.0,3380.80077,20.83826,32.03496,22.90794,0.0,26.60149,125.48735,25.05244,0.30016,0.3259,297.65970000000004,42186.81601,0.0,4.77997,0.181,591.84623,3.54027,1.06789,250.58560000000003,0.0,0.0,11.40618,13618.657410000002,129.18072,578.5587800000001,169.99329,63.05852000000001,643.75099,84.79391,30.01346,359.05899,14.53533,5686.21552,1645.581,288.66116000000005,667.4585400000001,5.11079,664.17938,459.60279,3173.6640500000003,83.34568,7845.2774,97.18443,0.0,27564.20488,4179.54312,2339.84857,0.0208299999999999,43.08464,102.80652,1957.24868,14658.39976,72.75458,6416.740220000001
2021/03/01,8690.06896,0.0,0.04167,19.10713,91.42062,1834.51284,858.22978,414.48882,0.0,84.5245,0.0,83728.75577,37.85015,57.77059,172.86396000000002,0.0,53.96227,127.43215,103.6754,22.35361,507.13948,864.28223,87730.73761000001,0.0,578.83393,0.181,3570.03848,12.85153,2.13578,305.91889,0.0,0.2,45.92118,26576.03413,2240.70322,1267.70829,304.41252000000003,175.84586,9409.80563,812.86625,58.11889,2762.26711,2798.60459,10427.89872,8097.14153,578.46184,1621.3313899999998,7.56579,1127.12769,2585.67895,3730.94731,156.06313,27944.14035,213.79193,16.27148,56240.6244,4289.54111,5949.531559999999,0.0208299999999999,110.42233,33268.22162,5759.78108,29803.0326,143.49551,116924.9205
2021/04/01,13237.93462,0.0,0.04167,19.10713,154.08973,1941.4586,1724.36225,2674.73693,0.0,226.39765,0.0,84722.98322000001,78.37894,74.12491,284.18571999999995,0.0,2126.80004,1725.56288,682.25669,35.41494,774.09579,1065.81644,146985.4237,0.0,592.49909,1.01433,7085.52996,20.1131,3.31856,308.03222,0.0,0.2,77.76435,46033.76259,2243.3760500000003,1854.1629,550.86418,243.45647,11916.40405,1029.65691,441.35132,8525.968110000002,11473.79258,74695.66015,15872.78869,668.07774,3130.96061,59.90876,1248.80459,3302.11431,4229.395280000001,243.6536,45157.39635,293.95324,36.26458,202391.64055,4406.19037,10121.72651,0.0208299999999999,135.7391,34305.51532,19403.48069,155685.89813,280.20147000000003,206260.44005
2021/05/01,17062.38625,0.0,0.04167,19.10713,234.08849,1970.69534,2945.00383,5011.57842,0.0,639.72717,0.0,287492.69154,114.54678,104.92093,658.6336699999999,0.0,2154.18299,2154.47693,2316.58095,35.41494,890.20587,1656.93458,177229.25832999998,0.0,601.86736,1.01433,21158.08056,1559.97372,4.501340000000001,1976.55254,0.0,0.2,115.15185,60659.37251,2818.91786,2185.8192,711.16319,370.14883,14985.22114,1196.51066,2212.38729,11866.18658,17482.531130000003,79417.74987,19511.8322,961.60253,4033.57494,629.52869,1621.41175,4491.75996,4694.446819999999,823.03927,64970.05418000001,366.8636,51.77252,289527.83081,4478.42581,15131.61857,0.0208299999999999,177.15666,34768.74786,34599.98149,162765.01665,669.81525,234916.22017
2021/06/01,29049.60376,0.0,0.04167,19.10713,296.97281,2863.99675,3399.57868,5078.53863,1.4842099999999998,701.61361,0.0,287822.03574,125.14703,108.05263,733.75661,0.0,2181.29669,2241.66213,5290.50377,35.55517,1756.52085,2002.82263,193288.57585,0.0,613.76416,1.01433,21859.24809,2216.81608,5.68412,2720.68369,0.0,0.2,158.97354,73104.64708000001,3116.09232,2516.81058,911.336,475.14068,17508.417250000002,1666.69692,2278.87936,13625.369879999998,23490.09971,86357.89414,23807.2168,1147.6120999999998,4795.39345,647.33222,2195.75063,5582.5903,5213.09205,995.26454,74206.91199,417.24495,63.96683,312765.0025,4568.69125,20203.08128,0.0208299999999999,210.98929,40236.74998,36471.43899,166556.63177,682.6135800000001,293099.34267
2021/07/01,32983.3683,0.0,0.04167,26.06713,2728.28468,2871.96354,4360.48852,5210.13907,7.31755,3075.7358,0.0,789344.96177,140.02819,108.16041,811.02911,0.0,2208.04601,2294.57791,5543.15731,191.64251,1884.31352,2191.0188700000003,225231.50003,13.26238,629.21256,1.01433,22010.83996,2255.58451,5.68412,2721.14465,0.0,0.2,203.86065,88795.46257,3117.57508,3293.28166,1014.97895,479.51707,21732.4415,1930.42475,2327.35791,15759.07351,23500.61116,93358.65314,23581.19837,1165.21111,5447.64521,656.62972,3018.0952,10148.81408,5420.3825,1215.25177,84649.5386,488.85468,63.96683,341262.41847,4654.11475,26162.12049,5326.38818,247.59058,56292.65024,72547.25519,199208.32757,921.14056,368887.6366
2021/08/01,40664.36151,2.1020000000000003,0.44167,26.06713,2793.9107,3472.33925,5317.45778,5399.18789,7.31755,3244.53928,0.0,790472.1724800001,170.01289,265.95285,878.16079,0.0,2234.53546,2338.66536,5588.80937,191.71941,1947.63053,2381.15636,245197.69885,13.26238,902.45291,9.15543,24378.98948,2265.08118,9465.67568,2983.74771,0.1,0.2,328.05228,103770.51328,3132.53758,3604.51391,1176.90146,3448.62924,23675.36639,2289.60874,2449.01066,16739.88297,23551.10392,104314.78538,25179.77474,1239.88552,8953.93675,674.6332600000001,3108.97569,11316.60388,5683.54097,1451.98809,93371.59953,539.95519,80.74104,368385.10436,4721.80217,28564.07093,5326.38818,412.05516,56801.25472999999,94547.92682,215290.27647,1152.92148,529322.36423
2021/09/01,44783.26755,2.1020000000000003,0.44167,29.50133,2820.47216,3482.08066,5830.9898,5505.97702,44.81755,3305.72372,0.0,791040.836,191.53885,267.05191,935.71016,0.0,2248.80181,2357.31514,5688.72704,191.77843,2890.85927,2495.62936,265341.23079,13.26238,910.2945,9.6321,25289.85018,3298.2220500000003,9465.67568,2988.63691,0.1,0.2,360.92666,119413.67656,3148.52147,4048.72296,1281.91598,3459.13254,24795.50013,2531.1707,2518.93183,25803.24408,23561.0107,108604.48782,26559.42883,1719.67391,9668.17705,676.3049199999999,3609.89226,12990.4012,6865.62422,1646.7840700000002,108542.43369,586.91233,94.39852,407438.99458,4830.26246,30931.17995,5326.38818,618.8449400000001,81438.10256,97499.12719,227202.07518,1267.30024,533808.66122
2021/10/01,48807.70163,4.204000000000001,7.891669999999999,29.50133,3096.7848,3490.7808400000004,6469.43851,5590.73481,44.81755,3444.17103,0.0,793620.2738,371.70691,277.89976,1088.21842,0.34,2263.0539,12465.49191,5765.9023,726.86638,4080.12633,2646.35564,340983.23425000004,31.60084,1156.9242399999998,9.63217,26951.81533,7520.803769999999,9468.04124,2994.07291,0.1,654.1731,415.31497,140123.97506,3191.3392200000003,5610.934130000001,1477.5345,3471.06974,26589.79788,2941.03357,2692.5948000000003,27988.10116,23571.54686,114083.20958,27848.70436,1758.05641,10550.55058,681.42236,3694.04805,13748.27706,8559.40274,1870.14599,121698.41433,621.92467,110.54648,435678.30047,4914.462689999999,36915.83814,5326.38818,686.9608000000001,247265.48127,100607.24873,247031.24362,1279.90093,537795.5631500001
2021/11/01,52885.14407,4.204000000000001,7.891669999999999,29.50133,3142.38009,3502.22636,15832.14041,5661.6928,44.81755,3536.05568,0.0,794923.6632600001,390.1567,330.16979000000003,1143.95626,297.21500000000003,2277.47703,12468.60246,7133.68881,726.94665,4506.4238000000005,2847.25585,358844.04134,64.76816000000001,1166.61296,9.63217,29393.9376,7645.14992,9469.52623,2994.44691,0.1,655.88973,497.79392,158895.83218000003,3240.3009,6306.58507,13833.1224,3545.5425800000003,27177.41326,3309.69398,2704.94814,30651.07887,23581.76123,121742.09822,33767.75853,4835.483499999999,11514.29017,688.80166,3819.53722,14638.65191,9491.57165,2264.11272,130563.34283999998,621.92467,110.54648,470397.28321,5011.03233,37738.65533,5326.38818,717.16369,290040.65548,102170.52676,258126.98294,1293.59384,567565.65633
