,a-bank,alpari bank,altbank,ap bank,asvio bank,b concord,b industrialbank,b lviv,bank 3/4,bank alliance,bank avangard,bank credit dnipro,bank familny,bank for investments and savings,bank grant,bank portal,bank trust-capital,bank ukrainian capital,bank vostok,bta bank,cb accordbank,cb globus,cb privatbank,citibank,clearing house,cominvestbank,credit agricole bank,credit europe bank,creditwest bank,crystalbank,deutsche bank dbu,eib,first investment bank,fuib,ibox bank,idea bank,iib,ing bank ukraine,kredobank,metabank,motor-bank,mtb bank,okci bank,oschadbank,otp bank,piraeus bank icb,pivdennyi bank,policombank,poltava-bank,pravex bank,procredit bank,radabank,raiffeisen bank,rws bank,seb corporate bank,sense bank,sky bank,tascombank,ukrainian bank for reconstruction and development,ukrconstinvestbank,ukreximbank,ukrgasbank,ukrsibbank,unex bank,universal bank
2019/11/01,934351.02989,213573.15274,238733.15643,347921.08029,454521.77371,257025.68871,1284077.16126,355067.99232,508706.90343,493201.27842,332638.14432,1183071.4331500002,202959.29516,556586.1356299999,562660.50664,215470.76487,243802.84951,257529.86891,836641.30457,364400.89972,263066.23758,338105.85285,47985727.10059,2829018.43964,560028.2062799999,298558.83968000003,4918843.61961,395893.20931,422513.55809,283706.70382999995,372235.89151,254546.18258,317692.97747000004,8631129.5295,230790.37458,876181.7839,404660.72913,4159825.52342,2471869.35309,309549.82576,333989.74281,752701.96969,206562.06415,18924109.84825,7425197.50958,637731.92929,2781157.05136,263818.48701000004,775627.31488,1951179.86706,3582570.6742100003,310010.00069,11982323.62028,286621.11714999995,599003.50052,8210764.728759999,162006.26168,2478866.86639,196809.96616,223751.64903,9588994.89133,6764599.31787,6478407.20969,276200.85782000003,1696651.83279
2019/12/01,937503.22164,212562.36151,240245.43514,350400.45432,456099.04161,268373.72714000003,1280833.07623,357063.72429,516768.64035000006,493419.81762,330696.08242,1198262.46959,204116.97392,558060.0991100001,566186.5602399999,215468.05691,242484.23882,245553.46981,844522.6875700001,357356.55914,266985.10696,338763.82462,52631221.93489,3007856.54357,553648.1869199999,299750.43495,5090160.93715,402456.35765,425669.72293,284332.41266,370168.36139,242182.05442,325072.93039,8860406.13177,230845.53576,922246.71021,405182.24104,4208144.33905,2530830.07731,313327.7622,335323.17666,762339.37389,206620.41267,19159889.19269,7586522.26764,638881.58746,2794789.55102,264252.10671,788325.2595500001,1933058.95533,3644163.65612,309243.25785,12468362.44429,274022.11727999995,603865.68858,8233687.771589999,151772.60392,2490089.89076,195628.17004,223794.89037,10879870.34614,7254215.39697,6729041.2877,291565.66611,1709976.63709
2020/01/01,921020.52634,214982.91056,241800.70222,339899.74181000004,448955.291,275870.19438,1262840.95693,357552.12295,521205.57049,497586.77371,333164.05624,1180531.33617,199288.0927,561014.84427,581127.9612199999,217235.06265,243490.51584,279990.71001,885666.14396,358290.20981000003,270811.69923,325496.49324,54528931.44489,3251855.4696400003,561131.1451399999,310357.47096,5155865.60017,395034.2222500001,426970.81951,279684.24387,370041.89562,253548.99417,350758.9658,9067377.21687,235338.12239,926968.71306,405484.57348,4283098.47378,2586285.51953,319557.60844000004,332133.78641,768695.0255100001,206643.58284,19551906.53346,7774475.4038,638412.68455,2836975.85512,264966.87643,798437.4520500001,1895036.66778,3942032.28576,309951.06414000003,13015807.84703,220221.76904,607918.5740100001,8519412.77381,159008.35155999998,2579564.18282,193656.26011,220602.60495,8905216.74081,8254483.82188,6778912.71264,277911.93543,1703060.68388
2020/02/01,1030756.54605,211715.17608,242199.58996,342897.45202,451311.51697,281930.63398,1293382.34468,362991.2558,530471.69302,497976.07051,330620.81747,1336616.72904,202178.5602,563929.66452,587105.47049,217821.55995,238502.69166,277267.50031,901976.25315,364842.03857,275172.29017,354356.76094,58599803.6005,3496901.97089,540147.01412,310584.85051,5348054.3517,401731.8011,429304.65538,279908.31607,374893.15461,255321.8838,351558.56999000005,9461883.430489998,238279.74685,958114.45221,406004.87007,4332891.84467,2644527.30831,322764.46148,337270.2887,790708.90825,206667.16785,20000830.87514,7979908.11161,641170.6872800001,2889238.81024,265432.85295,804805.95948,1898792.96754,4006383.84777,310335.06337,13526591.22314,495066.45192,615155.30972,8393171.98547,156385.94196,2597793.6170900003,193299.86091,225192.93,9798502.72837,8668114.34814,6968092.427270001,278063.88958,1715916.88627
2020/03/01,1059986.50134,212951.83026,241427.47778,341035.10073,451407.87778,288067.38579000003,1295363.50063,362247.4078,533034.1106199999,502052.5605,336562.52958,1230749.88468,203590.66985,565535.05519,592149.5128599999,217580.27061,238380.58791,278864.04406000004,922127.64081,353853.10423,277002.48939,348445.17878,64706236.85727999,3620946.72771,538463.75474,310635.52112999995,5439281.5622,406500.30146,432545.75021,280536.38836,378104.70821,255561.72203,355445.21737,9715785.83499,244920.70469,974909.16023,406591.20648,4365803.00678,2662001.2075,322137.47529,336360.80919,801968.23392,206675.39292,20419525.64319,8143854.91067,640057.4444500001,2857886.54492,265839.31716000004,813072.41245,1884270.57091,4080040.74736,311264.03298,13873190.17203,495780.56591,617725.1486,8463894.19228,156331.4404,2629320.99413,190893.22105,225906.30644,10246122.81084,8677636.50508,7103347.62529,274289.73043,1786321.97452
2020/04/01,985145.67782,213264.50157,241809.62046,334507.00418999995,452104.92066,295549.29201,1303964.01058,371004.01405,529166.63708,503459.99559,329655.28766,976512.06696,199679.76159,565184.70577,596821.32296,217616.93209,242108.54247,280195.60696,920767.09028,327790.84855,312910.97001000005,349000.151,60484406.06422,3500745.368,558804.3383200001,310645.75961,5471819.80217,404690.30031,435235.49164,281343.81848,378885.31514,271637.54879,358098.05154,9522714.04174,245313.83749,755843.7575399999,407335.0171,4477198.8402,2732640.79832,319940.58132,338536.61442,791508.24342,201227.4435,21146203.05946,8200449.74778,636742.74358,2787841.91654,266322.5759,818076.42534,1837117.36963,4098666.11181,311586.97713,13687684.94526,229256.92322,614371.92316,8645279.57498,168787.36961999998,2683988.11247,191079.80515,224310.17009,4513417.20886,7786489.840629999,7225181.31843,271998.8383,1847688.11692
2020/05/01,971770.84424,213419.97221,241747.65513,335692.34005,452897.53357,297327.10212,1310176.57892,372074.68421,514968.9334700001,506860.55078,328077.01285,950536.1257,201455.42913,573149.7277800001,602077.67383,217378.77315,236410.7808,275904.00133,925391.26834,318354.30482,313653.03968,377410.2109,68145658.43602,3765400.21051,561434.10968,310661.18444,5536355.81472,411259.3409,439062.94362,278733.31734,384966.51515,265127.46842,357023.95075,7880770.70433,245512.33125,730735.69724,407917.80311,4521078.48036,2747764.57086,324396.89583,317820.54793,777616.98338,201315.32425,22330310.77981,8406662.44285,639184.0544200001,2806978.09138,266215.06138,823312.10089,1843116.67783,4145031.99761,311907.74768,14147900.89401,226564.60906,619185.0011400001,8730789.377519999,165700.03224,2695354.29522,190141.17845,224394.65226,5537035.26948,7308428.11422,7330675.55702,271062.46165,1896144.69052
2020/06/01,982878.72273,213233.41635,238160.99362,335054.84049000003,453248.35945,300831.55248,1283543.0803899998,375318.69822,549408.7080199999,510010.4659,334899.7162,934641.35383,201514.31674,597679.11955,588873.4870099999,217909.10893,239956.96603,276015.53663,943009.89479,319190.46238,313728.83007,372200.16875,48401318.55038,4005991.18203,566957.79048,310662.71683000005,5669428.054300001,416723.6672,430992.49535,277036.3279,382416.60438,263167.99208,362733.6801,8132750.984569999,248056.29318,734126.66243,408514.37043,4562001.95793,2806882.98159,327764.06119,317956.49149000004,783486.83979,201326.16947,23164263.43322,8499435.92794,643219.87516,2867806.5246800003,266465.90938,829918.4176700001,1836642.24435,4182842.44945,312839.75718,14709030.66511,226620.98386,625808.9128,8815018.50739,165633.03788,2701407.41091,189101.87453,224820.66424,6846808.052499999,8958989.554690002,7372393.3717,270473.60137,1918044.46567
2020/07/01,991997.02877,212290.06745,236603.28047,332379.057,454163.81987,305060.41119,1328476.38645,377215.57396,587778.35358,517114.06055,330758.15348,1032064.07,200512.60172,586827.73442,591818.6442999999,218238.98276,238183.25877,276118.86796,952833.10256,314488.66426,308904.84369,377081.53001,43016367.62058,4029138.16822,570418.1986700001,310671.56996,5565527.94997,419190.34089,433435.56537,269334.86646,380711.53735,263270.95264000003,361137.62067,8378116.40638,274616.56362000003,739276.25089,409265.2962,4585950.84316,2869140.5664600004,334184.10395,318430.48439,785686.73644,200656.83834,23126073.58785,8355611.30088,644443.51682,2965219.63819,267466.99689,837868.11334,1820180.43837,4199541.01793,313899.93305,15139560.93466,224896.39259,629894.6999,8954488.02335,166321.34656,2722256.36899,187620.62682,225610.7903,6926865.32281,9366074.3697,7444024.81165,270986.20367,1980562.90597
2020/08/01,1021859.55169,211474.66594,241087.7303,332558.2852,454160.47849,310892.98593,1362628.63655,379811.75806,570550.11041,531048.4378800001,341253.79466,996093.18509,201917.49548,584928.54756,595256.02898,218423.79739,241087.22183,276682.68097,963085.7352,289342.89078,317923.68141,386230.55051,44434871.61566,4075575.6478,569670.29837,310713.40539,5653904.54194,415422.53447,435476.33935,274986.13292,379241.62896,270449.74191,369194.52078,8564370.579599999,273666.49755,752920.18464,409864.4147,3899140.13281,2907301.2116,337408.2302,320339.34154999995,799826.14992,199067.49924,23743241.87051,8674983.9758,641592.7572000001,2998345.2902200003,268163.98591,846160.0734700001,1795710.16394,4239709.9328000005,315949.13236999995,15473202.90734,229430.932,631637.87931,9070176.1309,167991.91174,2738171.54311,186355.58028,227616.87882,6482503.73941,9022724.79745,7563782.092239999,262600.59409,2005522.43963
2020/09/01,1067670.31926,210785.88298,246859.83779,333045.08481,454500.69901,314485.79364,1363185.17581,389717.60998,572847.3126500001,539344.75329,340800.93945,1005301.49334,204693.73095,594950.2518399999,595202.33768,218289.89666,240801.11421,277015.36224,966396.30685,285604.14936,318081.55385,429458.46938,47240401.85597,2115098.02923,571534.9159700001,310728.2942,5766190.58357,416751.58591,438901.61987,282464.38882,377039.04227,269627.78107,367707.06663,9010930.75981,264456.62884,772462.9837799999,410487.60594,3899865.50576,2975977.49722,342944.12166,321417.50070000003,821922.89654,198181.95478,24018549.99494,8963087.264460001,643869.5900699999,3072215.85929,264658.26914,858029.75211,1782169.82975,4293913.04898,319040.85319,15757655.3847,231974.58732,634775.03621,9312774.73519,168800.50856,2803921.11471,184074.28218,227810.92116,6860270.22969,9377052.05831,7671923.86804,259193.82277,2367340.98191
2020/10/01,1087396.43042,210522.28538,246767.51234,332565.49275,456260.15817,323524.09622,1381060.0347,396353.50099,567284.8537999999,548372.39347,241542.54361,1200963.92799,200678.71607,593977.59398,599154.38366,218540.34973,238000.09087,277414.89321,961830.88809,281389.47997000004,314059.39908,444736.43378,49882368.82897,2234922.42256,578950.56756,310742.22397,5841671.6968,415975.73761,440233.50266,285433.17965,377454.71104,268994.15753,364257.92855,9206679.83013,255258.4039,784222.95042,411082.12548,3888558.4029,3025104.86726,347714.58375,321609.18757,835413.75187,198013.23843,24240634.66128,9316003.9569,643275.61107,3109390.74008,265644.50404,796661.04555,1770791.30199,3658204.43387,322458.21205,11892572.91563,230446.04665,635568.7580200001,9295767.88311,171240.02048,2832662.07484,181816.90063,228285.82811,13416475.65703,9343840.50279,7784243.63317,255764.8007,2390057.31489
2020/11/01,1138456.58497,208698.27378,246552.52302,334164.46006,456539.82908,326326.06607,1388855.77917,400192.61826,546953.71251,558142.2499599999,242198.56728,1215602.82332,199489.68943,595430.19183,600855.637,219057.49517,237286.384,250276.87212,969973.39922,274775.286,314757.98411,425729.13746,51925167.04306,2342924.375,584818.9807,310777.86764,5974334.05355,419491.32725,442633.0819,288934.60528,378428.99064,268360.77063,360530.91502,9443310.91346,266347.3739,812727.80787,411652.28655,3860602.75265,3073414.41496,352013.49590000004,321734.44859,852328.55909,196777.90702,24209355.92652,9556601.28208,642660.21439,3134289.36359,265897.29096,803365.39133,1745492.63957,3715675.39217,327609.44536,12180902.66236,230378.24397,636880.5604000001,9326839.25562,174006.61869,2874746.01627,178885.69204000002,229116.94258,12385063.87623,9247401.94602,7954852.17521,250212.66179,2390621.28645
2020/12/01,1200932.47258,207875.82281,246303.35795,336358.51899,456801.67662,330079.04232,1387967.5193,392042.2368200001,545357.38053,559390.86092,243280.13132,1206884.92789,197900.89608,593866.49839,602601.97277,219430.82298,240654.55375,249374.72331,988754.36198,269646.28227,314769.69567,497351.52858,53254949.57831,2425937.59981,606116.67638,310826.95148,6049488.0566,420572.98868,445012.91791,293237.00542,373566.27213,279975.30102,367758.38497,9582888.36457,271405.53371,873527.4190999999,412217.49583,3871040.91707,3134040.91786,352941.01885,321867.43648,858111.96021,202032.23129,24213381.23071,9800436.27788,643437.2950299999,3141990.33578,266142.90138,810496.56577,1734000.02248,3681529.00305,332882.10144,12455846.64807,234062.35805,638493.94738,9414592.42735,180855.69183000005,2935352.38425,175995.81634,232119.84236,11455390.9913,9119767.43459,8022677.99119,245569.80843,2549698.22951
2021/01/01,1234594.99513,208102.31679,247795.89878,340495.717,453065.76093,331600.25858,1264962.86908,419750.6252,548755.92336,582042.6569,244238.35736,1247315.43739,201411.28034,597309.12092,605949.67715,219163.66777,244894.28563,247438.34252,1031777.00822,255883.00101,317533.23565,488186.56277,52823920.96695,2481533.11688,620247.84038,311029.83643,6100741.22807,420250.71662,447276.10937,293751.23499,370952.32037,283350.47829,361681.71893,9684011.4047,364558.71376,932042.25974,412513.31619,3952414.9525,3121582.96362,356519.2421,321334.91279,859642.40007,206696.13599,21935199.01553,9571560.70568,652834.4387800001,3103239.81326,270129.85762,776859.44325,1719697.67801,3787999.63724,337621.81995,12891675.6207,255666.81414,640869.1803,9622971.28411,187276.8891,2997393.80149,172582.05409000002,234119.88918,10324255.81464,8548830.068020001,8090933.34819,241351.71152,2659553.73058
2021/02/01,1347108.1770799998,204939.75746,246946.59634,338131.03343,453257.79496,333743.83862,1256303.57531,426826.98629,545003.20962,584010.99803,231495.77485,1476268.75341,202445.63293,601937.12487,609733.7473500001,218698.87288,245017.39894,251143.54006,1033162.90491,252157.75066,319555.97306,515755.8037,55021993.6456,2643135.39856,673942.29825,311153.80633,6189516.25748,424770.56314,450549.03433,296267.28481,374623.91352,285004.19039,357525.87981,10018134.8241,369441.87647,993018.30196,414030.52128,3978466.53624,3263524.01572,360911.26159,321361.19559,873535.8608499999,207713.04985,21999581.49976,9768697.6156,653644.06788,3201033.0786200003,271056.19193000003,828571.63239,1701636.22683,3838419.93029,341971.3531,13249325.74638,269868.9397,644814.27843,9880842.25761,193161.01352,2986981.43536,169365.57606,234968.71265,9860494.52461,8426863.89816,8110976.122289999,236351.24007,2764721.1581800003
2021/03/01,1289018.20348,205166.03652,247961.18488,334106.63573,453376.57119,335382.7139,1262561.5393,464308.85243,549112.1696200001,588185.3938000001,233866.15044000003,1414710.3519100002,202421.78712,605237.97747,613489.2520900001,219410.32551,244318.41908,250613.12679,1057459.84459,248311.4683,319140.38837,523607.9905,53693953.408300005,2767134.33046,667119.1777100001,311259.27705,5312169.69387,427268.94574,452335.6830800001,303949.64657000004,377080.90038,284245.74274,357316.30823,10385875.88383,372078.63073,1028634.81957,415594.14712,3986986.1818,3352078.75734,361335.20382,289518.92148,886749.44285,208242.67845,22037357.17957,9969602.07426,654442.19435,3259463.57657,271162.0898,834620.70806,1688128.2685,3898991.39315,345953.17694,13623354.26361,276563.75121,647267.92847,10049351.97157,193844.12038,3101660.64641,165911.11586,236890.4982,9832410.71813,8207072.929629999,8246901.54061,237195.02397,3116201.19423
2021/04/01,1357255.08249,203271.05041,248396.10007,333597.35121,481440.6571,338615.65135,1267653.17459,469730.23634,545479.66499,605606.6158899999,236949.02766,1434265.49274,205178.81809,603727.21545,617457.94091,220042.0017,245024.62857,248358.02006,1068754.97266,245118.38522,320664.18593,507021.34834,54197456.64798,2870789.8333500004,659447.7108900001,311336.30766,5473307.64043,432891.11401,455700.56272,309878.60858,379370.98384,285175.28909,363342.53928,9420651.89677,362853.3322900001,935662.46203,417104.05184,4010359.49593,3412061.69805,360085.70024,290072.26543,904566.24776,218776.09262,22043650.58546,10235798.21401,657078.2724499999,3279184.62271,271573.15989,807609.84078,1669957.56795,3965969.11799,351180.40345,13945472.73444,281266.7084,653804.17278,10620187.52893,191199.47172,3164509.2497300003,162958.37695,237406.84471,10334542.3163,8563086.739030002,8377355.83042,239347.61775,3518437.73639
2021/05/01,1410789.84838,202845.93947,248346.18177,333086.18238,481526.90521,344168.06646,1247013.3426100002,571590.69673,544723.0227600001,607895.00338,234306.21483,1624751.56475,207692.83812,603077.08174,620899.2401299999,220089.19228,244388.89201,248377.33022,1064821.9767200002,236878.82294,321921.09961,515229.90004,38537428.71885,2963742.58836,664620.14475,311443.96997000003,5610359.03655,435147.80354,455616.38289,322134.56358,342070.12686,285611.66025,363387.21693,9699054.37553,362486.66628,977897.99356,418676.37665,3647172.8988,3480459.53147,366485.16156,292314.79721,909526.56915,219227.6392,22177702.69288,10430579.47048,655036.78472,3340926.6793400003,272535.66744,771521.3045000001,1653280.99393,4032583.24123,346769.43894,14395697.83024,272808.62532,654648.63972,10686251.18105,192045.63792,2896677.7406800003,171095.52262,243170.15549,10539322.32571,8656173.13156,8500342.078879999,231765.64043,3801748.65757
2021/06/01,1410934.39977,202544.46367,248188.78482,336909.61782,481683.65444,350115.73594,1249634.62845,576958.51185,538825.8356799999,608947.74936,227661.91391,1615773.35946,211128.75029,605401.69225,619748.47548,219614.43082,243551.88375,248483.54129,1092260.0411200002,234028.90721,322085.33624,516624.29289,40792989.69045,1759052.76062,674296.00823,311533.06512,5701763.92793,407699.21354,457653.84541,330696.87159,343628.72019,286538.5694,357835.84416000004,10037766.67035,401631.9614,1008192.05848,420266.85613,3664981.44461,3531145.88514,366745.10783,293580.20017,916029.18056,219526.57126,22164863.06446,10661831.43306,656221.76375,3363047.02934,272005.29705000005,782274.6249599999,1636097.65215,4105592.33203,352156.82741,12667216.44737,276192.20967,659288.6316699999,10910728.76573,192695.36369,2950245.20218,168558.57330000002,244651.07977,10885828.13361,8724885.18279,8547150.94761,225245.45667,4039579.14385
2021/07/01,1435132.56702,202689.16015,248445.46554,335891.78996,481805.73338,353026.5246,1251990.44648,586103.02657,532812.9390799999,613654.0618499999,235687.33806,1914205.20853,210369.10839,610617.29231,582248.73344,219791.20675,241958.90849,248533.89675,1109819.51088,235806.70972,323006.61591,517707.02912,43731439.39273,1889109.47101,655198.0579700001,371647.28925,5821211.46827,409523.91903,456103.44204,328546.799,338988.46242,287226.99864,366579.85836,10345450.9819,428023.36551,1043799.32393,421796.54177,3709729.55596,3602976.43597,373535.66957,294905.31737,924048.07559,220163.26794,21375800.07039,9672065.10211,657020.8738000001,3411854.2589,272748.06009000004,785646.76951,1634118.5230599998,3603147.04824,357701.10626000003,13123968.44884,281555.75838,663530.88033,11075166.22086,194956.69599,2977735.21082,171764.15838,248453.94258,11058226.43531,8927305.57746,8606671.582090002,223737.21332,4308659.09134
