date,cb privatbank,credit agricole bank,fuib,kredobank,oschadbank,otp bank,pivdennyi bank,raiffeisen bank,sense bank,ukrsibbank,universal bank
2019-03-01,3163425.54223,404519.85677,789693.43906,232610.12058,1768244.81979,609656.78159,241579.93323,1148931.91825,699562.07217,737316.04622,122448.64988
2019-04-01,4897292.67787,607413.69927,1205935.289,351980.52399,-920480.74224,903921.15568,342212.95884,1740504.38071,1019275.74499,1101609.06421,68446.67884
2019-05-01,6497732.4106,810451.33873,1618668.95057,467943.28453,499955.3736700001,1191276.06446,429996.67244,2334768.0544,1333664.57462,1465393.5454,78782.10584999999
2019-06-01,8209241.13312,1011571.67167,2031541.75084,581848.8268,435148.57787000015,1500230.71045,533670.70202,2950551.17512,1669718.19356,1847499.16519,88260.36979000003
2019-07-01,9825782.57434,1198207.94816,2453725.67165,707179.26951,408779.70540999994,1786229.34586,618902.104,3532389.43716,2006728.1371,2196428.85757,95028.88218000002
2019-08-01,11462001.5404,1394550.14251,2951150.52904,835968.65393,453006.30157999974,2089266.2538,720403.12415,4134605.45309,2325485.23147,2547537.11167,106759.63145999995
2019-09-01,13097892.02112,1585898.22571,3426528.76364,967542.04584,334556.4276300003,2379967.92311,814150.7719,4738678.86515,2646800.75718,2889990.6908,118309.30799
2019-10-01,14681270.89343,1787490.11,3882568.28854,1092827.29843,454909.8914099997,2672214.5226100003,906628.28696,5314578.81412,2998231.74963,3246510.33957,124454.18154000002
2019-11-01,16311268.74394,1999951.04509,4391782.8276700005,1223532.33511,449444.8941299999,2999212.13254,996357.25239,5931546.278879999,3362758.23699,3577291.10248,134949.92801000003
2019-12-01,17976361.49386,2209143.91236,4899445.40333,1354516.26587,428610.9913099995,3312289.36348,1087892.94877,6532498.06403,3738210.33315,3901660.2866,139502.8862699999
2020-01-01,19666809.25846,2531153.4882300003,5292099.6725200005,1490852.54644,428345.9283700008,3647214.92132,1199848.98946,7173438.23822,3976594.05943,4230761.48906,149625.46201999998
2020-02-01,1796027.70291,219828.66457,580411.4127100001,141900.64459,525191.98071,312618.2084,106440.83899,634564.1428400001,416720.89793,332986.52843,-1050525.5842499998
2020-03-01,3422395.89664,421073.45719,1134325.52545,272283.0724,442615.74000999995,614125.6385499999,219705.35152,1231239.87613,996417.54718,626796.50155,342487.59937
2020-04-01,5217613.01226,619554.01254,1722445.9062400002,413889.60696,514913.8890699999,950995.41932,330335.44139999995,1860255.69779,1388036.34028,937283.32388,160384.75776999997
2020-05-01,7038161.23147,829249.4964,2294030.48301,549827.64349,570630.4691000001,1245993.5763,432613.24773,2470841.21003,1770287.642,1251378.96814,165086.53405000002
