date,cb privatbank,credit agricole bank,fuib,kredobank,oschadbank,otp bank,pivdennyi bank,raiffeisen bank,sense bank,ukrsibbank,universal bank
2019-03-01,1698801.79411,272709.45024,591508.59671,185196.86397,2142442.7890500003,296663.75837,212986.92065,813863.55618,861124.35908,529795.5297,202462.73186
2019-04-01,2856002.64031,404068.43112,893247.10645,291413.02488,-588065.13509,458274.74236,335614.20989,1287345.42844,1260410.92759,900909.93405,96879.88205999997
2019-05-01,3928425.24227,547950.20227,1243377.69357,387552.64922,952956.8503799997,618262.37211,491506.67384,1729565.43174,1674262.4364,1176105.70126,131294.75330000004
2019-06-01,5093836.28743,694093.20826,1569208.86234,480988.23898,764897.2149300002,788004.85126,651376.43067,2154007.80649,2098796.80498,1480558.95639,125996.80946000002
2019-07-01,6223316.74777,846454.88628,1891181.83483,587700.55987,813429.2402599994,950535.9015,776878.77091,2541233.1579,2506838.26812,1779614.50802,161329.0747
2019-08-01,7280511.15731,1002559.97384,2227063.56373,690316.4961,809341.1131800003,1110183.37798,902397.41629,2973322.54059,2917043.7603,2073768.01776,150986.01536999992
2019-09-01,8403629.088890001,1142035.77453,2553536.22516,794234.4374,763740.6212600004,1274870.19297,1041775.65859,3436244.39392,3377425.51176,2346954.42359,170141.38214
2019-10-01,9691591.95614,1290593.1166299998,2897226.52328,900873.35764,832187.1464999998,1436268.91286,1178807.73226,3866174.70707,3797113.00286,2637272.14791,184696.65991000005
2019-11-01,10849563.34094,1430484.89567,3261588.77209,1014351.70182,881407.0051499996,1608847.8544,1341078.73262,4366303.38684,4309136.69625,2935995.81627,163794.8365199999
2019-12-01,12065066.35412,1576958.91088,3636475.91049,1131861.99084,915166.2802100005,1799789.43398,1492410.99056,4843667.3674,4951034.43808,3259402.63706,162152.07493000012
2020-01-01,14662272.68285,1725515.30759,4177716.90139,1274396.4715300002,1075023.41983,2050427.11722,1729500.86604,5359396.62075,5985760.63232,3798970.70526,220338.4683099999
2020-02-01,983367.41251,161213.47021,363928.97489,95661.04798,831053.8837100001,162979.46611,136235.73028999998,433137.06954000005,477648.09447,325385.74468,-1534846.06952
2020-03-01,2369162.68412,321449.71244,728684.03561,199170.46409,875159.2173999998,343345.18143,314322.87704,903899.54983,977878.10724,641556.2883400001,460303.48191
2020-04-01,3853542.97015,490674.63283,1087303.586,316133.61925,968384.4408700003,527185.71623,482158.93182,1396063.97376,1522323.07569,1057425.9305,264882.21956
2020-05-01,5222144.441430001,658850.32954,1427929.94878,431200.10928,888756.8092499999,713663.31666,642377.6039000001,1930091.05452,2069262.80209,1385120.2762999998,223195.77029999997
