,pivdennyi bank,fuib,ukrsibbank,credit agricole bank,universal bank,otp bank,raiffeisen bank,cb privatbank,oschadbank,kredobank,sense bank
04/2020,-0.019962250658580715,-0.004199526502112062,-0.013962173497355335,-0.005150745201997907,0.004341258549938372,-0.005216171107809305,-0.0036009092979524416,0.0054108536598183096,0.02107161357726425,-0.0010216432695412418,0.007793427454853121
05/2020,-0.004431043605385335,0.014353751555233878,-0.006987569005990079,0.01068614614958314,0.005421975949193514,-0.00039985299449246843,0.00017162688375741732,0.007593125019390334,0.03270367753363164,0.0006570813467420859,0.002610066227821707
06/2020,-0.006641779506136182,0.009766785791663622,0.00532350574139083,0.01348538127871713,0.006364061457353597,0.007813963154349355,-0.0001702068622974162,0.0032313631643442714,-0.03813530915865893,0.0009674585800852247,-0.0004857262682500356
07/2020,0.006908028182131182,0.02069713992753068,0.004802241409382427,0.0051942036513854106,-1.2775064848268708e-05,0.014093647814799663,0.00270091160410486,0.0049105534376293666,-0.019071211306217865,-0.0030311825966085138,0.008903259174567534
08/2020,0.007076833477189466,0.016762302549800254,0.0005956586530702508,0.012059478381718999,-0.00016313121264861178,0.0065164841647217635,0.009944694895879047,0.005313226338489857,0.024840515978492423,0.001627931580734667,0.031875450568047
09/2020,-0.011461583257576513,0.006493979692762962,-0.00518762651938116,-0.011956158045931696,-0.007895728063209722,0.00489002557201961,0.00654789975230001,0.004918338941626637,0.002716945734191272,-0.001122316799126214,0.055976014543780955
10/2020,-0.014605685864477753,-0.002634181165984545,-0.008040423243178937,-0.012950482888869562,-0.0008844418040712461,0.02791197588502577,0.009539473269772955,0.0018987693285240134,-0.00042766839394102127,0.0005234096204341778,-0.017644476871833327
11/2020,-0.0007530976866506368,0.0047743361250116335,-0.009561648007598294,-0.00836182202873916,-0.00391978658360145,0.009396245838995579,0.0036087903670166317,-0.004459748293942184,0.029142383393915155,0.0017260566546763592,0.0025620556886829927
01/2021,0.010553636575155692,-0.0018385581615279062,0.007455627533399211,-0.005068172997329191,-0.005605104208403611,-0.00027273437143405035,-0.007133233242042413,-0.004910902946509527,-0.01934210239954848,-5.3390149687099035e-05,-0.006755300229306311
02/2021,0.013473747078858829,0.005758658749960222,0.0094559549086032,-0.0007328621315717161,-0.002596272406385697,-0.003991947167147208,-0.005268473490451914,-0.005343123381521065,-0.012950899301750769,0.008787231203614267,-0.032897600640889396
03/2021,0.016516349043249116,-0.007769166414701299,0.0039032992129844034,0.0038703993812653457,0.0017669089797466868,0.0012971276431258706,-0.003256666775189929,-0.0009543103320923067,0.0011179414858808216,-0.00255672193928733,-0.027093496761655313
04/2021,0.024806785044589823,-0.011461231909088744,0.01907899127708606,0.005601020276698399,0.0011072193566545206,-0.011023052992651758,-0.005203469789500776,-0.0005036445704693863,0.004116972502003904,0.0006118842533353987,-0.01035478663652378
05/2021,-0.020716950880128312,-0.010432101835748712,-0.011010861109413846,-0.0006003502203144892,-0.0043296439844040845,-0.007029487272286996,-0.0037133187339028952,0.002166025567702517,0.004384559391956058,-0.0005492454170897025,-0.0037272784930015342
06/2021,-0.006279078155400394,-0.01175114518816147,-0.009189887704692253,-0.004432769729748097,-0.0034495712825494103,-0.008034003252724903,-0.000749989073644779,0.0021251376728037338,0.005199830916474978,0.0011567455349031181,-0.010633516626808621
07/2021,-0.020969528217705095,-0.0075347136283291805,-0.0027380434988050644,-0.0059642453683907025,-0.0034260282744464562,-0.0008490835620277842,-0.0036780485194734393,0.0009918591150916106,0.04303471389680196,0.0040410270533147346,-0.003013446345444596
08/2021,-0.0096907037969554,-0.002851760601634612,-0.005172956895872569,-0.011334613706281658,-0.0030200820456818163,-0.004360167565273281,-0.00037443788509252535,-0.0007079036124814032,0.008029884074033763,-0.0029641500887137443,-0.006473482572216378
09/2021,-0.007696122401458727,-0.008365067716301189,-0.004664725232444871,-0.010070772842918272,-0.00573994464680374,-0.009670252771604843,-0.0020859305365213588,0.0005565478338859283,-0.060479492926776415,-0.006912746195763133,-0.014889579653448929
10/2021,-0.0063477681503144555,-0.019642674349900073,-0.007932256392304068,-0.0002702268931466206,0.0012725423044227444,-0.008272597821232854,-0.01180568032194715,0.0060802809439986,-0.032368514070518786,-0.01376559954688112,-0.0036892666767905057
11/2021,-0.009674567464574315,-0.024041515280683448,-0.013011826352950749,-0.00041327272589868763,0.0032985163396309714,-0.017428292614212946,-0.014636768416238427,0.007787123541499191,-0.025228067619923755,-0.02246905761741958,-0.03219888822162341
12/2021,-0.011972567427803341,-0.026445889230690713,-0.010158998562357444,-0.0010153695683628432,0.0030160137244672793,-0.012058850545414931,-0.012686258870822802,0.00854463338903339,-0.03289370232285972,-0.019886564451001093,-0.022028218622148377
01/2022,-0.014486454902274803,-0.005710084738547089,-0.002405155455905264,-0.0063876998152198865,0.013611442384940298,-0.010213721572781668,-0.010137004413987932,0.004225670011938415,-0.014645482218669296,-0.017387127289456118,-0.03139945098347127
02/2022,-0.007880032015552993,-0.016315031302818094,-0.006707315903536872,-0.013626795099335991,0.003388419601810351,-0.023046492584638742,-0.016293862846355256,0.004480635604091654,-0.029036925433820988,-0.025323651046127774,-0.027597301717764745
05/2022,0.001856450326816781,0.011940658375075044,0.001886554056360996,-0.021719416920088948,0.0005572347101680973,-0.02233436103860106,-0.018788315794185273,-0.015017045765900067,-0.03023164810311812,0.0071796939378887085,0.004672582409624568
06/2022,0.00028813841353157905,0.020820644490118424,0.006815805583112735,-0.011797683977753725,-0.0017338756285068093,0.01021187476313376,-0.001198218716208399,-0.009863545575520516,-0.01112208010898966,0.011895509185984737,0.011105779868253157
07/2022,-0.029985266661822354,0.02048134855281416,0.03131771999403928,-0.0020620175701662373,-0.002273012817053233,0.007613714487703569,-0.001010345149057049,-0.006079483586550633,-0.032210530303677626,0.007255726813365973,0.008120486731453562
08/2022,-0.0176334221055751,0.004602694188782362,0.01953597584649621,-0.0026876865791901055,-0.0032228090445423326,0.001777970252730991,-0.0007483947383769961,-0.0011937015587387915,-0.03863165961676117,0.0045006134453020345,-0.018897163912647084
09/2022,0.02923581607715891,-0.004773918328324968,-0.005249326799037116,-0.008695892286911464,-0.0021522926051049454,-0.006402996130122079,0.0047353174795524665,-0.0027799035681927747,-0.004194753065395966,-0.0012527706438442655,-0.004315864069052166
10/2022,0.017982300271939936,-0.0045022955730777275,-0.006678308572020077,0.006875036959061482,-0.008471794603912904,-0.0013675629027553005,0.005624103979808576,-6.722943120617843e-05,0.020538914440166697,0.006160573145349519,-0.01868701855480508
11/2022,0.016081524704345755,-0.0001053671487296487,-0.006211563180873504,0.006936940305567522,-0.00448730428482902,0.003884919103541908,-0.001171908596647927,-0.0014881504328944032,0.034970069648655025,0.004440491887100244,-0.027551280293671515
12/2022,0.03044965984762283,0.027707926003141474,-0.004460866503615886,0.016448947740588256,0.0014510117783953075,-0.006332832652504833,0.011665443233277117,-0.006362989552587512,0.026840226915806602,0.018644285654651947,0.03491630438111401
01/2023,0.012959058939754985,0.027687627791157687,0.0004140880185201554,0.014354875624542218,0.0016256654921653075,-0.005434098719398922,0.00611746414845408,-0.005606593040052782,0.021391559979329695,0.024889386707250633,-0.000614472902434807
02/2023,-0.004206504753293681,0.02222485544151537,-0.0003623669062079761,0.009821822462139277,-0.00012311106780157205,0.0033537849074464082,0.005289228455094155,0.0009375675333879784,0.002699843725203193,0.018564006529631534,0.0013742667339252802
03/2023,-0.018713624383712095,0.006369085866245808,0.0072422342489102225,0.0060171888833412054,0.001596748576142742,0.01201669158037327,0.01062273487098343,0.008673996173994452,0.026561682299564068,0.020964066502723807,0.03327741651345487
04/2023,-0.02650701774388222,0.006551541705170975,0.002304557474317244,0.005776364445390057,0.00388637096184945,0.026965510111150573,0.017195795177209393,0.00795363204480185,0.02501544745584359,0.01641050287366899,0.028867513922928138
05/2023,-0.029788584083413425,-0.0004236804065311274,-0.0017040371076701786,0.009375573464995242,0.003612900028151486,0.024288097953074964,0.016794618696001684,0.01580203522834029,0.013976368912514168,-0.0004707465607802115,0.0048006932910980744
06/2023,-0.027209106985466622,-0.011615021572811739,-0.008317140101330422,0.012939497559964205,0.0032860364145200728,0.011674777873202036,0.01098509567177558,0.00899353316317284,-0.007453110775964587,-0.008902363422955157,-0.020011668722596108
07/2023,0.07283047933828822,-0.009238848434940751,-0.009896504795871907,0.006246771157031923,0.003309052355255206,0.005381121841992052,0.0095073226446212,0.0004270293073539485,0.0076938928981200826,-0.0006772181406607706,-0.022606684603634214
08/2023,0.030509555004117672,-0.010594428775842137,-0.006910338544415681,-0.005132031676091648,0.0022980584816344905,0.0074050639440857,0.0025095063919731726,-0.006600136185131134,0.0016676867303173186,-0.0013068203408729802,0.016500565401304935
09/2023,,,,,,,,,,,
10/2023,,,,,,,,,,,
11/2023,,,,,,,,,,,
12/2023,,,,,,,,,,,
01/2024,,,,,,,,,,,
02/2024,,,,,,,,,,,
