,Bank,Date,INF,PR,CR,OE,ROA,NIA,NIM,RA,SCTA,CDR,LAS,SIZE,is_Credit_Agricole,is_FUIB,is_Kredobank,is_OTP,is_Oschadbank,is_Pivdennyi,is_Privat_Bank,is_Raiffeisen,is_Sense,is_Ukrsibbank,is_Universal
20,Kredobank,02/2019,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
21,Sense,02/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
22,Pivdennyi,04/2019,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0
23,FUIB,04/2019,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0
24,Ukrsibbank,04/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0
25,Credit_Agricole,04/2019,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
26,Universal,04/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
27,OTP,04/2019,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0
28,Raiffeisen,04/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
29,Privat_Bank,04/2019,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0
30,Oschadbank,04/2019,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0
31,Kredobank,04/2019,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
32,Sense,04/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
33,Pivdennyi,05/2019,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0
34,FUIB,05/2019,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0
35,Ukrsibbank,05/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0
36,Credit_Agricole,05/2019,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
37,Universal,05/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
38,OTP,05/2019,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0
39,Raiffeisen,05/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
40,Privat_Bank,05/2019,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0
41,Oschadbank,05/2019,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0
42,Kredobank,05/2019,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
43,Sense,05/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
44,Pivdennyi,06/2019,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0
45,FUIB,06/2019,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0
46,Ukrsibbank,06/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0
47,Credit_Agricole,06/2019,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
48,Universal,06/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
49,OTP,06/2019,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0
50,Raiffeisen,06/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
51,Privat_Bank,06/2019,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0
52,Oschadbank,06/2019,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0
53,Kredobank,06/2019,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
54,Sense,06/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
55,Pivdennyi,07/2019,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0
56,FUIB,07/2019,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0
57,Ukrsibbank,07/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0
58,Credit_Agricole,07/2019,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0
59,Universal,07/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
60,OTP,07/2019,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0
61,Raiffeisen,07/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0
62,Privat_Bank,07/2019,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0
63,Oschadbank,07/2019,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0
64,Kredobank,07/2019,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0
65,Sense,07/2019,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
66,Pivdennyi,08/2019,3.0408854166666663,2.084557291666668,0.0042204184455514,-9.689411168595928e-05,0.0020071085147819,0.004620343683386,-4.201196454446317e-05,-0.0073652899821422,0.0007652947057948,0.005378309838855,-0.0088007561399378,-0.0239497364153786,0,0,0,0,0,1,0,0,0,0,0
67,FUIB,08/2019,3.0408854166666663,2.084557291666668,-0.0012747747423601,-0.0001156129317645,0.0005029219754068,0.0028649459109391,-9.469735819909628e-05,-0.0004458724275678,0.0003902817798856,0.0032999516150746,-0.0114453674628809,-0.0618210536053771,0,1,0,0,0,0,0,0,0,0,0
68,Ukrsibbank,08/2019,3.0408854166666663,2.084557291666668,0.0110410834006562,-0.0004856745186198,3.923681215591505e-05,0.0024548474771555,-0.0001910692322584,-0.0006144597760213,-0.0025121216454681,0.0512537053017942,-0.0507474332891841,-0.0467181355692028,0,0,0,0,0,0,0,0,0,1,0
69,Credit_Agricole,08/2019,3.0408854166666663,2.084557291666668,0.0051954666952982,9.497258467407911e-05,0.0006062525245538,-0.0033995922172237,8.144604322743616e-07,0.0023200208292941,0.0041078091178729,0.0059941293907397,-0.0383699747254474,-0.0523656442901639,1,0,0,0,0,0,0,0,0,0,0
70,Universal,08/2019,3.0408854166666663,2.084557291666668,0.0123930491548138,-0.0007365644087192,0.0007835378284664,-0.0103828137647927,-0.000714809817883,-0.0042576962297923,-0.0004097639247314,-0.0014028683070052,4.307271146177481e-05,-0.0250123558246903,0,0,0,0,0,0,0,0,0,0,1
71,OTP,08/2019,3.0408854166666663,2.084557291666668,-0.0002585839477503,-7.82858924559844e-05,2.313638615489013e-05,-0.0009544927782322,-0.0003372864007084,0.0001051887205501,0.0015384590103149,-0.0117198654811005,-0.0443711447528341,-0.0415400147805598,0,0,0,1,0,0,0,0,0,0,0
72,Raiffeisen,08/2019,3.0408854166666663,2.084557291666668,-0.0037062432262633,-0.0001532022590471,0.0001034355149008,0.0002583439312824,3.0429727793501412e-05,0.0056422243023332,0.0052108025622869,0.0686544194320793,-0.0884451583638674,-0.0958042164884386,0,0,0,0,0,0,0,1,0,0,0
73,Privat_Bank,08/2019,3.0408854166666663,2.084557291666668,-0.005725725792968,0.0003062464821332,0.0007033957154014,-0.0006763503579554,0.000405019382907,-1.129251747571591e-05,0.0013384564987293,0.0102877559766608,0.0009406648676893,-0.0553365232757468,0,0,0,0,0,0,1,0,0,0,0
74,Oschadbank,08/2019,3.0408854166666663,2.084557291666668,0.0116547027511625,0.0002198328547048,0.0001547298589716,0.0046164754429931,-0.000244041180076,-1.4846613903979518e-05,-0.0016917380729222,-0.0023700131998298,-0.0278969782946574,-0.1074831191097039,0,0,0,0,1,0,0,0,0,0,0
75,Kredobank,08/2019,3.0408854166666663,2.084557291666668,0.0035335995502639,-0.0007061161406055,-0.0002407648487027,-0.033597528339783,0.000420770816224,-0.0033652503984909,-0.003174148093827,-0.0061638054071299,-0.0052093767005833,-0.0243111722370406,0,0,1,0,0,0,0,0,0,0,0
76,Sense,08/2019,3.0408854166666663,2.084557291666668,0.0035205730713283,0.0003319018086307,0.001680778831251,0.0223182792431077,0.0003703576747094,0.0116261379531632,-7.18376544154057e-05,0.0085391925085801,-0.0160004050355439,-0.0612908282983531,0,0,0,0,0,0,0,0,1,0,0
77,Pivdennyi,10/2019,2.1742187500000005,2.0273697916666693,0.015280496688093,-0.0002711379151303,-0.0033260057670453,-0.0006652237289698,9.754589831197808e-05,-0.0023206645179263,0.0017625549482774,-0.0024411162399885,-0.0077200386378866,-0.0070213875757183,0,0,0,0,0,1,0,0,0,0,0
78,FUIB,10/2019,2.1742187500000005,2.0273697916666693,0.0074818094158174,-0.0001241489459216,0.0006493601303051,-0.0006770830919106,0.0004804004476154,0.0023307256885134,0.0003991997096272,0.0375954613868684,0.0303225781034771,-0.0397098961391426,0,1,0,0,0,0,0,0,0,0,0
79,Ukrsibbank,10/2019,2.1742187500000005,2.0273697916666693,0.019995718397633,-0.0002887765890322,0.0004828354927531,-0.0069847454017438,0.0001907257063069,-0.0010414158015873,-0.0012301568077612,-0.000324004591783,0.0032103828804542,-0.0106651273817086,0,0,0,0,0,0,0,0,0,1,0
80,Credit_Agricole,10/2019,2.1742187500000005,2.0273697916666693,0.000884144338567,0.0002124421601969,0.0007521907904495,-0.0058083770876496,0.000283359320147,0.0009674408222458,0.0027372014202377,0.0076009211005125,-0.0173809220455073,-0.0111341344948506,1,0,0,0,0,0,0,0,0,0,0
81,Universal,10/2019,2.1742187500000005,2.0273697916666693,-0.0013080999095807,-0.0001470147648846,0.0020455685333817,-0.0029676565588906,0.0001065728923282,-0.0013634127741201,0.002440606189216,0.014577527172512,0.0089765884929754,-0.030777017140258,0,0,0,0,0,0,0,0,0,0,1
82,OTP,10/2019,2.1742187500000005,2.0273697916666693,-0.0009512347618213,4.423880007617081e-05,0.0009111140009397,0.002453193881216,0.0005633105390756,-0.0013370130706672,0.0003334676744593,-0.0121416155885879,0.0079842350774068,-0.0145444774331813,0,0,0,1,0,0,0,0,0,0,0
83,Raiffeisen,10/2019,2.1742187500000005,2.0273697916666693,0.008800411651274,-0.0003669905617317,0.0005859261330304,0.0004155494982666,7.738742223130704e-05,0.0004545300174774,0.0060279748195554,-0.0171480859255441,-0.0292492026171054,-0.0121133155547946,0,0,0,0,0,0,0,1,0,0,0
84,Privat_Bank,10/2019,2.1742187500000005,2.0273697916666693,-0.0044930223704732,0.0004027877096199,0.0014185872160633,0.0009931925919574,0.0007370982468187,0.0015032260389461,-0.004746786943932,-0.0229916721615663,0.0227418264156131,-0.0253833933897578,0,0,0,0,0,0,1,0,0,0,0
85,Oschadbank,10/2019,2.1742187500000005,2.0273697916666693,-0.0022971699696851,-0.0007579606343326,-6.352360470189848e-05,0.0312921670844266,-0.0004575171649981,-0.0010566751903302,-0.0023880218543795,0.0101604016633997,0.0105817391625685,0.0807701660183448,0,0,0,0,1,0,0,0,0,0,0
86,Kredobank,10/2019,2.1742187500000005,2.0273697916666693,0.0080612616972816,-0.0001823193860304,0.0014391407585237,-0.0086676422343845,0.0006947153396333,0.0052364484578092,0.0004027763571866,-0.0095680816522415,0.0456063705193713,-0.0507091965974986,0,0,1,0,0,0,0,0,0,0,0
87,Sense,10/2019,2.1742187500000005,2.0273697916666693,0.0376984220243022,-0.0006168412111874,0.0025330948074193,-0.0120333799461864,0.0013051402157204,0.0109540057209608,5.086749242094133e-05,-0.0097110986253332,0.0457442836896817,-0.0324066148701103,0,0,0,0,0,0,0,0,1,0,0
88,Pivdennyi,11/2019,-0.1403645833333329,2.154453125,0.0149060725125339,0.000119047943907,0.0004041043621367,0.0374573277572169,0.0001001688944717,0.0106960225048068,-0.0023061975061757,0.0066048064693235,-0.018748171345324,0.0130857865466154,0,0,0,0,0,1,0,0,0,0,0
89,FUIB,11/2019,-0.1403645833333329,2.154453125,0.0051538141402962,4.812025836477095e-05,0.0002186185723428,-0.0019391146644338,0.0003086425245842,0.0072742682808943,-0.0029218065521738,0.0652731966913009,-0.039995079739908,-0.04527505090934,0,1,0,0,0,0,0,0,0,0,0
90,Ukrsibbank,11/2019,-0.1403645833333329,2.154453125,0.0194156570444983,0.0005309953150065,-2.4047932278212876e-05,-0.003659737444607,-5.22447541411534e-05,0.0043377446344581,0.0015993384512771,0.0321972356069116,-0.0074626242807948,-0.0092572397722708,0,0,0,0,0,0,0,0,0,1,0
91,Credit_Agricole,11/2019,-0.1403645833333329,2.154453125,-0.0002363683676152,0.000758277057591,-0.0004929213552186,-0.0074444357253876,4.906863623762312e-05,0.0058524494195824,0.0034032269513255,0.0445604569688423,-0.0328670758233285,-0.0315166272555074,1,0,0,0,0,0,0,0,0,0,0
92,Universal,11/2019,-0.1403645833333329,2.154453125,0.0009325038085352,0.0005776171929966,-0.0005060633864999,0.0251099481739061,2.3275865355825276e-05,0.0074676137998077,-0.0017710234377686,0.0196738400685347,-0.0089720866915939,-0.0399353540065007,0,0,0,0,0,0,0,0,0,0,1
93,OTP,11/2019,-0.1403645833333329,2.154453125,0.0019775274191216,0.0003417246727639,0.0001678893610216,0.008937610404918,5.742645126721041e-05,0.0047063921617122,0.0001546497894281,0.0555287918090793,-0.0169335838032459,-0.0055908739149326,0,0,0,1,0,0,0,0,0,0,0
94,Raiffeisen,11/2019,-0.1403645833333329,2.154453125,0.0131619854270945,0.0004091693556125,-0.0006209602367487,-0.0001864285987832,-4.223441669686613e-05,0.0024485649434725,-0.0058191588327528,0.0138707818979496,-0.0001479663333735,-0.0311906118869093,0,0,0,0,0,0,0,1,0,0,0
95,Privat_Bank,11/2019,-0.1403645833333329,2.154453125,0.0013345099898688,0.0003952587448904,0.0004197332433671,0.0023555706144447,0.0001869768846054,0.0050267648863159,-0.0076505108884952,0.0309015687741666,-0.0182091803006532,-0.0177762696051635,0,0,0,0,0,0,1,0,0,0,0
96,Oschadbank,11/2019,-0.1403645833333329,2.154453125,0.0090280163203092,0.0003976694220975,-0.00103716026546,-0.0028519024053589,-0.0003964442270302,-0.0038578023849067,0.0019760357870063,0.0136927751762632,0.0017253277794243,0.0928341328791526,0,0,0,0,1,0,0,0,0,0,0
97,Kredobank,11/2019,-0.1403645833333329,2.154453125,-0.0020325819404274,0.0002691800272727,0.0001641548224313,-5.223517528336191e-05,0.0002483267457502,0.0088992496332747,0.0001534225078577,0.0185835825326001,-0.0197110822490645,-0.0359002764855915,0,0,1,0,0,0,0,0,0,0,0
98,Sense,11/2019,-0.1403645833333329,2.154453125,-0.002679249206474,0.0003734295329681,0.0023484196461219,0.0084451224124903,0.0011963932492523,0.0094052733747245,-0.0052587587371499,0.0299159576765436,-0.0077599962069893,-0.0128362384811158,0,0,0,0,0,0,0,0,1,0,0
99,Pivdennyi,12/2019,-1.535156249999999,-1.2865885416666654,0.0057492302511648,0.0013774675884385,-0.0001207509495332,0.0048081408287908,0.0002905220493471,-0.0026207956149593,0.0033662929963213,0.0087258878649576,-0.0082794391256146,0.0078061833675042,0,0,0,0,0,1,0,0,0,0,0
100,FUIB,12/2019,-1.535156249999999,-1.2865885416666654,-0.0189116192174304,5.028139454519345e-05,0.0002859603134263,-0.0047333181928082,0.002085025380648,0.0137276772137902,-0.0003351146528435,0.0483325160154283,-0.0244841226880996,-0.0492853902058397,0,1,0,0,0,0,0,0,0,0,0
101,Ukrsibbank,12/2019,-1.535156249999999,-1.2865885416666654,-0.0218655649753731,0.0021699418304184,-0.0006554807471154,0.0008207328152014,-0.0013553711466067,1.4843158717256846e-05,0.010734166205483,0.0099553239247923,0.0055413564742427,0.0331110530383855,0,0,0,0,0,0,0,0,0,1,0
102,Credit_Agricole,12/2019,-1.535156249999999,-1.2865885416666654,0.0007926601490504,0.0011692491895766,0.0001542520600309,0.0112104408344784,2.141720190017922e-05,-0.0022961336444389,-0.0029840345218363,0.0445754281940827,0.0018989344041336,0.035300037266142,1,0,0,0,0,0,0,0,0,0,0
103,Universal,12/2019,-1.535156249999999,-1.2865885416666654,-0.0035589690460158,0.0001978093801564,0.0020721516265986,-0.0118009173164016,-5.539757504403596e-05,0.0020547249970378,0.0002197168609778,-0.0257720655887157,0.0028878497797677,0.0570308231228641,0,0,0,0,0,0,0,0,0,0,1
104,OTP,12/2019,-1.535156249999999,-1.2865885416666654,-0.0107035474558479,0.0010507431155773,0.0008077308346816,-0.0022168668774505,0.0004626149128123,0.0033091860756336,-0.0019948060594881,0.007800116113787,0.0294994473381122,0.0215040673740678,0,0,0,1,0,0,0,0,0,0,0
105,Raiffeisen,12/2019,-1.535156249999999,-1.2865885416666654,0.0066206606312523,0.002072398520114,-0.001961145613758,-5.4726266398353414e-05,-0.0003482884369464,-0.0062835960144751,-0.0008479469120618,-0.0994324699782261,0.0860122439594861,0.0734984961438346,0,0,0,0,0,0,0,1,0,0,0
106,Privat_Bank,12/2019,-1.535156249999999,-1.2865885416666654,0.0046375995632193,0.0001833415856429,-0.0001293356686961,-0.0024167787569329,6.803917208954394e-05,-0.0011172339214289,0.0045080430138255,0.0321121503614519,-0.022905930117826,0.0469342190016022,0,0,0,0,0,0,1,0,0,0,0
107,Oschadbank,12/2019,-1.535156249999999,-1.2865885416666654,-0.0035802475916334,0.0042716303837903,0.0015110040549109,0.0427936278172571,-0.0010265030376147,0.0026549474689139,0.0090094974627797,0.0212592060121053,0.0182439240061645,0.0422593339564313,0,0,0,0,1,0,0,0,0,0,0
108,Kredobank,12/2019,-1.535156249999999,-1.2865885416666654,-0.0069825041591055,0.0025999846609612,0.0012134504353908,0.0038996668322677,-0.0001431105739306,0.0051331195249356,-0.0022641175666561,-0.0003125026750829,0.0422232951629161,-0.0066310501746776,0,0,1,0,0,0,0,0,0,0,0
109,Sense,12/2019,-1.535156249999999,-1.2865885416666654,0.0056335653897075,0.0018040256576977,-0.0019483838678744,-0.0409107089235822,0.0006054455013263,0.0008743598610119,-0.0006675680518126,0.0212937626381558,-0.0087574877938813,0.0485198356614227,0,0,0,0,0,0,0,0,1,0,0
110,Pivdennyi,01/2020,-1.654600694444444,-1.197005208333333,0.0042060751125291,-7.179443933698674e-05,0.000395961697391,-0.0101570360613574,0.0002408654192082,0.0005814512210759,0.0005181391238386,0.0102662961080813,-0.0120623792321391,-0.0005725928183424,0,0,0,0,0,1,0,0,0,0,0
111,FUIB,01/2020,-1.654600694444444,-1.197005208333333,-0.014706930416537,0.0002617130116058,-0.00036492208597,-0.0016743556338894,0.0001800212393255,0.0088990873314047,7.129935092533343e-05,0.0194037075467288,0.0495186620770496,-0.0147746905127874,0,1,0,0,0,0,0,0,0,0,0
112,Ukrsibbank,01/2020,-1.654600694444444,-1.197005208333333,-0.0259990841279844,0.0001049257256236,0.000791216805021,0.0195052931021034,0.0002451030569409,0.0095613500299043,0.0002070814006858,0.0011973129729145,0.0057910147735964,0.0184035468325904,0,0,0,0,0,0,0,0,0,1,0
113,Credit_Agricole,01/2020,-1.654600694444444,-1.197005208333333,-0.0035192720186286,-0.0007488467672233,-0.0001275879153363,-0.0037219196097438,0.0003419303055824,0.0022847366561429,-0.0043702964861416,0.0191191619742441,-0.0156154865430714,-0.0028886538350104,1,0,0,0,0,0,0,0,0,0,0
114,Universal,01/2020,-1.654600694444444,-1.197005208333333,-0.0046870001311329,-0.000865656879808,-0.0058537391762692,-0.0199291524646779,-8.872678287470304e-05,-0.00361263103925,0.0002682705220159,-0.0389816897279631,-0.0179217458458441,0.0754524779221758,0,0,0,0,0,0,0,0,0,0,1
115,OTP,01/2020,-1.654600694444444,-1.197005208333333,-0.006782860653312,-0.0001885586257923,-0.0005256285374639,-0.0040981078186589,8.75772687219771e-07,0.0035251951121873,-0.0019959054083938,-0.0077653405451858,0.0488137921621781,0.0143980037737981,0,0,0,1,0,0,0,0,0,0,0
116,Raiffeisen,01/2020,-1.654600694444444,-1.197005208333333,0.0026370587429064,-0.0004383882859224,-0.0017974398078019,-0.0007260563534081,-0.0003118515164577,-0.0039492821029943,-0.0098580792365441,-0.0982412759803032,0.0936875820273079,0.0642569502401017,0,0,0,0,0,0,0,1,0,0,0
117,Privat_Bank,01/2020,-1.654600694444444,-1.197005208333333,0.0066634089617106,-4.379813811831518e-05,-0.0004999132400863,-0.002463137063847,0.0001303760817062,0.003700842164079,-0.0011368496160727,-0.0066722435737324,0.0199412583909999,-0.00197027528974,0,0,0,0,0,0,1,0,0,0,0
118,Oschadbank,01/2020,-1.654600694444444,-1.197005208333333,0.0046436637302629,0.0003129841726357,-0.0023356865976323,-0.0245306802582156,0.0003981806397806,0.0035919525384648,-0.002877496517143,0.0167680813056377,0.0152707727968889,0.0108662312310628,0,0,0,0,1,0,0,0,0,0,0
119,Kredobank,01/2020,-1.654600694444444,-1.197005208333333,-0.0013290219147783,-0.0003239971966023,-0.0018866779810143,-0.0588910710697578,2.377515287889007e-05,0.0067465022683902,-6.458387151595576e-05,-0.0170633081006596,0.0177905759009955,-0.0190806915526329,0,0,1,0,0,0,0,0,0,0,0
120,Sense,01/2020,-1.654600694444444,-1.197005208333333,0.0092025911168499,0.0016521968625172,-0.0027778013755678,-0.0291002194228623,0.0009048437448089,6.93778596889353e-05,-0.0013133054553193,0.0228058655136498,-0.012682594655696,0.0301608919823272,0,0,0,0,0,0,0,0,1,0,0
121,Pivdennyi,02/2020,-1.6740451388888884,-1.8361718749999985,-0.0038816416715441,0.0001154328617993,-0.0001872247502477,-0.0027478759139203,8.572406633006803e-05,0.0159405629583417,-0.000681647435044,0.0117635223072283,-0.0019892813429826,-0.0041141509036948,0,0,0,0,0,1,0,0,0,0,0
122,FUIB,02/2020,-1.6740451388888884,-1.8361718749999985,-0.0099781013846559,6.395626526172254e-05,-0.000800918442512,-0.0146083722033753,-0.0003423289941212,0.002487300388084,-0.001613707202636,-0.0186921023512635,0.0640835372874501,0.0308808533754998,0,1,0,0,0,0,0,0,0,0,0
123,Ukrsibbank,02/2020,-1.6740451388888884,-1.8361718749999985,-0.0279851728821794,7.033600743455782e-05,0.0010111279183592,-0.0009294339595147,0.0003825315385211,0.0109009539725689,0.0033147969588363,-0.0042475250182445,0.0220136536595244,0.0159448583236847,0,0,0,0,0,0,0,0,0,1,0
124,Credit_Agricole,02/2020,-1.6740451388888884,-1.8361718749999985,-0.0059348381054157,-0.0002704004269467,0.0004256101495186,0.0008797982028858,0.0004504871208684,0.0028560102540953,0.0046527678148194,0.0121369375521341,-0.000826903558393,-0.0072001108248402,1,0,0,0,0,0,0,0,0,0,0
125,Universal,02/2020,-1.6740451388888884,-1.8361718749999985,-0.0040753240287546,-6.189387811837444e-05,-0.0036803778230636,0.0003132812987435,0.0002184111160401,-0.0042305847828197,-0.0036363526157501,-0.0101974102760529,-0.0091117844773351,0.0253571553586188,0,0,0,0,0,0,0,0,0,0,1
126,OTP,02/2020,-1.6740451388888884,-1.8361718749999985,-0.0065364367004635,-0.0001764625888313,-0.0006325669835451,-0.0046132646919757,-0.0002318167444431,-0.0021163061195748,-0.0037626756809816,-0.0275942282362767,0.0789527199319355,0.0462262092615941,0,0,0,1,0,0,0,0,0,0,0
127,Raiffeisen,02/2020,-1.6740451388888884,-1.8361718749999985,0.0028356303816652,0.0003661059597126,-0.0013095684864641,0.0027635997771773,-0.0002027939233707,-0.0036173693554274,-0.0090111947554694,-0.1033472132033868,0.0751319519974791,0.0504198729481464,0,0,0,0,0,0,0,1,0,0,0
128,Privat_Bank,02/2020,-1.6740451388888884,-1.8361718749999985,0.0047693457904288,0.0001560154132072,-0.0007892864413979,-0.0030251404857353,-0.0003326444728549,0.0018546964135873,-0.0013467422564649,-0.0152530834012321,0.0095071053590359,0.01084783645849,0,0,0,0,0,0,1,0,0,0,0
129,Oschadbank,02/2020,-1.6740451388888884,-1.8361718749999985,0.004154981055789,0.0001787575496452,0.0015393397897271,-0.002545848879379,0.0016506832651078,0.0070540260281822,-0.0046848438825281,0.016389610682011,0.0100035090560356,-0.0086552667233566,0,0,0,0,1,0,0,0,0,0,0
130,Kredobank,02/2020,-1.6740451388888884,-1.8361718749999985,0.0032965750072453,0.000172520440579,-0.0003329721838402,-0.001219392996313,-0.0003232128162554,0.0054325442853472,-0.0064082542023127,-0.0200087217681623,0.0276333234706965,-0.015871805872611,0,0,1,0,0,0,0,0,0,0,0
131,Sense,02/2020,-1.6740451388888884,-1.8361718749999985,0.0041672433920584,0.0007861603007666,0.0009180208747639,-0.0069911936161631,-0.0005587350545821,-0.0006211791326224,-0.0037200120114801,0.0188096017741522,-0.0208592180066005,0.048956608421756,0,0,0,0,0,0,0,0,1,0,0
132,Pivdennyi,03/2020,-1.4393229166666668,-1.2625607638888876,-0.0120665859762147,7.913560953681621e-06,-0.0004020683956802,0.0008101660734361,-0.0001049081898803,0.019554535569416,-0.0031777797950931,0.0105109229829841,-0.0060939453407145,0.0210636405665467,0,0,0,0,0,1,0,0,0,0,0
133,FUIB,03/2020,-1.4393229166666668,-1.2625607638888876,0.0027245376854715,2.685438234167496e-05,0.0003409975444415,-0.0009094321750462,-0.0005488178459804,-0.002218412189037,0.0001501218345363,0.0316511951037772,-0.0423457268514797,0.056738791322811,0,1,0,0,0,0,0,0,0,0,0
134,Ukrsibbank,03/2020,-1.4393229166666668,-1.2625607638888876,-0.0064298094326898,-0.0002478979570829,0.0011533853089709,-0.0021644394418248,0.0004750741536945,0.0063328483070928,-0.0025372414154459,-0.008816866892187,-0.0107446852452368,0.0367677287090001,0,0,0,0,0,0,0,0,0,1,0
135,Credit_Agricole,03/2020,-1.4393229166666668,-1.2625607638888876,-0.0026159737390522,1.07423013203023e-06,0.0005194347709451,-0.0032724777899817,0.0001766158298258,-0.0013089980498542,-0.0044037438417812,-0.0171636227040804,-0.0035254739366127,0.0360640616709984,1,0,0,0,0,0,0,0,0,0,0
