,Bank,Date,INF,PR,CR,OE,ROA,NIA,NIM,RA,SCTA,CDR,LAS,SIZE,is_Credit_Agricole,is_FUIB,is_Kredobank,is_OTP,is_Oschadbank,is_Pivdennyi,is_Privat_Bank,is_Raiffeisen,is_Sense,is_Ukrsibbank,is_Universal
10,Sense,01/2019,0.1313472125546404,0.0359204821456771,-0.0457215375701883,-0.000309979260266,-0.0014774026410235,0.0203082883604254,8.94763973360805e-05,0.00211300712721,0.0029190880993099,0.0193388713514101,-0.0120892029504635,-0.0677523253704812,0,0,0,0,0,0,0,0,1,0,0
11,Pivdennyi,02/2019,-0.3582293781269836,0.1190047906022009,0.0082221172278292,-0.0001442170680959,-0.0014508819319337,0.0053183226004542,-0.0003145543584589,0.008907473461716,-0.0041934885875182,-0.0080468508803879,0.004828080840844,0.0072084982548759,0,0,0,0,0,1,0,0,0,0,0
12,FUIB,02/2019,-0.3582293781269836,0.1190047906022009,0.025362308738807,-0.0001594718093717,-0.0002085992900634,-0.0058264976460945,-0.0001031870836016,0.0041635948809009,-0.0021672909083246,0.009751594418439,-0.0184430106861369,-0.006993700764081,0,1,0,0,0,0,0,0,0,0,0
13,Ukrsibbank,02/2019,-0.3582293781269836,0.1190047906022009,0.0064292536519299,-0.0003778664577722,0.0004703286233411,0.001257308283782,0.0004486513244391,-0.0013828041088317,-0.001380745304122,-0.0215638175314611,0.0326681672615419,-0.0069594958865693,0,0,0,0,0,0,0,0,0,1,0
14,Credit_Agricole,02/2019,-0.3582293781269836,0.1190047906022009,0.0001224468200321,0.0004643349578246,0.0002238563695947,-0.0022836577852839,5.7465705993268654e-05,0.0052132909873168,-0.0001244490884495,0.0269427697517504,0.0019570422476131,-0.0545038815723692,1,0,0,0,0,0,0,0,0,0,0
15,Universal,02/2019,-0.3582293781269836,0.1190047906022009,-0.0012152770932266,0.0034060106115842,0.0026972628551878,0.005279027646155,0.0030253119719307,-0.001028324599647,-0.0017563108763443,-0.0036598396736271,-0.0124271815014407,0.012111303494148,0,0,0,0,0,0,0,0,0,0,1
16,OTP,02/2019,-0.3582293781269836,0.1190047906022009,0.0133076327344416,-0.0002093320687604,-0.0003087738463925,0.0052296608658247,-0.0001836823208879,-0.0026714510478063,-0.0014159685024358,-0.0216841834536738,0.0045075024637122,-0.0023268927180382,0,0,0,1,0,0,0,0,0,0,0
17,Raiffeisen,02/2019,-0.3582293781269836,0.1190047906022009,0.0034278399186343,-0.0007398380485366,-0.0001864223353637,9.58171221549396e-05,0.0003099610200186,-0.0026847683655991,-0.0009901189086188,-0.0227554966575438,0.0160884994028866,0.0253136724470905,0,0,0,0,0,0,0,1,0,0,0
18,Privat_Bank,02/2019,-0.3582293781269836,0.1190047906022009,0.0031192365628611,0.0002870404934554,-0.0002197988308668,0.003171690766311,-0.0002958777918553,0.0103435753932073,-0.0141393050174902,-0.0228157836732523,0.0265839702125695,-0.0257680154441501,0,0,0,0,0,0,1,0,0,0,0
19,Oschadbank,02/2019,-0.3582293781269836,0.1190047906022009,0.0018471981719149,0.0014652455058321,-0.0010786139846452,0.0182499757963239,-0.0002011499321454,-0.0012215543647261,0.0011993977318766,-0.022589935156565,0.0193790263463021,0.017312562361333,0,0,0,0,1,0,0,0,0,0,0
20,Kredobank,02/2019,-0.3582293781269836,0.1190047906022009,0.0064358114496647,-0.000356768377571,-0.0008657335034658,0.001520879421571,-0.0005512095377518,0.0212372400323587,0.0012952264221753,-0.0118539809930939,0.0132990415331909,0.0036259008443444,0,0,1,0,0,0,0,0,0,0,0
21,Sense,02/2019,-0.3582293781269836,0.1190047906022009,-0.0612028374434744,-0.0006898740300509,-0.0009832956394766,-0.0252359285131893,-0.0005415965626368,0.0055700377857568,-0.0012760741618114,0.0016189193693089,0.0138979856777881,-0.039990858836763,0,0,0,0,0,0,0,0,1,0,0
22,Pivdennyi,04/2019,-0.363436938098614,0.1233401358787524,-0.001994274731621,6.128275714714203e-05,-0.0009528877576174,0.0031941427066281,-3.131061207170549e-05,-0.0066863414304414,0.007497278465819,0.0027365414685925,-0.0070341796852803,0.0021273021625312,0,0,0,0,0,1,0,0,0,0,0
23,FUIB,04/2019,-0.363436938098614,0.1233401358787524,-0.0193184059332574,-1.7389528269389637e-05,6.297135574007129e-05,-0.0001309128709502,8.206526037297761e-05,0.0109943070264047,0.0034871889130841,0.0240166929012481,-0.0128277846466617,0.0019616414443746,0,1,0,0,0,0,0,0,0,0,0
24,Ukrsibbank,04/2019,-0.363436938098614,0.1233401358787524,0.0027985370529204,0.0005389929251369,-0.0001810244746753,0.0013865081062114,0.0001733397631813,0.0031926119010539,-0.0002849099775471,0.0206317889050521,-0.0356630337964376,-0.0021286968706597,0,0,0,0,0,0,0,0,0,1,0
25,Credit_Agricole,04/2019,-0.363436938098614,0.1233401358787524,-0.0025634894604216,-0.0001302415523836,-0.0004771220025853,-0.0006417122387111,-0.0002142136124679,-0.0039599852842725,0.0003035272466231,-0.0064374193466613,-0.0122934817519334,0.0369904277755779,1,0,0,0,0,0,0,0,0,0,0
26,Universal,04/2019,-0.363436938098614,0.1233401358787524,-0.000741461685943,-0.000379201064783,-0.0030325879460949,0.0048393949667942,-0.0009053493130574,0.0015443479190244,0.0057053718652431,0.0044394090402439,0.0093099295532859,-0.0131830722941082,0,0,0,0,0,0,0,0,0,0,1
27,OTP,04/2019,-0.363436938098614,0.1233401358787524,-0.0051903930927239,8.471856139361054e-05,-0.0002502803960769,-0.0009101818227021,-0.000157940840573,0.0037756888412406,0.002055315182141,0.029021651357115,-0.0191163054122106,-0.0061677559446202,0,0,0,1,0,0,0,0,0,0,0
28,Raiffeisen,04/2019,-0.363436938098614,0.1233401358787524,-0.0003813046032059,0.0007781465248248,0.0001279650919569,0.000212110870492,-0.0005832467045928,-2.1282643567682724e-05,0.0054314622902337,0.0151291335407566,-0.0287351871747242,0.0035095355115934,0,0,0,0,0,0,0,1,0,0,0
29,Privat_Bank,04/2019,-0.363436938098614,0.1233401358787524,-0.0017723058881816,0.0001870426337468,-0.0006065035369897,-0.0031419185495428,-0.0002144156301248,0.0127167511097684,0.01635064583859,0.005507455400319,-0.011290565411165,0.0424999256397455,0,0,0,0,0,0,1,0,0,0,0
30,Oschadbank,04/2019,-0.363436938098614,0.1233401358787524,-0.0082322397543512,-0.000115488388911,0.0001273208912005,-0.0086714178486513,-0.000259211263294,0.0021173748875398,0.0022986396417232,0.026029078992371,-0.0115859132473202,0.0031781114244147,0,0,0,0,1,0,0,0,0,0,0
31,Kredobank,04/2019,-0.363436938098614,0.1233401358787524,-0.0257988794663109,-0.0001975240044839,-0.0006140052817822,-0.0007102345818833,-6.0786693172858695e-05,-0.0156803815110177,0.0069021870325704,0.0471441363529611,-0.0355126292281839,0.00049944185848,0,0,1,0,0,0,0,0,0,0,0
32,Sense,04/2019,-0.363436938098614,0.1233401358787524,0.0791098558127569,0.0002987885441858,0.0005370823734437,-0.0386637098441186,0.0001158121816153,0.0015803631543827,-0.0033439579760856,-0.0167729917269372,0.0030671409197327,0.0336953125750838,0,0,0,0,0,0,0,0,1,0,0
33,Pivdennyi,05/2019,0.534343371139288,-0.2304704284190997,-0.0080526814587673,0.0002424848061732,0.0002140195955598,-0.0014930943645339,0.0001950082086791,-0.0037865271882629,-0.0031949578015399,0.0123446711268455,0.0003483089620907,-0.0097960848519171,0,0,0,0,0,1,0,0,0,0,0
34,FUIB,05/2019,0.534343371139288,-0.2304704284190997,-0.0204991999239438,4.552713507621851e-05,0.0001954823936994,0.0001433930359745,2.431030761345602e-05,-0.0088394403060432,-0.0005647108643537,-0.0213020588745119,0.0244254320652116,-0.0017116405647676,0,1,0,0,0,0,0,0,0,0,0
35,Ukrsibbank,05/2019,0.534343371139288,-0.2304704284190997,-0.0071806148444484,4.199265904266704e-05,0.0001165732911507,-0.001087477201931,-6.882142416956335e-05,0.0029838029581423,0.00024549132486,0.0247334506314427,-0.0127759146861823,-0.0048024589374477,0,0,0,0,0,0,0,0,0,1,0
36,Credit_Agricole,05/2019,0.534343371139288,-0.2304704284190997,0.0017626836733099,-0.0003695805377807,-0.0001548665020434,-0.0018120679399301,-0.0004079771583574,-0.0011510570781617,-0.0007743079476376,-0.0115105252780397,0.002835425745819,0.0210250240087752,1,0,0,0,0,0,0,0,0,0,0
37,Universal,05/2019,0.534343371139288,-0.2304704284190997,-0.0001202798029436,-0.0009326303684431,0.0015388420073701,-0.0077756547496103,-0.0009684632305153,0.00139247093013,-0.0006138646331322,0.003757264515815,-0.0004580598448353,-0.0131669768108153,0,0,0,0,0,0,0,0,0,0,1
38,OTP,05/2019,0.534343371139288,-0.2304704284190997,-0.0095061375852147,0.000225081439152,0.0002697268888258,-0.0007633436477518,0.0002270446093189,0.0037611510527875,-0.0008229044476519,0.0225320720268281,-0.0129790267634926,0.0019103846073917,0,0,0,1,0,0,0,0,0,0,0
39,Raiffeisen,05/2019,0.534343371139288,-0.2304704284190997,0.000158300594075,0.0011724118496801,-0.000123208727636,-0.0006796932377983,0.000232282134258,0.0042956989698883,0.0022039257640291,0.0035135942718872,-0.0110863143151145,-0.0411012288316356,0,0,0,0,0,0,0,1,0,0,0
40,Privat_Bank,05/2019,0.534343371139288,-0.2304704284190997,-0.0017057863320069,0.0001827786637509,0.001125659500621,0.0055582107022547,0.0004845302543229,-0.0155892286574616,-0.0058878683067822,0.031556036373628,-0.0080136785765015,-0.0279558554966001,0,0,0,0,0,0,1,0,0,0,0
41,Oschadbank,05/2019,0.534343371139288,-0.2304704284190997,-0.0011993363612505,-0.0001448371023927,0.0002537496289792,-0.0086043429955615,2.996679919675671e-05,0.000238193379866,-0.0022717334248967,0.0017877716765013,0.0082861703473399,0.00483608286358,0,0,0,0,1,0,0,0,0,0,0
42,Kredobank,05/2019,0.534343371139288,-0.2304704284190997,0.0053458445807601,0.0004859916513216,0.0022556484213743,-0.0046829122659945,0.0004938914523715,-0.0070368960210301,-0.0025993491383978,0.008035641550077,-0.0095152368186969,-0.0260006447875547,0,0,1,0,0,0,0,0,0,0,0
43,Sense,05/2019,0.534343371139288,-0.2304704284190997,0.0072792786330159,-0.0004615237524605,-0.0001549519596208,-0.0163997982181134,0.0003455671022876,-0.0039176053487184,0.0019207177320242,0.0036854020199414,-0.0117794448737327,0.0330422775690379,0,0,0,0,0,0,0,0,1,0,0
44,Pivdennyi,06/2019,0.0440215128744974,-0.0965699540133826,-0.0072943327185582,0.0001153507492925,0.0035904833986907,-0.0086714472507233,-9.992509450490808e-06,0.0011111021256909,0.0035531567659952,-0.0008809533455246,-0.0028102920665076,-0.0009592775300291,0,0,0,0,0,1,0,0,0,0,0
45,FUIB,06/2019,0.0440215128744974,-0.0965699540133826,-0.0041295112137214,8.538088266506075e-05,-0.0006891454016807,-0.0007879464848405,-0.00045182816463,-0.0094730390952622,0.0002752248943027,-0.0179583575949783,-0.0136879347737466,0.0335742010392543,0,1,0,0,0,0,0,0,0,0,0
46,Ukrsibbank,06/2019,0.0440215128744974,-0.0965699540133826,-0.0007745383493307,-0.0001789362037337,-0.0003526488558576,-0.0007634116046423,-0.0003185489900761,2.0978535018034705e-05,0.0013338633493389,-0.0186893546879463,-0.000744986202375,0.0114675692161156,0,0,0,0,0,0,0,0,0,1,0
47,Credit_Agricole,06/2019,0.0440215128744974,-0.0965699540133826,-0.0050456508334699,0.0002269288585237,-0.0002332223282793,0.0020761334641722,0.0001244100993875,-0.000174111823175,-0.0002673421798294,0.0171307179830656,0.0010066073795582,0.0091736990027797,1,0,0,0,0,0,0,0,0,0,0
48,Universal,06/2019,0.0440215128744974,-0.0965699540133826,-0.002994751664424,-0.000525537038314,-0.0002498651817798,-0.0120135440159707,-0.0006579178800856,-0.0025459215267853,-0.0035685891526855,-0.0081530523047834,-0.0252295367697417,0.0196390377207862,0,0,0,0,0,0,0,0,0,0,1
49,OTP,06/2019,0.0440215128744974,-0.0965699540133826,-0.0077530964897817,-1.153344365342453e-05,-0.0003254395421551,-0.0029199220015606,-0.000322918671364,0.001881479037839,0.0011670242651886,0.0065814471199295,0.0033041315096105,0.0030297353059189,0,0,0,1,0,0,0,0,0,0,0
