,Bank,Date,INF,PR,CDR,CR,LAS,NIA,NIM,OE,RA,ROA,SCTA,SIZE,is_Credit_Agricole,is_FUIB,is_Kredobank,is_OTP,is_Oschadbank,is_Pivdennyi,is_Privat_Bank,is_Raiffeisen,is_Sense,is_Ukrsibbank,is_Universal
16,OTP,02/2019,8.8,18.0,0.8249598380619427,0.147016995464545,0.1089674678791509,0.0121838539191478,0.0073039570264164,0.0037031848757644,0.1449863308625544,0.0107487938139495,0.0244603801574806,17.408233507365246,0,0,0,1,0,0,0,0,0,0,0
17,Pivdennyi,02/2019,8.8,18.0,0.8395998836358826,0.0733441493066462,0.1208006888386181,0.0009251893311292,0.0044030940264307,0.0042879256302491,0.0971282129548036,0.0068625275640355,0.0464388336814495,17.01443509644508,0,0,0,0,0,1,0,0,0,0,0
18,Raiffeisen,02/2019,8.8,18.0,0.7917617776931303,0.9552117751401548,0.1370913174509938,0.0211814643279114,0.006983996880222,0.0053516735278618,0.1573484459732873,0.0108317396391967,0.0540360991897319,18.09035694783905,0,0,0,0,0,0,0,1,0,0,0
19,Sense,02/2019,8.8,18.0,0.5542286286332146,0.6226299331447324,0.1392293877405999,0.0315194040873006,0.0046274595108542,0.0074732566434254,0.0769922303383711,0.0091486788585246,0.0146540650464321,17.988263095200455,0,0,0,0,0,0,0,0,1,0,0
20,Ukrsibbank,02/2019,8.8,18.0,0.5850453107584935,0.0688687442248668,0.1044870110206935,0.033176424743902,0.0062920748124268,0.0048467785216074,0.1319242625735819,0.010021900907092,0.0469935371851811,17.72383415531968,0,0,0,0,0,0,0,0,0,1,0
21,Universal,02/2019,8.8,18.0,0.6698587174175604,0.1741507893964135,0.1465482856042395,0.0335120285578246,0.0052246408335351,0.0089950512510969,0.0811474028958679,0.0127998608978635,0.0191842064569167,16.178259290738687,0,0,0,0,0,0,0,0,0,0,1
22,Privat_Bank,04/2019,8.8,17.92,0.2580266278016931,0.0751365131951942,0.322512916174041,0.0022721492692892,0.0030694098662921,0.0020567500593576,0.0571456542388162,0.0071212791489051,0.0387442653047282,19.98771779579712,0,0,0,0,0,0,1,0,0,0,0
23,Credit_Agricole,04/2019,8.8,17.92,0.8342823423134874,0.2284863989809692,0.0606425375759156,0.0070745377462283,0.0053039781208463,0.0037586418370401,0.12434127448041,0.008076382445439,0.0216315872585125,17.376103659597906,1,0,0,0,0,0,0,0,0,0,0
24,FUIB,04/2019,8.8,17.92,0.7363617646656242,0.0711974861453206,0.1374902791483595,0.0079926952070608,0.0071432351294324,0.0060597555825482,0.1262945446154211,0.0098865719418503,0.0251448565499316,17.78780613412936,0,1,0,0,0,0,0,0,0,0,0
25,Kredobank,04/2019,8.8,17.92,0.8344587183595844,0.0960017147025319,0.1904807672418281,0.0076246570150002,0.0062748891311655,0.0052022345883816,0.115697749245344,0.0084136463484112,0.0367126025123277,16.647882702746582,0,0,1,0,0,0,0,0,0,0,0
26,Oschadbank,04/2019,8.8,17.92,0.4135434762676275,0.088583122846486,0.3669924272131869,0.0110930504542044,0.0017624854727444,0.0033594450493009,0.0660009199388157,0.0008976187964304,0.0260389776998345,19.37896323805362,0,0,0,0,1,0,0,0,0,0,0
27,OTP,04/2019,8.8,17.92,0.8788097264797446,0.1236089627056238,0.0790565852226359,0.0054468539240986,0.0072194379614361,0.0040194920368026,0.1536131577469842,0.0107106332372796,0.028014959689341,17.415110372070334,0,0,0,1,0,0,0,0,0,0,0
28,Pivdennyi,04/2019,8.8,17.92,0.8797366605617888,0.0691360273858186,0.0675008422795637,0.0013364694693143,0.0033859347034819,0.0060129798803546,0.1009906809292947,0.0070909204434466,0.0534907769306529,16.986415399399206,0,0,0,0,0,1,0,0,0,0,0
29,Raiffeisen,04/2019,8.8,17.92,0.8145027531238659,0.949124582923532,0.095444700048505,0.0145994838017622,0.0070442167585132,0.0052419383787214,0.155338750202205,0.0104729832949143,0.085662306933149,18.166285563263983,0,0,0,0,0,0,0,1,0,0,0
30,Sense,04/2019,8.8,17.92,0.6065852639800058,0.6084573056174968,0.1040903181611113,0.0034225374582404,0.0044797181609583,0.005896959259456,0.0814346401939941,0.0104125961527784,0.0154433688389175,17.982239806340157,0,0,0,0,0,0,0,0,1,0,0
31,Ukrsibbank,04/2019,8.8,17.92,0.6365384954786588,0.0364827833052776,0.0543854184767129,0.0285184932131649,0.0067381861984259,0.005097304630516,0.0918844081407658,0.0103554011843793,0.0511693467663386,17.71994023849128,0,0,0,0,0,0,0,0,0,1,0
32,Universal,04/2019,8.8,17.92,0.6538158334673018,0.3282095359859816,0.134016805117685,0.0277020563595147,0.0061087639383038,0.0101805942554344,0.0786057941563343,0.0150920873740382,0.0168938866988871,16.28813084619071,0,0,0,0,0,0,0,0,0,0,1
33,Privat_Bank,05/2019,9.6,17.5,0.2697756296546927,0.068079578526045,0.3261201968387363,0.0021244743387221,0.0032916955172445,0.0022414015556123,0.0631999219961416,0.0081528314013957,0.028047612373442,19.97757113700086,0,0,0,0,0,0,1,0,0,0,0
34,Credit_Agricole,05/2019,9.6,17.5,0.7943441022172347,0.2204073216900589,0.0942870359583773,0.0079283622140928,0.0052172773445914,0.003791106463858,0.1054879233213279,0.0082416044877632,0.0174334210829928,17.375771085380894,1,0,0,0,0,0,0,0,0,0,0
35,FUIB,05/2019,9.6,17.5,0.7499246102191027,0.0622219453758275,0.1534277853661568,0.0048029358965583,0.0070607671657917,0.0055722198617546,0.127538502088616,0.010301274444664,0.0254401783171011,17.792429215988356,0,1,0,0,0,0,0,0,0,0,0
36,Kredobank,05/2019,9.6,17.5,0.8301966476507711,0.096379406700677,0.1994043563400664,0.007056322728865,0.006199220268766,0.0050851590740976,0.1201690402913631,0.0089126287026616,0.0362624370896487,16.63478937675473,0,0,1,0,0,0,0,0,0,0,0
37,Oschadbank,05/2019,9.6,17.5,0.4131875334976647,0.0910698818047347,0.3576421705530272,0.0023501521575905,0.0015338236146877,0.002696130633843,0.0663527479955795,0.0052574642779006,0.0200164513823509,19.37176718810359,0,0,0,0,1,0,0,0,0,0,0
38,OTP,05/2019,9.6,17.5,0.8671383169133836,0.1175630848292852,0.0810856714174367,0.0057616576832345,0.0075183694876536,0.004130660252448,0.1547612140751034,0.0111795244528274,0.0249218170096875,17.439688567830217,0,0,0,1,0,0,0,0,0,0,0
39,Pivdennyi,05/2019,9.6,17.5,0.8716241936260785,0.0699713684830462,0.0780695720483421,0.0009808848699112,0.0041428631783426,0.0063884709756604,0.105893487650458,0.0067470124372337,0.0508364908808609,16.943707877543467,0,0,0,0,0,1,0,0,0,0,0
40,Raiffeisen,05/2019,9.6,17.5,0.830556717250362,0.9486779192853628,0.1004068002372039,0.0226788972457256,0.0077691340011531,0.0053550504621574,0.1268205590639653,0.0123414630326384,0.0620627152293955,18.096579490220115,0,0,0,0,0,0,0,1,0,0,0
41,Sense,05/2019,9.6,17.5,0.5883788191722774,0.6122899125092741,0.1198243639722199,0.0063938529516372,0.0046401101834873,0.005861821256685,0.0804268115066747,0.0103521918700367,0.0112212027127253,18.006375984451203,0,0,0,0,0,0,0,0,1,0,0
42,Ukrsibbank,05/2019,9.6,17.5,0.5932112729229139,0.0698743894683913,0.0769172571630123,0.0213122671123431,0.007202407602595,0.0057387181078055,0.1020158687489528,0.0130326892133958,0.0416671942384764,17.695125072049425,0,0,0,0,0,0,0,0,0,1,0
43,Universal,05/2019,9.6,17.5,0.6822103596485137,0.259503268173975,0.1160397670593099,0.0502994004401652,0.0066071302768303,0.0094320626182273,0.0783862648670574,0.0148485264124819,0.0218158308610683,16.315985152197268,0,0,0,0,0,0,0,0,0,0,1
44,Privat_Bank,06/2019,9.0,17.5,0.2613126998109533,0.065452593392559,0.316442825669543,0.0010871987363538,0.0030943230004551,0.0021620091374564,0.0725561387466556,0.0115757641904426,0.0352002945221684,19.987807952493856,0,0,0,0,0,0,1,0,0,0,0
45,Credit_Agricole,06/2019,9.0,17.5,0.8021904464140931,0.2218771912153559,0.0510343395260551,0.0080199541312002,0.0046620543296106,0.0038058968708472,0.1051434425235408,0.0073744976793324,0.0181507596988312,17.419038344753567,1,0,0,0,0,0,0,0,0,0,0
46,FUIB,06/2019,9.0,17.5,0.7220939048197081,0.0692901647639007,0.1522432159396249,0.0040598112271095,0.0070530924457829,0.0053789474872907,0.1273098782644559,0.0100015639769045,0.0261930245814182,17.821307746676098,0,1,0,0,0,0,0,0,0,0,0
47,Kredobank,06/2019,9.0,17.5,0.8601382577736407,0.0831346111923488,0.1873057179382122,0.0125060543392478,0.006878516491259,0.0058566972492136,0.123514462610928,0.0090539963590109,0.0375832795878577,16.63188365027092,0,0,1,0,0,0,0,0,0,0,0
48,Oschadbank,06/2019,9.0,17.5,0.4010666860895299,0.091067057680413,0.3311611918216493,0.0036286058796264,0.001417700580523,0.0028210771984739,0.0631349801267963,0.0030767150941579,0.0173861202633309,19.39347300545634,0,0,0,0,1,0,0,0,0,0,0
49,OTP,06/2019,9.0,17.5,0.8458977891800333,0.1144706442283878,0.0891837161670129,0.0034336705440865,0.0068053295787248,0.0038674218220441,0.1554326575544762,0.0104777222232266,0.026657439358303,17.467613834459463,0,0,0,1,0,0,0,0,0,0,0
50,Pivdennyi,06/2019,9.0,17.5,0.8763261583660759,0.0667026114431268,0.0693695443291534,0.0019060258429803,0.0032993250651178,0.0048582213511159,0.103132254467,0.0063852682037292,0.0439958174433345,16.98098487366209,0,0,0,0,0,1,0,0,0,0,0
51,Raiffeisen,06/2019,9.0,17.5,0.7658877666040694,0.9467010612946584,0.0784357981461859,0.0117346430807263,0.0068594382437855,0.0045650974810632,0.1235741835551899,0.0103287498401103,0.0756591065661644,18.169899820834576,0,0,0,0,0,0,0,1,0,0,0
52,Sense,06/2019,9.0,17.5,0.5885764885897752,0.600415292213501,0.07977635106099,0.0170223519279349,0.0046703947994209,0.0056547729938745,0.0825084682056053,0.0103376700902665,0.0118101787854586,18.00820169009559,0,0,0,0,0,0,0,0,1,0,0
53,Ukrsibbank,06/2019,9.0,17.5,0.5157832665848454,0.0706866426660568,0.113882523821408,0.0257769563908406,0.0062770022716095,0.0053798011975279,0.1017487012686299,0.0097934325256437,0.033403911573649,17.74731078790292,0,0,0,0,0,0,0,0,0,1,0
54,Universal,06/2019,9.0,17.5,0.6885092258411235,0.2757029335422177,0.1254522401898601,0.1489419471532196,0.0067420433282442,0.0114458634762503,0.0806303899995597,0.0183660226188482,0.0197188470295931,16.375150686658415,0,0,0,0,0,0,0,0,0,0,1
55,Privat_Bank,07/2019,9.1,17.29,0.2702175625284362,0.0637070698199437,0.3132717090204751,0.0104236509120921,0.0031610886042733,0.0020424437497785,0.0787695328364423,0.0065857936626712,0.0322959662900547,19.97764273835765,0,0,0,0,0,0,1,0,0,0,0
56,Credit_Agricole,07/2019,9.1,17.29,0.7864494627878215,0.1951287205566999,0.0710792830394505,0.0187194176446693,0.0050739066573652,0.0040340928532525,0.1144690921131056,0.0086844162088609,0.0171351335595254,17.384163812845507,1,0,0,0,0,0,0,0,0,0,0
57,FUIB,07/2019,9.1,17.29,0.7326178613129171,0.0621546097605964,0.1542098412977876,0.0057695573337435,0.0080850139294583,0.0054593340410366,0.1286270602562994,0.0109010196053927,0.0214060735970156,17.84784813997781,0,1,0,0,0,0,0,0,0,0,0
58,Kredobank,07/2019,9.1,17.29,0.8180699800281893,0.0886005936996958,0.1677075036841276,0.0292701961388577,0.0070768222623532,0.0056386226648654,0.1266947783931302,0.0098009607825227,0.0372163317879269,16.629769268338585,0,0,1,0,0,0,0,0,0,0,0
59,Oschadbank,07/2019,9.1,17.29,0.4004207615867524,0.1076349939759756,0.3589458273841478,0.0552075411136021,0.0016188754380334,0.0028922830533436,0.0659037573215631,0.0007845808806012,0.0217973225370182,19.36259015313176,0,0,0,0,1,0,0,0,0,0,0
60,OTP,07/2019,9.1,17.29,0.7826456217995506,0.1136231238477121,0.0907119114526003,0.0034702945185594,0.006854317431566,0.0036110270804342,0.1523586057489379,0.0108110566963911,0.0234637262853961,17.517391721877196,0,0,0,1,0,0,0,0,0,0,0
61,Pivdennyi,07/2019,9.1,17.29,0.8683309459419364,0.0672011794800401,0.0773544182610957,0.0069473725128704,0.0039307846036716,0.0048609044323327,0.1050332719052552,0.0079963320855442,0.0522313329105621,16.979645649628594,0,0,0,0,0,1,0,0,0,0,0
62,Raiffeisen,07/2019,9.1,17.29,0.7357411763568587,0.9480678694967288,0.1448492434582377,0.015362701893938,0.0073565691445848,0.0052783309249773,0.1338412478531176,0.0119316975074038,0.0645495603145196,18.13343838728036,0,0,0,0,0,0,0,1,0,0,0
63,Sense,07/2019,9.1,17.29,0.5884473347944185,0.6156684612808452,0.1131297475244063,0.0062849732129197,0.0043713127934147,0.0056254011206854,0.0846841203172033,0.0110819216736249,0.0127227670804146,18.01778182979963,0,0,0,0,0,0,0,0,1,0,0
64,Ukrsibbank,07/2019,9.1,17.29,0.5670699902026033,0.076264259542493,0.0681622720362203,0.0260727636285642,0.0065470173405113,0.0054849981638186,0.1100227981547646,0.0104798613980781,0.0457176102806917,17.710500865193136,0,0,0,0,0,0,0,0,0,1,0
65,Universal,07/2019,9.1,17.29,0.7014300666565686,0.2644433102934196,0.1186717530614945,0.1465819808181225,0.0072453685076813,0.010246844297809,0.1050425237843917,0.0178242574543713,0.0206622797123689,16.41863328539847,0,0,0,0,0,0,0,0,0,0,1
66,Privat_Bank,08/2019,8.8,17.0,0.2717547522491631,0.0622917809693506,0.3070220633159826,0.0157074735824798,0.0030923575162818,0.0021230529906034,0.0859727676386208,0.0110229826236209,0.0322690805012275,20.002178230863148,0,0,0,0,0,0,1,0,0,0,0
67,Credit_Agricole,08/2019,8.8,17.0,0.8013835399995596,0.193701351640892,0.0676164218693107,0.0079442285000393,0.004861203246201,0.0035433865014056,0.1171024906216112,0.0080467519184986,0.0189311882589064,17.403977615314165,1,0,0,0,0,0,0,0,0,0,0
68,FUIB,08/2019,8.8,17.0,0.7777263749679836,0.0613775213109687,0.1048781975078049,0.0113874792322052,0.0077487780202916,0.005321581845756,0.133014996683846,0.0107933105090408,0.025422700782046,17.847745023935982,0,1,0,0,0,0,0,0,0,0,0
69,Kredobank,08/2019,8.8,17.0,0.8405690943670655,0.0743594697660443,0.1588318325686644,0.0050948857161676,0.0072461357008693,0.0057230682699876,0.1293518557437081,0.0102069893855228,0.0401435231051097,16.630265898853693,0,0,1,0,0,0,0,0,0,0,0
70,Oschadbank,08/2019,8.8,17.0,0.3857861581449742,0.10375878922081,0.343790326982017,0.0023372745915018,0.0011694094831011,0.0026695811270401,0.0652127271181482,0.0055071755949612,0.0215537409203606,19.387476061238303,0,0,0,0,1,0,0,0,0,0,0
71,OTP,08/2019,8.8,17.0,0.7973596814713998,0.1183521067147806,0.0716252483422845,0.0046647768680068,0.0065541562020745,0.0037130268719426,0.1582022105130214,0.0101642153482265,0.0243329017025606,17.52336757637629,0,0,0,1,0,0,0,0,0,0,0
72,Pivdennyi,08/2019,8.8,17.0,0.8645452848503911,0.0655268634668037,0.047534335361903,0.0016973685462203,0.0036079905358765,0.0053641386338198,0.1051838249117928,0.0062692121902836,0.051881050560896,16.988625004296754,0,0,0,0,0,1,0,0,0,0,0
73,Raiffeisen,08/2019,8.8,17.0,0.761868941275895,0.9474993100094254,0.0926781682787596,0.0136510640373708,0.0074508545764046,0.0057098414539373,0.1393205808790535,0.0116356742768192,0.0643922151372302,18.126536409170047,0,0,0,0,0,0,0,1,0,0,0
74,Sense,08/2019,8.8,17.0,0.5979409719455063,0.5915259135446288,0.0884311226795749,0.0281610374750261,0.0043713869373225,0.006263334988457,0.0861208408854296,0.0098479585274165,0.0131562174488096,18.028512660306625,0,0,0,0,0,0,0,0,1,0,0
75,Ukrsibbank,08/2019,8.8,17.0,0.552083764460215,0.0742133620018993,0.0638325387517623,0.0161393306855556,0.0062345674841476,0.0049735181253641,0.1124611145706153,0.0100692159534103,0.041426899527853,17.73719631495636,0,0,0,0,0,0,0,0,0,1,0
76,Universal,08/2019,8.8,17.0,0.7205390390262566,0.2598501313599631,0.0857445513084669,0.0612824687333075,0.0077834258272461,0.0111933950973981,0.1057265063180571,0.0179529684075314,0.0173148780753077,16.45247527969139,0,0,0,0,0,0,0,0,0,0,1
77,Privat_Bank,10/2019,6.5,16.27,0.2697014915892869,0.0847348020069685,0.3071734485411858,0.0072209230902011,0.0030575933637061,0.0021721535524837,0.0900129044277402,0.0035144300090517,0.0313123187435673,20.03124160982156,0,0,0,0,0,0,1,0,0,0,0
78,Credit_Agricole,10/2019,6.5,16.27,0.8730469119835622,0.1948343172327311,0.0990606446027621,0.0038856067990685,0.0053001721718265,0.003489820441678,0.1227082901578107,0.0079570241056695,0.0163102237014968,17.44355459011633,1,0,0,0,0,0,0,0,0,0,0
79,FUIB,10/2019,6.5,16.27,0.7668256409416268,0.0633302980021303,0.150461028023292,0.0025173162564433,0.0082629247505676,0.0059124349611235,0.1400556510749068,0.011246218680842,0.0257822498058788,17.87362656708103,0,1,0,0,0,0,0,0,0,0,0
80,Kredobank,10/2019,6.5,16.27,0.8526412738417793,0.0625533884748589,0.1756137060785244,0.0040453717690869,0.0068676415895408,0.0059624985830561,0.1298795609135841,0.0096421130257393,0.0386422272463834,16.69865815877161,0,0,1,0,0,0,0,0,0,0,0
81,Oschadbank,10/2019,6.5,16.27,0.398401116942869,0.0772597322411317,0.35724589529405,0.008982860386203,0.0015821365779343,0.0031027302370289,0.0666166793455766,0.0041558453937741,0.0235027338669654,19.401772813427144,0,0,0,0,1,0,0,0,0,0,0
82,OTP,10/2019,6.5,16.27,0.803315298309468,0.1102272745084247,0.1434793648965018,0.0066479333512385,0.0069554159676816,0.0036708473983337,0.1579379657618234,0.0106165836115372,0.0222567457554221,17.60296798856658,0,0,0,1,0,0,0,0,0,0,0
83,Pivdennyi,10/2019,6.5,16.27,0.8179454452886752,0.0759061784818287,0.094829232911208,0.0054258263585048,0.0032363938165302,0.0058528799440687,0.1003123065187113,0.005619641958526,0.0531714644786051,17.07486969988621,0,0,0,0,0,1,0,0,0,0,0
84,Raiffeisen,10/2019,6.5,16.27,0.7101489680177276,0.9464651328188004,0.1431932711697056,0.0133042305693235,0.0073015633366025,0.0059188230180218,0.1418060105765493,0.0115820967269246,0.0629019196395139,18.18926356904744,0,0,0,0,0,0,0,1,0,0,0
85,Sense,10/2019,6.5,16.27,0.6519350315828975,0.5799719879176137,0.1082181879941062,0.0587049336492069,0.0038354974845454,0.0053874427678708,0.0863925353996345,0.0093709996523522,0.0215609559274213,18.306835826683606,0,0,0,0,0,0,0,0,1,0,0
86,Ukrsibbank,10/2019,6.5,16.27,0.5294717148646515,0.0761569904019213,0.1122233358186305,0.0168698725421336,0.0060218584414837,0.0054382595534253,0.1179392985246099,0.0104682862444172,0.0452196279923041,17.758595644137724,0,0,0,0,0,0,0,0,0,1,0
87,Universal,10/2019,6.5,16.27,0.7175822234878904,0.3019915801753595,0.1340370146261632,0.0193718119494068,0.0081505174761987,0.0098926520173353,0.1024720103085558,0.0168074989596997,0.0187716591226341,16.55935814556069,0,0,0,0,0,0,0,0,0,0,1
88,Privat_Bank,11/2019,5.1,15.5,0.2680304457011649,0.0934016787225066,0.3041710517625284,0.0765695256253535,0.0030860639672839,0.0022527994619399,0.0975461082124069,0.0095020137320353,0.029941043577194,20.056508090644968,0,0,0,0,0,0,1,0,0,0,0
89,Credit_Agricole,11/2019,5.1,15.5,0.8352923277095248,0.1888174907412557,0.0835318917856553,0.0031602739606302,0.0053104424324079,0.0037182999390338,0.1292157183998944,0.0076419265630312,0.0158422640160108,17.439349950024273,1,0,0,0,0,0,0,0,0,0,0
90,FUIB,11/2019,5.1,15.5,0.8037995599185745,0.0613982048614047,0.1685241777244634,0.0034433078023214,0.008429975901891,0.0062251773011479,0.1471312122519226,0.0113766548903764,0.0252691509662786,17.863791558417095,0,1,0,0,0,0,0,0,0,0,0
91,Kredobank,11/2019,5.1,15.5,0.8609999527584766,0.0586989728491134,0.1494539221297009,0.0075128882500013,0.0070128326366577,0.0062914586942156,0.1354997339064029,0.0093114672520391,0.0386776896193455,16.693101411251,0,0,1,0,0,0,0,0,0,0,0
92,Oschadbank,11/2019,5.1,15.5,0.3946626146720461,0.0782730391669108,0.3451903140857645,0.0431850149603027,0.0015285293587752,0.0032637019484421,0.0683287496953762,0.0006095565367796,0.020109108221938,19.40201212372321,0,0,0,0,1,0,0,0,0,0,0
93,OTP,11/2019,5.1,15.5,0.8174309297673846,0.10654641917644,0.1283767807491433,0.0135883224180776,0.0066556435942926,0.0040591872401583,0.1612802955423284,0.0099343459605447,0.0233196412052231,17.61675321483582,0,0,0,1,0,0,0,0,0,0,0
94,Pivdennyi,11/2019,5.1,15.5,0.8110081017334557,0.073537701221939,0.1476090793952759,0.0019620803090985,0.003497627134523,0.0057824852230569,0.1067903796607241,0.0060556720312293,0.0403164843903417,17.03041270963314,0,0,0,0,0,1,0,0,0,0,0
95,Raiffeisen,11/2019,5.1,15.5,0.7389499113393582,0.9442969102600132,0.1457607354977534,0.0142739749876904,0.0069977780740143,0.0055586609092993,0.1451877429896282,0.0110729943678063,0.0515455225989642,18.218690492340876,0,0,0,0,0,0,0,1,0,0,0
96,Sense,11/2019,5.1,15.5,0.685608580188867,0.5783169381515654,0.1277498557441757,0.0186891771853259,0.0040322538280931,0.0068938079004234,0.0884275767158557,0.0073491428660048,0.0214923156041352,18.2995738734764,0,0,0,0,0,0,0,0,1,0,0
97,Ukrsibbank,11/2019,5.1,15.5,0.5316399973419006,0.076961546981049,0.0843614634048345,0.0232256613119982,0.0058881561388415,0.0058706867063962,0.1221498456278479,0.0094748711860803,0.0424988105339924,17.774707891113074,0,0,0,0,0,0,0,0,0,1,0
98,Universal,11/2019,5.1,15.5,0.6936200241099348,0.2508831122963015,0.1728445729973137,0.0454303769422362,0.0077166989244969,0.0089695545065318,0.0945885438585725,0.0175038620784958,0.0129138934202126,16.660467085088587,0,0,0,0,0,0,0,0,0,0,1
99,Privat_Bank,12/2019,4.1,14.27,0.2637722544069729,0.0984324133659725,0.3230161277248996,0.0395575553776308,0.0030620829632903,0.0047045885817335,0.0987738961714302,0.0060289943896938,0.0357242402647895,20.08898209927707,0,0,0,0,0,0,1,0,0,0,0
100,Credit_Agricole,12/2019,4.1,14.27,0.8210885228304182,0.164485667177358,0.1063673452680688,0.003364851051484,0.0086459480958134,0.0039887350920715,0.1384348469998807,0.0082824215246686,0.017912417604588,17.39281926919302,1,0,0,0,0,0,0,0,0,0,0
101,FUIB,12/2019,4.1,14.27,0.7728232586036454,0.0109581935472209,0.1917743634737092,0.0090422840294593,0.00621137983098,0.0085618663500362,0.1434364232966011,0.0102046868827037,0.038662582485341,17.921875204586645,0,1,0,0,0,0,0,0,0,0,0
102,Kredobank,12/2019,4.1,14.27,0.851268886439755,0.0639313973170821,0.1773414385982404,0.0396700708633941,0.0068621410032258,0.0071741116907921,0.1301741241246775,0.0100303531244428,0.0283474542004488,16.764433760704883,0,0,1,0,0,0,0,0,0,0,0
103,Oschadbank,12/2019,4.1,14.27,0.3277941733590646,0.0664150214100007,0.3539800415231396,0.0059674755670619,0.0013612347603872,0.0034163024564551,0.0621337406111621,0.0038707412659388,0.0234457705452225,19.52686768142062,0,0,0,0,1,0,0,0,0,0,0
