,cb privatbank,credit agricole bank,fuib,kredobank,oschadbank,otp bank,pivdennyi bank,raiffeisen bank,sense bank,ukrsibbank,universal bank
01/2019,221414454.66209,28183562.0904,38707304.84448,11824753.16717,149508714.55296,26882012.18799,17278511.56461,55844308.45669,53825551.84922,39111309.9962,7512733.44224
02/2019,219251313.76464,28831527.18766,38467766.11583,11554206.81955,157236370.65905,26547628.6523,17815291.24239,56847868.76405,53316700.99701,38931641.63439,8184296.68848
04/2019,214788057.2837,29264648.37262,38359642.46462,12539467.14457,161776101.69784,26790536.16681,16866705.18086,58579569.39472,52018601.22268,37839758.28489,9234091.97124
05/2019,211618258.96499,29497935.33511,38776145.39006,12770108.66417,160120722.07361,27755986.33901,16395176.99869,57188189.99339,54364361.52382,38137682.53991,9586339.3481
06/2019,219324554.96898,30776414.82132,40041651.46479,12608455.39673,165532873.33279,28618458.65529,16939918.08665,61106971.94745,54361710.39372,40991939.03157,10159892.12257
07/2019,215636003.66071,29829759.51955,41984165.72394,13140424.26121,161546828.01877,30682016.31034,17082632.80716,62311092.29441,53938507.83739,40152913.48187,10320332.8196
08/2019,219051883.98472,30319351.30994,41171682.71603,12998645.43686,167587719.71265,30540129.061910003,17344472.83356,60992535.28220999,54770748.97444,41129294.74339999,10697555.56076
10/2019,224452031.15063,30753173.72386,41240912.29213,13110269.80666,167759833.56987998,32348881.886050005,19080892.05243,63496949.33843,60648196.70114999,41795935.39677,11929890.47099
11/2019,227331619.96393,30604687.27492,39614719.65692,12970868.777600002,167247421.12262,32450640.38663,17169711.267799996,62924010.22121,59217688.21237,41883241.78159999,13052368.53852
12/2019,231386431.88014,28284331.38492,42553686.82432,13725490.56034,198808732.51641,35179411.06615,19601164.61115,66615718.58682001,59281063.202470005,44355785.89283,14339420.28735
01/2020,235169108.02675,31491442.47886,44389170.94046,13854025.692249998,218548367.73465,36086680.0966,20276967.91845,68423769.54076,61074119.50292,45342084.04581,15534439.0963
02/2020,237888430.31553,33147972.8406,45755306.088690005,13859215.41122,198627896.63096,38322630.84731,20737325.65945,69051932.72382,61288937.92895,45889556.97534,16690405.00116
03/2020,247673701.7256,35488331.408,47758680.08604,15085474.223689998,195531216.41828,38849113.63542999,20527351.48613,73270243.79881,64758035.82789999,50130978.99781,17711716.082679998
04/2020,253215920.94322,34901006.28031,46761885.33788,14451310.69759,193779545.58689,36013947.575550005,19365168.578750003,75150829.5663,63703929.40606,49668871.59308,18489053.04896
05/2020,257963808.89401,34479150.54553,47810965.9198,14494189.101240002,192467523.38433,36779604.32775,19110170.67422,75738886.95744,63251717.86054,50474406.24533,19032324.30363
06/2020,263845032.80181003,34520108.27182001,47941515.196940005,15053805.93697,179789412.58844,38554817.3374,19749071.60552,78921595.28102,66024611.36556999,53028683.11469,19397562.73187
07/2020,269661858.6256,37021360.47724,51511324.8412,15275275.638529995,180743175.47094,40925031.55384,20734024.778890003,80347046.76337,67931624.48419,56721524.12758,21042817.43648
09/2020,281899048.70887,39529029.70099,58185059.48163,16031232.95371,182615982.1934,44171047.45824,21962237.12444,84059356.3796,67713835.29533,57211121.47531,22569289.5927
10/2020,286847268.50318,40916484.16598,58234807.32481,16356755.5337,187616938.9783,44038716.92071,20629144.28504,85521712.90151,68242161.16827,58187423.70674,23594322.15946
11/2020,290998501.01780003,43044045.77607,57705601.15196,16854863.711420003,183772586.86545,44512927.96211,21158350.54202,84554127.38657,69046737.06819001,60252411.691860005,24425656.87926
01/2021,301150479.64829,42626648.42645001,61289827.89811,18016280.05825,194253955.46931,46753991.91544,25541340.52809,89834157.95132999,72872994.57482,59866345.26138,28060155.55433
02/2021,302321979.93754,41966280.2913,60692474.66769,17778250.970870003,195958463.02735,49072607.73685999,23938497.31973,90694845.89217,74100860.42138,57407557.30046,29047394.11309
03/2021,300277598.7167,42819880.5331,66780047.21908001,18050045.2255,207928347.51226,49068606.20815,23799526.86594,91197448.70177,74451440.95932,56671209.51348,30145472.32588
04/2021,298522361.32706004,40593064.04742,71215472.90506,18085041.18838,209270541.8541,47950586.13721,24073123.3341,95369805.95191,75378954.12439,57577724.69769,31433021.30703
05/2021,298210960.0136,43409295.89368,67117502.4201,18436251.89719,209882613.83378,48854181.74502,25111749.39341,96713328.49372,78753448.19963,59014515.59882,31089254.538280003
07/2021,299573742.2564,43683165.85397,82153331.07197,19089703.48703,198931672.90909,48724642.95152,25065065.12811,100173311.38898,82218118.74142,59238109.76307,33694685.32197
08/2021,296549070.78828,43228058.80818,73899677.29263,19450443.06564,182973537.76317,49799787.00358,26345837.498790003,101087646.80058,81146215.71406001,59642162.45374001,34680686.760589994
09/2021,298915569.49935,46820620.6456,84147765.52996,20435731.7011,188188818.49049,51859869.19775,28417713.35385,101926396.91312,80646429.28128,64387949.65991,34638116.45301
10/2021,297433731.72275,47639370.649,81707930.59357,20746431.800630003,180008976.79290998,51334083.798980005,27234103.91159,104655098.93314,82370186.79617,62278273.43874999,36378295.12135
11/2021,299998902.64185,48593233.39689,81056857.44473,21275512.4968,180383154.56876,54201391.8337,30599824.69445,105402058.917,85096892.1462,63725420.45663,37432338.95506
01/2022,302495373.53632,50839629.23852,90961845.18418,23147565.14115,181516113.84348,54677105.31027,36170002.6725,109500888.44494,89856817.52404,64993344.52869,42277614.02256
02/2022,295391610.7135,49159943.37563,78603268.00134,22512172.35993,187243085.03185,55790352.02623,28453366.56148,113465579.47953,80792919.31499,67779837.41539001,42236373.43955
05/2022,363851736.2475301,54426454.36833,74636949.47656,24567503.03494,198682057.20938,61403917.057500005,23321101.26635,118815855.49895,66205490.62533,74736771.30282001,46834874.08437
06/2022,382625515.63808,52062998.63882001,77484848.82149,25758881.33753,196332413.9151,61132364.07867,23936216.50867,120778477.5459,65427635.01345,75915180.48717,48480028.4783
07/2022,403998014.56033,56886306.65162001,82122292.28518,27670223.05331,199904867.20436004,65554179.26639,25966093.00724,128491952.93077,69519316.97975,84541439.54434,52732184.780030005
08/2022,408737244.3993,57314617.82317,78980089.69875,28839452.834950004,204741905.28493,65656307.08921,25647171.59007,126869759.32565,69160909.52969001,83615256.43669,53959841.218150005
09/2022,416148362.37939,57144594.96051,81753395.76257999,29639207.52779,206324820.9897,65429245.13057,26387541.02853,128883828.97196,65398928.17287,82690109.08755,57839567.98535
10/2022,425980370.21336,58623832.67044,86963001.57595001,30338858.60317,208845123.35176,70052509.81184,28358083.35234,133714228.39684,57705276.99568,87024343.19103,60675263.87728
11/2022,432615948.53349,59642640.38396999,87445586.90687999,31237452.05963,216997323.37347,73195618.47767001,31795816.48662,138788659.30244002,58326248.2525,86477564.27469,63800064.041250005
12/2022,464871500.50483,63492064.83314,90165476.80015,32820625.19606,231297542.81984,77619525.34183002,35824490.91743,143520873.34755,61167697.22833,92671303.26617,69316352.52581
01/2023,454005375.92101,64730161.67549,91704166.90539,33800237.19937,235204370.91564,77246622.00667,33957559.753010005,149754342.1561,60625752.60654,93097072.47172,69644097.55996001
02/2023,462514845.18957,69226292.40022,92413170.86323,33507119.08702,245225290.7039,73342122.50723,35794539.01569001,149992465.49686998,62696036.39791,94508379.49849,72081543.46551001
03/2023,464451555.63229,75759088.97881,93115382.13642,35207412.56874,239869458.1948,78903686.0984,36176824.21384,144786380.9664,62946178.33464,97343388.72584,73688875.69715999
04/2023,467764414.1435101,75860856.38804,95227582.12211,36684837.73145001,247216026.60704,81499505.56583,37183874.30441,147174549.60082,62948574.22002,107247233.73996,74120967.89425
05/2023,469200137.26932,78734575.16141,98406473.03624,37940237.05316,250764348.28717,75168395.44111,40372307.77413,144792245.02841,62996935.78935,109183186.21955,74296473.20912999
06/2023,481702465.27962005,82280888.92072,104355305.24015,39315330.241720006,257097846.89892,75547803.57596,44682238.17843,146291912.34444,64905016.96132,114305636.36146,77319654.71068999
07/2023,488394309.83516,82055774.54856001,109735126.6208,40609696.80966,266628936.63964,76085646.05527,45409629.39836001,152269127.0136,63233767.711270005,117293288.87222,78493979.71174
08/2023,489025585.04439,81352245.834,110636692.01236,42190729.126,266941934.36634,74735881.18619001,41299397.45074,152182890.57261,70470567.39331001,115730117.96882,79193160.2441
10/2023,502793018.93722,85017328.00589001,112529541.35471,41547378.02881,271689798.84675,77622677.90037,38200465.34246,149619951.43194002,81726941.48297,107500251.92865,83029379.30612
01/2024,523050418.3536601,91987218.81709,121991978.47161,45261692.57314,298048413.53241,80098585.35127,42806970.14059,160003750.21153,95418875.24004,119882863.37841,90935306.82273
02/2024,529403273.96868,95208553.99484,125189067.18755,45331355.990030006,306764976.31131995,80728873.06660001,41974146.45775,163302729.96945998,94449874.88817,122239672.40046,92990190.63338
