,pivdennyi bank,fuib,ukrsibbank,credit agricole bank,universal bank,otp bank,raiffeisen bank,cb privatbank,oschadbank,kredobank,sense bank
06/2020,-0.0017389547086843551,0.005201596293907332,0.0035148959186367098,0.011548172300806611,0.004785212617183899,0.01773757979877537,-0.002009709830506721,0.0030802082647527576,0.0006212231438291679,0.0002763618495504926,0.00487775717456939
07/2020,0.00976573932338532,0.012137954129285491,0.0035279337906763495,0.011482961139651084,0.004727651950792255,0.017007904462873646,0.004333249547000326,0.0035942807263044567,0.026972058516267994,-0.00033044839977648937,0.021865393937633364
09/2020,-0.0018836420345110655,0.00878778845065253,0.0005639445870961055,-0.007501221735866348,-0.006359894000983961,0.011518940999277262,0.011845847781662883,0.0009332591692318235,0.004072970696861661,0.003427520751573815,0.03630702021234103
10/2020,-0.0011531834684260708,0.017340659009801522,-0.005934324751496203,-0.010292936254602193,-0.010517950216281878,0.02850885356743702,0.017297487495713398,-0.0010769227051478925,-0.004260646749357628,0.001318114038740723,-0.00828689171193698
11/2020,0.003602447649345704,0.018976625507451543,-0.002710268095830897,-0.0042659964931415755,-0.005051774947025198,0.005822216200628764,0.00598608488831664,-0.007252124077382183,0.022539564934228647,0.002335003939279861,-0.004530531225647798
01/2021,0.006311945816915199,-0.013486483168160845,-0.003253218555752737,-0.0003501068071063117,-0.006662634441536907,-0.00756400722844,-0.006940901375557085,0.0028225547810930562,-0.02098824972390814,-0.006430262502218622,-0.0020469259259466603
02/2021,-0.0008365853969338546,-0.005992150577002484,0.0008128493607324804,-0.002539656032059856,-0.0008249378317692737,-0.008430904467296288,-0.008213932746391372,0.007177047396926234,-0.008463441981886494,0.0011296530119712864,-0.02559669420603677
03/2021,0.0036014541142152176,-0.011430568545104106,-0.01052847408362715,-0.0030272483333214136,0.0029009219292067162,-0.005200139560646803,-0.005461621490810286,0.0021260792848424763,0.009580901629181609,0.0022195775988492874,-0.02200533370061654
04/2021,0.01554575635176287,-0.0054470303299308095,0.012042110697033004,0.004718302791935407,0.0016937743504884559,-0.00460736133605435,-0.003903729963815307,-0.0004889954510224614,0.020734730986287253,0.002577742044582005,-0.009265798272186593
05/2021,-0.007253252590668606,-0.004198799729662625,0.002627463615746511,0.004572024749286266,-0.0035124729572849293,-0.0009330322272654697,-0.003585868491264813,0.00041559522130523363,0.0108293038928833,0.002046833694915102,-0.008290023576313019
07/2021,-0.02010663737180083,-0.0031428836448739216,0.0002186317213479002,-0.007890685599172588,-0.0038219968221768165,0.00322551727485553,-0.0036818089281142356,-0.00028134400994638453,-0.004531525346970898,-0.0013093116399043572,-0.002125674622216563
08/2021,-0.018831212000142806,-0.013856788607303378,-0.0035205576093371967,-0.013407024065502659,-0.0009511734304213275,-0.0084348991595091,0.0013062327283779268,0.0006115443897678208,-0.009704246082359091,-0.0031728041455873425,-7.088851682149734e-05
09/2021,-0.01864386524519101,-0.025566356843078966,-0.006271614626354048,-0.015565354757634191,-0.0034896129834898404,-0.013733212919989838,-0.010613290131766005,0.003858429032831299,-0.04081358344149292,-0.013843285780897403,-0.024105949831436338
10/2021,-0.017725182130980153,-0.033107047017848876,-0.010635648468096576,-0.014544247132266638,-0.0030924291956687614,-0.01473819758358555,-0.012643576833961966,0.006981597080713266,-0.04583621258120113,-0.02101629102194071,-0.029438886004448786
11/2021,-0.006454150652786445,-0.02895827736040627,-0.013399382140979039,-0.004202050137135874,0.005168678530969362,-0.016724466253288113,-0.014990341887924525,0.006175193666484788,-0.02167670931921062,-0.021258768843005135,-0.033963870093565336
01/2022,-0.0028865530085588793,-0.014176941453614736,-0.009358240701236123,-0.005731703934668672,0.004058376703394784,-0.028284514163353897,-0.017603109595809605,0.0021712670399060274,-0.031338679150372875,-0.01881555697741848,-0.03363069949243838
02/2022,-0.004088622338080869,-0.024390869668270622,-0.014426975355678376,-0.009678594919041479,0.0016382373543003376,-0.03018100565088767,-0.02416310581831359,0.005565086013878173,-0.044284358096799536,-0.02346869413851912,-0.048432007435203546
05/2022,0.0010266212877258043,0.011158709255003599,-0.006496158819120115,-0.016211655046418125,-0.00011991271789312192,-0.02248146691594105,-0.01982555371808583,-0.015114368924416088,-0.021354560664059326,0.010155154512929683,-0.001781869950907028
06/2022,-0.006952887229701284,0.02553883320094117,0.016824057681958392,-0.0008604890919776675,0.0025338862489944934,0.016304696342837793,0.0014537178315008432,-0.009696351523401342,0.010928345341196615,0.011050544621110783,0.015123801166727114
07/2022,-0.009847771602214672,0.02677256236814941,0.03229890027892939,0.003939035376962963,-6.394242686432556e-05,0.00915324463365241,0.0026850084642657483,-0.006671192809808833,-0.015339909591767915,0.0043071377899055645,0.007963414934164456
08/2022,-0.013704357055689037,0.01606019512109501,0.011714404252464195,-0.0013909496615067511,0.00053152904947561,0.008314042456211443,0.0009285452985118986,-0.0021620549026621083,-0.02600505627439964,-0.0006766235778508456,0.00025922723052597234
09/2022,0.017279596191413046,0.0021093254506992926,-0.00042631211573889664,-0.004563535985221131,0.001855011386271638,0.0033530797413577765,0.00804920929009027,0.00022534381523524804,-0.024343346551714808,-0.004396541380414183,0.0058068206678761275
10/2022,0.011390801467320235,-0.0010838949428503596,-0.003021158758800402,0.008584451873685544,-0.0018031633104072444,-0.0019343488609115888,0.008376932187306372,0.001751220150234554,0.004323853366982523,0.006419878169355313,-0.007036858451900988
11/2022,0.008190673343851106,-0.003511209536352528,-0.0028926165602353214,0.0015617767369575219,-0.0032443908271749576,0.002079305866491108,-0.0011210788270957764,-0.0003094955031333335,-0.010087248055347164,0.00437483059576399,-0.020799936588898765
12/2022,0.01834257757840508,0.020999823955679855,-0.0014719392249649035,0.0014096974818405134,-0.003145620262484646,-0.006834122459092014,0.012483445678634592,-0.004820341860839785,0.03907701606534041,0.018764617405323415,0.014388865007264821
01/2023,0.005919200432124549,0.021604156295071605,0.002879056744737986,0.0004538010176284805,-0.003485243383914082,-0.005099462459594583,0.008170773003323502,-0.008457582370273452,0.01774880983260979,0.026544432895693703,0.002734164417213296
02/2023,0.006297550311827223,0.020805552316261963,0.008606779621200693,0.009095786898015155,-0.0006588051587759877,0.002375769673704368,0.003004939822623506,-0.0049901573989723415,0.016488394390025612,0.023028941565407822,-0.0071824777683778245
03/2023,-0.0029010051358602587,-0.0010421916051490485,-0.0013867285248336018,0.00735252686065652,-0.008400169813647577,-0.003738762896741376,0.0038257929481754164,0.007455775373868906,0.02245749750547014,0.020894101353715857,0.03194458126691085
04/2023,-0.017514645166651625,-0.001220814046320776,-0.008496685523033435,0.009583800440299916,0.0022549433305848444,0.021537016771671576,0.009190536900538742,0.00900445434963626,0.02255483748915826,0.0200026864672596,0.008811679770412957
05/2023,-0.024964962784468716,-0.001979289018461344,-0.015304490246535185,0.013321483587823542,0.003383349179173973,0.02429493928485077,0.013418397288364178,0.013781698069113224,0.031827668424560446,0.00523794789501837,5.560821719158e-05
06/2023,,,,,,,,,,,
07/2023,,,,,,,,,,,
08/2023,,,,,,,,,,,
10/2023,,,,,,,,,,,
01/2024,,,,,,,,,,,
02/2024,,,,,,,,,,,
