,pivdennyi bank,fuib,ukrsibbank,credit agricole bank,universal bank,otp bank,raiffeisen bank,cb privatbank,oschadbank,kredobank,sense bank
01/2019,,,,,,,,,,,
02/2019,,,,,,,,,,,
04/2019,,,,,,,,,,,
05/2019,-0.10579971881437437,-0.093605386003717,-0.0480145593946291,-0.026120841177595833,0.0013489859527367,-0.07480791540188263,-0.0023375044904097,-0.0025067725378523334,-0.013195292498557368,0.098394608621525,0.23513626523662354
06/2019,-0.09658905160391303,-0.07564455871035793,-0.024164889423650335,-0.062417566742377334,0.014469280779482391,-0.07814525111272516,-0.03066936077463417,-0.002975673041012067,-0.011952472382095701,0.15221280816314456,0.24590584760950676
07/2019,-0.053059000737876415,-0.049748511947009834,-0.03848310178697101,-0.02258023377135637,0.06999092106373396,-0.027539888818580733,-0.009052857779253734,-0.0003702166619702,0.004103156512083633,0.3352669870415954,-0.06258354057284027
08/2019,-0.029157021112638643,-0.04040047695301763,-0.0006287985363042752,-0.07746962624649463,0.04862922106068205,0.0026371849061532344,-0.021385375296814866,-0.0004132491454228333,-0.0110676584537382,0.021212908065263287,0.0014055793707439003
10/2019,0.10380151784183501,-0.0406737586098947,-0.027889151856748635,-0.08458525261609622,-0.03649076271683047,-0.011477862421788734,0.04698579067258777,-8.247500466376666e-05,-0.011113865451409,0.02606799475490822,0.03465568157995833
11/2019,0.14678514806082082,-0.010782579421047466,-0.0037316248507479367,-0.12704078375275732,-0.09276262270694392,-0.0201410301726096,0.03409339583242386,-0.0013273492264480333,-0.020533210992449865,0.0032873989670660856,-0.00814377256583477
12/2019,0.17214410036705807,-0.05129899076141694,-0.273404980579973,-0.043749476266972655,-0.13125697686582952,-0.060337869657049535,0.017515669129031228,-0.0011108616919352065,-0.013219612426477298,0.006356282934757617,-0.02181033367100474
01/2020,0.05845417553114272,-0.04741950900054864,-0.26747174542777774,0.01260132210342541,-0.0492145891254164,-0.007135051338833766,-0.055287757005876105,0.00017411525177552694,-0.002787851733324099,0.01235819082089322,-0.06621649765097057
02/2020,0.008482196249340416,-0.0357012112783981,-0.25321565704345866,0.03148438421628288,-0.070095630277232,-0.001470354717384099,-0.03662952334241754,0.0004114883506194603,-0.0026106627354012656,0.02952767783123165,-0.027068732029512366
