,Bank,Date,INF,PR,CDR,CR,LAS,NIA,NIM,OE,RA,ROA,SCTA,SIZE,is_Credit_Agricole,is_FUIB,is_Kredobank,is_OTP,is_Oschadbank,is_Pivdennyi,is_Privat_Bank,is_Raiffeisen,is_Sense,is_Ukrsibbank,is_Universal
0,Privat_Bank,01/2019,0.3516673927572284,-0.0690293193038051,-0.0001700834983982,0.0072699774648947,0.0016555858476097,-0.0019706930144146,0.0001641821964003,-0.0003196080471978,0.0008230914473374,0.0006625409291788,-0.0029206064463156,,0,0,0,0,0,0,1,0,0,0,0
1,Credit_Agricole,01/2019,0.3516673927572284,-0.0690293193038051,-0.0136004320682469,0.0239166716935966,0.0239676281831769,0.0047036462717984,0.0003559090774665,0.0002019119890912,-0.0060550979487587,0.000595335089399,-0.0002353079501545,,1,0,0,0,0,0,0,0,0,0,0
2,FUIB,01/2019,0.3516673927572284,-0.0690293193038051,-0.0022733137573989,-0.0022243616336504,0.0076636846466147,-0.0011548228041406,-0.0006236350930198,-0.0001884441929142,-0.0025663152072736,-0.0006026774334412,-0.0011087717370955,,0,1,0,0,0,0,0,0,0,0,0
3,Kredobank,01/2019,0.3516673927572284,-0.0690293193038051,-0.0200006021442846,0.0025503622285859,0.0066841180378806,-0.0024662234354528,0.000276071823134,-0.0004784477207749,0.0008440341899811,0.0003208674554586,0.0060540711976272,,0,0,1,0,0,0,0,0,0,0,0
4,Oschadbank,01/2019,0.3516673927572284,-0.0690293193038051,-0.0073857069306569,0.0015457697668673,0.0120981759594875,0.0524364442480103,0.0002927598067822,-0.0009100596472655,-0.0003096955058118,0.0003446816081833,-0.0012688105165178,,0,0,0,0,1,0,0,0,0,0,0
5,OTP,01/2019,0.3516673927572284,-0.0690293193038051,-0.0284583052001557,0.0069999843634823,0.0197241186524893,-0.0017096541455001,0.0005926703472737,-2.370716423409809e-05,-0.0047232618913377,0.0007348512463115,0.0010830926778519,,0,0,0,1,0,0,0,0,0,0,0
6,Pivdennyi,01/2019,0.3516673927572284,-0.0690293193038051,-0.0016058855679269,-0.001554738687183,0.0137538328981661,0.0002085637780311,0.000384564951319,-0.0006539762719849,-6.362791529429535e-05,0.0004874191981735,-0.0018889003734616,,0,0,0,0,0,1,0,0,0,0,0
7,Raiffeisen,01/2019,0.3516673927572284,-0.0690293193038051,0.0022555656463204,0.0012935049220189,0.0041830318579675,-0.002406377260435,-7.429611252010582e-05,-0.0006296757076612,-0.0007711551058949,-0.0001694698197084,-0.005730612332601,,0,0,0,0,0,0,0,1,0,0,0
8,Sense,01/2019,0.3516673927572284,-0.0690293193038051,-0.010175930392427,0.0130378548820283,-0.0019709624182965,0.0026190600381071,0.0005272186450413,-0.0012164964517471,-0.0015124727653199,0.0004283176174112,-0.0011055225313236,,0,0,0,0,0,0,0,0,1,0,0
9,Ukrsibbank,01/2019,0.3516673927572284,-0.0690293193038051,-0.0186147860570836,0.0109614284389617,0.0017819467203996,-0.0331069716163075,0.0003740632594081,-0.0005795647937102,-0.0010639203394481,-0.0004098667451334,0.0024059090143188,,0,0,0,0,0,0,0,0,0,1,0
10,Universal,01/2019,0.3516673927572284,-0.0690293193038051,0.0164552526671475,-0.041089205792648,-0.0195095612438678,0.017066633546982,0.0001885229618703,0.0002684593608606,0.0005393477956238,-0.0014278665417059,0.0040451097673951,,0,0,0,0,0,0,0,0,0,0,1
11,Privat_Bank,02/2019,-0.0342104505439397,-0.0001305847747268,-0.0001436700349521,0.0042379923741625,0.0021185536854225,-0.0007887754027473,-0.000357352638979,-0.0001626135209952,0.0056656809227488,-0.0006081267804698,-0.0020678345239589,,0,0,0,0,0,0,1,0,0,0,0
12,Credit_Agricole,02/2019,-0.0342104505439397,-0.0001305847747268,-0.0224054095097615,0.0220977145477794,-0.0111002179987639,-0.0053065774834618,-0.0003337211960765,-7.763522782445109e-05,-0.0032266447581424,-0.0004842114571546,-0.0010866762365715,,1,0,0,0,0,0,0,0,0,0,0
13,FUIB,02/2019,-0.0342104505439397,-0.0001305847747268,-0.0238469930616129,0.0018514394894155,0.0260110682962465,0.0048872051790291,0.0002988553619092,-0.0004258311436821,0.0001559653778382,0.0001612463181944,-0.0028846030896764,,0,1,0,0,0,0,0,0,0,0,0
14,Kredobank,02/2019,-0.0342104505439397,-0.0001305847747268,0.0257509434932858,0.0004099725795978,0.0018013211831495,-0.0007215730767953,-0.000286682418279,-2.4055516040429395e-05,0.0050598658876798,-0.0002724263310733,0.0033274329032725,,0,0,1,0,0,0,0,0,0,0,0
