Bank,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01
bank avangard,123103.04351,6877.5591,12078.21814,19707.52348,28059.19441,36361.23055,44512.79916,51662.53073,58373.93641,63926.734260000005,70339.51049,75588.82010000001,80725.26121999999,4416.7773,8257.40442,13734.378579999999,20548.78424,30062.46817,39081.73343,47128.93845,53779.80412,60942.80105,67334.73135,72940.79630999999,78852.79586999999,6872.23527,13547.58606,20001.858129999997,25903.7362,31881.75333,37891.65615,43933.56861,49710.7759,55294.89146,62388.47532,68875.56403000001,74713.28006,6508.0756,12256.31712,22832.53077,34034.92727,46063.27521,66567.11038,93060.59788999999,144214.70758000002,250049.34621000002,363508.38782,490563.56842,660892.8379,171736.81148,180993.15000000002,187948.87719,200896.20618,214201.29517,227139.37699,239879.26755999998,252542.79176,263183.21328,273549.69808,285135.59529,295569.12015000003,9019.863150000001,17589.293179999997
bank credit dnipro,196842.23521,23622.75515,38951.71592,46210.44667,54471.66419,67692.03594,80383.58302,101340.03053,122317.01832999999,143898.50096,169909.20869,195424.40431,221619.80263999998,30303.41029,63173.197539999994,96031.42427,123744.84674,155441.79345,185523.27105,218025.90644,253836.59834,290832.20517000003,329854.27464,370490.40949,415321.2762,53245.554599999996,103272.23732,157656.95496,215518.08215,278836.29355,343759.71305,415242.60242,486050.48543,556301.26364,633447.14984,712404.95956,803866.8110900001,87734.48465,158096.70071,236027.39181,320661.1838,402737.95405,482523.23097,537540.17576,576623.57664,632627.97832,695453.92539,756996.2013099999,840147.5047599999,70018.61674,143881.17577,239267.58922,330622.85133,416489.37251,509144.25795,605207.65194,698885.8017,790275.15297,879100.6489200001,975789.41807,1073106.98081,99838.48428,195341.23008
bank familny,24681.04598,2723.50122,4894.20204,7456.75939,9891.60286,12519.97352,14928.1862,17471.50595,19917.97234,22330.16683,24556.59318,26807.027990000002,27729.44714,2107.98375,4443.98466,6113.49802,8385.61047,10120.050819999999,11678.80682,13107.36976,15250.80813,15366.764379999999,16864.17719,18107.24666,19397.605649999998,1400.06035,2826.27492,4268.70348,5681.2365,7241.65204,9086.036189999999,10898.35379,12920.831890000001,14881.364,16898.04139,18877.46675,20949.98504,2205.9585899999997,4444.7196699999995,6673.67194,8909.17935,11167.78721,14245.96687,17576.513290000003,21499.011870000002,25540.91679,29744.89913,33980.51034,38795.91397,5174.85818,9985.1432,15535.31855,20271.37054,25224.33856,30082.34819,35279.65271,39648.55251,43807.41823,47604.458979999996,51467.02193,54951.75743,3671.04059,7123.90635
bank for investments and savings,133463.71228,10325.87285,21068.70414,32754.04581,44404.57607,56543.24881,68194.43025,79882.99369,92360.38234,105326.13376000001,118867.00802,132645.31069,146059.28790999998,13055.21653,27634.38944,44215.20883,64718.19307,86107.06142,107858.06823,133690.32971,174537.06843,197523.20237999997,220123.1973,242679.88309000002,266363.74460000003,19516.08386,37658.897959999995,58135.233,75249.62461,99235.61932,114068.97398,133620.53220000002,151723.67324,169968.25904,190454.05961,213366.98912,227918.94732,18426.51538,33261.20781,52861.07604,72074.14891,90476.6466,107462.76407,119808.44483,134274.49697,151758.13587,169031.0153,186204.46033,205677.4792,19557.28364,37542.19597,57230.53798,76741.66575,97633.55407,119894.29647999999,145356.48828999998,172513.30103,198102.07983,220981.38839,244106.77542,268251.61043999996,23386.696229999998,45452.49728
bank grant,141898.34882,11794.71544,21408.831,32402.3637,43510.10245,55125.28481,65656.28405,76825.01126,88227.19490999999,99456.35613,111140.76032,122418.11434,134256.88423,11980.69613,21955.96897,32750.177020000003,42728.637689999996,53170.028719999995,63363.86673,73372.89693,84123.64202,94191.88063999999,106162.64645,116604.41011,128488.95913999999,11403.80482,21976.89793,34526.6396,46671.469260000005,59263.3663,71471.50782999999,81908.32599,93227.93319,104337.0511,115203.90178,127201.36376000001,139482.47161,12995.59671,24275.27624,35446.493429999995,47509.652279999995,61372.43227,76871.40897,93194.00011000001,110796.20900999999,126462.56258,142927.7204,160365.13137,186828.37981,20977.25801,38560.9578,57155.43917,75274.79916,95968.59646,116226.18941,138392.32765,160548.29588000002,180537.58713,199824.80544,217972.67586000002,237141.06457,22440.46614,39858.13346
bank portal,50436.84582,4203.05644,8218.88946,12723.9578,16925.30971,21407.21018,25615.66297,30295.88509,34996.740119999995,39458.11555,43880.335,48129.66799,52941.1866,4120.46447,7771.96039,11665.04342,15586.42396,19199.59547,22605.45269,25777.55732,28796.729030000002,31996.30556,35063.58601,38235.340430000004,41522.478390000004,3028.05674,5544.81893,8439.92837,11470.47689,14399.404499999999,17291.50384,20283.52576,23176.80601,26179.796889999998,29445.91274,32636.178719999996,35890.53376,3022.90882,5740.80311,8218.71915,10854.40191,13629.10314,16646.84089,19798.2162,23180.0814,26505.8536,29758.283639999998,32702.49989,35272.5108,3059.6952499999998,6417.98574,9424.42947,13034.71304,13146.024309999999,15369.75822,17613.2134,19888.4427,22072.12963,24283.09835,26439.75253,28730.269369999998,2447.85676,4622.57619
bank trust-capital,,,,,,,,10764.43981,12214.2956,13524.094579999999,14919.500810000001,16359.486919999998,18129.34148,1874.98415,3589.14922,5237.5373500000005,6765.00259,8261.08453,9685.0041,11137.59941,12454.29806,13712.27944,14997.58452,16439.43869,18234.25274,2062.43937,3822.62932,5716.18161,7518.635920000001,9366.51454,11124.15273,13148.54724,15398.776720000002,17767.46662,20176.50779,22727.551779999998,25576.51513,2985.91496,5644.41713,8301.231530000001,10684.83932,13142.10259,17806.627200000003,22756.21713,27771.133899999997,32468.70825,37157.62759,41797.276920000004,46668.56843,4933.38897,9362.23763,14351.0275,17879.73771,21337.175030000002,24667.567030000002,28066.1708,31164.97503,34168.25325,37054.79343,39839.44481,42666.749350000006,2889.61178,5467.99441
bank ukrainian capital,,,,,,,,19681.92682,23434.798000000003,25991.054389999998,27919.64392,30237.58182,38284.9703,3195.62256,5110.0695399999995,6736.2354,7751.9989000000005,9982.06158,12648.91944,15006.98562,17618.768920000002,20390.36638,25076.47193,28979.09761,34474.08188,5125.57048,9500.626199999999,15076.81006,20850.79105,26809.247639999998,32462.259199999997,38774.49249,44996.74217,50224.76821,55573.90459,61545.90853,67247.00957000001,6460.76939,12139.70169,17739.00766,22858.14931,27870.718839999998,27640.71499,26869.365980000002,26493.28229,26800.29851,28408.70105,30068.53447,33091.43675,3320.31652,4767.941409999999,18254.45934,26174.98344,30954.555719999997,35141.78492,41395.838709999996,46801.237550000005,63043.113040000004,82294.51218,96988.75796,118726.78204,12584.851569999999,21446.478160000002
bank vostok,571973.71694,53567.14051,97667.117,147430.49191,205765.47869,257664.94592,310520.63296,370486.35944,425022.53151999996,477380.67754,530406.12601,581574.6749999999,655116.1447299999,59652.792310000004,116283.08274,176130.55082,235490.82462,292677.96053,346090.22163,402517.31989,458926.33603,515568.885,573485.93508,629562.6717899999,673318.4044700001,69693.64165,139677.01903,217216.43464,295144.89602,374650.55431000004,455224.99607,539902.28641,622904.6541200001,701727.55618,786818.5700000001,871096.73703,943048.5609500001,88977.88708999999,167925.65566,262696.65787,352006.46226999996,440639.42463,541240.6874299999,622822.765,702197.74645,780893.4057799999,874966.6465599999,956241.6868799999,1078914.08863,125693.98868000001,222880.80746,361326.75903,469291.49223000003,601457.1658,739993.51489,889652.1094900001,1015759.8644099999,1148124.39907,1285563.9136899998,1423516.06399,1579838.74379,158437.25147999998,300537.71128
bta bank,35035.31541,2476.45121,4795.76291,7236.97886,9633.70068,12153.45567,14614.29051,17240.95964,20060.26212,22828.807520000002,25677.884899999997,28245.448549999997,30958.76721,2791.09225,5265.044620000001,7697.95773,9893.90867,12173.85303,14285.91513,16460.104789999998,18521.38414,20428.23472,22272.68417,24181.70641,26152.30051,2237.16341,4004.90304,5224.647489999999,4287.98733,6900.03836,13597.69124,16124.249639999998,18714.62077,21219.18316,23805.00163,26350.71688,28871.260870000002,2374.37092,4494.192499999999,6737.67641,8866.44699,11049.87807,13728.61759,17008.67355,20588.22498,23313.98718,26247.2514,29478.159300000003,33126.97677,3830.83825,7243.88035,10969.48115,14164.880580000001,17322.51989,20349.601369999997,23499.55963,26555.621649999997,29510.20951,32570.382299999997,35496.977739999995,38728.34203,3738.97687,6787.86176
cb accordbank,71176.04514,10943.51903,20426.91733,31051.74985,42164.46694,53228.0983,61016.59144,72778.45992,85458.30001,98755.26037999999,113851.38499,126643.40835,141430.23278000002,14904.54212,27822.051330000002,40667.58651,54103.355559999996,69832.53259,86873.93606,106950.69347,129644.26925999999,152471.31181,175041.09789,202504.81323,233200.25689,37110.05518,72857.9513,110398.68969,147756.88826,185493.97188,228077.42038,276907.67067,323602.57616,366813.12162,418189.27080999996,483279.36632000003,550680.90019,66145.67472,115489.9635,163541.16915,218369.58526000002,270786.8927,284944.07779,288632.20535,303825.86754,323825.02015,346831.74064000003,372515.57707,410418.64699000004,42512.568459999995,75198.08469,120352.62984000001,159677.88367,213806.60499000002,295831.104,370700.84216999996,462210.13139,547756.10431,632821.51917,726458.58492,826777.2384700001,114498.10132999999,218665.58482
cb globus,99748.34814,10654.49921,19352.50865,29029.15264,38956.0245,49545.72256,60597.663,75554.63372,90055.59466,105055.95596,118498.74997,132338.65326,148700.36217,16883.25847,35507.00125,58125.12531,80732.69804,103095.58894,126209.48327000001,152280.81755,178036.52052999998,203312.37607,229432.4802,254558.37357,289160.54777,33610.00729,65330.08314,102507.42808,137611.67750000002,174808.95205,212626.34472,253754.59855,295063.28765,335097.96815,374709.32342,416385.65867,456835.74513,46479.99607,87595.7301,129822.50754,163531.01597,197349.32582,220745.83361,237505.13482,237360.60087999998,264573.6445,290343.84259,314834.50359,346062.15472999995,47336.28504,77838.10024,114179.85854,149414.73771,198290.05218,240185.70708,287943.75596,344953.64018,400440.44893,450581.79424,503097.93581999996,547242.94202,52961.393110000005,97931.24942000001
cb privatbank,16767464.776,1709657.74538,3163425.54223,4897292.67787,6497732.4106,8209241.13312,9825782.57434,11462001.5404,13097892.02112,14681270.89343,16311268.74394,17976361.49386,19666809.25846,1796027.70291,3422395.89664,5217613.01226,7038161.23147,8880096.75316,10570106.223410001,12345446.195489999,14092739.12189,15847590.9925,17699452.443040002,19588743.91425,21601641.48997,2087437.06578,4097237.3318,6345306.07599,8610532.21699,10965952.47951,13329861.054569999,15818669.46158,18391447.94949,21002208.45304,23658642.324249998,26425680.84452,29316918.577010002,2945531.66552,5701674.50182,7271197.82738,9771114.53346,12446121.72502,15360509.0161,18689431.330169998,22146961.91227,26249417.446110003,30458852.46415,34997260.42135,39917416.53672,4886070.54623,9116563.72799,13765607.68834,18345853.39815,23092179.32197,27858211.001569998,32878939.39118,37979702.53635,43176570.61999,48392705.387889996,53806229.82687,59620968.63254,5603653.98963,10618993.15315
citibank,1494403.75885,176668.7128,321954.50246,477285.91553,635966.18592,805669.79597,968717.6551,1132721.26571,1281779.20242,1436253.41377,1603729.94969,1755095.23682,1921891.32294,197901.27232000002,362441.83402999997,501815.75668,606286.40314,690572.5444700001,778768.68535,869518.43489,968553.15186,1064649.12814,1159442.46282,1248536.8677700001,1339974.2782,94969.7659,173829.7386,271988.25906,374584.02812000003,485685.00471999997,596511.37251,730115.84429,874127.76176,1029842.23462,1200157.67652,1374307.2848,1543569.88019,175760.18998,320130.92091,439927.72624000005,562987.2936399999,749760.9773299999,1059062.51953,1471020.60396,1966962.57088,2463523.04356,2988815.2956600003,3523561.84462,4116983.8831300004,621836.98466,1159777.57937,1775031.86368,2350823.5418999996,2950718.43033,3540877.9248699998,4154508.2357900003,4779154.13521,5397728.16692,6026902.2413800005,6632192.59219,7225371.55154,577864.7289100001,1115005.23095
clearing house,104527.61107,7684.79198,17468.90764,27761.91751,40164.34309,51474.55965,62427.53074,70531.76723,79333.03072,87570.00370999999,95611.14729000001,105411.32987,118175.23579,9247.200579999999,20024.69211,31039.613589999997,42280.17571,54777.97718,65853.43717,75308.73733999999,84908.50163,95123.74459,107873.20963000001,121736.28766999999,135412.43329,12213.54964,24632.89205,38771.67376,53320.50021,69953.49893,86652.29593,106500.14355000001,124335.04498,141598.50302,159599.50233999998,179319.24251,200112.24680999998,20745.61828,40496.78556,62897.428920000006,83235.63446999999,103078.40953,123821.47365,145056.81526,171677.75537,198253.74622,225247.27142,255058.72673999998,293315.34549000004,41115.095760000004,78878.11273,125905.14465,162924.45788,197657.27271,231365.98760000002,264668.22507,302245.63395,334786.23381,367269.63161,398719.98561,431500.93475,34985.82099,64781.60647
cominvestbank,53882.68434,4086.45935,5600.38617,8485.82924,12547.7988,13632.77055,16320.37109,18993.65243,25989.31598,28247.23158,30983.76652,33022.42227,31587.971459999997,2684.8634100000004,4863.18092,6764.74424,8075.52454,9970.43863,11495.40858,11652.07155,13281.0293,15342.45521,17823.702269999998,20347.73239,23629.06413,2476.6628100000003,4415.8097,6200.96764,7311.13043,8855.248870000001,9748.03298,11266.09643,11713.718569999999,12047.32141,12948.070389999999,13464.83755,14671.97676,1384.34249,2085.66606,2270.67386,2889.50194,3356.98217,5077.7006599999995,7192.74302,9302.46412,12461.77353,16446.429210000002,21164.78013,26498.943489999998,4466.15323,8008.376560000001,10772.979790000001,14091.932359999999,17595.73332,21197.852300000002,24857.073620000003,27957.30495,30669.65939,32768.82817,34722.01537,36842.4829,1931.76908,3350.14223
credit agricole bank,2329614.88125,209025.80414,404519.85677,607413.69927,810451.33873,1011571.67167,1198207.94816,1394550.14251,1585898.22571,1787490.1099999999,1999951.04509,2209143.91236,2531153.4882300003,219828.66457,421073.45719,619554.01254,829249.4964,1013907.5476,1193020.73189,1387613.91723,1580898.2113899998,1775245.3265799999,1985420.1344799998,2190386.85096,2419199.6720000003,224949.99949999998,436966.94552999997,662377.7816100001,894872.81533,1128853.84258,1363528.5374699999,1622283.20656,1873447.77669,2121187.06416,2391335.92756,2667914.24137,2972449.58759,302149.65959,583719.41449,901403.2834099999,1235728.4162599999,1588218.5863100002,2051272.3625899998,2521011.0237499997,3012508.55321,3537878.85958,4105341.40122,4685699.04791,5291899.34682,601048.25512,1151076.1207299998,1772483.43989,2389367.35353,3018514.8586,3701410.7663700003,4434843.77169,5165384.54839,5815180.61028,6501134.245829999,7182768.83355,7888415.09224,747240.2972700001,1472464.33757
credit europe bank,74581.2908,6038.32298,10899.30109,17152.61532,23380.38279,29944.24458,35983.97049,41950.5018,48302.676490000005,54734.40579,61735.92413,69600.42094000001,76525.72714,7419.92575,15071.67441,21391.85467,27553.18167,33475.259710000006,39337.69416,44967.92147,50903.55665,56549.157880000006,62390.78877,68052.06554,74054.63489,6020.18464,11058.89132,19901.823409999997,23392.05672,29696.52764,35621.761130000006,41979.09485,48435.00593,54961.73618,61919.8776,68775.58214,75525.55552,6567.8092,12222.562290000002,17413.72198,22185.79575,26111.11382,32731.312719999998,40371.60073,44041.05601,52644.06207,62526.25316,71625.09828,81291.08221,13810.81876,24982.44889,36890.274580000005,47376.079359999996,57715.034,68280.10197999999,79858.14977,90906.88790999999,101028.99828,111425.69702,121611.20521,131858.22160000002,9829.92366,20154.96891
creditwest bank,109495.00818,9486.87976,17624.40423,26605.49964,35728.42573,45172.19722,54797.23852,64246.40002,73676.79902,82884.02648999999,92844.68424,102644.5341,113174.2066,9613.93253,19341.33095,29875.266929999998,39846.3222,50117.83681,59989.754,69790.20310999999,79054.41931,87284.75727999999,95859.41757,104596.71962,114177.45553,9852.62674,18341.83043,27505.88738,35718.58311,44737.37176,53931.12489,63965.42586,73325.87332,81802.16188,90211.57992,98916.76702,108591.88554,9487.90372,16860.86944,24925.8069,32094.18455,38523.06922,42443.37607,46764.581640000004,52340.64188,57675.2963,63678.02258,69810.9224,76531.49113000001,8012.159119999999,13754.46621,20726.78071,28175.253380000002,37446.692149999995,47056.01845,57229.62115,67909.62757,78160.79388,87242.49716,97794.08822,108763.26819,9719.6608,19861.69785
crystalbank,117733.02871,10875.73217,21132.45432,32543.98065,42948.49335,54973.34675,67475.9701,77420.30366,87573.6921,98428.44128999999,108286.46039000001,116333.93336000001,124960.8678,10072.48494,19268.38013,29869.85355,39024.06849,49524.446679999994,57980.46731,66643.26547,76711.48624,87376.34863,99374.01676,110762.58622,123714.41116,12958.07575,26579.61586,44371.22911,62322.58231,81318.6996,98378.00590999999,117769.27737,137264.67343999998,156558.71938999998,179804.61729999998,198825.48889,217051.87524,18253.095999999998,34611.372129999996,48359.06832,61013.18589,73341.51183,78646.34843,85939.84887,96765.83867,105533.21549999999,118400.44138,145185.12993,173939.2935,28500.5989,53871.642029999995,83834.05494999999,98990.96188999999,114517.90581,130679.18985,149116.25419,167793.81832000002,185090.74911,203169.20275,220245.96549,240452.54006,19731.57252,36319.403119999995
deutsche bank dbu,136401.59306,15393.32504,26396.2941,37756.5978,51996.45076,62387.39291,72800.17978,84741.16725,95212.76953,105229.35785,116308.66153,126254.1615,136004.50673,11219.59202,19825.60368,29571.71049,38288.97635,45261.487850000005,50561.24725,55916.712080000005,61229.33072,66410.44176,73992.29542000001,79502.02108,88847.06636999999,7487.268730000001,15152.26744,23731.289149999997,35986.26163,46331.62737,56049.790479999996,66054.55124,75698.29716,84807.83115,96101.65909,105362.51877,115559.85002,11506.011989999999,21000.89153,35706.76531,51525.16683,70477.99632,104537.11828,142931.764,179500.40192,216164.07520000002,257288.02997999996,299757.84872,344979.50482,42671.83831,79367.85492,119701.78547999999,156568.39568999998,194903.72293,235763.19478,272999.4032,308516.85763,340218.80829,376933.72273,414549.39713,456861.19633,37824.91494,74968.65451
