Bank,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01
bank avangard,155536.57644,3128.01176,6112.7212,9329.79792,12740.50495,15636.06143,48130.36427,80870.22996,83944.77982,86427.75127000001,89012.99234,91726.04531,128558.56516,2929.0075899999997,6178.02517,8998.48263,12559.16471,15502.46555,18510.207860000002,21357.68509,24150.87491,27179.42091,30243.53042,33191.44022,84850.15744000001,3658.07736,6690.66537,10484.508240000001,13963.4211,17338.17241,20483.03093,23802.97208,27137.41145,31397.11333,34853.7326,38554.987850000005,47696.2361,4251.55696,10755.64851,12022.30234,21110.34492,24397.17236,28041.898289999997,30823.720260000002,34511.99759,43297.96657,327230.74718999997,332333.45116,659027.97168,4858.1015,9594.60956,16419.50215,21308.712969999997,26605.568219999997,37445.83695,42113.48429,50575.203330000004,56676.74174,63287.55439,69468.58833,175430.30378000002,7146.14509,23719.33692
bank credit dnipro,600608.7704,45813.68797,94574.84052,149247.57962,201885.14396,254291.49677,301658.2294,348531.03793,394273.11865,443084.16657999996,490089.89394000004,542306.3132900001,660483.5652399999,41410.17044,87397.17502000001,137152.99255,180312.85023,227754.25251,277800.14566,320407.01644000004,381361.45883,424293.11437,469151.37643,513662.06118,758396.54934,54294.08726,95186.20335,147653.90084000002,216674.85679000002,264986.066,322319.63224999997,375940.13412,428720.02752999996,485889.42484,546169.47462,685877.2355,900966.03666,64602.33538,155683.4329,196414.74117999998,235766.7882,278503.7527,323187.32489,390944.22695,448635.56798,520120.48835999996,580617.85205,644214.72008,909286.81653,55159.17272,108892.68254,173822.34751,249846.54164,327729.67277,400671.84738,468597.7132,529003.4206000001,594241.29298,660779.39827,727967.06324,906254.4662,75395.72173,144757.51984
bank familny,20215.41321,2126.44655,4186.40778,6465.0253,8965.76738,10790.16559,12606.89051,16387.64925,18435.43776,18510.78371,21079.749880000003,23066.879019999997,25347.346129999998,2383.0173600000003,5491.23768,7885.5737899999995,10576.42497,12895.99412,15637.10762,18350.90915,20647.000930000002,23060.68685,25810.74308,28059.769920000002,31297.05165,14455.62119,17511.86941,20952.06233,24338.70837,27315.88146,30308.48532,33330.59536,36381.275870000005,39542.42414,42479.08597,45779.776470000004,49205.629539999994,2791.7144399999997,6425.29763,9120.00475,11829.99588,14372.384090000001,17614.95717,20474.996900000002,23183.65777,26370.13148,29329.31597,32733.54261,36795.39282,3381.99787,6759.85471,10288.58138,13925.159660000001,17103.04236,20800.37099,24182.47405,27886.32332,31107.02796,34598.44034,37863.47721,43741.39466,3696.11858,7718.95031
bank for investments and savings,442573.61676,41166.64999,84444.25147,125142.84453,169091.86689,210428.25621,250286.6055,291735.38251,334390.15784999996,377120.93198999995,423881.35870000004,469269.97829,521456.7825300001,45283.1682,94117.40775,153732.63472,200073.33646000002,245759.21461,291731.35499,344893.85300999996,395867.73228,447476.01115,494456.55677,539541.05498,588374.40637,38388.86891,77222.21078,119102.80948000001,160068.41564000002,202521.21805999998,246193.14227,290903.22691,336348.50968,390489.97191,434808.70124,479336.11973000003,522067.19498,32169.9312,62189.04321,84624.30365,105468.42223,129186.93056000001,153172.04015,176590.10955,205865.78546,229797.6375,252671.00665,277181.05653,302942.92189,22821.03098,45931.89675,70478.39048,93541.41835,117139.36648000001,140565.05421,162647.63355,187869.1546,212738.74102,236739.15815,262796.13892999996,297964.1216,25697.57918,52186.98262
bank grant,97666.17737,9565.7591,18944.08574,28899.05276,38842.31056,48860.27972,58202.2838,67822.56435,77003.99875,85295.07629,94896.46064,103848.84517,113178.86584,9068.228570000001,18124.21819,29063.88561,38246.926029999995,46960.7259,56323.09773,66738.28033,75842.46965,85097.51566,94544.37735000001,104668.20688,116213.08736,9765.71054,20294.97368,30695.28012,40970.07639,51480.508180000004,63005.54589,74478.80729000001,85062.07793,96273.44965000001,107830.90296,120440.96743,133956.01458,11550.41403,23341.62454,32250.91554,41301.4788,48170.83337,61492.744020000006,75920.55926000001,85066.53880000001,94124.68262,103702.51977,125112.71062,154885.83166,10466.531420000001,21742.41982,33264.559230000006,45235.89469,56036.34841,68993.97270999999,81299.33528,92705.17728,105424.76082,120649.29789,137224.65876999998,155251.08912,17614.85716,36427.254759999996
bank portal,33018.79642,2628.36378,5626.30124,8582.31619,11302.76307,14042.16259,16165.01705,18642.24311,20893.56086,23405.785040000002,25718.36475,28650.00619,32099.386440000002,3374.97824,6205.56005,9347.68685,12403.828739999999,14858.74553,17492.25513,20021.709179999998,22943.46973,25003.28096,27254.939319999998,29151.021249999998,31963.55798,3379.5160100000003,5608.69344,9156.30398,12940.9513,15445.14423,17896.461,20233.65649,22523.16772,24825.99425,27542.66876,30265.88585,33193.88552,2390.3201599999998,5230.22121,7426.7307200000005,9628.2986,11750.55135,16253.0227,18903.95444,21163.86854,23481.046970000003,25474.603160000002,28163.63148,31367.969989999998,2445.0012,5142.27713,7604.98522,10427.0499,13392.50953,16301.692249999998,19095.84241,22551.60119,25217.736989999998,28287.72207,30935.49923,36023.44949,3078.7553399999997,5995.66506
bank trust-capital,,,,,,,,22288.09439,25093.6698,27762.7521,31540.580429999998,34283.69081,44279.32151,2683.6246199999996,5552.4435,8403.3519,11378.850919999999,14054.261199999999,17551.42568,23685.235370000002,26748.756749999997,29864.82715,32835.1904,36205.05853,39393.577639999996,3190.7786499999997,6233.7875,9263.3471,12882.59404,15919.55273,18732.243319999998,21458.965790000002,24124.50656,26989.34813,29794.16379,32679.26149,36162.57087,3125.92668,6474.138080000001,9754.7403,12069.27842,14594.50972,17427.64695,21079.161060000002,24105.62642,27190.55256,30477.624089999998,34449.06627,41860.59169,4187.7541599999995,8296.43843,12508.63511,17097.59552,19050.74145,23290.506830000002,27409.809119999998,31519.443379999997,35302.0536,38947.33385,42386.80143,47426.91638,3787.77738,7580.2998800000005
bank ukrainian capital,,,,,,,,61475.3488,68206.03736,82441.48356,88579.39451999999,93812.09005,120371.96582999999,7274.3674900000005,13447.99301,20599.91849,28545.41544,33656.43336,39128.797300000006,46382.24939,52548.94015,61252.275429999994,65557.72706,72216.99848,103914.40869,10114.85473,18547.620899999998,28238.5607,39067.95793,49106.69071,58957.64693,74344.18893,85477.2375,100916.03127,114259.69542999999,126306.60923,157993.32824,14004.83521,24605.14,34014.20576999999,39811.80471,46429.78858,51854.11538,56942.0321,64513.37038,71495.57204,87277.82687,100299.66455999999,112602.60465000001,7275.392669999999,18080.25394,30622.31252,41749.256590000005,50547.60833,61996.03244,74358.43560000001,86945.56815,103034.00112,113858.24554,123170.74059,149803.00410000002,8489.538100000002,17165.27901
bank vostok,742037.32329,70171.12795,135895.17408,205113.2045,280090.64743,357791.13895,426600.47629,494797.02932,563730.63839,639205.3322599999,716286.79761,804221.06118,899111.92632,87654.44459,172580.23599000002,270575.95945,352437.31115,427548.19124,514080.32863000006,609810.24741,708717.82622,810765.99011,919311.89802,1014063.25545,1080021.2423699999,86671.70763,185134.24942,284236.65338000003,389821.12986,494590.57343,603822.84186,716456.02204,832602.08931,939702.84393,1049251.91922,1161334.14723,1282805.92127,120064.77389,234495.06967,319659.02619,409902.25873999996,490678.66172,578170.81062,668610.1940199999,766591.72598,849608.8549,941419.8389099999,1073478.77755,1188793.57564,97763.51692,198430.14731,312961.24853,429737.50693,560216.84694,689223.977,808475.8469700001,949217.18748,1078315.50122,1211193.4953,1362361.1974499999,1546562.5334700001,145169.07728,297726.99825
bta bank,186598.38527,8433.28349,16989.3053,20819.7651,27601.78585,34640.67221,40918.72439,52582.7342,60678.91946999999,69113.88631,75696.61077,83327.57290000001,103140.77567,6493.898910000001,17492.72088,27310.93761,34187.66753,41310.73611,48171.674699999996,75979.13655000001,83030.96361,89896.69191,96777.56524,103780.9878,123224.47408,6184.82016,12573.64797,18292.00791,24575.328169999997,30331.172179999998,35660.988529999995,41055.77654,46337.85906,51706.00475,57015.31534,62474.372359999994,68723.50285,5504.38828,11051.03406,21042.81134,26720.15319,31584.10981,37067.74843,42610.315,48265.232339999995,54141.24167,59854.32883,65844.72593,73279.33827,6176.41803,12429.17094,18538.30679,25158.80289,31848.207469999998,38123.54886,44385.35802,50789.767329999995,57070.40398,63543.62135,69763.55605,78769.45376,6333.58869,12579.28411
cb accordbank,202233.57754,23028.21901,42578.82684,70311.24462,92469.12556,115474.85129,141677.97941,172718.8809,196126.46507,225720.41156,260202.44874000002,288169.20598,326031.15001,32761.79682,61809.47406,106238.40681999999,135774.61919,163631.12548000002,194370.54380999997,224028.92727,268984.54056999995,313086.83727,368589.78891999996,478497.26709,516521.02544,55989.987890000004,95262.666,144749.97635,187518.24354999998,232479.22143,276987.92776,350753.77391,423697.23046,486584.1307,540082.13483,590707.19543,688202.82608,64853.70598,143911.23872,200219.95365,242853.03619,307580.29247000004,362790.69538,430090.56233,497249.55365,573282.90699,669021.27751,758301.89528,858746.18286,93346.80743,186261.75286,271991.86818,357536.10975,457898.7353,592569.41638,682328.2256799999,844891.3697,975720.7266200001,1097116.45634,1229725.60608,1418679.62342,124944.05494,265214.56315
cb globus,395746.7462,21441.6439,46853.08588,74736.56163,98773.09581,121002.57295,144030.95942,176679.51582,209972.62885,239484.60549000002,272002.98485,304528.69048000005,331855.25221,23016.254979999998,53018.50689,85978.23773000001,116740.50826,154325.66327000002,187279.03466,230349.03344,260131.17108,356663.37886999996,406969.84655,439481.45589,486684.97683,34142.61894,74652.43875999999,122322.12901,167747.79759,208504.64604999998,253020.06473,308628.36731,358068.45405,401561.53709,441587.91187,482244.11593,553343.72692,48350.42155,124141.44577,166588.51336,189855.47165,217198.99114,245629.649,275719.66842,308086.66864000005,348875.41004000005,391662.28862999997,432914.84596,485137.63353,42251.10465,109194.78651,167495.92086,225847.23774,297971.9185,367744.56823000003,437471.83890000003,500772.86787,575793.7470399999,647206.15969,724224.6391500001,832064.77741,54743.55391,112939.76282
cb privatbank,13543308.47741,771900.4468,1698801.79411,2856002.64031,3928425.24227,5093836.28743,6223316.74777,7280511.15731,8403629.088890001,9691591.95614,10849563.34094,12065066.35412,14662272.68285,983367.41251,2369162.68412,3853542.9701500004,5222144.441430001,6560289.14375,7817004.24488,9098963.434519999,10717263.94841,12208966.185999999,13804627.24259,15246577.23204,18597412.23891,1158649.52614,2543364.84157,4107785.1427200004,5718743.145520001,7312011.1659,8829567.16957,10362581.16884,11742676.08653,13292245.64765,15009802.80845,16725729.05859,21569398.205649998,1289728.2238,3021568.65002,4970589.22412,6870658.84028,8318603.041680001,10520800.83358,11602852.77624,13206753.15092,15077453.176110001,17048434.34874,19016882.76532,22233786.47069,1366921.09596,2968902.3538100002,4969906.817989999,7042535.03804,8868843.08363,11195781.76946,13018842.88823,15005528.656730002,17126554.93726,18999258.43237,21010655.22835,24372509.59046,1759845.3178899998,3605829.4928099997
citibank,259869.82201,17494.53458,38741.53228,60555.7591,82221.31154,105728.0603,128156.53305,150718.30976,171407.28595,189057.26658,209309.83799,235892.22207,275725.03884999995,21674.82133,43240.40859,67593.86438,92398.63705,115740.74713999999,139819.23257,166357.38767,190948.86602,217153.837,241523.31808,267254.94022,299032.12677,26636.8937,51748.98498,79328.81168,111057.27427,136604.40383,166651.16612,190874.42974999998,216835.83999,242926.46193,272746.25552999997,305917.74223,349658.55682,30985.14127,109933.82502999999,154039.44879,207107.00202,267151.21151,327699.17746,379217.21971,436703.57840999996,492583.83654,564113.04127,619468.06683,855915.4831,59434.931710000004,119388.02560000001,238833.40952000002,299160.51109,400316.85734,543671.70632,617917.08629,710477.31273,809566.80325,903218.11085,1023671.3605300001,1189023.1343699999,69770.07858999999,121195.83236
clearing house,111651.73316,9507.30368,18435.68993,29053.06344,39011.60656,48765.98268,59068.29664,70903.39454,80349.05145,91291.08386,102740.39808,113705.26452,135017.24583,11596.3506,22891.63651,35069.81405,46286.54993,57324.07998,69093.94700999999,81162.61407000001,92907.19608000001,106186.86683,120237.72078999999,134176.20294,156960.53581,13499.394620000001,27940.5255,43725.40496,58285.57808,73707.35835000001,91918.22456,107034.31683,121447.96898,138333.44868,155225.22279,180208.3474,203091.55249,20640.09201,38107.171039999994,67543.4849,81835.85835,98228.72588,115348.79451,129882.47189,145088.82328,164539.01359,183242.67019,202042.90836,232160.50548999998,14974.58626,31845.001679999998,51187.1707,67485.76912,90172.76142,109348.24066,127840.02509,145320.67238,169782.57965,190434.68792,211205.00433999998,250036.10196,18326.53467,42853.66559
cominvestbank,182207.96685,11686.17579,23230.21723,34565.77464,45751.25912,65501.96277,76966.29646,90896.46473,112186.87855000001,122268.58032,136777.90815,145602.53668,160012.42241,9103.422460000002,18949.23836,27878.92378,36471.70895,45387.68216,54974.74737999999,65964.88784,74592.77668,83208.93569,92955.84282,100641.26489,124840.62,7834.40424,14864.463029999999,24553.10371,30469.64712,34545.72874,39135.78832,48211.576559999994,57535.750700000004,66719.68467,74576.16252,80066.15037999999,88579.32577,7639.15684,14629.773780000001,21696.81669,30800.382410000002,38661.90316,45631.45367,54964.85476,71133.08767,78235.6519,88484.68124,95998.88249,108619.77143,7091.360629999999,16876.85975,23780.16981,33827.38221,44944.483120000004,53194.849949999996,61273.15857,68335.63012,75856.41209000001,84497.82793999999,92109.55726999999,114431.8704,5840.62256,15296.530349999999
credit agricole bank,1483704.04822,137164.81433,272709.45024,404068.43112,547950.20227,694093.20826,846454.88628,1002559.97384,1142035.77453,1290593.1166299998,1430484.89567,1576958.91088,1725515.30759,161213.47021,321449.71244,490674.63283,658850.32954,813382.64782,977240.5443899999,1136690.38088,1292376.8940899998,1467015.80402,1636593.1553,1795631.69658,1986437.09953,167665.63273,334122.78321,500897.09551,669876.86804,836397.35778,1013993.3790300001,1181135.13947,1352148.5645400002,1544538.63054,1721953.36574,1914032.82168,2140498.41569,174161.37625,353376.9082,543152.63335,716514.10934,890347.79499,1091077.4189199999,1260954.48897,1431680.6649099998,1617137.94734,1791341.75135,1957883.37978,2149960.4547200003,198489.65898,387636.05165000004,600546.44541,805473.76593,1011807.2323,1232286.7724600001,1462382.62299,1682209.5227299999,1910328.88829,2140211.39617,2367726.27778,2628241.27529,204803.66483,418118.8078
credit europe bank,75102.40198,3827.43276,7714.59821,12053.01626,16058.17528,20856.12193,23338.11535,38828.39321,43243.307,48921.85179,54441.056690000005,62831.21048,70082.71404,3811.94473,8664.48181,13929.72559,18270.31938,22029.48132,25986.85716,30308.78144,36202.31717,42380.11309,45970.456679999996,49628.57502,54716.8754,3597.5912399999997,7314.4028,11210.313960000001,15933.48143,19846.955779999997,23785.38998,27603.97927,31248.611879999997,35367.4368,39225.70468,43480.7743,48504.24238,3515.25247,8985.1442,14241.19771,15428.233090000002,17685.37859,20641.51354,28380.728990000003,32198.78817,37076.328429999994,42964.28298,48123.36364,53683.137969999996,4381.9447,9045.37938,11946.76828,15283.63424,23202.14565,27649.474349999997,32919.82109,37661.776860000005,43120.479400000004,47309.86718,51579.22721,70759.46009000001,4100.66414,8637.51792
creditwest bank,91092.64926,6323.95612,14044.79732,20988.20723,28015.57478,35282.44688,42786.49856,58043.78258,68264.80431,74671.25652,84208.7436,90942.71246,104514.54959,8624.24831,17060.23613,25078.163539999998,33948.9372,42771.90541,50590.53471,59949.56819,67648.84449999999,76647.96708,85101.52997,93353.41151,106608.73341999999,8217.53354,16975.2146,25523.86439,35590.46326,44507.40012,53036.16921,61944.12575,70291.9978,79561.04478,88269.53163,98381.92521,111746.18003,10013.27524,19858.84622,27879.772979999998,36134.62015,44763.54937,53165.26717,60983.57816,69757.15866999999,78367.96538,87285.02846,96611.7335,107145.16956,8864.1913,17994.8577,27347.539699999998,38237.795210000004,48069.260720000006,58329.89121,67080.95321,75563.64222000001,84751.93294,94639.94993999999,104399.28116,133542.03045,11258.39099,22410.09133
crystalbank,164867.72056,12188.22578,26840.22332,41506.3264,56727.20819,71969.03521,88364.53405,103565.30055,120430.16326999999,137270.95355,153950.03921,170619.73807000002,191196.34726,15927.83002,31991.50372,47513.9319,61140.87512,80599.59833000001,97247.62887999999,112428.40552,127272.83237999999,143329.06571999998,158659.50115999999,172897.2024,194139.11586,14408.02219,30034.98675,47924.11423,65580.1975,84911.78422999999,103553.07009000001,127225.11233999999,144261.85624,160902.0856,179805.8379,196447.71105,220924.47344,16650.49428,34960.93595,47184.90726,59196.44693,71447.63862000001,84493.44922000001,97431.33871000001,112073.00742,126886.22437,143080.57056999998,160319.83238,183508.30132,16358.374210000002,34437.34176,53678.84541,70138.12539,87082.91998,105487.81739,124125.71042,144054.82184,164350.38843000002,188475.42899000001,210810.45216000002,238838.8868,19559.64955,42570.04861
deutsche bank dbu,105306.43021,6097.08874,13848.64705,24793.09996,34164.50861,43414.29396,52343.05315,60260.95683,68190.07449,75473.85355,84446.9085,98058.99671,108309.02256,7733.67331,15079.476079999999,23938.97339,28191.34864,38497.90392,46985.63737,57577.55603,68767.66445,77684.0868,86487.85719,98911.5022,113953.21395,7958.18463,16761.60987,26908.54993,38016.117029999994,49463.194780000005,63792.89556,74352.87501999999,85749.37159,97193.10276000001,104124.8484,121184.70845,144781.13032999999,8147.325000000001,17020.106030000003,30625.17237,54923.85553,68853.24287,82240.62702,93448.28047999999,108759.62405999999,120643.46908000001,133988.55191,149768.01678,168448.47794,12249.25669,23875.451810000002,40902.58226,56872.914039999996,71859.15944,85664.75334000001,100263.46346,111489.32431,121982.56416,143307.55154,158031.04251,182068.44706,13450.215699999999,32372.786519999998
eib,,,,,,,,30032.18241,34951.40797,39799.18346,44591.37983,49995.78076,55238.129720000004,4843.37575,10987.65452,16275.557219999999,22947.28644,29544.902860000002,36387.20503,42148.67185,47458.568,53736.5498,62047.582319999994,68964.16644,75898.56259,5549.11707,11879.55793,19029.551349999998,25676.672010000002,33049.88276,39995.58995,46602.87017,52512.0627,58930.075189999996,64947.95626,72092.88225,79503.71336000001,6812.1915,13568.86016,20167.08891,26462.272670000002,33063.058730000004,39562.16068,46554.79002,53202.75161,60180.50483,67498.12145,75280.68838,83123.89317,6965.5123699999995,15194.157369999999,22834.89704,30602.54145,38491.19723,46140.26544,53751.97161,61732.367510000004,69721.33975,78632.49261999999,87524.74927999999,99441.64822,9269.79586,19151.18048
