date,cb privatbank,credit agricole bank,fuib,kredobank,oschadbank,otp bank,pivdennyi bank,raiffeisen bank,sense bank,ukrsibbank,universal bank
2019-02-01,0.0027557573737094,0.0052253674888754,0.0072541391325697,0.0063579185280307,0.0061250336901842,0.0072550620833465,0.0043850417546106,0.0070559702871264,0.0046099746620996,0.0062111503834001,0.0055497558189618
2019-04-01,0.0030444085888636,0.0054230278969486,0.0073406013791396,0.006603452041002,0.0017878530305112,0.0072239837459944,0.0034010211203223,0.00748076524287,0.0045161545443241,0.0068640581962025,0.0063173595102233
2019-05-01,0.0032824239811811,0.0052538920783761,0.0071456432209991,0.0061635704931584,0.0015340230095967,0.0077621047404133,0.0039988453462366,0.0072993015905733,0.004788419173776,0.007077538891125,0.0068437084581246
2019-06-01,0.0031090476755906,0.0048415453712513,0.0072200018117712,0.0068210115614882,0.0014408778914825,0.0069597380776941,0.00340588707058,0.0073408628341442,0.0046533147772339,0.0065770659707911,0.0071138179697039
2019-07-01,0.0031319889805233,0.0049045019246497,0.0083100831913988,0.0070683537493112,0.0015710841028333,0.0072107547999065,0.0039291253239564,0.0070996767318241,0.0044174408036345,0.0063161930804284,0.0075743084049682
2019-08-01,0.0031604539879497,0.0049448480314519,0.0077266738712434,0.0072298001360538,0.0011955797997453,0.0065753096970333,0.0036305232189938,0.0073792587820202,0.004406398141616,0.0063856360387521,0.0080292009494009
2019-09-01,0.0029930937398417,0.0051214472908727,0.007433552463551,0.0068998292770761,0.001590093320699,0.0065889881788244,0.0035591079576485,0.00710335314329,0.0047810974784727,0.0064906484999457,0.0081876896024875
2019-10-01,0.0031003524707711,0.0055747506897498,0.00845353511229,0.0068534532880022,0.001636669850881,0.0072218427466937,0.0033305283953257,0.0075075090484477,0.0050878886188612,0.0060722946256324,0.0086626967934981
2019-11-01,0.0031234253103571,0.0052186450802326,0.0082377413428233,0.0068822955357967,0.0015087970425582,0.0066593219799489,0.0033015599849652,0.0071120241700654,0.0039504552352784,0.0059051357532592,0.0084255006971144
2019-12-01,0.0031330566631549,0.0081743385310296,0.0065202088665744,0.0072993955242775,0.0015275840809034,0.0071201126217636,0.0042778992379705,0.0074634225382693,0.0025601766581641,0.0059740547512925,0.0082766362239445
2020-01-01,0.0032533308309467,0.0059023934884828,0.009181501451683,0.0071422091577836,0.001669000526606,0.0063414928161376,0.0037804462831859,0.006668485495337,0.0047405868016111,0.0059947395333952,0.0087570027861256
2020-02-01,0.0029284863302751,0.0049823330276482,0.0085577761106552,0.0066861843441807,0.0013234320589106,0.0059544029072339,0.0039142198195203,0.0066297562919162,0.0064469317030018,0.0052002485784273,0.0080208004266047
2020-03-01,0.0032017402430762,0.0046951435134053,0.0088933966052262,0.0072355979073368,0.0016426887592889,0.0063554439061463,0.0038801306324455,0.0068167447713788,0.0043604852963363,0.0054338343951413,0.0072850817372636
2020-04-01,0.0031822227556372,0.0046343832044257,0.0083455960062735,0.0064756174810466,0.0018148130031883,0.0054412242495354,0.0035416217894793,0.0061886554857685,0.003850473778874,0.0050782443688757,0.0070759414013919
2020-05-01,0.0031712822253559,0.0041674117890756,0.0076926961391468,0.0071769160262904,0.0020001861016539,0.0052941332477563,0.0046738637266725,0.0066098086073248,0.0040561034052454,0.0047660495471475,0.0068938709193199
2020-06-01,0.0028615614711807,0.0040677528332977,0.0074354004784273,0.0067675781814886,0.0022617364680251,0.0049834913376415,0.0060851437544454,0.0060640654254114,0.0042344165254867,0.0041008125273853,0.0067606437741672
2020-07-01,0.0030801144470476,0.0043689362412879,0.008134416315014,0.0071354952693873,0.0030909694095577,0.0054142012828887,0.0055429304200147,0.0060260452945525,0.0040317391699101,0.0038424677147195,0.0073782111098204
2020-09-01,0.0029647955371898,0.0040756023233167,0.0083225747072641,0.0066448152778,0.0021379079081971,0.0047542240899443,0.0042136512957087,0.0054624727192214,0.0041292432899246,0.0038736978105531,0.007427683745675
2020-10-01,0.00308568906435,0.0042440804927088,0.0081524438544061,0.0067937327767572,0.0027390932460939,0.0048764412016016,0.0044233933972188,0.0054322869720362,0.0042063640939585,0.0037744971844522,0.008348729537051
2020-11-01,0.0033003718834605,0.0040253271295841,0.007765178484525,0.0064541408761882,0.0028848156692307,0.0051910320562392,0.0047223427240003,0.0052275674789531,0.0042762502853761,0.0036380085622106,0.008083322973867
2020-12-01,0.0036167691322522,0.0043340460250912,0.0052268750919212,0.0067993919791457,0.0029935552945895,0.0055859320515774,0.0032315305280732,0.0057379977358433,0.0042637206902687,0.0036028867599703,0.0085832248710062
2021-02-01,0.0035872532940281,0.0040105064304926,0.0076294467879468,0.0055671392727256,0.0031352484203365,0.0048456545930108,0.0036850718343025,0.004845910660301,0.0040368248077392,0.003485376040812,0.0079026868906466
2021-03-01,0.0040068075079858,0.0042798019265161,0.0079251966606285,0.0061769466192027,0.0035982367589801,0.0056607004729135,0.0043398606312503,0.005307620628615,0.0044443624305974,0.0038304131904888,0.0090696581130665
2021-04-01,0.0040820748712871,0.0044729534274628,0.008188939018364,0.0057284902934178,0.0034267388266161,0.0055133290316333,0.0044091933640224,0.005694675448702,0.0041958025112709,0.0040329720058885,0.0092634316088855
2021-05-01,0.0042241830275221,0.0046923042657753,0.0078646267033715,0.006027719256662,0.0036955890720968,0.005915993929739,0.004461855636224,0.0057859661247455,0.0044315340104308,0.0041473988989201,0.0097283074036998
2021-07-01,0.0045354115471151,0.0049985304155627,0.0078563725104948,0.006007251086764,0.0043231261974855,0.0062528236631997,0.0044089014762715,0.0056771708467662,0.0045884499027356,0.0043429943251941,0.0103815899334032
2021-08-01,0.0046946260176105,0.004677557217905,0.0071116724678331,0.0059700212210083,0.0036761465382085,0.0062418732059743,0.0040293116653213,0.0056473832460059,0.0047137413571304,0.0045534016904497,0.0096991561744129
2021-09-01,0.0047599260186198,0.0046464733901032,0.0081744137215303,0.0054645766504956,0.0042175130352411,0.006185385780891,0.0037501363017317,0.0056601914750733,0.0046383899552182,0.0046767296270567,0.0096874728470941
2021-10-01,0.0048270048859491,0.0046916306240496,0.0077058625571736,0.005672788157398,0.0042863461667911,0.0062899684402751,0.0039527373707708,0.0059657977752766,0.0048932090080475,0.004600980106421,0.0099627495665594
2021-11-01,0.0050094138843674,0.0046737194804199,0.008059157170844,0.0055014292606212,0.0045980300086593,0.0064751806353412,0.0036906343370635,0.0056325919104011,0.0052085007144997,0.0046493864637076,0.0095758043886233
2022-01-01,0.0050536607187545,0.0053315543762795,0.0091352116864843,0.0058100056475212,0.0048211973721728,0.0066085668465454,0.0037545697807354,0.0059725329813321,0.005339645546307,0.0050667352791254,0.0100645668649747
2022-02-01,0.0048775119828349,0.0044524288971255,0.0071943724517234,0.0048776651291354,0.0040820935116123,0.0062554699109904,0.0029346977661842,0.005555748508579,0.0050334489123151,0.0050963385993742,0.0086686427150627
2022-03-01,0.0027459498864509,0.0050701927104279,0.0087136965706507,0.0054955029848835,0.0040592484055321,0.0066355188324721,0.003906196752053,0.0063294217583184,0.0054410173383914,0.0061115668086221,0.0131840117766804
2022-06-01,0.004804186287872,0.0069561242858317,0.0081762811932636,0.0054482369192823,0.0044447176081658,0.0068550157727886,0.0060354149428474,0.0070362930291447,0.0050868139711641,0.0085475176852351,0.0087703806236028
2022-07-01,0.005067042746205,0.0073070679405904,0.0090525297401788,0.005309077347516,0.0050574048634977,0.0071011599629327,0.0051802945121079,0.0076529023076316,0.0051533017301129,0.0093338012602085,0.0100575709352226
2022-08-01,0.004987947221904,0.0069393165008413,0.0065798346498743,0.0036823533822607,0.0037764559107554,0.0068656827071571,0.0047433998279042,0.007461523836341,0.0049825131422865,0.0087296114173102,0.0120214240961932
2022-09-01,0.0057933839593261,0.0073643452058847,0.0063659256133522,0.0043290701730374,0.0061541072069094,0.0068209987104405,0.0046760603065243,0.0078668371294782,0.0046397005001066,0.0088287300885928,0.0117554596599391
2022-10-01,0.0061174469154767,0.007941177111364,0.0066498936487667,0.0058290154255789,0.0053491467928357,0.0075237136408789,0.004950882016084,0.0081589239712123,0.0044335133020515,0.009460676816557,0.0113609411934478
2022-11-01,0.0064270455635639,0.0079107910799351,0.0065952872597761,0.0057320472017052,0.0055364617444639,0.0074591209478304,0.00554498588605,0.0078570214658069,0.0048761449628677,0.0098038796046092,0.0108018101205321
2022-12-01,0.0069289540205399,0.0080660203887837,0.0037963812375421,0.005247736306768,0.0056904278928979,0.0078027085779002,0.0052419781589813,0.0079686080269691,0.0065665190804646,0.0099062518134322,0.0114673830766527
2023-01-01,0.0066259539180426,0.0075846617141639,0.0070850773438345,0.006751127458801,0.0056258131153916,0.0075501572554813,0.0047587894784997,0.0075967458901776,0.0049076909762071,0.0090085952489601,0.0100855961790267
2023-02-01,0.005779864580223,0.0067880214962461,0.0060008857665217,0.0045038776617213,0.0046975227759268,0.0059699228403819,0.003932549612297,0.0065371311650153,0.004630074056429,0.0081010634259029,0.0091863000615121
2023-03-01,0.0062802341243281,0.0072218175313625,0.0066915637696647,0.0058215153984794,0.0049858605932213,0.0080593357806414,0.004182515558187,0.0069425045397323,0.0051231349784461,0.0079941317932608,0.0097979436707538
2023-04-01,0.006124725159603,0.0066399417380772,0.0071613539886522,0.0049211229401108,0.0047423621497105,0.0064845893429762,0.0036249922178646,0.0066160424328598,0.0048020567615238,0.0077910632631131,0.009142538134771
2023-05-01,0.0062508290831323,0.0067366133117078,0.0072776260872713,0.0056951321433871,0.0045327243618689,0.0069305613468197,0.0043704475848175,0.0071262745436893,0.004004517245903,0.0082040907175495,0.0091270837491021
2023-06-01,0.0064194729654162,0.0070587322836268,0.007931215037315,0.0055587095676013,0.0038089480403494,0.0070580439942133,0.0046274483130106,0.0074780129565336,0.0026087837804515,0.007963749441599,0.0094354001891785
2023-07-01,0.0065893713088247,0.0072677835159994,0.0084472554466319,0.0064875236546375,0.0052197197335198,0.0076771077715989,0.004593804871918,0.0079164558643274,0.0050065520253167,0.0079453954025701,0.010015823140723
2023-08-01,0.006559935285846,0.0072018405992912,0.0079309055092067,0.0058146426436284,0.0050800836726086,0.0070407173873642,0.0044952762983153,0.0078342895268313,0.0048408466207702,0.0075950681869076,0.0102195983624163
2023-10-01,0.0065301331618858,0.0068345750446812,0.0079368860292744,0.0055956977185571,0.0043353774826828,0.0083107456271795,0.0042909932265673,0.0070768441929434,0.0055050495721488,0.0067059184316875,0.0100592668520289
2024-01-01,0.0063804792631676,0.0067266817615762,0.0075528723882511,0.0054887488583339,0.0047170465429525,0.0066546882895661,0.0046041714574336,0.0071397266083929,0.0045973555713684,0.0068847209871139,0.0096181145735015
2024-02-01,0.0058139685243454,0.0063697288617541,0.007160885132078,0.0051423739219813,0.0045717715604456,0.0061095078371632,0.0043652819386729,0.0067175413301206,0.0041292516698346,0.006528128993794,0.0098164251249345
