,pivdennyi bank,fuib,ukrsibbank,credit agricole bank,universal bank,otp bank,raiffeisen bank,cb privatbank,oschadbank,kredobank,sense bank
01/2019,0.0072699774648947,0.0239166716935966,-0.0022243616336504,0.0025503622285859,0.0015457697668673,0.0069999843634823,-0.001554738687183,0.0012935049220189,0.0130378548820283,0.0109614284389617,-0.041089205792648
02/2019,0.0042379923741625,0.0220977145477794,0.0018514394894155,0.0004099725795978,-0.0006846878665948,0.0102813036297907,0.0012378594903193,0.0019687372058636,0.0028364021584139,0.0047665304977607,-0.0652057508995389
03/2019,-0.007508052976675,-0.0214580993301637,0.0042156975477163,-0.0031237785925951,0.0067097983263653,-0.0016052977300615,0.0009122850719581,0.0007250925841179,-0.0067653633500667,0.0097944643615153,0.0102307407095202
04/2019,-0.0018955365053322,-0.0164943872148443,-0.0010215430643439,-0.0006297080766777,-0.0028405703073328,-0.0070700503917975,-0.0015992441473533,-0.0023882822390219,-0.0065929230944694,-0.0280794496704891,0.0780020905655371
05/2019,-0.002002927209026,-0.01003212385462,-0.0083825210208771,0.0039009654867455,-0.0041776993558285,-0.0085149978790478,0.0006439064787149,-0.0014333668004931,0.0006626185454049,0.0032520930353069,0.0063941808997236
06/2019,0.0049546528973441,0.01121018870352,0.0010225104598739,-0.0035526697425612,-0.0096361656586107,-0.0054020766445023,-0.0006102028524197,-0.0014947076743297,-0.0067025659254585,0.0008077142429714,0.0202469678637071
07/2019,0.0056624703788556,-0.0023424304886053,-0.0032639213894906,0.0072638179032855,0.0062775666190883,-0.0019497127550885,0.0003614127468661,0.0010819919713421,0.014407437522194,0.0042008356944424,0.0083187439542299
08/2019,-0.0008321699544807,0.0034143542038473,-0.0004850902895406,-0.0020258787674762,0.0071718766668825,0.0055683283643175,-0.0025173986801371,0.0010837844141925,-0.0019537311587149,0.0017275104346807,0.0020299579276455
09/2019,-0.0106889875751085,-0.0001582147486563,0.008149857597564,-0.0051667132083244,-0.0005896852884757,0.0148886032021349,0.0024261904861103,0.0010221601769154,-0.0066511096856999,-0.0024507367705599,-0.108104601112863
10/2019,-0.0003957026794526,0.0102656853412275,0.010672103311651,-0.0021457859879838,-0.0026470830929957,-2.358901361229626e-06,0.0031381309013154,0.0001689220382955,0.0056262805511302,0.0011556621783756,0.0544691566186347
11/2019,0.0002402320852679,0.0069394427525873,0.0159104321836527,-0.0022828277161804,0.005051209469107,-0.0024870972202075,0.0004455949445743,-0.0017539999229295,0.0083041566295186,0.0006759091546904,0.0083531236954244
12/2019,0.0039876874046465,-0.0122053914959838,-0.0249750935615976,0.0041965202810527,-0.0042595316893747,-0.0090053622258113,-0.0023901945963524,-0.000958365137165,-0.0040723444366378,-0.0022258907940764,-0.0030233212784019
01/2020,0.0036611728950434,-0.0072337693963691,-0.0131068968973091,0.0045032269080245,-0.0015916771013313,0.0008351153577378,-0.0031160472902559,0.0022002545087326,-0.0027837199197324,-0.0001863308260514,0.0084711755822788
02/2020,-0.0014241815338927,-0.0061060711243511,0.0005847888485443,0.0014693394552459,-0.0026124662322965,-0.0005678378454444,0.0035348207529393,0.0012741347286525,-0.0146337054225901,0.0036088061994935,0.0006947499588192
03/2020,-0.0035763246665205,0.0052612945689428,0.0038162748145437,-0.0059551738400407,-0.0018206520923987,-0.0006349671417701,0.0004630591715904,-0.0005505744665649,-0.0045039450003639,0.0017964472145572,-0.0005411087741576
04/2020,0.0004067275031417,-0.0009432590839179,0.0064663667433709,-0.0047489898176996,0.0036654472515643,-0.0002841661396641,-0.000833483100635,-0.0001520008782162,0.0081459658637663,-0.0037720059815527,-0.0007371908957658
05/2020,0.0036814845622141,0.0125285162060327,0.0048161642834734,0.0069606150039108,0.0036057126160505,0.0020030134668109,-0.0011537890503482,-0.000702271879196,0.0322369475003369,-0.0012405567457001,-0.0011433330190199
06/2020,-0.0036882755309236,-0.0051134674482891,-0.0003597410040878,0.0029923126901233,0.0005297541427567,0.0046747662136379,-0.004023094240563,-0.0025868646603403,-0.0447966390170448,-0.0009031200233966,-0.016564441654166
07/2020,0.0048356774659286,-0.003123915187483,-0.002458039574787,-0.0014321272449634,-0.0003554484595102,-0.0007407368939192,-0.0037167099958058,-0.0001568154768829,0.007199776553781,0.0010817279328145,-0.0083750560770605
08/2020,0.0068351512590704,0.0002101431719121,-0.0022005324790497,0.0085182745268488,0.0015384111168938,-0.006727850595728,0.0016250264218631,0.0012674356017218,0.0224141103180373,0.001837623673668,0.0121274702077757
09/2020,-0.0114942179765463,0.0001965576465774,-0.0017737505643486,-0.0153891141984485,-0.0087369589401676,-0.0060814143369517,0.0066336784269298,0.0025716339602006,-0.0073144839072684,-0.0009753693720544,0.0262841415179054
10/2020,-0.0098866423726353,0.0030303144454138,0.0004171659405759,-0.0030479299594107,0.0037383134936081,0.0237954147461272,0.0120367205164807,0.0013503548981204,-0.002442935446665,0.0012947554480289,-0.0108103684808462
11/2020,0.0052431571671408,0.0134849074216945,0.0027128334681659,0.0056519109416878,0.001185443275077,0.0016190711220368,0.0026733953021892,-0.0042366769877235,0.0308070894944239,-0.0021251019112433,0.0060697369393947
01/2021,0.0081395505611553,-0.015712412863005,0.0023383760879508,0.0044502188924208,-0.0006500028772982,-0.0147489792213859,-0.0134732778415387,-0.0005954513199817,-0.0281148290250503,-0.0027734489404336,0.0052530705059211
02/2021,0.0033815268248769,-0.0025100106227822,-0.0018996469073936,0.000885547349962,-0.0008618871907693,-0.0086790800537372,-0.0087367712347905,0.0025496654889961,-0.0167541118523275,0.0048534518511333,-0.0266467997829925
03/2021,-0.0051813805590822,-0.0029817881788919,-0.0090961812675934,-0.0057863862265939,0.0033977854325222,0.0024574331796704,-0.0002491610821559,0.0003131621666346,-0.0074997782177306,0.0011229221208495,-0.0063891512485865
04/2021,0.0044566378864615,0.0017450086273747,0.018459248994341,0.0019256367210124,0.0013415007877996,0.001803627793555,0.0041335009350395,-0.0012242083873065,0.0034023032436795,0.0012274944618629,0.0038583285914448
05/2021,-0.0056037499691899,0.004056290907364,-0.0092169925693194,0.0007768738142358,-0.0027977396720681,0.002738807123748,0.0038728697750916,0.0007533749552061,0.0055341748842578,-0.0039653372139225,0.0084868399497182
06/2021,0.003263737053166,0.0019481237270226,-0.0054541836208018,-0.0004928449500879,-0.0011511463603701,0.0002273312199779,0.0019512813302743,-0.0006379312251449,0.009604657910153,-0.0021160500199383,0.0092586078614899
