2019-01-31,18.0
2019-02-28,18.0
2019-03-31,18.0
2019-04-30,18.0
2019-05-31,17.5
2019-06-30,17.5
2019-07-31,17.5
2019-08-31,17.0
2019-09-30,16.5
2019-10-31,16.5
2019-11-30,15.5
2019-12-31,13.5
2020-01-31,13.5
2020-02-29,11.0
2020-03-31,10.0
2020-04-30,10.0
2020-05-31,8.0
2020-06-30,6.0
2020-07-31,6.0
2020-08-31,6.0
2020-09-30,6.0
2020-10-31,6.0
2020-11-30,6.0
2020-12-31,6.0
2021-01-31,6.0
2021-02-28,6.0
2021-03-31,6.5
2021-04-30,7.0
2021-05-31,7.5
2021-06-30,7.5
2021-07-31,7.5
2021-08-31,8.0
2021-09-30,8.5
2021-10-31,8.5
2021-11-30,8.5
2021-12-31,9.0
2022-01-31,9.0
2022-02-28,10.0
2022-03-31,10.0
2022-04-30,10.0
2022-05-31,10.0
2022-06-30,25.0
2022-07-31,25.0
2022-08-31,25.0
2022-09-30,25.0
2022-10-31,25.0
2022-11-30,25.0
2022-12-31,25.0
2023-01-31,25.0
2023-02-28,25.0
2023-03-31,25.0
2023-04-30,25.0
2023-05-31,25.0
2023-06-30,25.0
2023-07-31,25.0
2023-08-31,22.0
2023-09-30,20.0
2023-10-31,20.0
2023-11-30,16.0
2023-12-31,16.0
