,Bank,Date,INF,PR,CDR,CR,LAS,NIA,NIM,OE,RA,ROA,SCTA,SIZE,is_Credit_Agricole,is_FUIB,is_Kredobank,is_OTP,is_Oschadbank,is_Pivdennyi,is_Privat_Bank,is_Sense,is_Ukrsibbank,is_Universal
112,FUIB,01/2020,-0.2103250806263717,-0.0620822427771975,-0.019813342127777,-0.2674717454277777,0.1117459120535181,1.8003688348836209,0.0669007571478818,0.0283187423653479,0.0148513269711442,0.0421813411587385,0.0498279935373764,0.0015012736992796,0,1,0,0,0,0,0,0,0,0
113,Kredobank,01/2020,-0.2103250806263717,-0.0620822427771975,-0.0106869242584918,0.0126013221034254,-0.0160180008098786,1.3873829672609177,0.0200294146845774,-0.0402463512471556,0.0152548975438797,0.0071648158353696,-0.0253304166847255,0.0011147644450107,0,0,1,0,0,0,0,0,0,0
114,Oschadbank,01/2020,-0.2103250806263717,-0.0620822427771975,-0.0863087597737908,-0.0492145891254164,-0.0351881270873878,0.7322830115504256,0.0034271180312905,-0.058001794538099,-0.0341588005539939,1.6220980283353927,-0.0621087914159149,0.0033375838019737,0,0,0,0,1,0,0,0,0,0
115,OTP,01/2020,-0.2103250806263717,-0.0620822427771975,-0.056219229840226,-0.0071350513388337,0.2481922935188404,-0.0097981019611526,-0.0378645764073587,-0.0028744891869026,-0.0005711867197299,-0.0622775777189243,-0.023617666214242,0.0019981948704321,0,0,0,1,0,0,0,0,0,0
116,Pivdennyi,01/2020,-0.2103250806263717,-0.0620822427771975,-0.0723179767144919,-0.0552877570058761,0.460030495589748,-0.2721513189576695,0.0475526602618976,0.0011067360284071,-0.000317391394261,0.0046667161593031,-0.008800524620749,0.0014521804630046,0,0,0,0,0,1,0,0,0,0
117,Raiffeisen,01/2020,-0.2103250806263717,-0.0620822427771975,-0.0244250189795103,0.0001741152517755,0.1751476298449865,-0.0881348031760221,-0.010760924292348,-0.0659523825657058,0.0215846716937781,-0.0300264620670877,0.000937285810634,0.0017361232054304,0,0,0,0,0,0,0,0,0,0
118,Sense,01/2020,-0.2103250806263717,-0.0620822427771975,-0.0032379872651034,-0.002787851733324,0.2018537304789995,0.6532727524102523,0.1442678725155325,0.1461195959001701,0.0275581965247639,0.0809248348982769,0.082407082229955,-0.0004342186376878,0,0,0,0,0,0,0,1,0,0
119,Ukrsibbank,01/2020,-0.2103250806263717,-0.0620822427771975,-0.0659055151317988,0.0123581908208932,0.2923724107093821,0.2759611542481148,-0.0070791118511089,0.1090084227720924,0.0151261144434531,-0.0008884589812631,-0.0190786907787271,0.0011182909738058,0,0,0,0,0,0,0,0,1,0
120,Universal,01/2020,-0.2103250806263717,-0.0620822427771975,-0.0198836636350037,-0.0662164976509705,0.0892938151104913,0.2603692794076215,0.0170249601930377,0.0542835259575894,-0.0684149046908689,-0.0119619208981169,0.0068964908507004,0.0051543059038703,0,0,0,0,0,0,0,0,0,1
121,Privat_Bank,02/2020,-0.2218635421648333,-0.1064160765454726,-0.0095358697139411,0.0084821962493404,0.0267401281666852,-0.3282226478067582,-0.0182399139919796,0.2868395254572237,0.0581804539622766,0.2059074505458698,0.030307917464616,0.001070448120471,0,0,0,0,0,0,1,0,0,0
122,Credit_Agricole,02/2020,-0.2218635421648333,-0.1064160765454726,-0.0579809154212145,-0.0357012112783981,0.4740862795700424,0.1647505480769746,0.0440960436696422,0.0076844340306666,-0.0001434130901735,-0.0376281323395479,0.0261316381913214,0.0018485934627091,1,0,0,0,0,0,0,0,0,0
123,FUIB,02/2020,-0.2218635421648333,-0.1064160765454726,-0.0453425601178426,-0.2532156570434586,0.0927904209760987,1.3973850154929934,0.0381922785363712,0.004352476531873,-0.0003086044240375,0.0068310730524513,0.0831595862957012,0.0022274703079659,0,1,0,0,0,0,0,0,0,0
124,Kredobank,02/2020,-0.2218635421648333,-0.1064160765454726,-0.0134847854895367,0.0314843842162828,0.0523244713337995,3.3541262311681503,-0.0151786028966266,-0.0325890225018628,0.0018239876320595,-0.0122492942343775,0.0100416594073974,0.0014523516857489,0,0,1,0,0,0,0,0,0,0
125,Oschadbank,02/2020,-0.2218635421648333,-0.1064160765454726,-0.0502017815559054,-0.070095630277232,-0.0052975434677803,-0.2434420525906957,-0.0188797525346711,-0.0341022150775683,-0.012962261845417,1.7762465664853488,-0.0008970394523694,0.0023634659351097,0,0,0,0,1,0,0,0,0,0
126,OTP,02/2020,-0.2218635421648333,-0.1064160765454726,-0.0799015858042166,-0.001470354717384,0.3469297891949428,-0.1261928606308382,-0.0497129246167303,-0.0190650862158902,-0.0159802007330845,-0.0503677637359762,-0.1029367342654632,0.002744252878218,0,0,0,1,0,0,0,0,0,0
127,Pivdennyi,02/2020,-0.2218635421648333,-0.1064160765454726,-0.0625621192885438,-0.0366295233424175,0.2439702754722068,0.6839912375064614,0.0472998856743931,0.1140062381468244,-0.0205492725395993,0.0394212399509235,0.0690603787050357,0.0021839162051027,0,0,0,0,0,1,0,0,0,0
128,Raiffeisen,02/2020,-0.2218635421648333,-0.1064160765454726,-0.0470500406406316,0.0004114883506194,0.1524535945454221,-0.0594681051082207,-0.0245240440988208,-0.0256470668975897,0.0137462070790678,-0.0422715698024245,0.0605897590859607,0.0017939310424317,0,0,0,0,0,0,0,0,0,0
129,Sense,02/2020,-0.2218635421648333,-0.1064160765454726,-0.0264802731500884,-0.0026106627354012,0.1227438601220685,1.240217102435713,0.2580864049191385,0.0690939117528114,0.0229169595781793,0.1489773992884605,0.0610919596686235,-0.0001818972308867,0,0,0,0,0,0,0,1,0,0
130,Ukrsibbank,02/2020,-0.2218635421648333,-0.1064160765454726,-0.0700026113927361,0.0295276778312316,0.4082871157664465,0.0151366204228139,-0.0421915014738108,0.0694332287640186,0.0058880403931878,-0.0216830070007473,-0.0239244902324819,0.0011722698366628,0,0,0,0,0,0,0,0,1,0
131,Universal,02/2020,-0.2218635421648333,-0.1064160765454726,-0.0119430491823482,-0.0270687320295123,-0.053738649806244,-0.1896488886388195,-0.0014977254239673,0.0526947014010411,-0.049014239129903,-0.0374565712598817,0.0057809553201218,0.004445127012378,0,0,0,0,0,0,0,0,0,1
132,Privat_Bank,03/2020,-0.1703929539295392,-0.0984493121270953,-0.0109267307848624,-0.019229143999663,0.0069309163429448,0.3885771356670791,0.0116256407868844,-0.0593380820908407,0.0260278179452301,0.0867918573287649,0.002421077544343,0.0008803464173076,0,0,0,0,0,0,1,0,0,0
133,Credit_Agricole,03/2020,-0.1703929539295392,-0.0984493121270953,-0.0319385917224157,0.0324609512379038,0.2138794475470394,0.7362271498144196,-0.1914596063280874,-0.0209997912680575,-0.0439730413500196,-0.0109378712372942,0.0210538348576678,0.0040489545227636,1,0,0,0,0,0,0,0,0,0
134,FUIB,03/2020,-0.1703929539295392,-0.0984493121270953,-0.0323675012380679,-0.0950072550011248,-0.0282450977932612,0.6572113335133348,0.1343113730028463,-0.1376645341997161,-0.0098165190190821,0.0574551977084686,-0.1207197635034912,0.0018115373727993,0,1,0,0,0,0,0,0,0,0
135,Kredobank,03/2020,-0.1703929539295392,-0.0984493121270953,-0.0216294203069384,-0.0284767988743953,-0.0130185716239903,1.674045765283953,-0.0038350817413504,-0.0615334545090352,0.0006002042020072,-0.0040964708725924,0.0351082214158184,0.0014414120834493,0,0,1,0,0,0,0,0,0,0
136,Oschadbank,03/2020,-0.1703929539295392,-0.0984493121270953,0.0359979731218338,-0.0256372993099629,-0.0202994356972959,-0.2281549022153628,0.0708525991674979,-0.0153194015030282,0.0280553595669277,0.5569111187441059,0.0713002266672338,0.0002878556401858,0,0,0,0,1,0,0,0,0,0
137,OTP,03/2020,-0.1703929539295392,-0.0984493121270953,-0.0253231500731746,0.0299363453060626,-0.018578667065392,-0.1850771465090413,-0.0258624530640936,-0.1044022870243159,-0.0137706398095408,-0.0077340440778583,0.0660892395882876,0.0021183426514656,0,0,0,1,0,0,0,0,0,0
138,Pivdennyi,03/2020,-0.1703929539295392,-0.0984493121270953,0.0458789497688263,-0.0376292639691903,-0.2537833175974491,0.5449306673686047,-0.0102106484106515,-0.0612521919294491,-0.0140281971283329,0.2003475030083251,0.1137354386828887,0.0008335613684229,0,0,0,0,0,1,0,0,0,0
139,Raiffeisen,03/2020,-0.1703929539295392,-0.0984493121270953,-0.0298591653737108,-0.000174625032216,0.0646751730838646,0.0204793650151793,-0.0167114844083419,-0.0247182109739465,0.0073020056554403,-0.0275388979201229,0.0476653398482104,0.0009771223847062,0,0,0,0,0,0,0,0,0,0
140,Sense,03/2020,-0.1703929539295392,-0.0984493121270953,-0.0123061375769263,0.0081751539846121,-0.0896985390587077,-0.0403870404401126,0.2376285251665792,-0.1718489284515421,-0.0343930622499063,0.0126857972446795,0.16648540849221,0.0025358091842907,0,0,0,0,0,0,0,1,0,0
141,Ukrsibbank,03/2020,-0.1703929539295392,-0.0984493121270953,0.0092218172554413,0.0267521473270245,-0.2155849285385357,2.735440815164116,-0.0521791326392154,-0.077065470096896,-0.0139242342702834,-0.002674141564646,0.173926639410797,0.0023366687083645,0,0,0,0,0,0,0,0,1,0
142,Universal,03/2020,-0.1703929539295392,-0.0984493121270953,-0.0064497510652575,-0.0135957241713324,-0.0585772780449555,2.658296745729086,-0.0199145702659031,0.0155449183769674,-0.0222096225186,0.024555233286677,0.4426986808673354,0.0032944263890307,0,0,0,0,0,0,0,0,0,1
143,Privat_Bank,04/2020,-0.126207729468599,-0.1061847701203008,-0.033225883129489,-0.0149430298785211,0.0332572534473712,0.5473992966557716,-0.0074571048204677,0.1179253121370101,0.0398581671757983,0.9370359231091516,0.0584496330343155,0.0009199418499769,0,0,0,0,0,0,1,0,0,0
144,Credit_Agricole,04/2020,-0.126207729468599,-0.1061847701203008,-0.0064180072564266,0.0223017161989138,-0.0546704100840659,1.5528696731972411,-0.0416641448500598,-0.01626628743632,-0.0183844622423158,-0.0167163957920397,0.0823315338445411,0.0019681451625555,1,0,0,0,0,0,0,0,0,0
145,FUIB,04/2020,-0.126207729468599,-0.1061847701203008,-0.013674816718041,-0.0046009343721766,-0.0068322903786211,-0.574992633525026,-0.0208298313011535,-0.0378844581478561,-0.0718688274261811,-0.0495035518494157,-0.0274963425007715,0.0011262592049087,0,1,0,0,0,0,0,0,0,0
146,Kredobank,04/2020,-0.126207729468599,-0.1061847701203008,-0.0063203424428764,-0.0232335285649774,0.017707127510001,2.137577193268556,-0.0211136034189544,0.0550745829173054,0.0054921810666369,-0.0319564395340411,-0.0061602993071433,0.0007005360020239,0,0,1,0,0,0,0,0,0,0
147,Oschadbank,04/2020,-0.126207729468599,-0.1061847701203008,0.0545943288807054,-0.0036662367190883,0.0294352068296182,2.0992742699691944,0.0605186484535775,0.0521289610210962,0.06380013656061,0.2865644451471118,0.1024579904679002,-0.0010874462978593,0,0,0,0,1,0,0,0,0,0
148,OTP,04/2020,-0.126207729468599,-0.1061847701203008,0.0076552382067628,0.0134333801506483,-0.070043329912022,0.1887180154640206,-0.0209640701279589,0.041110959760628,0.0134664518533872,-0.0069176785540085,0.1025242447940916,0.0004916505960477,0,0,0,1,0,0,0,0,0,0
149,Pivdennyi,04/2020,-0.126207729468599,-0.1061847701203008,0.0576936326179128,-0.0161243422550419,-0.0262372177662575,0.5247359660855353,0.0050690726862883,0.0865583541513756,0.0081311717670002,0.1367115636838988,0.2402469816208614,-0.0007822496877801,0,0,0,0,0,1,0,0,0,0
150,Raiffeisen,04/2020,-0.126207729468599,-0.1061847701203008,-0.016910371422549,-0.0005526682262431,-0.0334963138842364,-0.0247086116681343,-0.0369927763455436,0.0466553674063708,-0.0090122588990007,-0.0231482375469082,0.0208431091705877,0.0015854647563685,0,0,0,0,0,0,0,0,0,0
151,Sense,04/2020,-0.126207729468599,-0.1061847701203008,-0.0245772865764364,0.0028918072210483,-0.1514464774110651,0.3340760221291386,0.0134767853433716,0.0333171860290786,0.0020384175886381,-0.0918319634292178,0.292226700133827,0.0009102886607864,0,0,0,0,0,0,0,1,0,0
152,Ukrsibbank,04/2020,-0.126207729468599,-0.1061847701203008,0.0217415878381011,-0.0191817472318096,0.0291043291499207,2.5125329590655574,-0.0429837503604563,-0.0092541117906779,-0.0090023117057073,0.0011992723976363,0.119207865090243,0.0016959247865374,0,0,0,0,0,0,0,0,1,0
153,Universal,04/2020,-0.126207729468599,-0.1061847701203008,-0.0299109451104879,-0.0249776842904001,-0.0223400735651397,2.516044633787116,-0.0675559635806299,-0.0571721065769113,-0.0162742300365731,-0.0604768745675286,0.3815771086484539,0.0031598791416696,0,0,0,0,0,0,0,0,0,1
154,Privat_Bank,05/2020,-0.1063664596273291,-0.0995906956129928,-0.0405293973805858,-0.0021678970848146,0.0282814296474012,0.5611413010514251,0.0252403565051721,-0.0268242239757125,-0.0918690256128772,0.5678079432333569,0.0449742068926916,0.0009730751646835,0,0,0,0,0,0,1,0,0,0
155,Credit_Agricole,05/2020,-0.1063664596273291,-0.0995906956129928,-0.0168882702582121,0.0562272734108325,0.0328039709644165,1.725547588999201,-0.0378496498436507,-0.0246078653263247,0.0011853510425747,-0.0188899043519116,0.0668128117706666,0.0009068079369003,1,0,0,0,0,0,0,0,0,0
156,FUIB,05/2020,-0.1063664596273291,-0.0995906956129928,-0.0343813009297229,0.0164096396566748,0.0250873986514301,0.0657267027710209,-0.024787746166986,-0.0086928397189878,-0.0604713003196837,-0.03522166897175,-0.0137202680489227,0.0005264267092607,0,1,0,0,0,0,0,0,0,0
157,Kredobank,05/2020,-0.1063664596273291,-0.0995906956129928,-0.0061239701826263,0.0515767017203084,0.0689004837327687,0.3212280494492452,0.0131386523865388,0.0353229704857128,-0.0001397522920169,0.007652903396775,-0.0387535642042718,0.0012526608949425,0,0,1,0,0,0,0,0,0,0
158,Oschadbank,05/2020,-0.1063664596273291,-0.0995906956129928,0.0217481260651631,0.0111525318979993,0.020357125367016,2.0012103704401443,0.1230000839967422,0.0014921306092488,0.0460528828955991,0.3038634618530494,0.0636073471503934,-2.9083040492433377e-05,0,0,0,0,1,0,0,0,0,0
159,OTP,05/2020,-0.1063664596273291,-0.0995906956129928,-0.0021094868466645,0.0423811387086364,-0.1339495719712821,0.272090277003268,-0.0256147523997894,0.0165333662887879,0.0199137503486011,-0.0294336233706891,0.2116772107864609,-0.0001275064983212,0,0,0,1,0,0,0,0,0,0
160,Pivdennyi,05/2020,-0.1063664596273291,-0.0995906956129928,0.0587237693364839,-0.0149538928255175,0.0653474131868028,-0.0065448792483548,0.0617330389167012,-0.0352420020426212,0.0122552782989503,0.1321264092674508,0.2217662647918472,-0.0004660903669997,0,0,0,0,0,1,0,0,0,0
161,Raiffeisen,05/2020,-0.1063664596273291,-0.0995906956129928,-0.0196233633768191,0.0003204987788191,0.0325288886312798,-0.0290690818437982,-0.0052541163501689,-0.0560368049637926,-0.008821707888946,0.0109131595366226,0.0995704642228437,0.0017489621391217,0,0,0,0,0,0,0,0,0,0
162,Sense,05/2020,-0.1063664596273291,-0.0995906956129928,-0.0189086748655258,0.0068481834225362,-0.0393969660589771,-0.1565472813898755,-0.1223176463378735,-0.0140819394259265,-0.0002005189222398,0.0164172103933765,0.2122502700150352,0.0009832124066959,0,0,0,0,0,0,0,1,0,0
163,Ukrsibbank,05/2020,-0.1063664596273291,-0.0995906956129928,-0.0277958893571783,-0.042679048104424,0.095806441738944,2.6204450956333827,-0.0289950342352417,-0.019621583028085,-0.014917946921808,-0.0106201459141568,0.1063970581062925,0.0017007546082034,0,0,0,0,0,0,0,0,1,0
164,Universal,05/2020,-0.1063664596273291,-0.0995906956129928,-0.0237494841052741,-0.0070981662241293,-0.0038286844523453,2.4494909200893225,-0.0404380357914988,-0.031164795693662,-0.0173870336202897,-0.0176139563116179,0.5095902458707599,0.0025745095066056,0,0,0,0,0,0,0,0,0,1
165,Privat_Bank,06/2020,0.044777331222344,-0.134022513794811,-0.0487542848441052,-0.0434016898677658,0.0106661218511023,-0.0361468817207103,-0.0219929280132073,-0.0559938838044649,-0.0936977989575245,0.8213633903390151,-0.0088389350602812,0.0001080857137647,0,0,0,0,0,0,1,0,0,0
166,Credit_Agricole,06/2020,0.044777331222344,-0.134022513794811,-0.0493853336221989,0.0136212725337162,0.1875131359480902,0.863545139069676,-0.0253565183055633,-0.0040804970227447,0.0113939090592463,-0.0900589482023861,0.0017247677509644,-0.0003168750992343,1,0,0,0,0,0,0,0,0,0
167,FUIB,06/2020,0.044777331222344,-0.134022513794811,-0.0291693097330138,0.1999988754852477,0.1271000563992587,0.1559155081702152,-0.0502347858557811,0.0006370826668582,-0.036459205025657,-0.0586292538498907,0.0423764484712306,-5.575505025179999e-05,0,1,0,0,0,0,0,0,0,0
168,Kredobank,06/2020,0.044777331222344,-0.134022513794811,0.0057999558871132,0.0719324900786739,0.0347081092950329,0.2808163966059268,-0.0141347670885664,-0.0217382375617437,0.0054903008736598,-0.0445109388270906,0.0472710164140446,0.0006614078873329,0,0,1,0,0,0,0,0,0,0
169,Oschadbank,06/2020,0.044777331222344,-0.134022513794811,0.0180122015122858,0.0080593991446782,0.0732783272233671,2.2823640212514884,0.1673511010169858,0.2345607774412273,0.0819193216385864,-0.2523386384124065,0.0396325422282517,-0.0024789974744448,0,0,0,0,1,0,0,0,0,0
170,OTP,06/2020,0.044777331222344,-0.134022513794811,-0.0402399457436866,0.0658727006860766,0.0233688160101068,0.3012209571488308,-0.0812235694579953,-0.0326330954805247,0.0086064223323824,-0.1051775032620089,0.0821077205771639,-6.657209070670002e-05,0,0,0,1,0,0,0,0,0,0
171,Pivdennyi,06/2020,0.044777331222344,-0.134022513794811,0.018942668812878,0.0158034099332543,0.2693992591665575,-0.0035331775985243,0.1445309293732833,-0.0249592830364946,0.0105570495824688,-0.0381588962936348,0.0380410845108269,0.000618629530812,0,0,0,0,0,1,0,0,0,0
172,Raiffeisen,06/2020,0.044777331222344,-0.134022513794811,-0.0488947493468867,0.0009921533951142,0.1563855817515494,0.1125581018219974,-0.0207498201948573,-0.029358539630556,0.0218249463278173,-0.0057201451328373,0.007305349598306,0.0006471725266651,0,0,0,0,0,0,0,0,0,0
173,Sense,06/2020,0.044777331222344,-0.134022513794811,-0.0235292972771504,-0.0572061085231113,0.0958611371724557,0.2265599978108516,0.0097246225995004,-0.0052721081320187,0.0163118354012349,-0.0050226746743807,-0.0663842401645694,-0.0002135928992007,0,0,0,0,0,0,0,1,0,0
174,Ukrsibbank,06/2020,0.044777331222344,-0.134022513794811,-0.1003483767292651,-0.0536343968052695,0.2782256872988556,0.0954898793369903,-0.0775763217614374,-0.082223128617867,-0.0082581094426642,-0.1676023057702718,-0.0896145398424959,0.0010198547364074,0,0,0,0,0,0,0,0,1,0
175,Universal,06/2020,0.044777331222344,-0.134022513794811,-0.0051904386827215,-0.0190948390815881,-0.0290009003877084,2.147446436495157,-0.009136304138656,-0.0364787020939731,-0.0023416102271566,-0.0073436245908908,-0.1004721718280877,0.0014930368068272,0,0,0,0,0,0,0,0,0,1
176,Privat_Bank,07/2020,0.0737628384687208,-0.1425883949021545,-0.0346682420792127,-0.0460498472812996,-0.0145893287399742,0.0008328739991693,-0.0100700866154596,-0.0238109096031741,-0.1244804372469554,-0.2007865334564441,-0.0185637034963322,7.667834045996655e-05,0,0,0,0,0,0,1,0,0,0
177,Credit_Agricole,07/2020,0.0737628384687208,-0.1425883949021545,-0.0257568768233831,0.0214567974921259,-0.0063538912674333,-0.3477322092916717,-0.0426854715030462,-0.0357710071346485,-0.0129429882102796,-0.0348630133510343,0.0269751584098674,0.0011109648325852,1,0,0,0,0,0,0,0,0,0
178,FUIB,07/2020,0.0737628384687208,-0.1425883949021545,-0.038182047884213,0.1010020988810112,0.1005990170464891,0.5382286240412639,-0.0355479015692821,-0.0064307209924784,0.0006484389678965,-0.0143359096644485,0.0492890425036571,0.001495568973052,0,1,0,0,0,0,0,0,0,0
179,Kredobank,07/2020,0.0737628384687208,-0.1425883949021545,0.0072948677380119,0.0244514922085818,0.0293925308818578,2.979628021633774,0.0060719692613463,-0.0290878553523417,-0.0203146955388519,0.0321195698626813,-0.0123254145929242,0.0022802539918717,0,0,1,0,0,0,0,0,0,0
180,Oschadbank,07/2020,0.0737628384687208,-0.1425883949021545,0.0064890914938516,-0.0258678408437154,0.0656363315372369,-0.0010846927372751,0.1868261036462697,0.1617307439070685,0.0630550451992824,0.3410145828318245,0.0443729098731385,-0.0020636803004049,0,0,0,0,1,0,0,0,0,0
181,OTP,07/2020,0.0737628384687208,-0.1425883949021545,-0.0554957874283077,0.0439039630493655,0.0322740675394929,0.1951901466605235,-0.0340655276128041,-0.0595536934861652,-0.0237390557254504,0.0099862378869669,0.0097913491079895,0.001897209674832,0,0,0,1,0,0,0,0,0,0
182,Pivdennyi,07/2020,0.0737628384687208,-0.1425883949021545,0.0029934383583247,0.0170182737982344,0.1540885654701898,0.0427923778274687,0.1333421775544121,0.0481930471091514,-0.0205499168415255,0.1455839012361879,-0.0904716261735513,0.0024570264432942,0,0,0,0,0,1,0,0,0,0
183,Raiffeisen,07/2020,0.0737628384687208,-0.1425883949021545,-0.0365474970097772,0.0013213379951926,0.0408825224974245,0.4134189421797519,-0.0192966563950386,-0.0235693917642133,0.0065710669424737,-0.0070273919089806,0.0651492855364314,0.0012147485804395,0,0,0,0,0,0,0,0,0,0
184,Sense,07/2020,0.0737628384687208,-0.1425883949021545,0.0051339257244428,-0.0353561331199306,0.1115665205510936,0.0930546468001244,-0.0150421306049329,-0.06547137608334,-0.0141286894376343,0.1179965700945673,-0.0768350827245101,0.0014187343258876,0,0,0,0,0,0,0,1,0,0
185,Ukrsibbank,07/2020,0.0737628384687208,-0.1425883949021545,-0.0660316600098953,-0.0270771789003233,0.0841127539560081,0.218370728683224,-0.105185170961069,-0.0589975874995313,-0.0272775592843617,-0.0625645791467967,-0.0729630663643883,0.0020731437604478,0,0,0,0,0,0,0,0,1,0
186,Universal,07/2020,0.0737628384687208,-0.1425883949021545,0.0109723976395255,-0.0137886458065343,-0.047281752292933,2.211240814535955,-0.0010472408662749,0.0210307853845006,-0.0213049627016937,0.0997888840950901,-0.0819886067956797,0.0023444922984467,0,0,0,0,0,0,0,0,0,1
187,Privat_Bank,09/2020,0.1233660130718954,-0.0890731797919762,-0.0347103880697253,-0.1662409851447271,-0.0075009085695023,0.1573354094815714,-0.0204528023008867,0.0338835052604685,0.0075679309918059,0.0461419192986425,-0.0248568171033758,0.0001686768601569,0,0,0,0,0,0,1,0,0,0
188,Credit_Agricole,09/2020,0.1233660130718954,-0.0890731797919762,-0.0031244150515341,-0.0441615214184585,-0.1238967883108829,-0.0228109361827477,-0.0212833250039989,0.0034090729506175,-0.0287189656383572,-0.0093810650413163,0.0065021521317989,0.0021121052961463,1,0,0,0,0,0,0,0,0,0
189,FUIB,09/2020,0.1233660130718954,-0.0890731797919762,-0.0176257830559734,-0.0550663300925179,-0.000761245447323,0.1832502969954192,0.0030584211789341,-0.0394648659498218,-0.0164072281694583,0.003416601725035,0.0747239262954318,0.0031239340785506,0,1,0,0,0,0,0,0,0,0
190,Kredobank,09/2020,0.1233660130718954,-0.0890731797919762,0.0080928523805227,-0.2481076916452261,-0.0243466896284924,2.357240724079977,-0.0254686003535468,-0.0537915481536337,-0.0236335730972983,0.007874455047756,-0.0779604762107355,0.0027804093966663,0,0,1,0,0,0,0,0,0,0
191,Oschadbank,09/2020,0.1233660130718954,-0.0890731797919762,-0.0049516257878036,-0.1358171303299441,0.0576146524283965,-0.2139442440179342,0.0629813881933951,0.2065689869643413,0.0701919163063275,0.3360568204823518,0.1551305507852809,-0.0027386171287236,0,0,0,0,1,0,0,0,0,0
192,OTP,09/2020,0.1233660130718954,-0.0890731797919762,-0.0280087973451679,-0.0189064032422961,0.0113993552651096,-0.219048612365585,-0.0360016627007834,-0.060980962608662,-0.0188881393805426,0.0013495185988676,-0.0626153864510487,0.0026955786118548,0,0,0,1,0,0,0,0,0,0
193,Pivdennyi,09/2020,0.1233660130718954,-0.0890731797919762,0.0105103892145036,0.0161637470896552,0.0525800081490051,-0.0102291486581462,-0.0192760843287781,0.0494127539406266,-0.024651027683463,0.0829886361776141,-0.0657563858787444,0.0029229533442965,0,0,0,0,0,1,0,0,0,0
194,Raiffeisen,09/2020,0.1233660130718954,-0.0890731797919762,-0.0419816250832016,-4.2904359773033415e-05,0.0146655189289248,0.2196995444280349,-0.0605084370582353,0.0338739536847415,-0.082729262119774,-0.0398537144349818,0.0088106621296181,0.0013289494590469,0,0,0,0,0,0,0,0,0,0
195,Sense,09/2020,0.1233660130718954,-0.0890731797919762,0.0094442917538703,-0.0725127200019469,-0.029534999327467,0.4037258442747791,0.0049768995903516,-0.0020036312251309,-0.0076858713174336,0.0377021241743706,-0.0145160744331584,0.0012898938380676,0,0,0,0,0,0,0,1,0,0
196,Ukrsibbank,09/2020,0.1233660130718954,-0.0890731797919762,0.0034932845273328,-0.0438389991677156,-0.006205377859983,0.4654287345182357,-0.0691307200148955,-0.0264053825209412,-0.0184281782113532,-0.0238559116029379,-0.0728666886942998,0.0019534567041274,0,0,0,0,0,0,0,0,1,0
197,Universal,09/2020,0.1233660130718954,-0.0890731797919762,0.0240625294211574,-0.0160642197471307,0.0359152983317881,2.0213788158667523,0.0268521829150415,-0.0047613385497398,0.0271386565820187,0.0565162118582102,-0.1105989001441018,0.0027765996159099,0,0,0,0,0,0,0,0,0,1
198,Privat_Bank,10/2020,0.0295893719806763,-0.0361565131253095,-0.0305197045812501,-0.1600401313484847,0.0390273443609477,0.1793433270404855,0.0349515507262786,0.0869364530916989,0.0677928903684054,-0.0106689590530008,-0.0247764697377509,-0.0001443706682404,0,0,0,0,0,0,1,0,0,0
199,Credit_Agricole,10/2020,0.0295893719806763,-0.0361565131253095,-0.0043989160083224,-0.0570883657065139,-0.0261495851386372,0.0679947148520114,0.0096654484931432,-0.0312213592041291,-0.0206658229814219,0.004476571912398,0.0668956096544461,0.0024938388777157,1,0,0,0,0,0,0,0,0,0
200,FUIB,10/2020,0.0295893719806763,-0.0361565131253095,-0.0174180904885506,-0.1958348837405527,-0.0017222214255187,0.6402028930252085,0.0294859706769832,0.0136131173949169,-0.0195471462157424,0.0060831880885702,0.0882579622975158,0.0032858928234881,0,1,0,0,0,0,0,0,0,0
201,Kredobank,10/2020,0.0295893719806763,-0.0361565131253095,-0.0021620861845073,-0.3290816459705706,0.0062802049841195,3.754839389929298,0.0132564142825002,-0.0110653762509187,-0.0159512610163237,0.0216437505141407,-0.0925053340811887,0.0022716690710932,0,0,1,0,0,0,0,0,0,0
202,Oschadbank,10/2020,0.0295893719806763,-0.0361565131253095,-0.024256581513104,-0.0949642808398471,0.0033082267825448,-0.0980037089409227,0.0419920814542987,0.0008910944344559,0.016220543074411,0.3441971190591161,0.0389145227677554,-4.935385148603333e-05,0,0,0,0,1,0,0,0,0,0
203,OTP,10/2020,0.0295893719806763,-0.0361565131253095,0.0047612573833898,0.012354579907115,-0.0203983685594258,0.656323802347529,0.0113753343826758,0.0005118550653265,0.0106088535480834,0.0156816718064081,-0.0934444910460812,0.0018997465663885,0,0,0,1,0,0,0,0,0,0
204,Pivdennyi,10/2020,0.0295893719806763,-0.0361565131253095,0.0308580300790451,0.0043824861640222,0.1017201519799295,1.5470152101235195,-0.0574255771329123,0.0312417918725081,0.0052427916477044,-0.0273915005312236,-0.1207108251228955,0.0007688681190406,0,0,0,0,0,1,0,0,0,0
205,Raiffeisen,10/2020,0.0295893719806763,-0.0361565131253095,-0.0238561061457108,-0.0023079468517491,-0.0720300945233243,0.0323607892829913,-0.0272257910382171,0.0147008384489275,-0.0772909209134903,-0.0101760108840479,-0.0272871609886431,0.0010234337546266,0,0,0,0,0,0,0,0,0,0
