Bank,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01
bank avangard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.01755,9.01755,9.01755,9.01755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,4.6,148.29749999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73681,1.28826,0.0,0.0
bank credit dnipro,6778.34008,726.17925,2770.46819,4049.16575,4711.93067,5322.08345,6296.77648,134731.92934,135224.11953,135767.2878,136625.67231,136880.4617,339254.17957000004,1615.87898,1813.62816,3460.52237,3672.9706,3818.71956,157330.79662,159621.39385,189808.29904,475486.55945,525879.97253,580306.87755,852386.04754,3380.80077,83728.75577,84722.98322000001,287492.69154,287822.03573999996,789344.96177,790472.1724800001,791040.836,793620.2738,794923.6632600001,797769.45527,805450.3913,380.37284999999997,1741.54716,2468.6497900000004,3960.98611,5438.70056,5498.51677,12818.87141,12974.0378,13108.633080000001,14333.81769,14539.53239,16496.93611,10122.30256,10693.63634,11186.32654,11377.43276,12194.61325,24754.641,25220.004119999998,25678.51147,25865.60861,26100.08891,27489.504620000003,28622.723189999997,992.1038,1682.38016
bank familny,205.38678,6.1335,11.7081,61.26018,66.7939,72.18216,120.73559,124.79294,133.82703,142.18475,155.60890999999998,170.13941,214.5097,93.24393,107.53425,119.6586,122.14448999999999,150.39179,268.65299999999996,298.79412,368.18726000000004,383.01597999999996,404.32018,419.66004000000004,814.92798,20.838260000000002,37.85015,78.37894,114.54678,125.14702999999999,140.02819,170.01289,191.53885,371.70691,390.1567,466.99363999999997,489.14608999999996,34.22944,61.6839,62.8334,63.14508000000001,63.14508000000001,92.2907,284.4109,284.4109,284.4109,329.30617,333.82383999999996,341.65837999999997,14.614,71.75750000000001,76.51601,82.48195999999999,95.34958999999999,107.17124,113.7741,122.44136999999999,337.25888999999995,700.0179899999999,715.10316,796.99661,32.94238,45.34012
bank for investments and savings,1343.911,17.9871,23.59874,29.1168,33.77881,143.77686,158.19533,263.27436,316.60361,385.86607,389.289,490.38323,544.74579,52.0,105.93907,106.43171,123.30849,137.7282,140.64542999999998,144.04417999999998,145.45,145.99442000000002,156.52984,182.60524999999998,191.88813,32.03496,57.77059,74.12491,104.92093,108.05263,108.16041,265.95285,267.05191,277.89976,330.16979000000003,343.91391,638.8045,58.740880000000004,72.75518,83.52461,83.52461,122.92485,264.25037000000003,423.32236,918.50184,1115.5600000000002,1118.92995,1197.14104,1474.21677,75.57764,452.46207,976.18684,1416.16426,1948.46585,2220.27648,2451.87298,2853.0645400000003,2973.90526,3204.5708099999997,3602.13681,3962.27364,210.25282,757.02745
bank grant,1390.26255,69.60458,162.25102,713.10674,923.73164,1029.13418,1141.10849,1212.22234,1447.94811,1648.08911,1667.6206200000001,1719.98087,1835.32727,57.8319,103.71553,120.32544,132.41484,159.97301,174.80611,306.52405,322.4032,355.94001,396.45198,450.41040999999996,1374.5213899999999,22.90794,172.86396000000002,284.18571999999995,658.6336699999999,733.75661,811.02911,878.16079,935.71016,1088.21842,1143.95626,1303.3604599999999,1624.21731,18.51044,247.30589,261.71269,262.01269,577.05833,586.75545,396.05965,412.3508,433.12577000000005,449.80077,506.94927,638.67214,1.9,107.70918,159.89856999999998,212.59669,296.59065000000004,636.5387300000001,1542.77312,2155.97585,2197.6419800000003,2238.81259,2524.0181000000002,2645.7261500000004,59.799989999999994,134.61225
bank portal,15.962,0.0,3.541,3.541,3.541,3.541,3.541,3.541,3.541,3.814,3.814,3.814,3.814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332.445,332.445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,297.21500000000003,297.21500000000003,0.34,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.949,23.949,23.949,23.949,23.949,0.0,0.0
bank trust-capital,,,,,,,,146.06994,166.33806,186.60618000000002,5386.9360799999995,5421.82297,9014.08587,320.64902,349.86922,379.03109,407.15915,434.7355,461.95634,518.7242699999999,545.19327,571.24325,597.42347,1135.06678,2619.92702,26.60149,53.96227,2126.80004,2154.18299,2181.29669,2208.04601,2234.53546,2248.80181,2263.0539,2277.47703,2318.1107,2332.52382,16.08298,32.37504,48.715340000000005,65.52205,82.1036,98.62082,115.20237,131.49129000000002,147.75118,164.13973000000001,215.12299,393.43203,16.19556,32.830619999999996,95.69284999999999,112.01708,128.13223000000002,144.29562,160.50727,177.48952,182.42376,187.38266000000002,194.49431,199.45320999999998,5.3645000000000005,10.75046
bank ukrainian capital,,,,,,,,400.51397,529.53035,563.70625,577.43256,604.1443800000001,651.9861599999999,2.56075,67.5429,67.95957,150.16043000000002,255.82581,294.10311,1439.55067,1446.32706,1449.0097500000002,1462.55002,1465.41111,51044.20785,125.48734999999999,127.43215,1725.56288,2154.47693,2241.6621299999997,2294.57791,2338.66536,2357.3151399999997,12465.49191,12468.60246,12776.25587,18613.98436,3048.51126,3173.86376,3424.2503100000004,3479.11807,3559.37852,3674.2664299999997,3756.61562,3764.43608,4579.5374,13900.05988,13938.62987,14187.744569999999,172.3358,189.19984,387.45771,390.49006,741.45368,843.6636,849.1684,854.2304800000001,874.13022,883.68453,886.8682,6925.94328,171.60929,199.56436
bank vostok,21424.44534,11.83705,54.97155,2435.99673,3207.77021,3248.20328,3344.87968,3497.04019,3520.0341700000004,15605.67855,15629.02231,18866.20049,19123.31482,36.53878,77.7036,128.98845,178.65004000000002,281.85411999999997,580.4637299999999,1707.9961400000002,10112.70716,14961.70089,17625.72201,17674.54509,25700.69348,25.052439999999997,103.6754,682.25669,2316.58095,5290.50377,5543.15731,5588.80937,5688.72704,5765.9023,7133.68881,10603.95531,21763.5431,87.38903,158.77202000000003,196.11531,2512.11623,2626.88298,2682.60413,3090.2528399999997,3773.83689,3804.8901,4188.482190000001,8209.3374,9136.11248,447.68735,1293.48106,9539.79844,10766.25311,11563.13996,14191.908570000001,14712.02911,16834.30903,21933.51312,22292.206159999998,23105.24634,24549.39966,585.9033900000001,882.80485
bta bank,3489.31466,132.7244,155.52502,221.37911,439.94349,475.92918,486.06871,904.31194,1150.30645,1153.90391,1206.25713,1942.13662,2011.3151,0.3255,127.36349999999999,127.98847999999998,140.79003,190.70714999999998,355.67253,364.83957,1271.39571,1291.12961,1542.0323199999998,1600.4479000000001,1657.5769,0.30016,22.35361,35.41494,35.41494,35.55517,191.64251,191.71941,191.77843,726.86638,726.94665,1119.84652,2044.8637299999998,4.204000000000001,4.20675,4.20675,4.20675,6.46126,6.7862599999999995,6.7862599999999995,109.09636,109.17565,109.36765,400.37101,3050.59856,0.0,0.10060000000000001,117.5336,117.5336,117.5336,121.36693,45791.540929999996,49448.400929999996,54126.6921,54127.754850000005,58357.92985,58393.898649999996,24485.0,24485.0
cb accordbank,657.64134,44.03715,44.41215,44.96214,44.96214,44.96214,45.14547,150.71579,235.15744,319.25835,513.3765599999999,513.74322,1018.6750499999999,25.3958,209.30086,536.56346,641.4782799999999,721.7610599999999,808.3167599999999,861.38306,861.38306,943.26351,943.71251,1019.4108900000001,1664.29194,0.3259,507.13948,774.09579,890.20587,1756.52085,1884.3135200000002,1947.6305300000001,2890.85927,4080.1263299999996,4506.4238000000005,4784.91911,5325.055,438.93917999999996,923.5126700000001,1163.97582,1362.45254,1631.90833,1657.0045,2164.20799,2164.21142,2451.19632,2460.3012999999996,3932.17713,3065.73708,0.378,257.08106,791.41326,3500.09786,3686.41442,4654.94745,5884.08821,5942.23416,6393.17201,7261.21446,7807.27575,8150.365559999999,397.9887,730.17984
cb globus,2207.86263,76.03328,105.96578,378.85644,436.23238,448.19614,460.92958,479.64429,505.72346,573.1808900000001,587.0948999999999,605.18905,685.41715,65.91255,361.90549,482.19205,567.32371,712.97501,875.0399199999999,971.73948,1067.9655500000001,79008.17607,79371.96977000001,79461.67663999999,79615.20645,297.65970000000004,864.28223,1065.81644,1656.9345799999999,2002.82263,2191.0188700000003,2381.15636,2495.62936,2646.3556399999998,2847.25585,3055.2853999999998,3243.36277,386.04881,630.31272,668.00081,691.8565199999999,723.6640199999999,927.27417,1130.62032,1329.68289,1437.1499800000001,1695.3968100000002,1836.5929,1955.87354,332.86232,727.899,1231.94254,1670.2598799999998,2016.06013,2332.37458,2858.20872,3229.47408,4152.55972,4388.79216,4793.07866,5227.22598,1974.42162,2708.07476
cb privatbank,85055.84141,6669.62402,17663.05142,35187.5524,43624.38261,52630.12276,59204.88129,94737.9513,186332.57606999998,207156.95836000002,220685.62273,613244.7832599999,744906.3827300001,13126.27649,42229.23541,64178.446280000004,112731.80883000001,143805.48896,171349.54649,188445.44081,213574.48148000002,253339.06736000002,284303.3203,300112.36624999996,337726.50393,42186.81601,87730.73761000001,146985.4237,177229.25832999998,193288.57585,225231.50003,245197.69885,265341.23079,340983.23425000004,358844.04134,390160.48563999997,423603.23749,24780.73702,43936.60238,99946.65977,112611.04177,115263.64273,223796.47034,235783.40131,244565.04859,253904.21541,262528.50797000004,464328.73322,611809.26757,18566.142649999998,28427.73412,52051.75716,81409.72521,498651.32402,538650.4171699999,551979.42661,565264.086,596404.7692,627383.33314,640849.4786200001,746312.69507,13653.216219999998,25360.61876
citibank,458.61325,81.216,82.565,82.565,82.565,102.5346,102.86498,1324.49831,1324.4983100000002,1324.4983100000002,1324.4983100000002,1324.4983100000002,1324.4983100000002,7.231,12.86147,12.86147,12.86147,12.86147,100.26677000000001,100.26677000000001,100.26677000000001,100.26677000000001,109.01510999999999,109.01510999999999,111.01039999999999,0.0,0.0,0.0,0.0,0.0,13.26238,13.26238,13.26238,31.600839999999998,64.76816000000001,64.76816000000001,64.76816000000001,0.0,6.93541,712.92427,712.92427,712.92427,712.92427,720.82719,720.82719,720.82719,724.97594,737.49992,770.20692,3.9352500000000004,3.9352500000000004,5.383920000000001,5.383920000000001,5.383920000000001,5.72919,11.94376,11.94376,11.94376,20.575400000000002,20.634719999999998,20.634719999999998,11.67736,11.67736
clearing house,5918.686,6.05439,287.85251,428.96542,690.23948,796.30165,3299.40474,3308.5585,3681.7369700000004,3687.7471,3935.6772800000003,4313.71579,4889.47739,3.65769,7.46714,17.99566,21.895,26.48184,32.92472,109.23369,176.0272,249.73024999999998,287.53952,365.14448999999996,567.06645,4.77997,578.83393,592.49909,601.86736,613.76416,629.21256,902.4529100000001,910.2945,1156.9242399999998,1166.61296,1199.92067,1207.5778,2.1393,3.9593,10.15047,10.52547,16.08379,109.70222,111.55221,119.63315,481.71647,484.65799,489.14298,535.413,1.75,6.431,74.77466000000001,200.50451999999999,202.67125,290.27964000000003,296.23726,327.49061,332.59248,387.81528,400.18537999999995,409.83049,5.49566,10.33311
cominvestbank,2249.38934,54.296,54.296,384.06079,609.06079,609.06079,609.06079,609.06079,609.06079,609.06079,609.06079,609.06079,740.38239,46.03424,46.03424,87.00579,87.00579,87.00579,87.00579,259.11829,259.11829,259.11829,419.56237000000004,4180.18609,4254.77499,0.18100000000000002,0.18100000000000002,1.01433,1.01433,1.01433,1.01433,9.15543,9.6321,9.63217,9.63217,9.63217,9.63217,30.22393,30.22393,30.22393,30.22393,848.2121900000001,11164.97723,11164.97723,30259.66631,30259.66631,29109.812,29111.1102,29747.410200000002,0.0,983.3008,983.3008,1009.4558000000001,1009.4558000000001,1007.4558000000001,1007.4558000000001,1007.4558000000001,1013.4798000000001,1014.4798,1014.4798,1278.04647,0.0,0.0
credit agricole bank,20363.58304,3706.20038,3997.99293,6937.53996,9124.7464,11643.62541,14011.3057,20302.08038,22818.32394,23354.44855,24593.811859999998,25545.169390000003,26583.12633,2214.10401,2819.07764,4913.61615,13418.225380000002,19438.13772,20555.96356,21757.62937,24666.44415,26815.49295,27835.984119999997,28443.86807,32521.00726,591.84623,3570.03848,7085.52996,21158.08056,21859.24809,22010.839959999998,24378.98948,25289.850179999998,26951.815329999998,29393.9376,29632.18678,30170.83031,856.18544,1612.6600600000002,3772.48727,3820.38044,3864.16116,4889.6623,5100.69021,5367.48049,9010.249440000001,11518.44439,12906.35225,14077.02493,168.34339,376.09666000000004,2461.12319,4343.816580000001,4618.475079999999,5875.54892,6669.12104,6858.2172,12650.05039,15077.07134,15512.513130000001,16271.988279999998,1600.36562,2285.1151299999997
credit europe bank,4755.06816,1.98206,6.61795,16.71401,1360.44517,1365.22691,1441.39381,1474.51101,1481.33781,1492.59798,1772.8487100000002,1820.1494,1836.88561,1.218,31.558919999999997,42.48839,50.518100000000004,60.25907,123.10105,518.62022,522.2986400000001,544.53314,1533.17887,1539.50735,3525.24194,3.54027,12.85153,20.1131,1559.97372,2216.81608,2255.5845099999997,2265.08118,3298.2220500000003,7520.8037699999995,7645.14992,8749.309609999998,8846.87397,1.9964000000000002,29.335449999999998,33.46372,33.46372,33.46372,33.46372,34.93372,34.93372,165.9742,970.2062,975.5412,1779.1252900000002,0.0,1.03918,2.07836,3.3173600000000003,5.56323,14.68989,58.108439999999995,65.4449,318.68136000000004,444.04630000000003,518.03426,1542.40905,0.35325,36.07854
creditwest bank,5913.51665,0.0,0.0,0.0,0.29167,0.39167,0.55834,0.55834,0.5583400000000001,496.05707,496.05707,496.18206999999995,578.18207,0.5086,51.92416,51.92416,51.92416,51.92416,51.92416,51.92416,51.92416,52.21583,52.5075,52.5075,3148.0083,1.06789,2.13578,3.3185599999999997,4.501340000000001,5.68412,5.68412,9465.67568,9465.67568,9468.04124,9469.52623,9471.40088,11257.17088,2.85647,4.03925,4.03925,12415.248249999999,12468.24825,12468.24825,12468.24825,12552.22477,12670.414620000001,12785.619690000001,12832.75553,5170.68765,44.730270000000004,121.02574000000001,221.78176,1475.24966,1937.51111,2070.65454,3922.65879,3990.8114600000004,4093.7155799999996,4826.7385,7528.954159999999,7754.63017,286.52649,3281.60271
crystalbank,2519.87896,29.38319,116.55914,123.85201,197.43142,645.22091,651.21761,656.21915,660.91142,689.35145,885.2577,1142.86317,1153.5563200000001,87.60579,87.60579,87.60579,87.60579,88.18912,107.18912,208.22109999999998,629.1071000000001,629.1071000000001,633.05876,633.05876,643.6190899999999,250.58560000000003,305.91889,308.03222,1976.55254,2720.68369,2721.1446499999997,2983.7477099999996,2988.6369099999997,2994.07291,2994.44691,3018.02777,3059.8957699999996,38.455200000000005,49.76875,59.942750000000004,60.94275,61.94275,91.53275,99.54275,100.54275,103.81396,249.42737,249.42737,252.54737,1.5299999999999998,3.15,155.55299,172.62066000000002,709.49955,783.3195,783.3195,787.7936199999999,791.06362,821.84195,829.5086200000001,837.01839,5.165,71.92626
deutsche bank dbu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eib,,,,,,,,8.5,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.75,30.75,30.75,30.75,30.75,30.75,30.75,30.75,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,654.1731,655.88973,655.88973,655.88973,36.101620000000004,99.45141000000001,99.45141000000001,99.45141000000001,99.45141000000001,99.45141000000001,99.45141000000001,99.45141000000001,99.45141000000001,99.45141000000001,99.45141000000001,99.45141000000001,0.0,6.81339,6.81339,6.81339,6.81339,25.94022,27.16349,27.16349,96.6831,96.6831,96.6831,96.6831,153.69806,153.69806
first investment bank,14548.28736,30.31082,51.21621,1603.65958,1626.89761,1718.86895,1755.91781,2159.59558,2187.85064,2230.87677,2254.9421500000003,2282.14015,2298.82198,18.90662,53.93447,364.39795000000004,390.04778,404.66470999999996,426.05971,440.10685,461.16909,476.36599,551.9860100000001,582.70416,640.87047,11.40618,45.92118,77.76435,115.15185,158.97353999999999,203.86065,328.05228,360.92666,415.31497,497.79392,540.48741,588.1309,3270.69264,3297.7231699999998,3313.6668299999997,3357.1674900000003,3407.2127,3448.32508,3473.5079,3633.80884,3695.43038,3722.56437,3750.6713299999997,3923.0311699999997,35.92916,99.67756999999999,130.46737,154.56949,189.66901,205.93768,233.48672000000002,256.68498,290.51229,332.23479,362.07074,391.37484,37.51632,972.24882
fuib,31990.94815,1495.98443,6302.78815,8570.83716,13136.60608,16029.69732,18460.19869,22329.71183,29870.00693,65909.44086999999,67654.10287,70013.16428,75846.27291,32059.49278,36772.53468,38848.68896,40163.57069,42740.57278,44465.34172,48037.450059999996,53154.193470000006,57109.75266,65230.7527,76233.11667,89863.47243,13618.657410000002,26576.03413,46033.76259,60659.372509999994,73104.64708000001,88795.46257,103770.51328,119413.67655999999,140123.97506,158895.83218000003,179727.59691999998,203719.61184,15287.04187,32492.988599999997,35763.99825,40102.00339,48939.30909,60365.46308,72219.61089,82288.48397,92354.40672,102238.44454,114362.82576,132889.43609,15843.12784,30029.77045,48188.092500000006,73424.23964,99091.62602000001,128257.93996999999,158911.04867000002,186181.94627,217763.44090000002,251998.16508,279895.32675,312727.83879999997,29901.01713,76056.07249
ibox bank,158.47814,1183.41182,1224.63304,1232.1991,7428.9991,7539.27222,7539.27222,7713.38425,7716.02725,7779.780030000001,7780.13923,7812.13923,7821.24025,0.0,0.0,0.0,0.0,25.85533,27.00179,135.23118,135.23118,135.23118,135.23118,1151.1588100000001,1175.62301,129.18072,2240.70322,2243.3760500000003,2818.91786,3116.0923199999997,3117.57508,3132.53758,3148.52147,3191.3392200000003,3240.3008999999997,3271.1261299999996,3666.8149,4.58139,4.58139,6.82846,43.155640000000005,93.48275000000001,445.96400000000006,448.87277,448.87277,448.87277,448.87277,646.76619,646.76619,3.7215,,,,,,,,,,,,,
idea bank,2837.58613,78.40668,145.23728,199.38565,235.41072,271.53993,293.01303,330.15437,350.93724,377.43145,410.77486000000005,428.447,546.75005,396.18257,492.0761,566.29595,616.11076,647.41079,676.78082,1075.83322,3886.32212,3907.32573,3957.07649,4071.5397199999998,6439.58495,578.5587800000001,1267.70829,1854.1629,2185.8192,2516.81058,3293.28166,3604.51391,4048.72296,5610.934130000001,6306.58507,9843.46998,10986.07856,1027.8596499999999,1821.91451,1940.6863,2043.4163899999999,2143.42922,2259.46064,2368.63212,2875.942,3585.74079,4160.5973699999995,4631.21055,7344.3532,1750.99541,3017.43943,4221.650409999999,5797.21725,8088.943799999999,10662.72955,13470.963790000002,15134.94207,16884.9064,19022.77005,21889.35293,26132.69632,1589.81187,3948.87643
