Bank,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,2023-07-01,2023-08-01,2023-09-01,2023-10-01,2023-11-01,2023-12-01,2024-01-01,2024-02-01,2024-03-01
poltava-bank,1540951.93635,1471129.76116,1432783.96593,1441463.60373,1496698.57612,1526279.35096,1531029.75599,1638077.97406,1599588.70535,1552319.51134,1615010.2202400002,1594968.86549,1665670.73046,1662890.1315199998,1633102.04391,1636905.76853,1785929.20891,1810039.2747399998,1869353.95966,1967129.64794,1989447.22089,2076807.85591,2079459.17051,2065104.89707,2254256.29295,2097010.39855,2109990.3216599994,2157237.6662500002,2157771.6231100005,2147312.72847,2057776.96353,2092188.591,2093827.88184,2176970.6428099996,2226987.57192,2290382.7646,2388231.28277,2300642.6268700003,2240034.97454,2147201.85799,2131527.4483499997,2230518.48442,2179733.75243,2309553.09821,2409807.62083,2337852.12834,2354993.4924600003,2645391.2308,3198107.9704400003,3056959.11694,2916895.75996,2740633.50114,2922184.47488,2982797.36454,3004163.3141900003,3017377.7303,3074468.76711,3262761.3307000003,3274445.2395299994,3367049.6291500004,3751070.67049,3773963.73762,3771785.73898
pravex bank,,,,,,,,2731715.20999,2758859.93083,3017425.1823699996,3194852.65068,2992425.4522,3624815.01936,3664955.54237,3624594.18082,3876080.59356,3610753.7861,3646876.5779900006,3990387.4926400003,4643558.98944,4489521.10288,4784214.36011,4587557.941989999,4535802.09896,5422863.509339999,5040853.15587,5034355.7234,5308232.944150001,5320003.14311,5488622.7283499995,6205257.40983,5686801.2288,5949090.662950001,6533596.07857,6301969.90536,6708454.41224,7281580.37314,6648593.580409999,6031212.50865,6322503.7369800005,6440839.86996,6504310.31066,6722072.7659,7555900.53938,7491960.82185,7638634.84188,7889799.159399999,7977914.15467,8210873.24646,8053050.48258,8042428.49715,8648987.05972,8682955.06876,8735095.22684,9252834.90566,9157361.556780001,8443029.397170002,8362407.38669,8741082.744859999,9008825.67776,9124257.21623,8949759.854629999,8806569.250209998
procredit bank,12112858.7133,11918302.38388,11966948.34044,12164458.00912,12137607.86889,12231345.62233,12596712.53508,12677161.53645,12757968.13587,13007960.674959999,13766057.38177,13620378.918779999,14629316.8128,14648399.73596,14924458.517949998,15977203.86813,15568443.10294,15783276.86348,16034091.600370001,16831207.56255,17178429.01129,17729035.590129998,17690809.20469,17607597.72617,18245120.5416,17788878.01655,18029259.688819997,18366759.73572,18103157.00749,18367057.10501,18199026.54069,19035108.56529,18615476.56255,19230982.158830002,19149706.53573,19208774.430680003,20474625.60297,20514676.649559997,20130140.55393,19719935.96738,20253999.38189,20929866.085860003,21066788.616209995,22647507.055150002,22734384.4782,22367083.31925,23180946.005689997,23408801.98007,24024955.735030003,24865009.47877,25143837.536799997,25701619.31391,26014947.42353,27061121.52071,27251290.71225,28517554.09246,28154956.456350002,29025644.660290003,29086823.193899997,28967493.257859997,29784997.152749997,30538597.80098,31091610.809180003
radabank,1199888.88853,1126200.5884,1171078.1697,1151595.58524,1104109.26417,1205232.96486,1227267.61215,1122351.8614,1230036.61462,1206339.98403,1233489.45439,1226256.77296,1500116.1440699997,1566796.68535,1554795.86315,1537683.78847,1534198.8705799999,1565993.0647,1539667.67141,1636037.2724499998,1724318.1935900003,1841522.8103600002,1850424.64751,2178418.0037000002,2143884.61894,1951226.84644,1960282.651,2299275.08486,2506708.34124,2479173.85653,2561729.25091,2558047.2067400003,2586852.33438,2554067.2506399998,2777538.82118,2957374.7594799995,3586813.26742,2872723.3736799997,2844845.43153,2244977.1877499996,2173927.0240800004,2259417.73811,2406036.41427,2612037.3077499997,2605400.54502,2743186.1558700004,2698720.26094,2816246.47426,3286598.9756,3173630.87515,3124202.9383300003,3495195.59306,3576026.58181,3682745.6281699995,3811203.70882,4064876.1617300003,4232633.715799999,4874534.42588,5052368.34894,5383267.254189999,6383773.117450001,5981339.467660001,5917758.34174
raiffeisen bank,58159939.35064,55844308.45669,56847868.76405,55571235.29853,58579569.39472,57188189.99339,61106971.94745,62311092.29441,60992535.28220999,61878160.34194001,63496949.33843,62924010.22121,66615718.58682001,68423769.54076,69051932.72382,73270243.79881,75150829.5663,75738886.95744,78921595.28102,80347046.76337,80895307.13500999,84059356.3796,85521712.90151,84554127.38657,88163375.95824999,89834157.95132999,90694845.89217001,91197448.70177001,95369805.95191,96713328.49372001,98032103.67040999,100173311.38897999,101087646.80058,101926396.91312,104655098.93314,105402058.917,107296761.72406001,109500888.44493999,113465579.47953,113254902.01366,116761687.55926,118815855.49895,120778477.54589999,128491952.93077,126869759.32564999,128883828.97196,133714228.39683999,138788659.30244002,143520873.34755,149754342.1561,149992465.49686998,144786380.9664,147174549.60082,144792245.02841,146291912.34444,152269127.0136,152182890.57261,152412326.43881002,149619951.43194002,150990249.15662,158530647.88775998,160003750.21153,163302729.96945998
rws bank,731994.51135,554553.19066,547438.42589,603678.57123,577801.03023,624684.37248,672335.71923,678210.28851,677299.13218,663255.65363,671603.3283,710942.71999,767480.4156399999,670531.49218,689186.63957,704813.15786,718792.8400099999,827580.2686600001,987141.04004,942825.29682,1011852.58084,1155454.5570999999,1147284.04061,1201394.28155,1354780.80907,1358825.48019,1473481.12556,1530476.6064300002,1355693.23339,1384989.20027,1510985.1499299998,1500416.87629,1543496.61037,1665468.61212,1700307.9107000001,1937889.74098,2242157.25879,2071053.79202,1860964.6362400001,1730112.39523,1709727.2184799998,1627227.68954,1610022.0146200003,1652523.5840599998,1620629.6938200002,1636107.15774,1599620.10577,1748543.38315,2220320.21838,2036734.3417900002,2072337.17221,2126347.56446,1991464.25153,2171679.1314800004,2295495.58173,2442663.32593,2452450.38385,2535959.19294,2463445.68006,2545835.20102,3519136.36274,2845991.0245700004,2632689.0204800004
seb corporate bank,1145004.88271,1156329.24786,1286307.17022,1300645.89856,1175350.91237,1142343.52522,1260752.50388,1048824.17325,1003245.4139700001,1016399.20453,989174.09529,1051836.83999,1083274.43369,1388514.44953,1059944.9798299999,998312.65587,927712.54549,1190502.15606,1372769.6847100002,1494483.9970399998,1770615.4360800001,1819240.2126699998,1847538.91128,1955870.41826,2525820.19517,2057843.1489300001,2480281.12833,2158633.26854,1757128.1417,1682082.7418199999,1660052.7939600002,1753103.62162,1707659.6262100001,1996024.2057800002,1719193.77937,1991900.8021999998,2178082.08213,2069680.2990899996,1528306.05171,1198155.6566499998,1731976.1572500002,1853885.61476,1949318.79721,2150890.7680499996,2187809.4256200003,2341207.42913,2853308.7636700002,3121367.2024,4387108.2948,4551745.60153,4401604.10982,4102114.90881,4355733.426549999,4315045.21642,5559031.52899,5631119.580329999,6274060.15316,6843208.99621,6811950.78072,7599775.666629999,6817787.79814,6710140.649660001,6963273.17597
sense bank,52288562.11614,53825551.84922,53316700.99701,52283106.93115,52018601.22268,54364361.52382,54361710.39372,53938507.83739,54770748.97444,55972479.66759,60648196.70114999,59217688.21237,59281063.202470005,61074119.50292,61288937.92895,64758035.82789999,63703929.406059995,63251717.860539995,66024611.36556999,67931624.48419,67288241.53130999,67713835.29533,68242161.16827,69046737.06819001,74122065.09738,72872994.57482,74100860.42138,74451440.95932,75378954.12439,78753448.19963,79376305.2561,82218118.74142,81146215.71406001,80646429.28128,82370186.79617,85096892.1462,89497286.36813001,89856817.52404,80792919.31499,71712672.67699,68892518.83296,66205490.62533,65427635.013450004,69519316.97975,69160909.52969001,65398928.17287,57705276.995680004,58326248.2525,61167697.22833,60625752.60654,62696036.39791,62946178.334640004,62948574.22002,62996935.789349996,64905016.96132,63233767.711270005,70470567.39331001,74607937.76233,81726941.48297,89010229.13690999,95143899.24404,95418875.24004,94449874.88817
sky bank,268659.95446,281130.68751,294036.675,320612.65442,304006.30413,280897.27302,262381.2593,328957.38117,297822.40814,283643.19458,273949.7899,238444.26165,270807.28047999996,282845.01716,279795.90453999996,255046.27277999997,270141.87757,299351.75229,376772.06025,376890.69801000005,339780.71109,351441.69253,340378.67957000004,330908.34148,547016.19554,477980.52739,449428.54957,449832.16528,517188.50285,549894.1665899999,567325.04354,899690.9291,730451.3006,799234.7161600001,801983.39353,850232.5074,1090150.2492,998013.4768500001,924330.59126,850914.51949,861504.6373800001,885628.80033,777436.0415599999,802345.2197799999,912830.14642,851866.4031000001,904468.5377999999,963332.44856,1126101.0034599998,1207990.35569,1239247.86641,1211552.5150900001,1267237.52821,1286240.59813,1342757.14597,1331983.7904700001,1381241.94919,1404092.16482,1538032.79559,1648298.34778,1863795.1830400003,1956491.2363800001,1656287.82115
tascombank,13796370.07248,14207114.80677,13652776.01878,13650504.81702,13645317.2682,13550287.41657,13757260.75486,13848320.01487,14045488.43851,13984528.88729,14317125.773740001,13843560.442,14677113.62627,14741435.955789998,14695132.5334,15984458.35055,15910429.4228,15870959.36754,16168906.32952,16290440.62012,16323393.39654,16444634.76701,17861326.23313,17265472.28437,17143062.9475,17112635.38825,17009835.116210002,17561537.6312,17661837.10329,17308933.12092,17037167.70051,17339754.964530002,17130659.46209,17590196.01553,18815271.036310002,19176339.76445,22818511.0494,22355019.16883,20445872.018540002,20320404.78773,21392247.61056,20986838.246270005,22043113.21718,23129054.86705,22773982.59978,22564281.54997,22862574.20006,23192197.58461,24872277.015890002,23966744.645389996,24047497.45364,25361106.041530002,26161739.932819996,27202632.07096,28752106.62271,30201581.157199997,30617382.64552,28280060.04138,26457571.39672,26856632.7453,29317241.49411,28412252.49718,29931292.34267
ukrainian bank for reconstruction and development,616.97971,362.7483,352.47038,216.75655,164.47667,10066.64543,9900.81218,9664.65388,9673.00835,9390.94948,9520.77089,9213.31172,9135.48195,59163.8332,108168.86167999999,68740.65634999999,34014.94791,37112.30734,64188.22127999999,65282.00631,66117.66145999999,69545.63844000001,85045.24644,82262.78185999999,96760.84764,82701.22518,84862.34008000001,82423.84792999999,85178.44659,77868.53252000001,64273.80291,71707.72284,72213.61946,68524.15739,65466.59882,79123.88156,41472.93248,39401.21192,56328.54019,56046.8299,58654.99217,58395.45688,51769.55968,57093.57208,57294.22272,56107.17443,56118.05515,57013.14440999999,56907.132320000004,56906.66928,56880.74113,59413.85745,65017.80625000001,82075.6988,97519.10679,114622.16927999999,115783.09518,182766.94357000003,131024.07714000001,139611.26234,187205.60807999998,253177.40786,292031.50581
ukrconstinvestbank,,,,,,,,702392.16992,737987.80053,772263.35517,866075.6730999999,863026.75906,889016.28198,857870.07447,774145.7576,705963.45228,839137.2137000001,746582.0086399999,801360.29813,827549.94485,1002543.47367,897325.41483,926513.67177,1030780.35428,1550864.2813000001,1243441.00668,1376602.84424,1243499.34727,1194442.26697,1173841.8225,1280743.65558,1252601.10227,1268549.7159699998,1183325.68637,1276496.16149,1461034.25268,1826497.2582800002,1567919.25948,1420482.9092899999,1302522.89346,1369548.4040800002,1267176.89384,1485265.2616100002,1277160.50814,1275498.49113,1564597.3570200002,1606886.87828,1263870.6925199998,1962264.8381100001,2341359.20024,2067339.31485,1816830.8990600002,1716666.8461,1542173.2988200001,2032597.52471,1306477.56773,912402.1674,,,,,,
ukreximbank,79947266.51402,83231994.1787,81658330.98793,82828740.88971,81597438.48499,84125824.83339,82315665.9543,77026096.62356,74960951.26066001,77639379.23417,77244915.55901,75308865.53958,75339671.90844,78428153.84109,78223106.15976998,85036024.30139,83408511.53432,85928231.87654,92321848.54946001,101681040.76817,97334213.94376,96863524.55480999,99611390.34406999,106022148.36632998,114640731.71914,112671166.22074,118109982.49698,124381782.83049001,126681536.37844999,129892288.3351,137136928.82419,130876715.84038,134524377.22921,126402948.35101001,124509956.33361,119007403.45648,121473149.95263,117319419.27059,119162999.26474,112652383.35246001,114648763.73333001,117713067.89307,142315761.68423998,163044915.50868,133743094.92939,153722824.09552002,177286500.47954,158631670.35679,175616649.22774002,191388235.88353,193899088.63633,196169547.16099,204985601.012,214279194.37718,218812800.42575,219564126.32018,208397412.70155,200838098.61967003,193874486.5142,191322625.35087,212986687.49501,207655118.19053,210528441.64354
ukrgasbank,65247563.21618,72350331.28971,73084109.45651,77282524.13966,75933905.23475,73458082.18725,71022665.13139,104926322.79932,94011221.63256,90556616.99426,93615159.04911,95239973.6632,103552666.02181,114656195.99166,125288209.18753,116073018.09735,126558244.95796001,131879236.46126,131691231.79816,138237128.26303,137221937.14144,140795524.17281,142347906.6753,135642292.49115998,126570817.46598999,124849925.78813,123968238.00265999,112984577.88301,117414353.71468998,107392921.50728999,108337079.69664,100710120.76359001,95146043.67263001,91105118.29533,96988691.75295,98499605.20947,96716590.27498999,99865118.83433,89934350.78848,87698739.74183999,91837539.09932,93090139.93107,99600849.27447,110320505.40215999,108422475.41705999,116490807.57333998,120070228.2481,117708608.25468001,112755403.5041,111626194.40014,116525531.77375999,128097971.96912,130782387.61096999,136855350.8552,133365716.10320002,136901986.02609,131874962.19202998,129426873.28547001,134803134.57955,142731594.90969,154079931.70199,153043307.65138003,147007626.65848
ukrsibbank,40188680.4616,39111309.9962,38931641.63439,37572625.35032,37839758.28489,38137682.53991,40991939.03157,40152913.48187,41129294.74339999,40769619.75155,41795935.39677,41883241.78159999,44355785.89283,45342084.04581,45889556.97534,50130978.99781,49668871.59308,50474406.24533,53028683.11469,56721524.12758,55126746.49285,57211121.47531,58187423.70674,60252411.691860005,62247489.16977,59866345.26138,57407557.30046,56671209.51348,57577724.697689995,59014515.59882,59686649.80968,59238109.76307,59642162.45374001,64387949.65991,62278273.43874999,63725420.45663,66124984.70566,64993344.528689995,67779837.41539001,72401410.71398,73693301.66129999,74736771.30282001,75915180.48717,84541439.54434,83615256.43669,82690109.08755,87024343.19103,86477564.27469,92671303.26617,93097072.47172,94508379.49849,97343388.72583999,107247233.73996001,109183186.21955,114305636.36146,117293288.87222,115730117.96882,111461181.84548,107500251.92864999,112485842.35408,119186501.37085001,119882863.37841,122239672.40045999
unex bank,634323.6159,565691.86626,583606.31757,608909.89579,560190.60584,518470.39481,456420.67777,397811.66408,428216.48731999996,518640.0093899999,501680.85715,452762.2232,633295.9571900001,470413.94607999997,466390.86385,408828.31714,409056.26878,401823.29264000006,431476.33067,440147.4529,408435.25753,404034.60746,411010.5367,426660.80925,516522.28845,515389.86024999997,502922.06618,522087.10876,432471.14311,602757.7847900001,667112.2041799999,675867.54003,768034.4693,959551.8564599999,1138555.07033,1367485.07268,1330521.2446,1151743.3551399999,1106406.14393,1125908.0540099998,1078313.18239,1074744.63467,1035052.6468400001,1058637.98257,1251410.48305,1479051.0838,2025967.1576200002,1642133.06991,1925713.65325,1742947.4273300003,1767135.1603,1840836.68257,1781406.00372,2207257.16454,2540758.99996,2611453.9813399995,2697309.86145,2635780.5012400006,2596538.33493,2779503.63053,3084994.64929,3065527.51731,3203825.32295
universal bank,6939181.69666,7512733.44224,8184296.68848,8911141.52536,9234091.97124,9586339.3481,10159892.12257,10320332.8196,10697555.56076,11067123.09416,11929890.47099,13052368.53852,14339420.287349999,15534439.0963,16690405.001160001,17711716.082679998,18489053.04896,19032324.30363,19397562.73187,21042817.43648,21398017.20202,22569289.5927,23594322.15946,24425656.87926,27375256.31967,28060155.55433,29047394.113089997,30145472.325880002,31433021.30703,31089254.538280003,32519933.49261,33694685.32197,34680686.760589994,34638116.45301,36378295.12135,37432338.95506,42765180.07228,42277614.02256,42236373.43955,48938525.25211,48750200.92461,46834874.08437,48480028.4783,52732184.780030005,53959841.218150005,57839567.98535,60675263.87728,63800064.041250005,69316352.52581,69644097.55996001,72081543.46551001,73688875.69715999,74120967.89425,74296473.20912999,77319654.71068999,78493979.71174,79193160.2441,81160925.7907,83029379.30612,85243305.82519999,94133318.02046001,90935306.82272999,92990190.63338
