,Bank,Date,INF,PR,CDR,CR,LAS,NIA,NIM,OE,RA,ROA,SCTA,SIZE,is_Credit_Agricole,is_FUIB,is_Kredobank,is_OTP,is_Oschadbank,is_Pivdennyi,is_Privat_Bank,is_Raiffeisen,is_Sense,is_Ukrsibbank,is_Universal
45,Credit_Agricole,2019-07-01,8.8,17.5,0.8021904464140931,0.0831346111923488,0.0510343395260551,0.5842542014727657,0.0049045019246497,0.003899404837153,0.1051434425235408,0.0083944658203341,0.0181507596988312,17.420874892560867,1,0,0,0,0,0,0,0,0,0,0
46,FUIB,2019-07-01,8.8,17.5,0.7220939048197081,0.2218771912153559,0.1522432159396249,0.7416750195971252,0.0083100831913988,0.0056113100665604,0.1273098782644559,0.0112044803611059,0.0261930245814182,17.8231442944834,0,1,0,0,0,0,0,0,0,0,0
47,Kredobank,2019-07-01,8.8,17.5,0.8601382577736407,0.0706866426660568,0.1873057179382122,0.7220539311791474,0.0070683537493112,0.0056318751802168,0.123514462610928,0.0097892324161553,0.0375832795878577,16.633720198078223,0,0,1,0,0,0,0,0,0,0,0
48,Oschadbank,2019-07-01,8.8,17.5,0.4010666860895299,0.600415292213501,0.3311611918216493,2.0633633549581933,0.0015710841028333,0.0028068990480964,0.0631349801267963,0.0007614190196109,0.0173861202633309,19.39530955326364,0,0,0,0,1,0,0,0,0,0,0
49,OTP,2019-07-01,8.8,17.5,0.8458977891800333,0.1144706442283878,0.0891837161670129,0.6340099422338723,0.0072107547999065,0.0037988072645892,0.1554326575544762,0.0113732519311924,0.026657439358303,17.469450382266764,0,0,0,1,0,0,0,0,0,0,0
50,Pivdennyi,2019-07-01,8.8,17.5,0.8763261583660759,0.065452593392559,0.0693695443291534,0.4915734566324171,0.0039291253239564,0.0048588525264321,0.103132254467,0.0079929566394275,0.0439958174433345,16.982821421469392,0,0,0,0,0,1,0,0,0,0,0
51,Raiffeisen,2019-07-01,8.8,17.5,0.7658877666040694,0.0667026114431268,0.0784357981461859,0.6165567925284697,0.0070996767318241,0.0050940108784968,0.1235741835551899,0.0115150409789643,0.0756591065661644,18.17173636864188,0,0,0,0,0,0,0,1,0,0,0
52,Sense,2019-07-01,8.8,17.5,0.5885764885897752,0.2757029335422177,0.07977635106099,0.3944544025986493,0.0044174408036345,0.0056847628210827,0.0825084682056053,0.0111988629725835,0.0118101787854586,18.01003823790289,0,0,0,0,0,0,0,0,1,0,0
53,Ukrsibbank,2019-07-01,8.8,17.5,0.5157832665848454,0.0692901647639007,0.113882523821408,0.6247236572911202,0.0063161930804284,0.0052916168762992,0.1017487012686299,0.010110379216014,0.033403911573649,17.74914733571022,0,0,0,0,0,0,0,0,0,1,0
54,Universal,2019-07-01,8.8,17.5,0.6885092258411235,0.091067057680413,0.1254522401898601,0.40648921988638,0.0075743084049682,0.0107120512651651,0.0806303899995597,0.0186334791537285,0.0197188470295931,16.37698723446572,0,0,0,0,0,0,0,0,0,0,1
55,Privat_Bank,2019-08-01,7.5,17.29,0.2702175625284362,0.9480678694967288,0.3132717090204751,0.280537275787342,0.0031604539879497,0.0021698045117528,0.0787695328364423,0.0112657185362613,0.0322959662900547,19.99241678362896,0,0,0,0,0,0,1,0,0,0,0
56,Credit_Agricole,2019-08-01,7.5,17.29,0.7864494627878215,0.0886005936996958,0.0710792830394505,0.6041199350293974,0.0049448480314519,0.0036043561395713,0.1144690921131056,0.0081852091691219,0.0171351335595254,17.398937858116813,1,0,0,0,0,0,0,0,0,0,0
57,FUIB,2019-08-01,7.5,17.29,0.7326178613129171,0.1951287205566999,0.1542098412977876,0.7179241265968378,0.0077266738712434,0.0053064015117752,0.1286270602562994,0.0107625215325609,0.0214060735970156,17.86262218524912,0,1,0,0,0,0,0,0,0,0,0
58,Kredobank,2019-08-01,7.5,17.29,0.8180699800281893,0.076264259542493,0.1677075036841276,0.7099190003221635,0.0072298001360538,0.0057101662824281,0.1266947783931302,0.0101839789226277,0.0372163317879269,16.64454331360989,0,0,1,0,0,0,0,0,0,0,0
59,Oschadbank,2019-08-01,7.5,17.29,0.4004207615867524,0.6156684612808452,0.3589458273841478,0.2123428721196266,0.0011955797997453,0.0027293239155258,0.0659037573215631,0.0056304211571172,0.0217973225370182,19.377364198403072,0,0,0,0,1,0,0,0,0,0,0
60,OTP,2019-08-01,7.5,17.29,0.7826456217995506,0.1136231238477121,0.0907119114526003,0.6448265781006053,0.0065753096970333,0.0037250106411412,0.1523586057489379,0.010197020284743,0.0234637262853961,17.532165767148502,0,0,0,1,0,0,0,0,0,0,0
61,Pivdennyi,2019-08-01,7.5,17.29,0.8683309459419364,0.0637070698199437,0.0773544182610957,0.5755093983688055,0.0036305232189938,0.0053976388425457,0.1050332719052552,0.0063083647795918,0.0522313329105621,16.9944196948999,0,0,0,0,0,1,0,0,0,0,0
62,Raiffeisen,2019-08-01,7.5,17.29,0.7357411763568587,0.0672011794800401,0.1448492434582377,0.6403457504176031,0.0073792587820202,0.0056549751791346,0.1338412478531176,0.0115238662507056,0.0645495603145196,18.148212432551663,0,0,0,0,0,0,0,1,0,0,0
63,Sense,2019-08-01,7.5,17.29,0.5884473347944185,0.2644433102934196,0.1131297475244063,0.4438876265728266,0.004406398141616,0.0063134991363542,0.0846841203172033,0.0099268325536286,0.0127227670804146,18.03255587507094,0,0,0,0,0,0,0,0,1,0,0
64,Ukrsibbank,2019-08-01,7.5,17.29,0.5670699902026033,0.0621546097605964,0.0681622720362203,0.6191710966369782,0.0063856360387521,0.0050940304458111,0.1100227981547646,0.0103132011061815,0.0457176102806917,17.725274910464446,0,0,0,0,0,0,0,0,0,1,0
65,Universal,2019-08-01,7.5,17.29,0.7014300666565686,0.1076349939759756,0.1186717530614945,0.4335453419491853,0.0080292009494009,0.0115468458925171,0.1050425237843917,0.0185198644121103,0.0206622797123689,16.43340733066978,0,0,0,0,0,0,0,0,0,0,1
66,Privat_Bank,2019-09-01,6.5,17.0,0.2717547522491631,0.9474993100094254,0.3070220633159826,0.4854610528159104,0.0029930937398417,0.002434662772461,0.0859727676386208,0.0061654662562121,0.0322690805012275,20.02354458013551,0,0,0,0,0,0,1,0,0,0,0
67,Credit_Agricole,2019-09-01,6.5,17.0,0.8013835399995596,0.0743594697660443,0.0676164218693107,0.6742959601503413,0.0051214472908727,0.0037741033073673,0.1171024906216112,0.0075952513340446,0.0189311882589064,17.425343964586528,1,0,0,0,0,0,0,0,0,0,0
68,FUIB,2019-09-01,6.5,17.0,0.7777263749679836,0.193701351640892,0.1048781975078049,0.6789333418411782,0.007433552463551,0.0056022334091518,0.133014996683846,0.0109488693593868,0.025422700782046,17.869111373208344,0,1,0,0,0,0,0,0,0,0,0
69,Kredobank,2019-09-01,6.5,17.0,0.8405690943670655,0.0742133620018993,0.1588318325686644,0.7529205855632363,0.0068998292770761,0.0058729206250286,0.1293518557437081,0.0091640863716251,0.0401435231051097,16.651632248126056,0,0,1,0,0,0,0,0,0,0,0
70,Oschadbank,2019-09-01,6.5,17.0,0.3857861581449742,0.5915259135446288,0.343790326982017,-3.3804919939453333,0.001590093320699,0.0029088293048976,0.0652127271181482,-0.0004703733431544,0.0215537409203606,19.40884241051067,0,0,0,0,1,0,0,0,0,0,0
71,OTP,2019-09-01,6.5,17.0,0.7973596814713998,0.1183521067147806,0.0716252483422845,0.646950503034773,0.0065889881788244,0.0036388935209239,0.1582022105130214,0.0101846866922836,0.0243329017025606,17.544733925648654,0,0,0,1,0,0,0,0,0,0,0
72,Pivdennyi,2019-09-01,6.5,17.0,0.8645452848503911,0.0622917809693506,0.047534335361903,0.3967879445933852,0.0035591079576485,0.0052738435233207,0.1051838249117928,0.0089697986195014,0.051881050560896,17.009991353569117,0,0,0,0,0,1,0,0,0,0,0
73,Raiffeisen,2019-09-01,6.5,17.0,0.761868941275895,0.0655268634668037,0.0926781682787596,0.6186453778467415,0.00710335314329,0.0053029121582172,0.1393205808790535,0.0114821081635071,0.0643922151372302,18.14790275844241,0,0,0,0,0,0,0,1,0,0,0
74,Sense,2019-09-01,6.5,17.0,0.5979409719455063,0.2598501313599631,0.0884311226795749,0.4263252718064739,0.0047810974784727,0.0057097036076869,0.0861208408854296,0.0112146705688211,0.0131562174488096,18.049879009578987,0,0,0,0,0,0,0,0,1,0,0
75,Ukrsibbank,2019-09-01,6.5,17.0,0.552083764460215,0.0613775213109687,0.0638325387517623,0.6503571087395175,0.0064906484999457,0.0052854037873265,0.1124611145706153,0.0099801300127641,0.041426899527853,17.758562664228723,0,0,0,0,0,0,0,0,0,1,0
76,Universal,2019-09-01,6.5,17.0,0.7205390390262566,0.10375878922081,0.0857445513084669,0.4342279204380522,0.0081876896024875,0.0121509691618778,0.1057265063180571,0.0188557419205741,0.0173148780753077,16.473841628963754,0,0,0,0,0,0,0,0,0,0,1
77,Privat_Bank,2019-10-01,5.1,16.58,0.2729547530625269,0.9471155558394452,0.3131829941661849,0.8700111698998341,0.0031003524707711,0.0022025301707138,0.0897685560589352,0.0035635777769705,0.0315668304478345,20.0305866358874,0,0,0,0,0,0,1,0,0,0,0
78,Credit_Agricole,2019-10-01,5.1,16.58,0.9031843474910164,0.0655265348566979,0.1011013569711352,0.6660998008099598,0.0055747506897498,0.0036706126298616,0.1243989777503593,0.0083692423912619,0.0174292473619328,17.40627900564478,1,0,0,0,0,0,0,0,0,0,0
79,FUIB,2019-10-01,5.1,16.58,0.7670428225526754,0.1849330019013495,0.1652530138160861,0.7347291551998344,0.00845353511229,0.0060488238791664,0.1396958297310549,0.0115056481051045,0.0256141220444039,17.86405317486553,0,1,0,0,0,0,0,0,0,0,0
80,Kredobank,2019-10-01,5.1,16.58,0.8591070072039589,0.071242970649399,0.1576969533355167,0.7122548316129316,0.0068534532880022,0.0059501802745484,0.1250252961761594,0.0096221927655896,0.0360199531502855,16.71395896726804,0,0,1,0,0,0,0,0,0,0,0
81,Oschadbank,2019-10-01,5.1,16.58,0.4037512340292152,0.5779476112723415,0.3622501464423482,0.3807015006632791,0.001636669850881,0.003209675514229,0.0682780977322053,0.0042990895702526,0.0229189684279468,19.38111812007688,0,0,0,0,1,0,0,0,0,0,0
82,OTP,2019-10-01,5.1,16.58,0.8140145958696344,0.1256443301723225,0.1175009366671271,0.6551463467139319,0.0072218427466937,0.0038114589811819,0.1610021976817843,0.0110232511910001,0.0211407686051697,17.57861117944391,0,0,0,1,0,0,0,0,0,0,0
83,Pivdennyi,2019-10-01,5.1,16.58,0.8460133359246137,0.0606194186174982,0.0779183260729207,0.5759074760305751,0.0033305283953257,0.0060231183079727,0.1026642533923306,0.005783096302693,0.0501587460010791,17.059431128821863,0,0,0,0,0,1,0,0,0,0,0
84,Raiffeisen,2019-10-01,5.1,16.58,0.7246306853972351,0.0722582082634375,0.1483693006436179,0.6304180934380187,0.0075075090484477,0.0060857675699675,0.1420589600662581,0.0119087778834284,0.0610081246429961,18.174681031110207,0,0,0,0,0,0,0,1,0,0,0
85,Sense,2019-10-01,5.1,16.58,0.5875026965864613,0.1467541749791545,0.1153706976460219,0.4092943791309033,0.0050878886188612,0.0071465849877007,0.0911588250652828,0.0124308783073563,0.0115534484236102,18.0375047476812,0,0,0,0,0,0,0,0,1,0,0
86,Ukrsibbank,2019-10-01,5.1,16.58,0.5157916673706657,0.0657723209547574,0.1139344124865532,0.5752477818129195,0.0060722946256324,0.0054838077945457,0.1151286117931198,0.0105559635649447,0.0368723389443466,17.763487713369294,0,0,0,0,0,0,0,0,0,1,0
87,Universal,2019-10-01,5.1,16.58,0.724672410300748,0.089432775931391,0.1511675026770858,0.484933391680804,0.0086626967934981,0.0105143072400025,0.1077265341614766,0.0178636838421722,0.0164066957019942,16.511646189954373,0,0,0,0,0,0,0,0,0,0,1
88,Privat_Bank,2019-11-01,4.1,16.27,0.2697014915892869,0.9464651328188004,0.3071734485411858,0.3247799944636534,0.0031234253103571,0.0022800729126735,0.0900129044277402,0.0096170495831037,0.0313123187435673,20.05403461935012,0,0,0,0,0,0,1,0,0,0,0
89,Credit_Agricole,2019-11-01,4.1,16.27,0.8730469119835622,0.0625533884748589,0.0990606446027621,0.6949088542800044,0.0052186450802326,0.0036540246750908,0.1227082901578107,0.0075098267176919,0.0163102237014968,17.46634759964489,1,0,0,0,0,0,0,0,0,0,0
90,FUIB,2019-11-01,4.1,16.27,0.7668256409416268,0.1948343172327311,0.150461028023292,0.7409889798997118,0.0082377413428233,0.0060832202863791,0.1400556510749068,0.0111172251764638,0.0257822498058788,17.89641957660959,0,1,0,0,0,0,0,0,0,0,0
91,Kredobank,2019-11-01,4.1,16.27,0.8526412738417793,0.0761569904019213,0.1756137060785244,0.7531393760872661,0.0068822955357967,0.0061743492720063,0.1298795609135841,0.0091381432896947,0.0386422272463834,16.721451168300167,0,0,1,0,0,0,0,0,0,0,0
92,Oschadbank,2019-11-01,4.1,16.27,0.398401116942869,0.5799719879176137,0.35724589529405,2.507608837812889,0.0015087970425582,0.0032215696867914,0.0666166793455766,0.0006016875598006,0.0235027338669654,19.4245658229557,0,0,0,0,1,0,0,0,0,0,0
93,OTP,2019-11-01,4.1,16.27,0.803315298309468,0.1102272745084247,0.1434793648965018,0.6699629367374798,0.0066593219799489,0.0040614306379468,0.1579379657618234,0.0099398363921112,0.0222567457554221,17.625760998095135,0,0,0,1,0,0,0,0,0,0,0
94,Pivdennyi,2019-11-01,4.1,16.27,0.8179454452886752,0.0847348020069685,0.094829232911208,0.5775786925853333,0.0033015599849652,0.0054583353490313,0.1003123065187113,0.0057162080723355,0.0531714644786051,17.097662709414767,0,0,0,0,0,1,0,0,0,0,0
95,Raiffeisen,2019-11-01,4.1,16.27,0.7101489680177276,0.0759061784818287,0.1431932711697056,0.6319679972347604,0.0071120241700654,0.0056494119021777,0.1418060105765493,0.0112537726612499,0.0629019196395139,18.212056578576,0,0,0,0,0,0,0,1,0,0,0
96,Sense,2019-11-01,4.1,16.27,0.6519350315828975,0.3019915801753595,0.1082181879941062,0.5486699471778186,0.0039504552352784,0.0067539596147177,0.0863925353996345,0.0072000576222524,0.0215609559274213,18.32962883621217,0,0,0,0,0,0,0,0,1,0,0
97,Ukrsibbank,2019-11-01,4.1,16.27,0.5294717148646515,0.0633302980021303,0.1122233358186305,0.6214497298382207,0.0059051357532592,0.0058876159443938,0.1179392985246099,0.0095021937732542,0.0452196279923041,17.78138865366628,0,0,0,0,0,0,0,0,0,1,0
98,Universal,2019-11-01,4.1,16.27,0.7175822234878904,0.0772597322411317,0.1340370146261632,0.4408569314526994,0.0084255006971144,0.0097934347947256,0.1024720103085558,0.0191116439279995,0.0187716591226341,16.582151155089246,0,0,0,0,0,0,0,0,0,0,1
99,Privat_Bank,2019-12-01,3.2,15.5,0.2680304457011649,0.9442969102600132,0.3041710517625284,0.5078928201566744,0.0031330566631549,0.0048136326742643,0.0975461082124069,0.006168735880512,0.029941043577194,20.07475151548041,0,0,0,0,0,0,1,0,0,0,0
100,Credit_Agricole,2019-12-01,3.2,15.5,0.8352923277095248,0.0586989728491134,0.0835318917856553,1.0438913390319604,0.0081743385310296,0.0037711620046595,0.1292157183998944,0.0078306412031448,0.0158422640160108,17.457593374859712,1,0,0,0,0,0,0,0,0,0,0
101,FUIB,2019-12-01,3.2,15.5,0.8037995599185745,0.1888174907412557,0.1685241777244634,0.6086791199353648,0.0065202088665744,0.0089875612841282,0.1471312122519226,0.0107120626501313,0.0252691509662786,17.882034983252538,0,1,0,0,0,0,0,0,0,0,0
