Year,INF
01/2019,
02/2019,
04/2019,
05/2019,
06/2019,
07/2019,
08/2019,2.0375000000000005
10/2019,0.30416666666666625
11/2019,-0.5208333333333339
12/2019,-0.9249999999999998
01/2020,-1.2499999999999991
02/2020,-1.4916666666666667
03/2020,-1.0499999999999998
04/2020,-0.8791666666666664
05/2020,-1.2083333333333328
06/2020,-0.6916666666666664
07/2020,-1.0541666666666663
09/2020,-1.625
10/2020,-1.8749999999999996
11/2020,-1.3125
01/2021,0.2958333333333334
02/2021,0.9833333333333343
03/2021,1.270833333333334
04/2021,0.4833333333333343
05/2021,0.9416666666666682
07/2021,1.0458333333333343
08/2021,0.2624999999999993
09/2021,-0.01666666666666572
10/2021,-1.2708333333333321
11/2021,-3.0833333333333304
01/2022,-4.654166666666663
02/2022,-5.266666666666666
05/2022,0.6708333333333343
06/2022,2.841666666666665
07/2022,2.262500000000003
08/2022,2.625
09/2022,2.345833333333335
10/2022,3.575000000000003
11/2022,3.2875000000000014
12/2022,3.8625000000000043
01/2023,4.079166666666669
02/2023,4.06666666666667
03/2023,1.9041666666666686
04/2023,0.22083333333333144
05/2023,-0.5416666666666679
06/2023,
07/2023,
08/2023,
10/2023,
01/2024,
02/2024,
