,pivdennyi bank,fuib,ukrsibbank,credit agricole bank,universal bank,otp bank,raiffeisen bank,cb privatbank,oschadbank,kredobank,sense bank
05/2020,0.013913505081914829,0.02536744947606298,-0.001486619470817102,0.021735753509937616,0.0076347434654240945,0.007648946598600603,0.001137616641381102,0.002890870742325413,0.060673248082265596,0.0012161052018564433,0.016168732568542205
06/2020,0.0022261881100642533,0.020310576098670263,0.0028356201476946053,0.023293368472420126,0.009246646543553734,0.020136125045399564,0.005964680833121551,0.004443087229518694,-0.0272188160758694,-0.002097832528709334,0.016221467274924295
07/2020,0.007155907089994737,0.02713389657825055,0.003317535269424736,0.018956913169385296,0.009140860572459303,0.019425666185645007,0.010185288016001916,0.008675637347681175,0.017908877542243573,-0.0021169543202901875,0.03280516333569036
09/2020,-0.02095399176407014,0.015689604186763434,-0.0028369123213673273,-0.015131913930756944,-0.008483155824375088,0.007653806232895979,0.015522207237402323,0.008118641397746318,-0.01855937674727398,-0.004615122020901502,0.046115523580493006
10/2020,-0.02561327227048947,0.006641290391361465,-0.005678154362048128,-0.01907964616201365,-0.002132097814435241,0.031279350807999956,0.01782746422568561,0.004427144475705469,-0.019068074710989147,-0.00043762372775112135,-0.0038115119091031713
11/2020,-0.009634490177345259,0.010022783424010973,-0.004006613998412749,-0.01690160027009272,-0.007306798857313439,0.0044197216004810275,0.005338444349067585,-0.003104661230099004,0.014201514705636242,-0.0022465689739028308,0.003395076910647332
01/2021,0.0010220407085207509,-0.020393036789603608,-0.0006475081475620353,-0.01303677438606535,-0.008212366666617323,-0.013905161365373703,-0.013514450606211606,-0.0005011335315269205,-0.03957121853871337,-0.0018659016905090559,-0.0027025894894813496
02/2021,0.006730162252386443,-0.010478845075777704,-0.00117281388784031,-0.009009473759844941,-0.007561740290392166,-0.010813813059959751,-0.0131816256813788,0.0007965392081521472,-0.018033609158862596,0.0077782983551277565,-0.043013349677471
03/2021,0.013392381015718179,-0.014487384479250645,-0.0034536351627738136,-0.002615887922234425,-0.0008483557235877889,-0.0035611304975818464,-0.010136421653871873,-0.0036875900036813514,0.007616563058599035,0.006696708799644006,-0.03173069348490583
04/2021,0.02843974222199288,-0.010179430757814384,0.0258295457662883,0.010718698456819265,-0.0018063790289811893,-0.005365566335628291,-0.0070049312705506225,-0.00592853992005371,0.028147193488367195,0.007943132498548167,-0.021971465988036405
05/2021,0.012249296877711403,-0.006392691602634726,-0.004632075953740809,0.006398939224357188,-0.006701581100512329,-0.0018176293901194657,-0.004211494704473972,-0.0029625075961494662,0.03139215124331812,0.0018177206340250496,-0.011988320880364424
07/2021,-0.014472085180977656,-0.006484442503510851,-0.005002307437393015,0.0003629956780556824,-0.0032683320158045093,0.005511089374497111,-0.0025863886848600734,-0.00030160296855186175,0.03829458701407812,-0.0008155108157744256,-0.002554236701174016
08/2021,-0.013518003199049389,-0.006492400681404525,-0.007191693317044577,-0.000909032909123109,0.004338026406197071,-0.0043117902736200045,0.0027685575546793142,0.0016861685819834493,0.032292852094523594,-0.005952365967530758,6.634659560256911e-05
09/2021,-0.0146787224264424,-0.010457377038316035,-0.006950890397296152,-0.003820158586020677,0.0009718209428799945,-0.01133466767336564,-0.0026388994681377335,0.005221307997597235,-0.06865362266119149,-0.01621748015915723,-0.012762239731081433
10/2021,-0.020335014364370737,-0.018111104568883818,-0.01084604698934819,-0.007070295102532426,0.0013207794259982863,-0.012320435860814188,-0.006791538364960376,0.012062953702089985,-0.05489939355522555,-0.022802796942454406,-0.018499116606391787
11/2021,-0.02552450038234552,-0.022056461624295365,-0.016800239049442472,-0.01183274233202647,0.0030454167075782343,-0.020589601019669397,-0.011313982432185085,0.013360575894999283,-0.04430905676334626,-0.02930141161548045,-0.02415536672541336
01/2022,-0.02734664181062228,-0.02487631007205479,-0.009102070311788047,-0.01451841384208013,0.01244422910524142,-0.025514016922790962,-0.017073132865837393,0.007675334220759389,-0.0461461071120044,-0.020571294743910326,-0.029155319689604574
02/2022,-0.017325560164771832,-0.03334471175171119,-0.015723321258260228,-0.02231419869599262,-0.0006167865559879027,-0.03158350025103541,-0.024810746357562648,0.009712548861161352,-0.052622408325391945,-0.028050267051701813,-0.04050639929890842
05/2022,-0.004263283820668644,0.004252155633560836,-0.0038904484109294132,-0.028898322625377164,-0.0016696449429735374,-0.028822621052874753,-0.02639910294874035,-0.018438057237036065,-0.03993752947886456,0.014719515324639248,-0.002437533514441717
06/2022,0.0006138604196190139,0.02105213870216595,0.014838394433385603,-0.0073303068197627524,-0.004202916209628399,0.01392178775017433,-0.003513975103486583,-0.01607685971217543,0.0013581781642205137,0.017699189964267253,-0.0022928543047071176
07/2022,-5.6844700711711216e-05,0.02371574643400287,0.03937373919978273,0.004350395788049952,-0.0038132200796588307,0.010792253696717366,-0.0019897916987958383,-0.01248486209833266,-0.01730424816235049,0.008784268990700284,-0.001761944850124833
08/2022,-0.0008103711854590273,0.011327794693211435,0.02550183932171949,0.004609446003377107,-0.002968624329994035,0.007555837456637501,-0.002172656008223417,-0.007601599371693357,-0.0185925937723197,0.004688766876115316,-0.01244644048532384
09/2022,0.036782145659793056,-8.45664222728082e-05,-0.0076858516852262165,-0.0027366215101502084,-0.0013340967569557619,0.0024684825785037806,0.00742358307688111,-0.003152759002219452,-0.0037804992012799854,-0.004625654441304236,0.0021085233638247214
10/2022,0.017025353658143408,-0.004425453801487289,-0.008242097917541318,0.016838133150913814,-0.001249498504034937,0.00035122323872999184,0.009472352430560535,0.0017309611916290768,0.04714996572803154,0.006913678993485245,-0.007465420530858441
11/2022,0.013503882144944523,0.0038531783895463245,-0.006563752267942702,0.014059767893337072,0.0020448090094434407,0.006202414752380203,0.00034124599920561105,0.000765128689082295,0.03190985012153552,0.001595268773820574,-0.0206627014764747
12/2022,0.022307720397153688,0.03610880376044279,-0.002151214995907008,0.013154893653454028,0.0013158136638851889,-0.004435577212467817,0.020457836342262864,-0.0034574628960738485,0.011236976845641844,0.01639042302706359,0.025732575107619726
01/2023,0.003309368198733967,0.03660009874403666,0.0026686582234863726,0.007927753047362693,0.000927965237752966,-0.0026817007368232226,0.014022811472325092,-0.003376225748896733,0.00868562885858537,0.024757926975180006,0.013673933815270295
02/2023,-0.01277279941773185,0.027707368052372866,0.00520592271273726,0.0014650947031245587,-0.0027820669821671147,-0.0014893650926769142,0.0066812992783629455,0.002195224829542153,-0.0061439530541100296,0.014986298792932506,0.002626025599774151
03/2023,-0.02736109393792366,-0.011741560223589104,-0.001130558135385526,-0.0014341830467549388,-1.4317411800940372e-05,-0.0009682656561784408,0.004355769678147631,0.012959842554722267,0.007650069543838622,0.01913836358722401,0.036419961069744655
04/2023,-0.03075158299334259,-0.010174656129761345,-0.009793031425615287,-0.0030518033366512265,-8.057970339592213e-08,0.02013452217152384,0.008542896361289687,0.013151917196919438,0.014216787260565855,0.01542111355407691,0.016737287906708087
05/2023,-0.030254867892863163,-0.008885842639904107,-0.012698779838344484,0.0006348160088645027,0.0018336169540935573,0.017953785147917067,0.006844848057709657,0.010458009756493247,0.013244699609755217,0.009802308706727936,-0.0006000553463431091
06/2023,,,,,,,,,,,
07/2023,,,,,,,,,,,
08/2023,,,,,,,,,,,
10/2023,,,,,,,,,,,
01/2024,,,,,,,,,,,
02/2024,,,,,,,,,,,
