,Bank,Date,INF,PR,CDR,CR,LAS,NIA,NIM,OE,RA,ROA,SCTA,SIZE,is_Credit_Agricole,is_FUIB,is_Kredobank,is_OTP,is_Oschadbank,is_Pivdennyi,is_Privat_Bank,is_Raiffeisen,is_Sense,is_Ukrsibbank,is_Universal
28,Pivdennyi,04/2019,0.0232558139534884,-0.0044444444444443,-0.0146151663804238,-0.0465876268021968,-0.3143740628824868,0.594220902331811,-0.0989000427830055,0.313220166624889,0.004093956636926,0.1045073001013847,0.197494018874148,0.0001534278772399,0,0,0,0,0,1,0,0,0,0,0
29,Raiffeisen,04/2019,0.0232558139534884,-0.0044444444444443,-0.0147235820588026,-0.003917926817885,-0.0738876088248801,-0.1223358840861497,-0.0111983780205998,-0.0806667590420915,-0.0299745649396345,-0.017921143186608,0.3649770138943879,0.0032189204377401,0,0,0,0,0,0,0,1,0,0,0
30,Sense,04/2019,0.0232558139534884,-0.0044444444444443,0.0153364092428545,-0.0019469227196025,-0.0835676621472955,0.3832531225341247,-0.0026677052632302,0.0512205118186741,0.0177543942097666,0.033977433243703,0.0717982080103947,0.000348287363874,0,0,0,0,0,0,0,0,1,0,0
31,Ukrsibbank,04/2019,0.0232558139534884,-0.0044444444444443,0.0486601780801008,-0.4911702187041601,-0.5185730448153774,-0.8325904950029726,0.0212272069082537,-0.2416616938034023,-0.337294176056625,-0.1242215262518421,0.299682800750257,0.0009415284878535,0,0,0,0,0,0,0,0,0,1,0
32,Universal,04/2019,0.0232558139534884,-0.0044444444444443,0.012263482815606,0.2393856078808895,-0.2841092731096227,-0.6279144397292636,0.0664508494174851,0.2556812501480874,-0.0159941690681733,0.0203816426447074,0.0405516868923232,0.0019522745213251,0,0,0,0,0,0,0,0,0,0,1
33,Privat_Bank,05/2019,0.0909090909090908,-0.0234375000000001,0.0455340673677653,-0.0939215085855297,0.0111849184444714,-0.0649934986944309,0.0781811591217278,0.095633033039328,0.105944499856877,0.1510055515245407,-0.276083514480292,-0.0005076446895997,0,0,0,0,0,0,1,0,0,0,0
34,Credit_Agricole,05/2019,0.0909090909090908,-0.0234375000000001,-0.0478713716815615,-0.0353591168968583,0.5548003056492103,0.1206897889999534,-0.0311884470791065,-0.0065817224086692,-0.1516258477956363,0.0050600298386502,-0.1940757340341554,-1.913974637390848e-05,1,0,0,0,0,0,0,0,0,0,0
35,FUIB,05/2019,0.0909090909090908,-0.0234375000000001,0.0184187259636401,-0.126065416848752,0.1159173311489161,-0.3990843173507536,-0.0265588809514338,-0.0944219671917465,0.0098496532608185,0.0261195671640039,0.0117448181334047,0.0002599017452817,0,1,0,0,0,0,0,0,0,0,0
36,Kredobank,05/2019,0.0909090909090908,-0.0234375000000001,-0.0051075872479251,0.0039342213763098,0.0468477171078862,-0.0745389969695817,-0.0666138778796753,-0.0764829046036648,0.0386463096748534,0.0008105835252445,-0.0122618771722281,-0.0007864859589438,0,0,1,0,0,0,0,0,0,0,0
37,Oschadbank,05/2019,0.0909090909090908,-0.0234375000000001,-0.0008607142667932,0.0280726043329746,-0.0254780643054743,-0.7881419391994414,-0.1419747689450303,-0.2087320515723417,0.0053306538316428,4.774768479432013,-0.2312888926327503,-0.0003713330719312,0,0,0,0,1,0,0,0,0,0,0
38,OTP,05/2019,0.0909090909090908,-0.0234375000000001,-0.013280928982333,-0.0489113228038078,0.0256662514461833,0.0577955207763345,0.0744908921918989,0.0603048921961599,0.0074736848389651,0.0769378584118134,-0.1104103919460702,0.0014113143835883,0,0,0,1,0,0,0,0,0,0,0
39,Pivdennyi,05/2019,0.0909090909090908,-0.0234375000000001,-0.0092214719465365,0.0120825729914437,0.1565718206153132,-0.2660626430812064,0.1757778634016971,0.020964032917935,0.0485471201505793,-0.08565063981878,-0.0496213777794458,-0.0025142162635001,0,0,0,0,0,1,0,0,0,0,0
40,Raiffeisen,05/2019,0.0909090909090908,-0.0234375000000001,0.0197101410215303,-0.0004706059101253,0.051989269034081,0.5534040486409657,-0.0242573649092457,-0.0962110289720529,-0.1835871030320346,0.042537335250377,-0.2754956356962305,-0.0038371120392838,0,0,0,0,0,0,0,1,0,0,0
41,Sense,05/2019,0.0909090909090908,-0.0234375000000001,-0.0300146506828568,0.0062988920609439,0.1511576301146029,0.8681615700780136,0.0602868273837267,0.0175369952033939,-0.0123759211671905,0.0176983066387947,-0.2733967031566509,0.0013422231252047,0,0,0,0,0,0,0,0,1,0,0
42,Ukrsibbank,05/2019,0.0909090909090908,-0.0234375000000001,-0.0680669321077966,0.9152702490844024,0.4142992610408473,-0.2526860745046381,0.0311012361521945,0.0860277511563458,0.1102631100661357,0.214042051327973,-0.1857000944579797,-0.0014004091496849,0,0,0,0,0,0,0,0,0,1,0
43,Universal,05/2019,0.0909090909090908,-0.0234375000000001,0.0434289362963737,-0.2093365983581329,-0.1341401777380739,0.8157280379255705,0.0833178715014582,-0.0720385671957044,-0.0027927876263205,-0.0145594580817917,0.2913446887568767,0.0017100983697628,0,0,0,0,0,0,0,0,0,0,1
44,Privat_Bank,06/2019,-0.0625,0.0,-0.0313702533270769,-0.0385869770401267,-0.029674246682669,-0.4882504737582452,-0.0528195950871996,-0.0280933100858136,0.1480415869988764,0.4306319680471961,0.2550192883975821,0.0005124154194118,0,0,0,0,0,0,1,0,0,0,0
45,Credit_Agricole,06/2019,-0.0625,0.0,0.0098777647809771,0.0066688779393815,-0.4587342893185863,0.0115524385281733,-0.0784840459174888,0.0352863486295604,-0.0032655946476241,-0.077237097503146,0.0411473234325876,0.0024900914704772,1,0,0,0,0,0,0,0,0,0,0
46,FUIB,06/2019,-0.0625,0.0,-0.0371113376200087,0.1135968884511784,-0.0077206968979245,-0.1547230038987842,0.0104061437819313,-0.0235784563173445,-0.0017925867123738,-0.01792365098826,0.0295928061090291,0.0016230797007634,0,1,0,0,0,0,0,0,0,0,0
47,Kredobank,06/2019,-0.0625,0.0,0.0360656842057796,-0.1374235011579,-0.0606738921050502,0.7723189286807723,0.1066656200427274,0.1487008297001604,0.0278393029640042,0.0131953884616067,0.0364245374612739,-0.000174677684099,0,0,1,0,0,0,0,0,0,0,0
48,Oschadbank,06/2019,-0.0625,0.0,-0.0293349784915601,-3.101051923792841e-05,-0.07404322228117,0.5439876383776947,-0.0607195052039593,0.0633108520653469,-0.048494869707545,-0.4053010686178657,-0.1314084634072171,0.0011204872091421,0,0,0,0,1,0,0,0,0,0,0
49,OTP,06/2019,-0.0625,0.0,-0.024494970778084,-0.0263045207208364,0.0998702311766859,-0.4040481519619031,-0.1033697289011944,-0.072551149697809,0.0043385772293498,-0.0716078710018032,0.0696426888914574,0.0016012480108593,0,0,0,1,0,0,0,0,0,0,0
50,Pivdennyi,06/2019,-0.0625,0.0,0.0053944862641277,-0.046715636849541,-0.111439418597062,0.943169786228687,-0.1482823726140462,-0.1866986520562636,-0.0260755712624416,0.0121357219445081,-0.1345622665726088,0.0022000495043963,0,0,0,0,0,1,0,0,0,0,0
51,Raiffeisen,06/2019,-0.0625,0.0,-0.0778621728090831,-0.0020838031016824,-0.2188198611957863,-0.4825743529951403,0.0056938657836216,-0.0289617199246137,-0.0255981800800768,-0.0466969659402731,0.2190750321914545,0.0040516126627181,0,0,0,0,0,0,0,1,0,0,0
52,Sense,06/2019,-0.0625,0.0,0.000335956038961,-0.019393787245504,-0.3342226203722195,1.662299564392732,-0.02821482239525,-0.068618572076726,0.0258826212295864,-0.0358706019990804,0.0524877847599507,0.0001013921760804,0,0,0,0,0,0,0,0,1,0,0
53,Ukrsibbank,06/2019,-0.0625,0.0,-0.1305234911611836,0.0116244764905306,0.4805848261080665,0.2094891761145276,-0.0707128463767928,-0.000399008322109,-0.0026188815877298,-0.1987348761740147,-0.1983162729300575,0.0029491577844749,0,0,0,0,0,0,0,0,0,1,0
54,Universal,06/2019,-0.0625,0.0,0.0092330262997692,0.0624256699433249,0.0811142022177562,1.961107803469684,0.0394682960608345,0.2361593692288399,0.0286290606690895,0.2599819909784739,-0.0961221163122143,0.0036262312026669,0,0,0,0,0,0,0,0,0,0,1
55,Privat_Bank,07/2019,0.011111111111111,-0.012,0.0340774203623672,-0.0266685165879728,-0.0100211361795242,8.587622357850128,0.0073788848954663,-0.0684323482018154,0.0856356773819235,-0.4389775135843057,-0.0825086344173801,-0.0005085707327369,0,0,0,0,0,0,1,0,0,0,0
56,Credit_Agricole,07/2019,0.011111111111111,-0.012,-0.0196225019839566,-0.1205552968835527,0.3927736441687788,1.3341053250971533,0.013003400478746,-0.0134147133653608,0.088694543052239,0.0961095107425893,-0.0559550209554701,-0.0020020928376085,1,0,0,0,0,0,0,0,0,0,0
57,FUIB,07/2019,0.011111111111111,-0.012,0.0145742214730872,-0.1029807769633394,0.0129176551219372,0.4211393119012834,0.1509807626156514,0.0190822390410954,0.0103462669967164,0.0943747697812691,-0.1827567095019087,0.001489250602648,0,1,0,0,0,0,0,0,0,0,0
58,Kredobank,07/2019,0.011111111111111,-0.012,-0.0489087392233195,0.0657485784675211,-0.1046322262332087,1.3404820853047892,0.0362618045129123,-0.0302802440089706,0.0257485294837109,0.0903208606343626,-0.0097635917874858,-0.000127128230139,0,0,1,0,0,0,0,0,0,0,0
59,Oschadbank,07/2019,0.011111111111111,-0.012,-0.0016105164681599,0.1819311693774652,0.0839006388691288,14.21453223222089,0.0903658888240923,-0.0210304988116046,0.0438548834450596,-0.7565029083794834,0.2537197607559966,-0.0015924353681205,0,0,0,0,1,0,0,0,0,0,0
60,OTP,07/2019,0.011111111111111,-0.012,-0.0747751893781351,-0.007403822931098,0.0171353622753909,0.010666129438648,0.0360669782986382,-0.0395340270582263,-0.0197773869012108,0.0613876886112294,-0.1198056958877467,0.0028497245181555,0,0,0,1,0,0,0,0,0,0,0
61,Pivdennyi,07/2019,0.011111111111111,-0.012,-0.0091235578760385,0.0074744905203361,0.1151063338985571,2.6449518974031068,0.1536275990757662,-0.0311617379588051,0.018432811811202,0.2126156686353493,0.1871885998671292,-7.886609896079477e-05,0,0,0,0,0,1,0,0,0,0,0
62,Raiffeisen,07/2019,0.011111111111111,-0.012,-0.0393616291599487,0.0014437590258971,0.8467236501918771,0.3091750459092059,-0.0328552797905831,0.0426805049582736,0.0830842171281049,0.0417395917291474,-0.1468368681029748,-0.0020066942533393,0,0,0,0,0,0,0,1,0,0,0
63,Sense,07/2019,0.011111111111111,-0.012,-0.0002194341735705,0.025404364720811,0.4180862626559243,-0.6307811494247391,-0.0506894514751937,0.0089934266522984,0.026368834119868,0.0872825669511188,0.0772713361528136,0.0005319875837079,0,0,0,0,0,0,0,0,1,0,0
64,Ukrsibbank,07/2019,0.011111111111111,-0.012,0.0994346403623027,0.0789062355498533,-0.4014685506696951,0.0114756464354617,-0.0396640221523156,-0.0612666365306785,0.081318943465332,-0.014736038821106,0.3686304425723747,-0.0020741127007745,0,0,0,0,0,0,0,0,0,1,0
65,Universal,07/2019,0.011111111111111,-0.012,0.0187664018585376,-0.0408396933037128,-0.0540483543227603,-0.0158448736585226,0.0647318271602424,-0.1130219508797572,0.3027659147495791,-0.0384593966618367,0.0478442112441939,0.0026554014416173,0,0,0,0,0,0,0,0,0,0,1
66,Privat_Bank,08/2019,-0.0329670329670328,-0.0167727009832272,0.0056887113714718,-0.0222155697098164,-0.0199496013349996,0.5069071014511941,0.0090884762377561,0.0722275134068723,0.0914469661402634,0.726502535534669,-0.0008324813255541,0.0012281475260536,0,0,0,0,0,0,1,0,0,0,0
67,Credit_Agricole,08/2019,-0.0329670329670328,-0.0167727009832272,0.0189892395104442,-0.0073150119148817,-0.0487182906476116,-0.5756156173853215,0.0082263413129524,-0.0756650591317209,0.0230053236196157,-0.024927929387158,0.1048170819994909,0.0011397616061359,1,0,0,0,0,0,0,0,0,0,0
68,FUIB,08/2019,-0.0329670329670328,-0.0167727009832272,0.0615716815506355,-0.0125025070967518,-0.3198994524267786,0.97371801223034,-0.0702049915407884,-0.05433821178449,0.0341136337781746,-0.0394448304875584,0.1876396045648647,-5.777505558079987e-06,0,1,0,0,0,0,0,0,0,0,0
69,Kredobank,08/2019,-0.0329670329670328,-0.0167727009832272,0.0275026768958088,-0.160733956049105,-0.0529235181520576,-0.8259360582348857,0.0228407338495661,0.0139014270924033,0.0209722719774059,0.0403245616909599,0.0786534076991538,2.986394501891532e-05,0,0,1,0,0,0,0,0,0,0,0
70,Oschadbank,08/2019,-0.0329670329670328,-0.0167727009832272,-0.0365480635514139,-0.0360124956761811,-0.042222249838027,-0.9576638527209114,-0.2390096764462284,-0.0276373076627782,-0.0104854447075478,6.394642124903126,-0.0111748411413342,0.0012852571845878,0,0,0,0,1,0,0,0,0,0,0
71,OTP,08/2019,-0.0329670329670328,-0.0167727009832272,0.0188004114020556,0.0416198983703941,-0.2104096673157324,0.3442020102499132,-0.0881246305700812,-0.0194262615363246,0.0383542809108716,-0.1034208732529221,0.0370433667096379,0.0003411383723086,0,0,0,1,0,0,0,0,0,0,0
72,Pivdennyi,08/2019,-0.0329670329670328,-0.0167727009832272,-0.0043596984643208,-0.0249149795612397,-0.385499413860763,-0.7556819440621863,-0.0759970935877212,0.1108875630990258,0.0014333839535476,-0.2107595394082306,-0.006706364363052,0.0005288305099793,0,0,0,0,0,1,0,0,0,0,0
73,Raiffeisen,08/2019,-0.0329670329670328,-0.0167727009832272,0.035512168896693,-0.0005997033604832,-0.3601749925226211,-0.1114151578533589,0.0393795465282076,0.1101223209015478,0.0409390461746823,0.0007664125344775,-0.0024375871272046,-0.0003806215877487,0,0,0,0,0,0,0,1,0,0,0
74,Sense,08/2019,-0.0329670329670328,-0.0167727009832272,0.0161333675755446,-0.0392135528365216,-0.2183212230673721,3.4806933173775327,-0.0024997872092399,0.1106002721766592,0.0169656431789659,-0.1135856758020008,0.0340688755563445,0.0005955689001209,0,0,0,0,0,0,0,0,1,0,0
75,Ukrsibbank,08/2019,-0.0329670329670328,-0.0167727009832272,-0.0264274710376297,-0.0268919878445941,-0.06352096482578,-0.3809888773020577,0.0109944324752955,-0.0373395193013833,0.0221619196815994,0.0200607599214723,-0.0938524723076094,0.0015073232522571,0,0,0,0,0,0,0,0,0,1,0
76,Universal,08/2019,-0.0329670329670328,-0.0167727009832272,0.0272428760585823,-0.0173692385273804,-0.2774645263390106,-0.5819235871198507,0.0600573042595313,0.0779304174977857,0.0065114822932981,-0.0060973444991599,-0.1620054361696289,0.0020611943579382,0,0,0,0,0,0,0,0,0,0,1
77,Privat_Bank,10/2019,-0.1333333333333333,-0.0186972255729793,-0.0119186840922853,0.3978161443882477,-0.0191886077371438,0.1309698925265074,0.0358354065232424,-0.0953448684445755,0.0027219817220249,-0.4220100104546077,-0.0080626309533292,0.0011612122277291,0,0,0,0,0,0,1,0,0,0,0
78,Credit_Agricole,10/2019,-0.1333333333333333,-0.0186972255729793,-0.0333679780779792,0.0535400130294934,-0.0201848167968283,1.1667838682070104,0.0885108003913197,-0.0274212625032492,-0.0135908479564954,0.1019046010693549,-0.0642037855794083,0.0034431192815858,1,0,0,0,0,0,0,0,0,0,0
79,FUIB,10/2019,-0.1333333333333333,-0.0186972255729793,-0.0002831414422547,-0.0371284290591915,-0.0895111408331494,-0.9530824671317746,0.1372133517238614,0.0797165054360375,0.0025757486429238,0.0508526248183203,0.0065638697740035,0.0018020910609584,0,1,0,0,0,0,0,0,0,0,0
80,Kredobank,10/2019,-0.1333333333333333,-0.0186972255729793,-0.0075261094461596,-0.0453731665857362,0.1136150849083807,-0.4210897910229344,-0.0067213241388418,0.0131552347550114,0.0388262606519651,0.0499893143066549,0.0728005970789864,0.0004360191317331,0,0,1,0,0,0,0,0,0,0,0
81,Oschadbank,10/2019,-0.1333333333333333,-0.0186972255729793,-0.0132510234902689,-0.1361138974328376,-0.0138143523127454,-1.416496952351228,0.0292916960128637,0.1034251851165224,-0.0243331088857365,-10.1397389601677,0.0254708426713818,0.0022332915622349,0,0,0,0,1,0,0,0,0,0,0
82,OTP,10/2019,-0.1333333333333333,-0.0186972255729793,-0.0131438645135546,-0.122703950450873,0.2210912437487198,0.7261886770134252,0.0960473066112272,0.0474225088658779,-0.0190322366034858,0.0823358169036103,0.0527879175584706,0.0026734615872943,0,0,0,1,0,0,0,0,0,0,0
83,Pivdennyi,10/2019,-0.1333333333333333,-0.0186972255729793,-0.0331766527122919,0.0504852016962766,0.2170337543245095,0.3477281135573042,-0.0642238350291073,0.1420737610698421,-0.0229091119440703,-0.3552702186513009,0.060063672195098,0.0022314650324759,0,0,0,0,0,1,0,0,0,0,0
84,Raiffeisen,10/2019,-0.1333333333333333,-0.0186972255729793,-0.0199849629215863,-0.0006867409331782,-0.0348861216670765,0.0161712535627573,0.0568964962046798,0.1476274523116918,-0.0017805951105852,0.0371595280104886,0.0310416851460326,0.0020472068015819,0,0,0,0,0,0,0,1,0,0,0
85,Sense,10/2019,-0.1333333333333333,-0.0186972255729793,0.1096715561831533,0.0035026992166566,-0.0619958949529879,4.34882546021082,0.0641675142098343,0.2516560365899458,-0.052285553946477,0.1084479237327296,0.866192251601706,0.0162037660217424,0,0,0,0,0,0,0,0,1,0,0
86,Ukrsibbank,10/2019,-0.1333333333333333,-0.0186972255729793,0.0265224282581417,0.0689755032353323,-0.0150180847961509,-0.2604177342106528,-0.0644548652290754,0.0375380983558795,0.024413451076269,0.0576980010725447,0.226383497411339,0.0009969331509449,0,0,0,0,0,0,0,0,0,1,0
87,Universal,10/2019,-0.1333333333333333,-0.0186972255729793,-0.009783988892188,1.057805716384256,-0.1133212347068778,1.2450777501430077,0.0580148019859334,-0.1346939408759369,-0.0487765051927182,-0.0526130492547436,0.1441462353904963,0.0042628562699764,0,0,0,0,0,0,0,0,0,0,1
88,Privat_Bank,11/2019,-0.2153846153846154,-0.0473263675476336,-0.0061959089594756,0.1022823740689846,-0.0097742718093514,9.603841734481218,0.0074420053214985,0.0352062110162012,0.0836902645521693,1.6987062399068584,-0.0437934723903193,0.0012613537051551,0,0,0,0,0,0,1,0,0,0,0
89,Credit_Agricole,11/2019,-0.2153846153846154,-0.0473263675476336,-0.0432446226609507,-0.030881759317011,-0.1567600622767783,-0.1866717030174501,-0.0638783022480207,-0.0045191243107081,0.053031691939597,-0.1026873919277679,-0.0286911874447839,-0.0002410426195152,1,0,0,0,0,0,0,0,0,0,0
90,FUIB,11/2019,-0.2153846153846154,-0.0473263675476336,0.0482168527014112,-0.0305081959453373,0.1200520157178186,0.367848713290569,-0.0255270447925356,0.0056864620130814,0.0505196407478876,-0.0337593262971753,-0.0199012438194282,-0.0005502525537849,0,1,0,0,0,0,0,0,0,0,0
91,Kredobank,11/2019,-0.2153846153846154,-0.0473263675476336,0.0098032773842102,-0.0616180149424623,-0.1489620857789216,0.8571564441646038,0.0042084255312562,0.0376743202919032,0.0432721896600667,-0.0503055267844907,0.0009177103777169,-0.0003327661101735,0,0,1,0,0,0,0,0,0,0,0
92,Oschadbank,11/2019,-0.2153846153846154,-0.0473263675476336,-0.0093837645323644,0.0131155894071248,-0.0337458914632524,3.807490387653318,-0.0781298734463568,0.003705724304426,0.0257003256034149,-0.860043027722903,-0.1443928040132114,1.2334455122609e-05,0,0,0,0,1,0,0,0,0,0,0
93,OTP,11/2019,-0.2153846153846154,-0.0473263675476336,0.0175717199555669,-0.0333933261835606,-0.1052596250217072,1.0439919746707624,-0.0778915834192502,0.0655842442484808,0.0211622947299787,-0.0982845060968448,0.0477561033172184,0.0007831194306662,0,0,0,1,0,0,0,0,0,0,0
94,Pivdennyi,11/2019,-0.2153846153846154,-0.0473263675476336,-0.0084814257419956,-0.0312026940001556,0.5565778069035692,-0.638381293565909,-0.008697842180585,-0.093769195633067,0.064579046847103,-0.0115661622868621,-0.24176464226288,-0.002603650337277,0,0,0,0,0,1,0,0,0,0,0
95,Raiffeisen,11/2019,-0.2153846153846154,-0.0473263675476336,0.0405561996407937,-0.0022908636394557,0.017930062684335,0.072889928757166,-0.0526785749880744,-0.0717010077649302,0.0238475957353965,-0.0550018842059325,-0.1805413428657239,0.0016178182905386,0,0,0,0,0,0,0,1,0,0,0
96,Sense,11/2019,-0.2153846153846154,-0.0473263675476336,0.0516516937649602,-0.0028536719023116,0.180484150696861,-0.6816421376608031,-0.2235570525986447,-0.0549388797108982,0.0235557540568465,-0.4207925261410068,-0.0031835473119631,-0.0003966798673433,0,0,0,0,0,0,0,0,1,0,0
97,Ukrsibbank,11/2019,-0.2153846153846154,-0.0473263675476336,0.0040951809442801,0.0105644481863269,-0.2482716469845889,0.3767538109129518,-0.0275281228396901,0.0736364520743659,0.0357009678360891,-0.0998269637070333,-0.060168948288888,0.0009072928568352,0,0,0,0,0,0,0,0,0,1,0
