,Bank,Date,INF,PR,CR,OE,ROA,NIA,NIM,RA,SCTA,CDR,LAS,is_Credit_Agricole,is_FUIB,is_Kredobank,is_OTP,is_Oschadbank,is_Pivdennyi,is_Privat_Bank,is_Raiffeisen,is_Sense,is_Ukrsibbank,is_Universal
134,Ukrsibbank,01/2020,-0.965208333333333,1.2076076388888883,-0.0086050158879853,4.155969311356467e-05,0.0010065436431838,0.0213948007196656,0.0003387124289437,0.0111873433040344,-0.0009507447747747,0.0258273533732477,0.0081777135700929,0,0,0,0,0,0,0,0,0,1,0
135,Credit_Agricole,01/2020,-0.965208333333333,1.2076076388888883,0.0070169509500709,-0.0002690885470289,0.0001095386553556,-0.0011734827178661,-0.0003432329131728,0.0041377782706335,-0.0008197296365265,0.0247794049492166,-0.0234348562529478,1,0,0,0,0,0,0,0,0,0,0
136,Universal,01/2020,-0.965208333333333,1.2076076388888883,-0.0036308640535378,0.0004819930398709,0.0004068884718136,0.0005837964555129,-0.0003782041586356,-0.0091212737716703,-0.0054442810680648,-0.052918870560787,-0.0297782503821155,0,0,0,0,0,0,0,0,0,0,1
137,OTP,01/2020,-0.965208333333333,1.2076076388888883,0.0008221075902346,-8.781757053764216e-05,-0.0004746769023062,-0.0006220760648025,-9.109157672322912e-05,-0.0020959636436172,-0.0018675327647824,-0.0374272887946677,0.062956236873696,0,0,0,1,0,0,0,0,0,0,0
138,Raiffeisen,01/2020,-0.965208333333333,1.2076076388888883,0.0055492906233065,-0.0004539930975798,-0.0004962210187978,0.00074012955162,-0.0001236043896576,0.0030715007218684,-0.0089988458389308,-0.0175806676322045,0.0483301531419609,0,0,0,0,0,0,0,1,0,0,0
139,Privat_Bank,01/2020,-0.965208333333333,1.2076076388888883,-0.0051667193190482,-0.0001834761294646,-0.0001097879206273,-0.0008817982249264,-0.0001195401513323,0.0065004176723978,-0.0035316205092853,-0.0025952466023182,0.0350815738900446,0,0,0,0,0,0,1,0,0,0,0
140,Oschadbank,01/2020,-0.965208333333333,1.2076076388888883,0.0179119128433909,4.909888591371893e-05,-0.0002787438087295,0.0049012972254014,0.0001719582722902,0.005751648782164,-0.0033063612331728,0.0266683866934353,0.0273081861378138,0,0,0,0,1,0,0,0,0,0,0
141,Kredobank,01/2020,-0.965208333333333,1.2076076388888883,0.0051335369549187,0.0002747362442762,0.0007505983063092,-0.001956414991574,0.0004545488887374,0.0023368192910741,-0.003523560243752,-0.0343534192494372,0.032566638646242,0,0,1,0,0,0,0,0,0,0,0
142,Sense,01/2020,-0.965208333333333,1.2076076388888883,0.0212073395253969,0.0012776525781958,0.0006315624756895,-0.0026085065906786,0.0007004296510855,-0.0038525389769214,-0.0016347978106703,-0.0040633912624401,0.013335939984383,0,0,0,0,0,0,0,0,1,0,0
143,Pivdennyi,02/2020,-1.252708333333333,0.1686909722222225,0.0135817958511043,0.000314491756168,0.0062879448004228,-0.0115460500636757,-1.6503958671737875e-05,0.0074962323904352,0.0014049813633363,0.0038552816413022,0.0039660201494082,0,0,0,0,0,1,0,0,0,0,0
144,FUIB,02/2020,-1.252708333333333,0.1686909722222225,-0.0071369397738299,0.0002544507832913,0.0002968021639405,-0.0042623141468726,0.0003504179037535,0.0052174816026193,-0.0007877081016354,-0.061747286960681,0.0973412404428721,0,1,0,0,0,0,0,0,0,0,0
145,Ukrsibbank,02/2020,-1.252708333333333,0.1686909722222225,-0.007637635570277,0.000107396428414,0.0011816200169346,-0.0040841716160734,0.0008607872921643,0.0065662161144711,0.0009222360636343,-0.0226555429013385,0.0431382745558518,0,0,0,0,0,0,0,0,0,1,0
146,Credit_Agricole,02/2020,-1.252708333333333,0.1686909722222225,0.0069071022383816,3.3031683023144434e-05,0.000597155551589,-0.0071560668828509,0.0003517781748894,0.0013503808470385,0.0008889033833443,0.0063139057044835,0.0002267482689707,1,0,0,0,0,0,0,0,0,0,0
147,Universal,02/2020,-1.252708333333333,0.1686909722222225,-0.00488938961433,-2.2018988706578365e-05,0.0020045120329959,0.000422057124958,-0.0001233547415243,-0.0040182104385898,-0.0048696501615318,-0.024243395688927,-0.0211585460391631,0,0,0,0,0,0,0,0,0,0,1
148,OTP,02/2020,-1.252708333333333,0.1686909722222225,-0.0025016866080004,2.811806326039935e-05,0.0003122134180705,-0.001634621128991,0.000406629644154,-0.0056610239681276,-0.0043707194543086,-0.0630150027173044,0.0869885051024002,0,0,0,1,0,0,0,0,0,0,0
149,Raiffeisen,02/2020,-1.252708333333333,0.1686909722222225,0.0064331133370823,6.636402053375299e-05,0.0010235361803482,0.0010570338101433,0.0003861197453654,0.0014504189960439,-0.0075179620927348,-0.065970377101288,0.0656221732073267,0,0,0,0,0,0,0,1,0,0,0
150,Privat_Bank,02/2020,-1.252708333333333,0.1686909722222225,0.0020937458179762,0.0001997246241045,0.0001767447765833,-0.0028149552249387,0.000489891203138,0.0040599522297702,-0.0078930125513364,-0.0067981000215168,0.0273664895905761,0,0,0,0,0,0,1,0,0,0,0
151,Oschadbank,02/2020,-1.252708333333333,0.1686909722222225,0.0160768732683858,-0.0003745284149164,0.0012319658681401,0.0160765256925382,0.0016909396045136,0.0054906542588841,-0.0072040889635346,0.0138412556783024,0.0333639188642947,0,0,0,0,1,0,0,0,0,0,0
152,Kredobank,02/2020,-1.252708333333333,0.1686909722222225,0.000855394548253,0.000166012722331,0.0002302577159777,-0.0054470999541226,0.0003458745135894,0.0025922476241625,-0.004461842761968,-0.0313876662240781,0.0657389226597043,0,0,1,0,0,0,0,0,0,0,0
153,Sense,02/2020,-1.252708333333333,0.1686909722222225,0.0072001721506036,7.670745775453626e-05,0.0014767061199451,-0.0384419707635212,0.0009202094137903,-0.0029943819631928,-0.0050658151723922,-0.0189055936143913,0.0274027477591794,0,0,0,0,0,0,0,0,1,0,0
154,Pivdennyi,03/2020,-0.9547916666666668,0.5546076388888904,0.004280194665102,0.0001129932688837,-0.0023730790932748,-0.0080712486635646,0.000573234344823,0.01057411159245,-9.214759790885122e-05,0.0110248589492673,0.0020779654643753,0,0,0,0,0,1,0,0,0,0,0
155,FUIB,03/2020,-0.9547916666666668,0.5546076388888904,-0.0011335192282053,0.0001796704174395,0.0011067741878576,-0.0033033240919619,-7.939970905497182e-05,0.0007224864686682,0.000226089961056,0.028177511922319,-0.0249875750634753,0,1,0,0,0,0,0,0,0,0,0
156,Ukrsibbank,03/2020,-0.9547916666666668,0.5546076388888904,-0.0211294761674701,-0.0004554499884798,0.0008233602084596,-0.0038262805133776,0.0004258278251769,0.004872021070028,-0.0002252083167328,-0.0046200702035256,-0.0125907362052955,0,0,0,0,0,0,0,0,0,1,0
157,Credit_Agricole,03/2020,-0.9547916666666668,0.5546076388888904,-0.0083091756943555,0.0001741729057825,0.0010859799654875,-0.0029870279507718,0.0001174441181386,-0.0010702940082201,-0.0031217864350296,-0.0158195415254272,-0.0203672936716997,1,0,0,0,0,0,0,0,0,0,0
158,Universal,03/2020,-0.9547916666666668,0.5546076388888904,-0.0016117260389315,-0.0011733576647021,0.0035224079699398,-0.0180696193316864,-9.430409193322924e-05,-0.0031746880415713,-0.0013560045174604,0.0094481865701734,-0.0276460673477962,0,0,0,0,0,0,0,0,0,0,1
159,OTP,03/2020,-0.9547916666666668,0.5546076388888904,-0.0101144216940847,-0.0003803619060424,0.0010541172554043,-0.0031504956527674,2.2470467441452536e-05,-0.0004980175957919,-0.0040637867596546,0.0024649778090404,-0.0186069382829382,0,0,0,1,0,0,0,0,0,0,0
160,Raiffeisen,03/2020,-0.9547916666666668,0.5546076388888904,-0.0034006577023575,0.0003728439633595,0.0024460470474021,0.0010490269710735,-0.0001381465759311,-0.0043203230334098,0.0045052508574699,-0.0163565019090152,-0.0599873117865999,0,0,0,0,0,0,0,1,0,0,0
161,Privat_Bank,03/2020,-0.9547916666666668,0.5546076388888904,0.0032980819311412,-0.0002648506607605,0.0004584207492174,0.0008803469233922,0.0003669152750675,-0.0066899379216392,0.0042430457966434,0.0077101724784366,-0.0163569461670081,0,0,0,0,0,0,1,0,0,0,0
162,Oschadbank,03/2020,-0.9547916666666668,0.5546076388888904,0.0153977539466131,5.021347900710863e-06,0.0028228986284038,-0.0188920602842362,-0.0001647113316842,-0.0043568763420259,0.0032832376336794,-0.001567894012152,-0.023159579375502,0,0,0,0,1,0,0,0,0,0,0
163,Kredobank,03/2020,-0.9547916666666668,0.5546076388888904,0.0014025899697092,-0.0001574589309027,0.0019765645223025,0.0050237697353552,0.0004444138580201,-0.001726080493867,0.0111730594261877,0.0222247849162282,-0.0361352567980075,0,0,1,0,0,0,0,0,0,0,0
164,Sense,03/2020,-0.9547916666666668,0.5546076388888904,0.0088406265805376,0.0015142789551717,0.0028439266928498,0.1115987158151133,-0.0010975990217229,-0.0001519191200643,0.008309760884328,0.0188164170629089,-0.0139825718175798,0,0,0,0,0,0,0,0,1,0,0
165,Pivdennyi,04/2020,-0.5422916666666656,0.6758576388888885,-0.0199622506585807,-0.0001057645839269,0.0065482603142597,-0.004905913860431,0.0002672270924039,0.0354268251755303,0.0026119453220644,-0.0006720461249288,0.0120285185665465,0,0,0,0,0,1,0,0,0,0,0
166,FUIB,04/2020,-0.5422916666666656,0.6758576388888885,-0.004199526502112,9.31902866414359e-05,0.0003235525300567,0.0063858676314513,9.326220394285044e-05,0.0017164015161175,0.0003487233871339,0.0206491973188021,-0.0020285725553077,0,1,0,0,0,0,0,0,0,0,0
167,Ukrsibbank,04/2020,-0.5422916666666656,0.6758576388888885,-0.0139621734973553,-0.0003921068125811,-0.0003005103864709,-0.0033236728978579,-0.0003181118384857,-0.0101741903047568,-0.0018850441857824,0.0094538464529667,-0.0117900165563835,0,0,0,0,0,0,0,0,0,1,0
168,Credit_Agricole,04/2020,-0.5422916666666656,0.6758576388888885,-0.0051507452019979,6.724341003098712e-05,-0.0002665456864389,-0.0024287017434539,-0.0001012666489257,0.0030249717083613,7.77961738740186e-05,-0.0176967409004051,-0.0050680645870402,1,0,0,0,0,0,0,0,0,0,0
169,Universal,04/2020,-0.5422916666666656,0.6758576388888885,0.0043412585499383,-0.0001713672106144,0.0028611150309158,-0.0002059671808493,0.0001333229726224,0.0035119794133814,0.0012304272563505,0.0141878491904817,-0.0229968384458928,0,0,0,0,0,0,0,0,0,0,1
170,OTP,04/2020,-0.5422916666666656,0.6758576388888885,-0.0052161711078093,-0.0001564314660315,-5.894201120165764e-05,-0.0005983164663708,0.0001300701151884,0.0109954235861632,0.0004997044554193,0.0430292178282461,-0.0223303133145091,0,0,0,1,0,0,0,0,0,0,0
171,Raiffeisen,04/2020,-0.5422916666666656,0.6758576388888885,-0.0036009092979524,1.1403798094618278e-06,-0.0013606398419859,0.0007150276942006,-0.0003171383126906,8.478868407276038e-05,0.0196084900690284,-0.0077192902254105,-0.0415990817610633,0,0,0,0,0,0,0,1,0,0,0
172,Privat_Bank,04/2020,-0.5422916666666656,0.6758576388888885,0.0054108536598183,0.0004312947131953,0.0005764584690531,-0.0037750059330197,5.9410002789934166e-05,0.0022453010984495,-0.008494077100964,0.0063609350221113,-0.0070752249811239,0,0,0,0,0,0,1,0,0,0,0
173,Oschadbank,04/2020,-0.5422916666666656,0.6758576388888885,0.0210716135772642,7.195725459671403e-05,-0.0008667901272076,-0.0071955189215089,-0.0004389987692878,-0.0003869827887128,0.0113547351915914,-0.0377249540754746,-0.0344943198682475,0,0,0,0,1,0,0,0,0,0,0
174,Kredobank,04/2020,-0.5422916666666656,0.6758576388888885,-0.0010216432695412,-3.225637830124974e-05,0.0008030571224709,0.001116302874573,0.0004520607154045,0.0033337983210584,0.004646442702308,0.0070240154514134,-0.0147414187127627,0,0,1,0,0,0,0,0,0,0,0
175,Sense,04/2020,-0.5422916666666656,0.6758576388888885,0.0077934274548531,0.0003059205282924,-0.0005978121556845,-0.0135704772104586,0.0006151111613952,0.0008519162767924,0.0035337450451459,-0.0154097947937632,-0.0131747870708144,0,0,0,0,0,0,0,0,1,0,0
176,Pivdennyi,05/2020,-0.6631249999999991,0.2541909722222244,-0.0044310436053853,0.0001106101414323,-0.0020073106351656,-0.0086432663237344,0.0002030530298172,0.0036807546132247,0.0012149420100529,-0.0050895581684854,0.015003243968474,0,0,0,0,0,1,0,0,0,0,0
177,FUIB,05/2020,-0.6631249999999991,0.2541909722222244,0.0143537515552338,-8.307549603976162e-05,-0.0003196896509198,0.0126621474975935,-0.0002372556036211,0.0050743528056823,-0.0001718064045461,0.003054245049791,0.0097395347164345,0,1,0,0,0,0,0,0,0,0,0
178,Ukrsibbank,05/2020,-0.6631249999999991,0.2541909722222244,-0.00698756900599,5.936507015314466e-05,-0.0008969878665283,-0.0019078548383209,-0.0005950902348833,-0.0075849180335826,-0.0005567037395478,-0.0441610336677847,0.012043998134961,0,0,0,0,0,0,0,0,0,1,0
179,Credit_Agricole,05/2020,-0.6631249999999991,0.2541909722222244,0.0106861461495831,0.0004860820217024,-0.0006576965274047,-0.0078790104029672,0.0001460149158819,0.002138805485573,0.0013334792710366,-0.0150441198197937,0.0236716307221173,1,0,0,0,0,0,0,0,0,0,0
180,Universal,05/2020,-0.6631249999999991,0.2541909722222244,0.0054219759491935,-4.88776061924129e-05,0.0010460650538862,0.003207078778316,0.0001856354481892,0.0052918137850193,-0.0021250536100425,0.0129353487880889,-0.0108799452837804,0,0,0,0,0,0,0,0,0,0,1
181,OTP,05/2020,-0.6631249999999991,0.2541909722222244,-0.0003998529944924,0.0003395004835657,-0.0004978552174081,0.0026632358715732,-0.0001206341289392,0.0037972971620627,0.0043594418035809,0.0024072261152736,-0.0122143005396632,0,0,0,1,0,0,0,0,0,0,0
182,Raiffeisen,05/2020,-0.6631249999999991,0.2541909722222244,0.0001716268837574,-0.0002635874425372,-0.0010034966867784,0.0007746968991053,0.00017661296245,0.0002661423215407,0.0148473042741525,-0.0180322567329441,-0.0041197222187513,0,0,0,0,0,0,0,1,0,0,0
183,Privat_Bank,05/2020,-0.6631249999999991,0.2541909722222244,0.0075931250193903,-0.0003143382756431,0.0006837291677029,-0.0018375529319857,0.0004355693527132,0.0056719865959728,0.0032280944407918,0.0006541985318993,0.002862246269668,0,0,0,0,0,0,1,0,0,0,0
184,Oschadbank,05/2020,-0.6631249999999991,0.2541909722222244,0.0327036775336316,-0.0005000759497828,0.0008065515737795,-0.0063084760012404,-0.0001723288416076,-0.0015082184609329,0.00245436107956,-0.0297537604886998,-0.010714771019387,0,0,0,0,1,0,0,0,0,0,0
185,Kredobank,05/2020,-0.6631249999999991,0.2541909722222244,0.000657081346742,2.9241588951533647e-05,-0.0002700876739081,0.002164800188009,0.0003286037725123,0.0028476968310569,0.0008574066344803,-0.0318439230691561,0.0094020980212939,0,0,1,0,0,0,0,0,0,0,0
186,Sense,05/2020,-0.6631249999999991,0.2541909722222244,0.0026100662278217,0.0003984473620015,-0.0015601304475441,-0.0173234215530636,0.0003378135071309,-0.0012692248633877,0.00500063557944,-0.0349454724571755,-0.0111327057675883,0,0,0,0,0,0,0,0,1,0,0
187,Pivdennyi,06/2020,-0.3610416666666667,-2.859309027777776,-0.0066417795061361,-0.0005408965407053,-0.0012967154802184,8.687877819173976e-05,-0.0001107096849103,-0.0141932840791002,-0.0007598683973581,-0.0051674492600593,-0.0041227916699518,0,0,0,0,0,1,0,0,0,0,0
188,FUIB,06/2020,-0.3610416666666667,-2.859309027777776,0.0097667857916636,-4.277792078208082e-05,-0.0007366369838365,-0.0013434995552077,-0.0005578132321257,0.003747814790523,-0.0007940928314616,-0.0106331342170869,0.0170915376066398,0,1,0,0,0,0,0,0,0,0,0
189,Ukrsibbank,06/2020,-0.3610416666666667,-2.859309027777776,0.0053235057413908,3.808969871615611e-05,-0.0006169203706545,-0.0056682419880687,-0.0006896984624033,-0.0027452376101314,0.0007749319002008,-0.0128716534771122,0.0138200263291218,0,0,0,0,0,0,0,0,0,1,0
190,Credit_Agricole,06/2020,-0.3610416666666667,-2.859309027777776,0.0134853812787171,-0.0002612159310666,-0.0009682684438967,-0.0030233129134559,-0.0001075771577004,0.0001205496635438,0.0053216191305465,-0.0140529848250834,-0.0132568914346677,1,0,0,0,0,0,0,0,0,0,0
191,Universal,06/2020,-0.3610416666666667,-2.859309027777776,0.0063640614573535,0.0004259960461064,-0.0029988610500801,-0.0017848970269741,0.0004849742986419,0.0084227219342523,0.0027854193695537,0.0301772032521611,0.0319284621241274,0,0,0,0,0,0,0,0,0,0,1
192,OTP,06/2020,-0.3610416666666667,-2.859309027777776,0.0078139631543493,2.5154797377722983e-05,-0.0008018916764342,0.0012653608040945,-0.0003641470411019,-0.0014556077120453,0.0036117925141526,-0.0344104773280759,0.0120895634445786,0,0,0,1,0,0,0,0,0,0,0
193,Raiffeisen,06/2020,-0.3610416666666667,-2.859309027777776,-0.0001702068622974,-0.0001802064332091,-0.0009823081931437,-0.0022108596864395,0.0009856717188377,-0.0009009449230665,0.0114160812084598,0.0122567894757004,-0.0214769384326627,0,0,0,0,0,0,0,1,0,0,0
194,Privat_Bank,06/2020,-0.3610416666666667,-2.859309027777776,0.0032313631643442,-0.0001475782484934,-0.0004039696456152,-7.293859744804247e-05,-0.0001620118013635,0.0138040763537758,0.0008276496641935,-0.0158346595171805,0.0321305269703135,0,0,0,0,0,0,1,0,0,0,0
195,Oschadbank,06/2020,-0.3610416666666667,-2.859309027777776,-0.0381353091586589,0.0012305834473069,0.0022082106265774,0.001843139278247,0.0005172833566989,-0.0003563661918172,0.0007105447946495,-0.0146751663259734,0.0139834732576867,0,0,0,0,1,0,0,0,0,0,0
196,Kredobank,06/2020,-0.3610416666666667,-2.859309027777776,0.0009674585800852,-0.0003118162997502,-0.0017628871222106,-0.0002851245162672,-0.0005918166097523,0.002599652477858,0.0007583853807073,-0.0173017572402096,-0.0069281907348914,0,0,1,0,0,0,0,0,0,0,0
197,Sense,06/2020,-0.3610416666666667,-2.859309027777776,-0.00048572626825,0.0001660217932988,-0.0021296521250279,0.0469852487806582,-0.0003469538399463,0.0012730406189076,0.0011400521685293,0.0002319048234563,-0.0222012692013166,0,0,0,0,0,0,0,0,1,0,0
198,Pivdennyi,07/2020,-0.7268749999999992,-2.712489583333332,0.0069080281821311,7.585404637481944e-05,-0.0023273154756176,0.0039550400703091,-8.397190493473624e-05,-0.0161258985392493,0.0023486544146645,-0.0067657363863323,-0.0144180882209033,0,0,0,0,0,1,0,0,0,0,0
199,FUIB,07/2020,-0.7268749999999992,-2.712489583333332,0.0206971399275306,-3.880653073904134e-05,-0.0005932678466647,-0.0054687736272901,-0.0001957982497043,-0.0001191199737618,0.0018905009246757,0.0127407909021873,-0.0226365257031432,0,1,0,0,0,0,0,0,0,0,0
200,Ukrsibbank,07/2020,-0.7268749999999992,-2.712489583333332,0.0048022414093824,-6.794607512670476e-06,-5.746035352089025e-05,-0.0019936324093891,-0.0005141381228001,-0.0029705649215493,-0.0004006485789198,-0.007166324016021,0.0173094801175916,0,0,0,0,0,0,0,0,0,1,0
201,Credit_Agricole,07/2020,-0.7268749999999992,-2.712489583333332,0.0051942036513854,-4.181193821088971e-05,-2.3062750784352565e-05,-0.0005645286670299,-5.695971012964647e-06,-0.001692151682788,-0.0008302710220096,0.0151804168821301,0.0058436982214156,1,0,0,0,0,0,0,0,0,0,0
202,Universal,07/2020,-0.7268749999999992,-2.712489583333332,-1.2775064848268708e-05,-0.0001617591160563,-0.0023568441339884,-0.0105717986513949,0.0004056304680436,0.0046339518311001,-0.0014117859782886,0.004841837933958,0.0279462151180272,0,0,0,0,0,0,0,0,0,0,1
203,OTP,07/2020,-0.7268749999999992,-2.712489583333332,0.0140936478147996,-5.043458239689581e-05,8.023948280616588e-06,0.0021729340788939,-0.000247320741747,-0.0024908458337455,0.0025935491564884,-0.0222470626103277,0.0157801500088024,0,0,0,1,0,0,0,0,0,0,0
204,Raiffeisen,07/2020,-0.7268749999999992,-2.712489583333332,0.0027009116041048,0.0012448213859923,0.0004936157861304,-0.0046145457398794,0.0006677045923163,-0.0027907482411884,0.0003266018592891,-0.0235381828584935,0.031619159889552,0,0,0,0,0,0,0,1,0,0,0
205,Privat_Bank,07/2020,-0.7268749999999992,-2.712489583333332,0.0049105534376293,0.000370316655513,-0.0003556876671489,0.0077869493861365,-0.0001976060032194,0.0145047960702537,0.0006968990282594,-0.0037442172189553,-0.0143960449856942,0,0,0,0,0,0,1,0,0,0,0
206,Oschadbank,07/2020,-0.7268749999999992,-2.712489583333332,-0.0190712113062178,0.0001868752677185,-0.0070095268411807,0.0114765561839527,-0.0003364376476883,-0.0047270211370363,0.0007380059929819,-0.001590510917841,0.001576699559725,0,0,0,0,1,0,0,0,0,0,0
207,Kredobank,07/2020,-0.7268749999999992,-2.712489583333332,-0.0030311825966085,-7.023347481907279e-06,-0.0012874507726452,-0.0062625657435317,-0.0007115383710531,-0.0002674762953235,-0.0032549050430988,-0.0096705791345627,0.0036276951466174,0,0,1,0,0,0,0,0,0,0,0
208,Sense,07/2020,-0.7268749999999992,-2.712489583333332,0.0089032591745675,0.0011743348341347,-0.00111276455146,-0.0427809100202667,-0.0004203635323887,-0.0059861921822328,-0.0008508936730693,-0.0100374281750932,-0.0350503750847951,0,0,0,0,0,0,0,0,1,0,0
209,Pivdennyi,08/2020,-0.7752083333333321,-1.807142361111111,0.0070768334771894,0.0003664087643363,-0.0027520122661746,0.0021938420338849,-0.000169264886992,-0.0150713155389929,0.00137238406555,-0.0036685057007485,-0.0120889870366815,0,0,0,0,0,1,0,0,0,0,0
210,FUIB,08/2020,-0.7752083333333321,-1.807142361111111,0.0167623025498002,-7.436953592784116e-05,-0.0005774278219287,0.0023498437859144,-0.0001443609830203,-0.0004518668032629,-0.0003564705534836,-0.0126395728585321,-0.004804492886488,0,1,0,0,0,0,0,0,0,0,0
211,Ukrsibbank,08/2020,-0.7752083333333321,-1.807142361111111,0.0005956586530702,-4.281524129417559e-05,0.0010833554564396,-0.0005825223173005,0.0006449221908006,-0.0024867971867838,0.0002679855334071,-0.0270250039963166,0.0061855946919046,0,0,0,0,0,0,0,0,0,1,0
212,Credit_Agricole,08/2020,-0.7752083333333321,-1.807142361111111,0.0120594783817189,-2.713145403755661e-05,0.0003248565888746,-0.0007642255331184,0.0003998864503435,0.0009577794636882,0.0010948944162824,0.021727586670492,-0.0025587524635245,1,0,0,0,0,0,0,0,0,0,0
213,Universal,08/2020,-0.7752083333333321,-1.807142361111111,-0.0001631312126486,-9.75987851638459e-05,-0.00315710056046,0.001208950360237,0.0007845540536078,0.0020713162330328,0.0011369174478085,0.0065933531113808,0.0050537064984423,0,0,0,0,0,0,0,0,0,0,1
214,OTP,08/2020,-0.7752083333333321,-1.807142361111111,0.0065164841647217,-0.0001371346534545,-0.0006084678761647,-0.0047457061355636,-0.0002953030624002,-0.0051098273355143,0.0002484264225641,-0.0370081344361064,0.0148540074672742,0,0,0,1,0,0,0,0,0,0,0
215,Raiffeisen,08/2020,-0.7752083333333321,-1.807142361111111,0.009944694895879,2.7360971833741396e-05,0.0021775598719829,0.002673355139864,-0.0002251515954108,-0.0026636104410145,-0.0025031178872169,-0.0145437880324016,4.974557819709818e-05,0,0,0,0,0,0,0,1,0,0,0
216,Privat_Bank,08/2020,-0.7752083333333321,-1.807142361111111,0.0053132263384898,-0.0001871156398409,-0.0004115182811332,0.0014111795657669,-0.0003481015256634,0.0138336724701572,-0.0054610286729777,-0.0175805296866818,-0.0028471106645278,0,0,0,0,0,0,1,0,0,0,0
217,Oschadbank,08/2020,-0.7752083333333321,-1.807142361111111,0.0248405159784924,-8.436899094009065e-05,0.0012598282404824,-0.0142064873085221,-0.0001905905400768,0.0007829822842753,0.0037827339849293,0.0006693051283202,-0.0120428025252237,0,0,0,0,1,0,0,0,0,0,0
218,Kredobank,08/2020,-0.7752083333333321,-1.807142361111111,0.0016279315807346,6.994830647478242e-05,-0.0006767811935324,0.0014507030623805,-0.0004935874621846,6.332189520470428e-05,0.0004497597731535,0.0104310976935028,0.0160835481383312,0,0,1,0,0,0,0,0,0,0,0
219,Sense,08/2020,-0.7752083333333321,-1.807142361111111,0.031875450568047,-0.0026516171809088,-0.0032290403070295,0.004499153111615,-0.0008658134103103,0.0025838236825887,0.000753101557749,0.0084216353932039,-0.0247761595479092,0,0,0,0,0,0,0,0,1,0,0
220,Pivdennyi,09/2020,-1.2485416666666664,-1.3333923611111105,-0.0114615832575765,1.6872370601533887e-05,0.0030743719383239,-0.0006059744435908,-0.0003169079506509,-0.0041317632172263,-0.0030401036938559,-0.0031942883353442,-0.0194330939309681,0,0,0,0,0,1,0,0,0,0,0
221,FUIB,09/2020,-1.2485416666666664,-1.3333923611111105,0.0064939796927629,6.632384410226928e-05,-0.0001000552353996,-0.0009814154463641,-0.0001116231716729,-0.0011988613849117,0.0002088516588543,-0.0383952974406979,-0.0085494094338332,0,1,0,0,0,0,0,0,0,0,0
222,Ukrsibbank,09/2020,-1.2485416666666664,-1.3333923611111105,-0.0051876265193811,-7.083459189827481e-05,0.0006897858698314,-0.0141343065803447,0.000617157502826,-0.0011479950174413,0.0006035795762159,-0.0284066966177794,0.0006873494760626,0,0,0,0,0,0,0,0,0,1,0
223,Credit_Agricole,09/2020,-1.2485416666666664,-1.3333923611111105,-0.0119561580459316,-1.6684747238923574e-05,0.00080249967219,-0.0035854447061979,0.0002904463196154,-0.0002784256042872,-0.0044325289856866,0.0127794105101499,-0.0074077697934413,1,0,0,0,0,0,0,0,0,0,0
224,Universal,09/2020,-1.2485416666666664,-1.3333923611111105,-0.0078957280632097,0.0003148064430151,0.001344995647286,0.0055242216168302,-0.0007638859322601,0.0022677103167489,-0.0008114428811476,-0.0222869664701627,0.0013824477218416,0,0,0,0,0,0,0,0,0,0,1
225,OTP,09/2020,-1.2485416666666664,-1.3333923611111105,0.0048900255720196,-0.0002312045840311,-0.0002329141986116,0.0012934077288156,-0.0002506143721565,-0.0042311472009965,-0.0008209090801421,-0.0300772270152751,0.0092300271227757,0,0,0,1,0,0,0,0,0,0,0
226,Raiffeisen,09/2020,-1.2485416666666664,-1.3333923611111105,0.0065478997523,0.0004215156596117,-0.0001120396776763,-0.0014370930846016,-2.512250470475624e-05,-0.0004985433817807,0.0005210835927439,-4.890179069123868e-05,0.0293512014289643,0,0,0,0,0,0,0,1,0,0,0
227,Privat_Bank,09/2020,-1.2485416666666664,-1.3333923611111105,0.0049183389416266,-1.1850080841290486e-05,-0.0004450163499195,-0.0022826211628327,-0.0003069901533675,-0.0176601154819643,-0.0025835754074153,-0.0225935141063331,-0.0005645063544224,0,0,0,0,0,0,1,0,0,0,0
228,Oschadbank,09/2020,-1.2485416666666664,-1.3333923611111105,0.0027169457341912,-0.000192516667156,0.0013266103486613,0.0205749686072993,0.0001068992152872,-3.549272669746992e-05,-0.0039443681287884,0.0091470620223942,-0.0136475596069315,0,0,0,0,1,0,0,0,0,0,0
229,Kredobank,09/2020,-1.2485416666666664,-1.3333923611111105,-0.0011223167991262,0.0002129850600746,-7.281013330147704e-05,0.00164790353713,-0.000291426285838,-0.0014853808703219,-0.0052378214128576,0.0070401221897806,-2.786615540677391e-05,0,0,1,0,0,0,0,0,0,0,0
230,Sense,09/2020,-1.2485416666666664,-1.3333923611111105,0.0559760145437809,-0.0016033421881043,-0.0025848368837047,-0.0716858238484024,-0.0006634662451304,-0.0027595111672064,-0.0018890708378762,0.0099433058672541,-0.0317512623263227,0,0,0,0,0,0,0,0,1,0,0
231,Pivdennyi,10/2020,-2.0558333333333336,-0.8232534722222236,-0.0146056858644777,3.489006081455425e-05,0.0008031695038367,0.0027584387391366,-0.0003587865574934,0.002194146257411,0.0007407171159251,-0.0036723237320481,-0.0054218916870806,0,0,0,0,0,1,0,0,0,0,0
