,Bank,Date,INF,PR,CDR,CR,LAS,NIA,NIM,OE,RA,ROA,SCTA,is_Credit_Agricole,is_FUIB,is_Kredobank,is_OTP,is_Oschadbank,is_Pivdennyi,is_Privat_Bank,is_Raiffeisen,is_Sense,is_Ukrsibbank,is_Universal
225,OTP,01/2021,0.0999999999999996,-0.4387499999999997,-0.0162430408635192,-0.0133804215370111,0.0003330141669879,-0.0017481654899546,9.432618937995752e-05,-0.0001509711631728,0.0002962536354096,-0.0003756024565979,-0.000761633938469,0,0,0,1,0,0,0,0,0,0,0
226,Pivdennyi,01/2021,0.0999999999999996,-0.4387499999999997,-0.0818481834866231,-0.013637285986229,0.0477603158910655,-0.001552414154715,-0.0001935181110837,-0.0007571383855332,-0.0053829195016736,-0.0012053129235436,-0.0035026248732282,0,0,0,0,0,1,0,0,0,0,0
227,Raiffeisen,01/2021,0.0999999999999996,-0.4387499999999997,-0.0324037611459144,-0.0005416454100845,0.0281003725582712,-0.0067363575877394,-0.0001102819616786,-0.0005685061550914,-0.0052819178655567,-0.0006326462448024,-0.0069026781805548,0,0,0,0,0,0,0,1,0,0,0
228,Sense,01/2021,0.0999999999999996,-0.4387499999999997,0.0289894357965982,-0.0384908724597207,0.0108707460743097,-0.0187478733954847,-3.067796172812401e-06,-0.0006778526470032,-0.0039120929845052,-0.0009055134375088,0.0001705253727077,0,0,0,0,0,0,0,0,1,0,0
229,Ukrsibbank,01/2021,0.0999999999999996,-0.4387499999999997,-0.0152970938338127,-0.0019515244366444,-0.008143130286823,-0.0088197982870796,-0.0002462630743033,-0.0006702575928408,-0.0031281299634658,-0.0013264115323155,0.0015036213526517,0,0,0,0,0,0,0,0,0,1,0
230,Universal,01/2021,0.0999999999999996,-0.4387499999999997,-0.0320464394287427,-0.0029249322767815,0.0678634307225816,-0.0431529504247188,-0.0002353859186892,-0.0018000577504912,-0.0113846805478318,-0.0040367240008976,0.0003016212872985,0,0,0,0,0,0,0,0,0,0,1
231,Privat_Bank,02/2021,0.854166666666667,-0.5908333333333333,-0.0112581508567708,0.0047214696902871,0.0192507531187036,0.0279091698254026,-0.0001814063734402,-0.0004432100505326,0.0080888674495285,-0.0047563131404325,-0.0030047191542628,0,0,0,0,0,0,1,0,0,0,0
232,Credit_Agricole,02/2021,0.854166666666667,-0.5908333333333333,-0.007638608665012,-0.0106566273963664,0.0069823510055564,0.0016774586025594,-0.0003474304270074,-0.000167319256581,-0.0118146710134227,-0.0007976615281015,-0.000196227740285,1,0,0,0,0,0,0,0,0,0,0
233,FUIB,02/2021,0.854166666666667,-0.5908333333333333,0.0272314957941066,-0.0008674355515849,-0.0039941570679738,0.0003215261871202,-0.0001176698483216,-0.0004972186815637,0.0099308362167686,0.0001218653087298,-0.002286452316973,0,1,0,0,0,0,0,0,0,0,0
234,Kredobank,02/2021,0.854166666666667,-0.5908333333333333,-0.0576797586380974,-0.0091626357234072,0.0285469855872151,0.0296134559884168,-0.0007034264172781,-0.0007002198564677,0.0017938231939453,-0.001093563039942,0.0012465605379878,0,0,1,0,0,0,0,0,0,0,0
235,Oschadbank,02/2021,0.854166666666667,-0.5908333333333333,0.007707039144838,-0.0065751653120417,-0.0067525951107917,-0.0015692449552792,-0.0001731762657888,-0.0003636042530967,-0.0029846935083753,-0.0023138109771934,0.0018087625302288,0,0,0,0,1,0,0,0,0,0,0
236,OTP,02/2021,0.854166666666667,-0.5908333333333333,-0.0372537986189279,-0.0109243601921517,0.0265165445811829,0.0094145104162837,-0.0005978310580876,-3.028555798018735e-05,-0.0030296038910037,-0.000946271629037,0.0007896739484916,0,0,0,1,0,0,0,0,0,0,0
237,Pivdennyi,02/2021,0.854166666666667,-0.5908333333333333,-0.0169839388513413,-0.0132976982674015,0.0288490586016485,-0.000449503252673,-0.0004209738120609,-0.0007354847715562,0.0005133951560802,-0.001255718089478,-0.0025315016545013,0,0,0,0,0,1,0,0,0,0,0
238,Raiffeisen,02/2021,0.854166666666667,-0.5908333333333333,-0.0351150796726703,0.0006957447404014,0.0253965124503744,0.0078224796999152,-0.0006564639018084,-0.0002113896175651,0.0002997709979899,-0.0010152261094181,0.004018271316611,0,0,0,0,0,0,0,1,0,0,0
239,Sense,02/2021,0.854166666666667,-0.5908333333333333,-0.0109592973268692,-0.0256756315292253,0.0069008822796841,-0.0160248809146721,-0.0002568926034593,-0.0001505179236698,-0.0018206177924342,-0.0012402745410467,-0.0010165524282253,0,0,0,0,0,0,0,0,1,0,0
240,Ukrsibbank,02/2021,0.854166666666667,-0.5908333333333333,-0.0010687029695539,0.0069878435726181,-0.0153594373934252,-0.0092882535071107,-0.0003991335982433,-0.0006844260727115,0.0013944085504436,-0.0009746603147585,0.0029795507569318,0,0,0,0,0,0,0,0,0,1,0
241,Universal,02/2021,0.854166666666667,-0.5908333333333333,-0.0157713729105422,-0.0443511299221703,0.0440079640060689,0.1068881789823164,-0.000892678674992,-0.0012722183476084,-0.0070045853805811,0.0002279995840613,0.0004159854650201,0,0,0,0,0,0,0,0,0,0,1
242,Privat_Bank,03/2021,1.1708333333333334,-0.3320833333333333,-0.0033290942275737,0.0110575165212412,0.0139270514977998,0.0136572992374361,9.214810830645084e-05,-0.0001288564767776,0.0089840523471239,-0.0026808988670289,-0.0010533444981721,0,0,0,0,0,0,1,0,0,0,0
243,Credit_Agricole,03/2021,1.1708333333333334,-0.3320833333333333,-0.0665193606963939,-0.0150569689853853,0.0317296120330253,0.0023485874321551,-0.000125915722878,-0.0001423244565302,-0.0066740620362317,1.2603784233337044e-05,-0.0029556647106548,1,0,0,0,0,0,0,0,0,0,0
244,FUIB,03/2021,1.1708333333333334,-0.3320833333333333,-0.0198424994809778,-0.0030754452455709,0.0258776666650905,0.0064104377374899,0.0002385382955014,-0.000142449813748,-0.0061368914873834,0.00039581649159,-0.0033895692922481,0,1,0,0,0,0,0,0,0,0,0
245,Kredobank,03/2021,1.1708333333333334,-0.3320833333333333,-0.0254685952109873,-0.0032077683651525,0.0290530389417573,-0.0024726922026704,1.7982794677569996e-07,0.0001046517858586,-0.0005251739375471,5.159861868493827e-05,0.0014054027229589,0,0,1,0,0,0,0,0,0,0,0
246,Oschadbank,03/2021,1.1708333333333334,-0.3320833333333333,-0.0212735186002753,-0.0002585367114862,0.0011517419384501,0.0446337467571135,0.0001813473343053,-0.0003831140724103,-0.0050738525908683,-0.0001061813020587,2.8383174174799464e-05,0,0,0,0,1,0,0,0,0,0,0
247,OTP,03/2021,1.1708333333333334,-0.3320833333333333,-0.0451718341496993,-0.0045156674039267,0.0365947452713751,0.0089519428904315,0.0001016541127986,-5.081275931644556e-05,-0.0002682601190498,0.00022608146081,0.0035661706062992,0,0,0,1,0,0,0,0,0,0,0
248,Pivdennyi,03/2021,1.1708333333333334,-0.3320833333333333,-0.048544200866609,-0.0104325949412876,0.0108713082259302,0.000302055342208,0.0002569737626482,-0.0003065459989267,0.0008995354489645,0.0015588692060735,0.0074995818070104,0,0,0,0,0,1,0,0,0,0,0
249,Raiffeisen,03/2021,1.1708333333333334,-0.3320833333333333,-0.0157038017914646,-0.0037439506462254,0.0251021445356117,0.0026233343779984,-0.0002017318419901,1.3485271968621816e-05,0.0090947765044493,-8.595216908887683e-05,-0.0040070014404464,0,0,0,0,0,0,0,1,0,0,0
250,Sense,03/2021,1.1708333333333334,-0.3320833333333333,-0.0147661869209789,-0.0033635679335763,0.0260420317430108,0.0633950623364953,0.0001005170793573,-0.000142326554273,0.0018100386997056,0.0029452380590384,0.0093939888777465,0,0,0,0,0,0,0,0,1,0,0
251,Ukrsibbank,03/2021,1.1708333333333334,-0.3320833333333333,0.0156850703894052,0.005425653002195,-0.0139342112951402,0.1598769976141956,-0.0001218545157215,0.0013141265177006,0.004750095806376,0.0015155657684599,-0.0003271933032368,0,0,0,0,0,0,0,0,0,1,0
252,Universal,03/2021,1.1708333333333334,-0.3320833333333333,-0.0107762058322872,-0.033451881716414,0.0319500447838595,0.039088457384674,7.580115528628938e-05,-0.0009208755309556,-0.0021692242592277,0.005047477244935,0.0003253523983327,0,0,0,0,0,0,0,0,0,0,1
253,Privat_Bank,04/2021,0.3625000000000007,0.0258333333333329,-0.0011772607933213,0.0255665850818892,0.0097987459151668,-0.0063587846122719,2.006354231487168e-05,-4.609484900507804e-05,-0.0205636033475263,0.0027835763233315,0.0018823391311687,0,0,0,0,0,0,1,0,0,0,0
254,Credit_Agricole,04/2021,0.3625000000000007,0.0258333333333329,-0.0086399780155451,-0.0110920186961904,-0.0059921709986952,0.0317753294483451,2.4801561480001025e-05,-4.127984492224542e-05,0.0013582561727518,0.0003501993164847,0.003656771240394,1,0,0,0,0,0,0,0,0,0,0
255,FUIB,04/2021,0.3625000000000007,0.0258333333333329,-0.0455227741478296,0.0260928748018249,0.0082384424486904,-0.000548854442107,0.0005270615816938,8.19422116063017e-06,-0.0092078191942197,0.0002457176913937,-0.0049230751305948,0,1,0,0,0,0,0,0,0,0,0
256,Kredobank,04/2021,0.3625000000000007,0.0258333333333329,-0.0003391443821747,0.0100709501373593,-0.0052163970134057,0.0005996570002503,-0.0003523938625604,-0.0002616821638339,0.0039327201927417,-0.000347181887275,0.0013891410186941,0,0,1,0,0,0,0,0,0,0,0
257,Oschadbank,04/2021,0.3625000000000007,0.0258333333333329,-0.0344604290278182,-0.0012971056827189,0.0159580932998171,-0.0073211990654245,-0.0001412696833811,-0.000511927617734,-0.0050946062801123,0.0008140396349171,-0.0015222482954863,0,0,0,0,1,0,0,0,0,0,0
258,OTP,04/2021,0.3625000000000007,0.0258333333333329,-0.0127730617654159,-0.0069443293096865,0.0187451765637989,0.0010867402346179,-0.0001642460338823,-9.321894437230816e-05,0.006009002203131,6.143879960534594e-05,-0.0006843881371787,0,0,0,1,0,0,0,0,0,0,0
259,Pivdennyi,04/2021,0.3625000000000007,0.0258333333333329,-0.0188020160007303,-0.0073404944392768,0.0250019311637405,-0.0019055899973992,0.000365230287938,-0.0003495888060813,0.001351771314301,0.002440762481076,0.0098670395913233,0,0,0,0,0,1,0,0,0,0,0
260,Raiffeisen,04/2021,0.3625000000000007,0.0258333333333329,-0.0104138525512775,-0.0061050421048091,0.0192776965557511,0.0047481276178936,0.0001548550798013,0.000132662517642,0.0073638439009534,0.0005797063429985,0.0004449007861579,0,0,0,0,0,0,0,1,0,0,0
261,Sense,04/2021,0.3625000000000007,0.0258333333333329,-0.0014041058000408,0.0173119641174153,0.0187868930512601,0.046630550697133,-0.0001978758224434,-8.138250901464084e-05,0.0004882985215945,-0.0004920556983344,0.005463973423334,0,0,0,0,0,0,0,0,1,0,0
262,Ukrsibbank,04/2021,0.3625000000000007,0.0258333333333329,0.0277813375101589,0.0064270372952183,-0.0173459856052499,-0.0280178691174256,1.2807852241783315e-05,-0.0002914759771802,0.0033955807595592,-0.0003511265646218,0.0108838767815913,0,0,0,0,0,0,0,0,0,1,0
263,Universal,04/2021,0.3625000000000007,0.0258333333333329,-0.0152457337197013,-0.0236715649984552,0.0275271432327078,-0.0222523765931637,0.0001081659373166,0.0002777904967358,-0.0012803658898825,-0.000266236284448,-0.0013573076338417,0,0,0,0,0,0,0,0,0,0,1
264,Privat_Bank,05/2021,0.8458333333333332,0.3174999999999999,0.00245393698215,0.0092873747263786,-0.0003901163284535,-0.0081810986830978,1.840678927878761e-05,-0.0001355304950619,-0.0163670151539413,0.0006687098162684,-0.0001802197588946,0,0,0,0,0,0,1,0,0,0,0
265,Credit_Agricole,05/2021,0.8458333333333332,0.3174999999999999,-0.0639864529108835,-0.0071922007094295,0.0488567823604528,-0.0059880223671423,0.0001984881297018,5.636333154417951e-05,-0.0023319093332018,7.66478872280419e-06,0.0003112206652726,1,0,0,0,0,0,0,0,0,0,0
266,FUIB,05/2021,0.8458333333333332,0.3174999999999999,0.0095047244655351,-0.0039452658345694,-0.0230490813973424,-0.003667660480302,0.0002091077088227,-0.0003926147615603,-0.0009643006530598,-0.0002340573606188,-0.0018465947062185,0,1,0,0,0,0,0,0,0,0,0
267,Kredobank,05/2021,0.8458333333333332,0.3174999999999999,0.011187211250085,0.0057551094878385,-0.0087883077362215,-0.0007164899506005,3.3237443805649546e-05,-0.0001737160608651,0.0034116781621685,-0.0001721230113629,0.0012925649039603,0,0,1,0,0,0,0,0,0,0,0
268,Oschadbank,05/2021,0.8458333333333332,0.3174999999999999,-0.0293611741484265,-0.0057437182264951,-0.0031129356140499,-0.0048061929658334,-8.272240405700262e-06,-0.0004622939880499,-0.0052511462808904,-0.0002732505727715,-0.0027778161695825,0,0,0,0,1,0,0,0,0,0,0
269,OTP,05/2021,0.8458333333333332,0.3174999999999999,-0.0146080222738499,-0.0037008882061926,0.0118481714014678,0.0020834236031667,0.0001260157051493,-0.0002471498631156,0.0062441779393299,-0.0002024360632668,-0.0004723133502452,0,0,0,1,0,0,0,0,0,0,0
270,Pivdennyi,05/2021,0.8458333333333332,0.3174999999999999,0.0163441611382711,-0.0046079412028221,0.000133814342469,-0.0019179905748899,0.000480491077364,0.0006570711691049,0.0003888391631449,-0.0002948812260271,0.0044317549325176,0,0,0,0,0,1,0,0,0,0,0
271,Raiffeisen,05/2021,0.8458333333333332,0.3174999999999999,-0.0054445637621751,-0.0037082463977328,0.015973005892804,-0.0046254059951575,0.0002070401210661,-0.0001639692419405,-0.0072766454676332,-0.0004441438059944,0.0002917548287246,0,0,0,0,0,0,0,1,0,0,0
272,Sense,05/2021,0.8458333333333332,0.3174999999999999,-0.0200320040355713,0.0202128396424387,0.0310350566271426,-0.0213440836624061,-2.9606629250699887e-05,-0.0002884264860555,-0.0015957039674712,-0.001002510595837,-0.000643417358226,0,0,0,0,0,0,0,0,1,0,0
273,Ukrsibbank,05/2021,0.8458333333333332,0.3174999999999999,0.0120656099782258,0.0007551453538618,-0.0038646341015245,-0.0345719085788056,5.0657210962308345e-05,-0.0005307156290454,0.0004936554563161,-0.0004978065416384,0.0056851823206841,0,0,0,0,0,0,0,0,0,1,0
274,Universal,05/2021,0.8458333333333332,0.3174999999999999,0.0486201765505995,-0.0136978118331645,-0.0235259826742607,0.0077683296269259,0.0004436041719532,0.0002149492337452,-7.028666195504907e-05,-0.0001524660996716,-0.0002258915342124,0,0,0,0,0,0,0,0,0,0,1
275,Privat_Bank,07/2021,0.6958333333333329,-0.0137499999999981,0.0010473360443261,-0.0134231986350709,-0.0110060600513797,-0.0082032381605404,7.206745398327837e-05,-0.0004506418831247,-0.005159834752947,0.0041083056682901,-0.0003389313037881,0,0,0,0,0,0,1,0,0,0,0
276,Credit_Agricole,07/2021,0.6958333333333329,-0.0137499999999981,-0.0089155956385809,-0.002845361722277,0.0079371436319966,-0.0008599267279687,0.0003757590128451,-6.51445579598793e-05,0.0015314364043423,0.0005674437685265,0.0011120175906447,1,0,0,0,0,0,0,0,0,0,0
277,FUIB,07/2021,0.6958333333333329,-0.0137499999999981,-0.0542715739048051,-0.0051745683849941,0.012213724353523,-0.0014135702577823,-7.935659095737423e-05,-0.0001560806952641,-0.0107548460209696,-0.0001305424167705,-0.0032069461069416,0,1,0,0,0,0,0,0,0,0,0
278,Kredobank,07/2021,0.6958333333333329,-0.0137499999999981,0.0579559514987749,-4.974591629448161e-06,-0.0233343082640444,-0.0026468624349939,0.0001691952962538,-0.0002052672523764,0.0031456320460532,-3.6681088062331946e-06,-0.0011056682953921,0,0,1,0,0,0,0,0,0,0,0
279,Oschadbank,07/2021,0.6958333333333329,-0.0137499999999981,-0.020076285712284,-0.0026078324262972,-0.0117741128481804,-0.0029256792489435,8.578150232689541e-05,-0.0003922713317225,-0.0038954064755556,0.0007907169732446,-0.0031721156170005,0,0,0,0,1,0,0,0,0,0,0
280,OTP,07/2021,0.6958333333333329,-0.0137499999999981,0.0094619238433556,0.008022395146598,-0.03629635575958,-0.0060402606331462,0.0002736323899193,9.700404343250882e-05,-0.0014192000809024,0.0004054122890612,-0.0007187612862904,0,0,0,1,0,0,0,0,0,0,0
281,Pivdennyi,07/2021,0.6958333333333329,-0.0137499999999981,0.0406091928604116,-0.0009897829221447,-0.0218264508704283,0.0070737925698353,0.0004097142826517,-0.00076930344053,0.0038016224972236,3.943100232496697e-05,0.0047560034795776,0,0,0,0,0,1,0,0,0,0,0
282,Raiffeisen,07/2021,0.6958333333333329,-0.0137499999999981,-0.0096224676712973,0.0006190036810649,0.0077720321888074,-0.0046983761429539,3.733026143910509e-05,4.641910850932893e-05,-0.0055400770759121,0.0002213257415724,0.0051029189245119,0,0,0,0,0,0,0,1,0,0,0
283,Sense,07/2021,0.6958333333333329,-0.0137499999999981,-0.0452392228256531,0.0434489677609179,0.0114729202474183,-0.0199054889261072,-5.079363441192874e-05,-0.0004719177656537,-0.0020659434262925,-0.0001829299285258,0.0007960904833712,0,0,0,0,0,0,0,0,1,0,0
284,Ukrsibbank,07/2021,0.6958333333333329,-0.0137499999999981,-0.0269664243205977,0.0006681432558547,0.0183067991224356,-0.0119974496260973,3.523727107511334e-05,-0.0005005640765068,0.0005471659564153,-0.0001790346231785,-0.0041340495844401,0,0,0,0,0,0,0,0,0,1,0
285,Universal,07/2021,0.6958333333333329,-0.0137499999999981,0.015172810083505,0.0034109410874322,0.0120391715990506,0.107710526323879,0.0008112934073169,-0.0006520478595878,-0.002832344691132,0.0026967642520655,0.0004843811832347,0,0,0,0,0,0,0,0,0,0,1
286,Privat_Bank,08/2021,0.4000000000000003,0.0300000000000011,0.0049070747935701,-0.0106476504107519,-0.0201556224843911,-0.0038584382492121,0.0001205720856603,-0.0007576381218917,-0.0036404869119971,-0.0014959419016375,0.0014865970047355,0,0,0,0,0,0,1,0,0,0,0
287,Credit_Agricole,08/2021,0.4000000000000003,0.0300000000000011,0.0414634003053594,-0.0027749188300441,-0.0441057355182697,-0.0044273786016744,-5.713544980578099e-06,-8.978831181057079e-05,0.0055417920429005,0.0002181574525874,0.002549185987466,1,0,0,0,0,0,0,0,0,0,0
288,FUIB,08/2021,0.4000000000000003,0.0300000000000011,0.0279157612471798,-0.0067367462413938,-0.0446732215141015,-0.0011844275790043,-0.0008267695302993,-0.0008474844950559,0.0025539474132491,-0.0010319110424418,0.0056669489847606,0,1,0,0,0,0,0,0,0,0,0
289,Kredobank,08/2021,0.4000000000000003,0.0300000000000011,0.0674414038047689,-0.0013715175144293,-0.0358085931503366,-0.004634119003894,0.0001935495410729,-0.0002399759774486,-0.0010377031704555,8.232993262889503e-05,0.0002195796615737,0,0,1,0,0,0,0,0,0,0,0
290,Oschadbank,08/2021,0.4000000000000003,0.0300000000000011,0.0147754028965785,0.0042022140541961,-0.0196334123764167,-0.0060786337109977,-0.0006436349101339,-0.0006714340040596,0.0008998074569324,-0.0007598872377528,0.0006844484904129,0,0,0,0,1,0,0,0,0,0,0
291,OTP,08/2021,0.4000000000000003,0.0300000000000011,0.0190175326750198,-0.0026413814237879,-0.03897245921946,-0.0059331945012254,0.0001555385203972,4.5228260734429294e-05,-0.0009725398582921,-4.348407779620339e-06,0.0011582747380358,0,0,0,1,0,0,0,0,0,0,0
292,Pivdennyi,08/2021,0.4000000000000003,0.0300000000000011,0.0322610276861289,0.0034738105656594,-0.0411512830639558,-0.0029862815708582,7.010066677089546e-05,0.00015312361594,0.0027916651890805,0.000404870502137,0.0028233697726123,0,0,0,0,0,1,0,0,0,0,0
293,Raiffeisen,08/2021,0.4000000000000003,0.0300000000000011,-0.0085998313918768,0.0010902870103538,-0.0176527502138671,0.0015325734917074,-4.556073185689111e-05,3.2260912801848965e-05,-0.0021024706403716,0.0001465676815983,0.0145473919165561,0,0,0,0,0,0,0,1,0,0,0
294,Sense,08/2021,0.4000000000000003,0.0300000000000011,-0.0032261035604472,0.0346409353618986,-0.0116732974859667,-0.007739352416093,-1.290758885237088e-05,-0.0007228832768684,0.0018032205517617,-0.0005663081749087,-0.002979629836178,0,0,0,0,0,0,0,0,1,0,0
295,Ukrsibbank,08/2021,0.4000000000000003,0.0300000000000011,-0.0151393600049761,-0.002211044240578,0.0013529578736065,-0.0192791724318234,0.0001167027631429,-0.0005722172203949,0.0016125488195136,-0.0001931731513346,0.0041858192256841,0,0,0,0,0,0,0,0,0,1,0
296,Universal,08/2021,0.4000000000000003,0.0300000000000011,-0.0033097970356777,0.0047481154517302,0.0043048997272602,-0.0567009111619913,2.469225917355218e-05,-0.0002671667817144,-0.0043362552161437,-0.0011876333223325,-0.000578961779478,0,0,0,0,0,0,0,0,0,0,1
297,Privat_Bank,09/2021,0.8500000000000014,0.0650000000000012,0.0016242409923761,-0.0102737649608599,-0.0059421847619234,0.010906397870814,0.0001846470421999,-0.0005013893978323,0.0015097461104411,-0.0010043980723904,0.0005294361905326,0,0,0,0,0,0,1,0,0,0,0
298,Credit_Agricole,09/2021,0.8500000000000014,0.0650000000000012,0.0486001145171525,-0.0044065221780252,-0.0394501142806157,-0.0017319299011707,-8.814375822174206e-05,0.0003525718837549,-0.0005376603646136,4.1600398509487706e-05,-0.0005590606471271,1,0,0,0,0,0,0,0,0,0,0
299,FUIB,09/2021,0.8500000000000014,0.0650000000000012,-0.0389396929400378,-0.005016914319514,-0.0121659725541006,0.0033835523279403,0.0002212456578228,-0.0001643919560417,-0.0065873171518402,0.0004892112954655,0.0014285082576598,0,1,0,0,0,0,0,0,0,0,0
300,Kredobank,09/2021,0.8500000000000014,0.0650000000000012,0.0524449087146926,-0.0029479452551487,-0.0161349104713721,0.0001995562966468,-0.0002547734553601,-8.10289178624201e-05,-0.0001372102515605,-0.0004327344483278,4.683996233986396e-05,0,0,1,0,0,0,0,0,0,0,0
301,Oschadbank,09/2021,0.8500000000000014,0.0650000000000012,0.012793382841743,0.0007921686474687,0.0217108216195849,-0.0010577283142874,-0.0001609291105108,-0.0005440767475269,0.002785340828471,-0.0022318315373599,-0.0001952388117225,0,0,0,0,1,0,0,0,0,0,0
302,OTP,09/2021,0.8500000000000014,0.0650000000000012,-0.0039635352918458,-0.0073527571227665,-0.0068841372635794,-0.0052387473109575,-3.086412500982391e-07,0.0004570412127731,-0.0006827772344613,0.0001937487888618,0.0007168033055338,0,0,0,1,0,0,0,0,0,0,0
303,Pivdennyi,09/2021,0.8500000000000014,0.0650000000000012,-0.0205682284182386,-0.0005727759406678,-0.0615070178175908,-0.0021788268496744,-0.0001597397823472,-0.000257361495452,-0.0006110831351365,-0.0002981429213438,-0.0026042841459095,0,0,0,0,0,1,0,0,0,0,0
304,Raiffeisen,09/2021,0.8500000000000014,0.0650000000000012,-0.0005791679978666,0.0028098269558626,-0.0137103528115996,0.0016198834303874,-0.000104904126872,-8.25331206641966e-05,0.0012889349717963,-0.0002582579818582,0.0107751393804048,0,0,0,0,0,0,0,1,0,0,0
305,Sense,09/2021,0.8500000000000014,0.0650000000000012,0.0015325061267481,-0.0635397124538959,-0.0042218407544289,-0.0114113270589474,-0.0001713122829466,0.0005854908790729,0.002809733576102,-0.0008799900960954,-0.0005900564197555,0,0,0,0,0,0,0,0,1,0,0
306,Ukrsibbank,09/2021,0.8500000000000014,0.0650000000000012,-0.0090829305703973,-0.0097579693090428,0.0046856944691699,-0.0045417563665365,7.785919238764618e-05,-0.0003460539000528,-0.0029276585340554,1.4470065995841538e-05,-0.0076712134778232,0,0,0,0,0,0,0,0,0,1,0
307,Universal,09/2021,0.8500000000000014,0.0650000000000012,0.0195847126869869,-0.0080010008362521,0.0185046221024999,-0.0472894070385454,-0.0001903372968131,0.0007009192680306,0.0139782180464587,-0.0009276580584553,0.000331343959335,0,0,0,0,0,0,0,0,0,0,1
308,Privat_Bank,10/2021,0.2000000000000028,-0.0583333333333317,0.0009134166693433,-0.0144897076007835,0.001123352983072,-0.004079001982103,0.0002954392479268,-0.0002465039645277,0.0067218089193825,-7.688111658496997e-05,-0.0039378346792007,0,0,0,0,0,0,1,0,0,0,0
309,Credit_Agricole,10/2021,0.2000000000000028,-0.0583333333333317,0.022914770007067,-0.0112417965925987,-0.0050843743311386,0.0017137265896,-0.0001015816262818,-0.0001434209843354,0.0009268832051744,0.0001294792532702,-0.0019597039436192,1,0,0,0,0,0,0,0,0,0,0
310,FUIB,10/2021,0.2000000000000028,-0.0583333333333317,-0.0149060242012959,-0.0056226048845951,-0.0016913261069429,0.0015298700007619,-0.0003225521281636,-4.140123606372927e-05,-0.0027095363375231,7.481495018047193e-05,0.0005373249967668,0,1,0,0,0,0,0,0,0,0,0
311,Kredobank,10/2021,0.2000000000000028,-0.0583333333333317,0.0500684656892803,-0.0035642809802808,-0.0078119346174565,-0.0045960276401688,-3.8145938659871897e-06,3.5102389606504573e-05,-0.0001806756281853,-0.0002284451943133,-0.002438150454369,0,0,1,0,0,0,0,0,0,0,0
312,Oschadbank,10/2021,0.2000000000000028,-0.0583333333333317,0.0322583659082155,0.0011373441899126,-0.0041683587671056,0.0041807569246138,-0.0001376926415739,-0.0003821454913769,0.0049820768481956,-0.0024851469396705,0.000996493756593,0,0,0,0,1,0,0,0,0,0,0
313,OTP,10/2021,0.2000000000000028,-0.0583333333333317,0.0244955101397946,-0.0063753423811958,-0.0170753712565317,0.0029616472678385,4.892372212293456e-05,0.000153213972675,0.0056839813709625,0.0002953313953848,-0.0007450960082539,0,0,0,1,0,0,0,0,0,0,0
314,Pivdennyi,10/2021,0.2000000000000028,-0.0583333333333317,0.031588491422268,-0.0030132872129614,-0.0504792337568867,-0.0018759812263694,8.298138189800778e-05,-0.0003816104303593,0.0035148191131644,-1.006653934679594e-05,0.0007352278454916,0,0,0,0,0,1,0,0,0,0,0
315,Raiffeisen,10/2021,0.2000000000000028,-0.0583333333333317,0.0114424164351237,0.0089858076005122,-0.0053183601644453,-0.0013510511733721,0.0001359122844757,-0.0001512172589477,-0.0010366456455974,0.0002325830887055,-0.0142861941174235,0,0,0,0,0,0,0,1,0,0,0
316,Sense,10/2021,0.2000000000000028,-0.0583333333333317,-0.0048114693000481,-0.0479717641406835,-0.011410682983079,0.0035179470901159,-2.504722355716697e-05,-0.0001590784131893,0.0019712066811899,-0.0007778576822485,-0.004584260864899,0,0,0,0,0,0,0,0,1,0,0
317,Ukrsibbank,10/2021,0.2000000000000028,-0.0583333333333317,0.0075977834430475,-0.0160194621744694,0.0003478883595902,-0.0177093270568893,-0.0001698087650466,-0.0011195065307356,0.00470044597089,-0.00052978231088,0.0019305749320029,0,0,0,0,0,0,0,0,0,1,0
318,Universal,10/2021,0.2000000000000028,-0.0583333333333317,0.019385880551473,-0.0128729959502847,-0.0031342359492965,-0.0157761395876021,2.9587176560043685e-05,6.623225333772347e-05,0.0145218662597042,0.0011159975598717,-0.0004084093756992,0,0,0,0,0,0,0,0,0,0,1
319,Privat_Bank,11/2021,-1.0874999999999986,-0.2874999999999996,0.0053638673977926,-0.0193242582055953,-0.00401977858632,-0.0011342621853579,0.0004568795851063,-0.0002587927180846,0.0106785875283073,-7.236210406370153e-06,0.0017163332419664,0,0,0,0,0,0,1,0,0,0,0
320,Credit_Agricole,11/2021,-1.0874999999999986,-0.2874999999999996,0.0523158343344215,-0.0151290443278044,-0.0188004789116468,-0.0020714127654301,-0.0001670839981504,7.869277160512961e-05,0.0024522889345186,-0.0002501073013265,-0.0001884436939243,1,0,0,0,0,0,0,0,0,0,0
321,FUIB,11/2021,-1.0874999999999986,-0.2874999999999996,-0.0036650286712719,-0.0107572561479845,0.0058833999293114,0.0040153013252389,-4.457581667330866e-05,-0.0002183069585452,0.0010498221833682,0.0001001167594989,0.0080870917261956,0,1,0,0,0,0,0,0,0,0,0
322,Kredobank,11/2021,-1.0874999999999986,-0.2874999999999996,0.042785429105552,-0.0068403953030782,0.0013169682773376,-0.0063786407278227,-0.0001347864997879,8.650144581146251e-05,0.0007429380384515,-0.0002555197202524,-0.0036747882317972,0,0,1,0,0,0,0,0,0,0,0
